	Timestamp	Filtered Rate: CBP	Filtered Rate: TxOPhCz	Filtered Rate: BuO-BsubPc	Source Power: CBP	Source Power: TxOPhCz	Source Power: BuO-BsubPc	Thickness: CBP	Thickness: TxOPhCz	Thickness: BuO-BsubPc	State: CBP	State: TxOPhCz	State: BuO-BsubPc	Fundamental  Frequency: CBP	Fundamental  Frequency: TxOPhCz	Fundamental  Frequency: BuO-BsubPc	Current Z-Ratio: CBP	Current Z-Ratio: TxOPhCz	Current Z-Ratio: BuO-BsubPc
1282	12:37:24	0.002	0.000	0.001	20.407	12.023	18.046	0.000	0.001	0.002	Manual	Manual	Manual	Sensor Status	1	00	Fundamental Activity	000.000	786
1283	12:37:25	-0.001	0.000	0.001	20.407	12.023	18.046	0.000	0.001	0.002	Manual	Manual	Manual	Sensor Status	1	00	Fundamental Activity	000.000	785
1284	12:37:26	-0.001	0.000	0.001	20.407	12.023	18.046	0.000	0.001	0.002	Manual	Manual	Manual	Sensor Status	1	00	Fundamental Activity	000.000	786
1285	12:37:27	-0.003	0.000	0.001	20.407	12.023	18.046	0.000	0.001	0.002	Manual	Manual	Manual	Sensor Status	1	00	Fundamental Activity	000.000	787
1286	12:37:28	0.000	0.000	0.001	20.407	12.023	18.046	0.000	0.001	0.002	Manual	Manual	Manual	Sensor Status	1	00	Fundamental Activity	000.000	788
1287	12:37:29	0.002	0.000	0.001	20.407	12.023	18.046	0.000	0.001	0.002	Manual	Manual	Manual	Sensor Status	1	00	Fundamental Activity	000.000	785
1288	12:37:30	-0.001	0.000	0.001	20.407	12.023	18.046	0.000	0.001	0.002	Manual	Manual	Manual	Sensor Status	1	00	Fundamental Activity	000.000	786
1289	12:37:31	0.001	0.000	0.001	20.407	12.023	18.046	0.000	0.001	0.002	Manual	Manual	Manual	Sensor Status	1	00	Fundamental Activity	000.000	786
1290	12:37:32	0.000	0.000	0.001	20.407	12.023	18.046	0.000	0.001	0.002	Manual	Manual	Manual	Sensor Status	1	00	Fundamental Activity	000.000	785
1291	12:37:33	0.000	0.000	0.001	20.407	12.023	18.046	0.000	0.001	0.002	Manual	Manual	Manual	Sensor Status	1	00	Fundamental Activity	000.000	786
1292	12:37:34	-0.002	0.000	0.001	20.407	12.023	18.046	0.000	0.001	0.002	Manual	Manual	Manual	Sensor Status	1	00	Fundamental Activity	000.000	785
1293	12:37:35	0.004	0.000	0.001	20.407	12.023	18.046	0.000	0.001	0.002	Manual	Manual	Manual	Sensor Status	1	00	Fundamental Activity	000.000	785
1294	12:37:36	-0.001	0.000	0.001	20.407	12.023	18.046	0.000	0.001	0.002	Manual	Manual	Manual	Sensor Status	1	00	Fundamental Activity	000.000	786
1295	12:37:37	-0.001	0.000	0.001	20.407	12.023	18.046	0.000	0.001	0.002	Manual	Manual	Manual	Sensor Status	1	00	Fundamental Activity	000.000	785
1296	12:37:38	-0.002	0.000	0.001	20.407	12.023	18.046	0.000	0.001	0.002	Manual	Manual	Manual	Sensor Status	1	00	Fundamental Activity	000.000	786
1297	12:37:39	-0.001	0.000	0.001	20.407	12.023	18.046	0.000	0.001	0.002	Manual	Manual	Manual	Sensor Status	1	00	Fundamental Activity	000.000	785
1298	12:37:40	0.002	0.000	0.001	20.407	12.023	18.046	0.000	0.001	0.002	Manual	Manual	Manual	Sensor Status	1	00	Fundamental Activity	000.000	786
1299	12:37:41	0.001	0.000	0.001	20.407	12.023	18.046	0.000	0.001	0.002	Manual	Manual	Manual	Sensor Status	1	00	Fundamental Activity	000.000	785
1300	12:37:42	-0.001	0.000	0.001	20.407	12.023	18.046	0.000	0.001	0.002	Manual	Manual	Manual	Sensor Status	1	00	Fundamental Activity	000.000	789
1301	12:37:43	0.001	0.000	0.001	20.407	12.023	18.046	0.000	0.001	0.002	Manual	Manual	Manual	Sensor Status	1	00	Fundamental Activity	000.000	786
1302	12:37:44	-0.001	0.000	0.001	20.407	12.023	18.046	0.000	0.001	0.002	Manual	Manual	Manual	Sensor Status	1	00	Fundamental Activity	000.000	786
1303	12:37:45	0.001	0.000	0.001	20.407	12.023	18.046	0.000	0.001	0.002	Manual	Manual	Manual	Sensor Status	1	00	Fundamental Activity	000.000	786
1304	12:37:46	-0.002	-0.000	0.001	20.407	12.023	18.046	0.000	0.001	0.002	Manual	Manual	Manual	Sensor Status	1	00	Fundamental Activity	000.000	786
1305	12:37:47	-0.001	0.000	0.001	20.407	12.023	18.046	0.000	0.001	0.002	Manual	Manual	Manual	Sensor Status	1	00	Fundamental Activity	000.000	786
1306	12:37:48	0.001	-0.000	0.001	20.407	12.023	18.046	0.000	0.001	0.002	Manual	Manual	Manual	Sensor Status	1	00	Fundamental Activity	000.000	787
1307	12:37:49	-0.001	0.000	0.001	20.407	12.023	18.046	0.000	0.001	0.002	Manual	Manual	Manual	Sensor Status	1	00	Fundamental Activity	000.000	789
1308	12:37:50	0.001	0.000	0.001	20.407	12.023	18.046	0.000	0.001	0.002	Manual	Manual	Manual	Sensor Status	1	00	Fundamental Activity	000.000	786
1309	12:37:51	-0.001	0.000	0.001	20.407	12.023	18.046	0.000	0.001	0.002	Manual	Manual	Manual	Sensor Status	1	00	Fundamental Activity	000.000	785
1310	12:37:52	0.001	0.000	0.001	20.407	12.023	18.046	0.000	0.001	0.002	Manual	Manual	Manual	Sensor Status	1	00	Fundamental Activity	000.000	787
1311	12:37:53	0.002	0.000	0.001	20.407	12.023	18.046	0.000	0.001	0.002	Manual	Manual	Manual	Sensor Status	1	00	Fundamental Activity	000.000	787
1312	12:37:54	0.001	0.000	0.001	20.407	12.023	18.046	0.000	0.001	0.002	Manual	Manual	Manual	Sensor Status	1	00	Fundamental Activity	000.000	785
1313	12:37:55	-0.001	-0.000	0.001	20.407	12.023	18.046	0.000	0.001	0.002	Manual	Manual	Manual	Sensor Status	1	00	Fundamental Activity	000.000	784
1314	12:37:56	0.002	0.000	0.001	20.407	12.023	18.046	0.000	0.001	0.002	Manual	Manual	Manual	Sensor Status	1	00	Fundamental Activity	000.000	787
1315	12:37:57	0.002	0.000	0.001	20.407	12.023	18.046	0.000	0.001	0.002	Manual	Manual	Manual	Sensor Status	1	00	Fundamental Activity	000.000	786
1316	12:37:58	-0.003	0.000	0.001	20.407	12.023	18.046	0.000	0.001	0.002	Manual	Manual	Manual	Sensor Status	1	00	Fundamental Activity	000.000	785
1317	12:37:59	0.000	0.000	0.001	20.407	12.023	18.046	0.000	0.001	0.002	Manual	Manual	Manual	Sensor Status	1	00	Fundamental Activity	000.000	787
1318	12:38:00	0.000	0.000	0.001	20.407	12.023	18.046	0.000	0.001	0.002	Manual	Manual	Manual	Sensor Status	1	00	Fundamental Activity	000.000	786
1319	12:38:01	-0.001	0.000	0.001	20.407	12.023	18.046	0.000	0.001	0.002	Manual	Manual	Manual	Sensor Status	1	00	Fundamental Activity	000.000	784
1320	12:38:02	-0.001	0.000	0.001	20.407	12.023	18.046	0.000	0.001	0.002	Manual	Manual	Manual	Sensor Status	1	00	Fundamental Activity	000.000	785
1321	12:38:03	-0.001	0.000	0.001	20.407	12.023	18.046	0.000	0.001	0.002	Manual	Manual	Manual	Sensor Status	1	00	Fundamental Activity	000.000	787
1322	12:38:04	0.000	0.000	0.001	20.407	12.023	18.046	0.000	0.001	0.002	Manual	Manual	Manual	Sensor Status	1	00	Fundamental Activity	000.000	786
1323	12:38:05	-0.005	0.000	0.001	20.407	12.023	18.046	0.000	0.001	0.002	Manual	Manual	Manual	Sensor Status	1	00	Fundamental Activity	000.000	786
1324	12:38:06	0.006	0.000	0.001	20.407	12.023	18.046	0.000	0.001	0.002	Manual	Manual	Manual	Sensor Status	1	00	Fundamental Activity	000.000	785
1325	12:38:07	-0.001	0.000	0.001	20.407	12.023	18.046	0.000	0.001	0.002	Manual	Manual	Manual	Sensor Status	1	00	Fundamental Activity	000.000	786
1326	12:38:08	0.001	0.000	0.001	20.407	12.023	18.046	0.000	0.001	0.002	Manual	Manual	Manual	Sensor Status	1	00	Fundamental Activity	000.000	786
1327	12:38:09	0.001	0.000	0.001	20.407	12.023	18.046	0.000	0.001	0.002	Manual	Manual	Manual	Sensor Status	1	00	Fundamental Activity	000.000	786
1328	12:38:10	0.001	0.000	0.001	20.407	12.023	18.046	0.000	0.001	0.002	Manual	Manual	Manual	Sensor Status	1	00	Fundamental Activity	000.000	783
1329	12:38:11	0.000	0.000	0.001	20.407	12.023	18.046	0.000	0.001	0.002	Manual	Manual	Manual	Sensor Status	1	00	Fundamental Activity	000.000	783
1330	12:38:12	-0.001	0.000	0.001	20.407	12.023	18.046	0.000	0.001	0.002	Manual	Manual	Manual	Sensor Status	1	00	Fundamental Activity	000.000	784
1331	12:38:13	0.001	0.000	0.001	20.407	12.023	18.046	0.000	0.001	0.002	Manual	Manual	Manual	Sensor Status	1	00	Fundamental Activity	000.000	786
1332	12:38:14	-0.001	0.000	0.001	20.407	12.023	18.046	0.000	0.001	0.002	Manual	Manual	Manual	Sensor Status	1	00	Fundamental Activity	000.000	784
1333	12:38:15	0.001	0.000	0.001	20.407	12.023	18.046	0.000	0.001	0.002	Manual	Manual	Manual	Sensor Status	1	00	Fundamental Activity	000.000	786
1334	12:38:16	-0.001	0.000	0.001	20.407	12.023	18.046	0.000	0.001	0.002	Manual	Manual	Manual	Sensor Status	1	00	Fundamental Activity	000.000	788
1335	12:38:17	0.003	0.000	0.001	20.407	12.023	18.046	0.000	0.001	0.002	Manual	Manual	Manual	Sensor Status	1	00	Fundamental Activity	000.000	786
1336	12:38:18	-0.001	0.000	0.001	20.407	12.023	18.046	0.000	0.001	0.002	Manual	Manual	Manual	Sensor Status	1	00	Fundamental Activity	000.000	788
1337	12:38:19	0.000	0.000	0.001	20.407	12.023	18.046	0.000	0.001	0.002	Manual	Manual	Manual	Sensor Status	1	00	Fundamental Activity	000.000	787
1338	12:38:20	0.000	0.000	0.001	20.407	12.023	18.046	0.000	0.001	0.002	Manual	Manual	Manual	Sensor Status	1	00	Fundamental Activity	000.000	786
1339	12:38:21	-0.001	0.000	0.001	20.407	12.023	18.046	0.000	0.001	0.002	Manual	Manual	Manual	Sensor Status	1	00	Fundamental Activity	000.000	786
1340	12:38:22	0.001	0.000	0.001	20.407	12.023	18.046	0.000	0.001	0.002	Manual	Manual	Manual	Sensor Status	1	00	Fundamental Activity	000.000	785
1341	12:38:23	0.000	0.000	0.001	20.407	12.023	18.046	0.000	0.001	0.002	Manual	Manual	Manual	Sensor Status	1	00	Fundamental Activity	000.000	786
1342	12:38:24	-0.001	0.000	0.001	20.407	12.023	18.046	0.000	0.001	0.002	Manual	Manual	Manual	Sensor Status	1	00	Fundamental Activity	000.000	787
1343	12:38:25	0.000	0.000	0.001	20.407	12.023	18.046	0.000	0.001	0.002	Manual	Manual	Manual	Sensor Status	1	00	Fundamental Activity	000.000	788
1344	12:38:26	-0.003	0.000	0.001	20.407	12.023	18.046	0.000	0.001	0.002	Manual	Manual	Manual	Sensor Status	1	00	Fundamental Activity	000.000	785
1345	12:38:27	-0.001	0.000	0.001	20.407	12.023	18.046	0.000	0.001	0.002	Manual	Manual	Manual	Sensor Status	1	00	Fundamental Activity	000.000	788
1346	12:38:28	0.001	0.000	0.001	20.407	12.023	18.046	0.000	0.001	0.002	Manual	Manual	Manual	Sensor Status	1	00	Fundamental Activity	000.000	787
1347	12:38:29	0.001	0.000	0.001	20.407	12.023	18.046	0.000	0.001	0.002	Manual	Manual	Manual	Sensor Status	1	00	Fundamental Activity	000.000	787
1348	12:38:30	-0.003	0.000	0.001	20.407	12.023	18.046	0.000	0.001	0.002	Manual	Manual	Manual	Sensor Status	1	00	Fundamental Activity	000.000	788
1349	12:38:31	0.001	0.001	0.001	20.407	12.023	18.046	0.000	0.001	0.002	Manual	Manual	Manual	Sensor Status	1	00	Fundamental Activity	000.000	789
1350	12:38:32	0.005	0.000	0.001	20.407	12.023	18.046	0.000	0.001	0.002	Manual	Manual	Manual	Sensor Status	1	00	Fundamental Activity	000.000	788
1351	12:38:33	-0.002	0.000	0.001	20.407	12.023	18.046	0.000	0.001	0.002	Manual	Manual	Manual	Sensor Status	1	00	Fundamental Activity	000.000	789
1352	12:38:34	0.000	0.000	0.001	20.407	12.023	18.046	0.000	0.001	0.002	Manual	Manual	Manual	Sensor Status	1	00	Fundamental Activity	000.000	787
1353	12:38:35	0.001	0.000	0.001	20.407	12.023	18.046	0.000	0.001	0.002	Manual	Manual	Manual	Sensor Status	1	00	Fundamental Activity	000.000	786
1354	12:38:36	-0.001	0.000	0.001	20.407	12.023	18.046	0.000	0.001	0.002	Manual	Manual	Manual	Sensor Status	1	00	Fundamental Activity	000.000	788
1355	12:38:37	0.001	0.000	0.001	20.407	12.023	18.046	0.000	0.001	0.002	Manual	Manual	Manual	Sensor Status	1	00	Fundamental Activity	000.000	787
1356	12:38:38	-0.001	0.000	0.001	20.407	12.023	18.046	0.000	0.001	0.002	Manual	Manual	Manual	Sensor Status	1	00	Fundamental Activity	000.000	787
1357	12:38:39	0.001	0.000	0.001	20.407	12.023	18.046	0.000	0.001	0.002	Manual	Manual	Manual	Sensor Status	1	00	Fundamental Activity	000.000	787
1358	12:38:40	-0.001	0.000	0.001	20.407	12.023	18.046	0.000	0.001	0.002	Manual	Manual	Manual	Sensor Status	1	00	Fundamental Activity	000.000	787
1359	12:38:41	-0.001	0.000	0.001	20.407	12.023	18.046	0.000	0.001	0.002	Manual	Manual	Manual	Sensor Status	1	00	Fundamental Activity	000.000	786
1360	12:38:42	0.001	0.000	0.001	20.407	12.023	18.046	0.000	0.001	0.002	Manual	Manual	Manual	Sensor Status	1	00	Fundamental Activity	000.000	786
1361	12:38:43	-0.001	0.000	0.001	20.407	12.023	18.046	0.000	0.001	0.002	Manual	Manual	Manual	Sensor Status	1	00	Fundamental Activity	000.000	788
1362	12:38:44	-0.002	0.000	0.001	20.407	12.023	18.046	0.000	0.001	0.002	Manual	Manual	Manual	Sensor Status	1	00	Fundamental Activity	000.000	786
1363	12:38:45	0.003	0.000	0.001	20.407	12.023	18.046	0.000	0.001	0.002	Manual	Manual	Manual	Sensor Status	1	00	Fundamental Activity	000.000	787
1364	12:38:46	-0.001	0.000	0.001	20.407	12.023	18.046	0.000	0.001	0.002	Manual	Manual	Manual	Sensor Status	1	00	Fundamental Activity	000.000	787
1365	12:38:47	-0.001	0.000	0.001	20.407	12.023	18.046	0.000	0.001	0.002	Manual	Manual	Manual	Sensor Status	1	00	Fundamental Activity	000.000	788
1366	12:38:48	0.001	0.000	0.001	20.407	12.023	18.046	0.000	0.001	0.002	Manual	Manual	Manual	Sensor Status	1	00	Fundamental Activity	000.000	787
1367	12:38:49	0.001	-0.000	0.001	20.407	12.023	18.046	0.000	0.001	0.002	Manual	Manual	Manual	Sensor Status	1	00	Fundamental Activity	000.000	786
1368	12:38:50	-0.001	0.000	0.001	20.407	12.023	18.046	0.000	0.001	0.002	Manual	Manual	Manual	Sensor Status	1	00	Fundamental Activity	000.000	787
1369	12:38:51	0.001	0.000	0.001	20.407	12.023	18.046	0.000	0.001	0.002	Manual	Manual	Manual	Sensor Status	1	00	Fundamental Activity	000.000	784
1370	12:38:52	0.000	-0.000	0.001	20.407	12.023	18.046	0.000	0.001	0.002	Manual	Manual	Manual	Sensor Status	1	00	Fundamental Activity	000.000	786
1371	12:38:53	-0.002	0.000	0.001	20.407	12.023	18.046	0.000	0.001	0.002	Manual	Manual	Manual	Sensor Status	1	00	Fundamental Activity	000.000	787
1372	12:38:54	0.001	0.000	0.001	20.407	12.023	18.046	0.000	0.001	0.002	Manual	Manual	Manual	Sensor Status	1	00	Fundamental Activity	000.000	787
1373	12:38:55	0.001	0.000	0.001	20.407	12.023	18.046	0.000	0.001	0.002	Manual	Manual	Manual	Sensor Status	1	00	Fundamental Activity	000.000	790
1374	12:38:56	-0.001	0.000	0.001	20.407	12.023	18.046	0.000	0.001	0.002	Manual	Manual	Manual	Sensor Status	1	00	Fundamental Activity	000.000	788
1375	12:38:57	-0.001	-0.000	0.001	20.407	12.023	18.046	0.000	0.001	0.002	Manual	Manual	Manual	Sensor Status	1	00	Fundamental Activity	000.000	790
1376	12:38:58	0.001	0.000	0.001	20.407	12.023	18.046	0.000	0.001	0.002	Manual	Manual	Manual	Sensor Status	1	00	Fundamental Activity	000.000	786
1377	12:38:59	-0.003	-0.000	0.001	20.407	12.023	18.046	0.000	0.001	0.002	Manual	Manual	Manual	Sensor Status	1	00	Fundamental Activity	000.000	784
1378	12:39:00	0.001	0.000	0.001	20.407	12.023	18.046	0.000	0.001	0.002	Manual	Manual	Manual	Sensor Status	1	00	Fundamental Activity	000.000	785
1379	12:39:01	0.001	0.000	0.001	20.407	12.023	18.046	0.000	0.001	0.002	Manual	Manual	Manual	Sensor Status	1	00	Fundamental Activity	000.000	785
1380	12:39:02	0.002	0.000	0.001	20.407	12.023	18.046	0.000	0.001	0.002	Manual	Manual	Manual	Sensor Status	1	00	Fundamental Activity	000.000	785
1381	12:39:03	0.000	0.000	0.001	20.407	12.023	18.046	0.000	0.001	0.002	Manual	Manual	Manual	Sensor Status	1	00	Fundamental Activity	000.000	786
1382	12:39:04	-0.001	0.000	0.001	20.407	12.023	18.046	0.000	0.001	0.002	Manual	Manual	Manual	Sensor Status	1	00	Fundamental Activity	000.000	784
1383	12:39:05	-0.001	0.000	0.001	20.407	12.023	18.046	0.000	0.001	0.002	Manual	Manual	Manual	Sensor Status	1	00	Fundamental Activity	000.000	786
1384	12:39:06	0.000	0.000	0.001	20.407	12.023	18.046	0.000	0.001	0.002	Manual	Manual	Manual	Sensor Status	1	00	Fundamental Activity	000.000	786
1385	12:39:07	0.002	0.000	0.001	20.407	12.023	18.046	0.000	0.001	0.002	Manual	Manual	Manual	Sensor Status	1	00	Fundamental Activity	000.000	785
1386	12:39:08	-0.002	0.000	0.001	20.407	12.023	18.046	0.000	0.001	0.002	Manual	Manual	Manual	Sensor Status	1	00	Fundamental Activity	000.000	789
1387	12:39:09	0.003	-0.000	0.001	20.407	12.023	18.152	0.000	0.001	0.002	Manual	Manual	Manual	Sensor Status	1	00	Fundamental Activity	000.000	786
1388	12:39:10	0.000	-0.000	0.001	20.407	12.023	18.294	0.000	0.001	0.002	Manual	Manual	Manual	Sensor Status	1	00	Fundamental Activity	000.000	786
1389	12:39:11	-0.003	-0.000	0.001	20.407	12.023	18.294	0.000	0.001	0.002	Manual	Manual	Manual	Sensor Status	1	00	Fundamental Activity	000.000	786
1390	12:39:12	0.001	0.000	0.001	20.407	12.023	18.294	0.000	0.001	0.002	Manual	Manual	Manual	Sensor Status	1	00	Fundamental Activity	000.000	785
1391	12:39:13	0.001	0.000	0.001	20.407	12.023	18.294	0.000	0.001	0.002	Manual	Manual	Manual	Sensor Status	1	00	Fundamental Activity	000.000	788
1392	12:39:14	-0.001	0.000	0.001	20.407	12.023	18.294	0.000	0.001	0.002	Manual	Manual	Manual	Sensor Status	1	00	Fundamental Activity	000.000	787
1393	12:39:15	0.001	0.000	0.001	20.407	12.023	18.294	0.000	0.001	0.002	Manual	Manual	Manual	Sensor Status	1	00	Fundamental Activity	000.000	787
1394	12:39:16	0.001	0.000	0.001	20.407	12.023	18.294	0.000	0.001	0.002	Manual	Manual	Manual	Sensor Status	1	00	Fundamental Activity	000.000	792
1395	12:39:17	-0.001	0.000	0.001	20.407	12.023	18.294	0.000	0.001	0.002	Manual	Manual	Manual	Sensor Status	1	00	Fundamental Activity	000.000	788
1396	12:39:18	0.003	0.000	0.001	20.407	12.023	18.294	0.000	0.001	0.002	Manual	Manual	Manual	Sensor Status	1	00	Fundamental Activity	000.000	782
1397	12:39:19	-0.001	0.000	0.001	20.407	12.023	18.294	0.000	0.001	0.002	Manual	Manual	Manual	Sensor Status	1	00	Fundamental Activity	000.000	784
1398	12:39:20	-0.001	0.000	0.001	20.407	12.023	18.294	0.000	0.001	0.002	Manual	Manual	Manual	Sensor Status	1	00	Fundamental Activity	000.000	787
1399	12:39:21	0.000	0.000	0.001	20.407	12.023	18.294	0.000	0.001	0.002	Manual	Manual	Manual	Sensor Status	1	00	Fundamental Activity	000.000	784
1400	12:39:22	-0.001	-0.000	0.001	20.407	12.023	18.294	0.000	0.001	0.002	Manual	Manual	Manual	Sensor Status	1	00	Fundamental Activity	000.000	785
1401	12:39:23	0.003	0.000	0.001	20.407	12.023	18.294	0.000	0.001	0.002	Manual	Manual	Manual	Sensor Status	1	00	Fundamental Activity	000.000	786
1402	12:39:24	-0.001	0.000	0.001	20.407	12.023	18.294	0.000	0.001	0.002	Manual	Manual	Manual	Sensor Status	1	00	Fundamental Activity	000.000	783
1403	12:39:25	0.000	0.000	0.001	20.407	12.023	18.294	0.000	0.001	0.002	Manual	Manual	Manual	Sensor Status	1	00	Fundamental Activity	000.000	784
1404	12:39:26	0.000	0.000	0.001	20.407	12.023	18.294	0.000	0.001	0.002	Manual	Manual	Manual	Sensor Status	1	00	Fundamental Activity	000.000	786
1405	12:39:27	0.001	0.000	0.001	20.407	12.023	18.294	0.000	0.001	0.002	Manual	Manual	Manual	Sensor Status	1	00	Fundamental Activity	000.000	788
1406	12:39:28	-0.001	0.000	0.001	20.407	12.023	18.294	0.000	0.001	0.002	Manual	Manual	Manual	Sensor Status	1	00	Fundamental Activity	000.000	787
1407	12:39:29	0.003	0.000	0.001	20.407	12.023	18.294	0.000	0.001	0.002	Manual	Manual	Manual	Sensor Status	1	00	Fundamental Activity	000.000	787
1408	12:39:30	-0.002	0.000	0.001	20.407	12.023	18.294	0.000	0.001	0.002	Manual	Manual	Manual	Sensor Status	1	00	Fundamental Activity	000.000	788
1409	12:39:31	0.001	0.000	0.001	20.407	12.023	18.294	0.000	0.001	0.002	Manual	Manual	Manual	Sensor Status	1	00	Fundamental Activity	000.000	787
1410	12:39:32	-0.001	0.000	0.001	20.407	12.023	18.294	0.000	0.001	0.002	Manual	Manual	Manual	Sensor Status	1	00	Fundamental Activity	000.000	786
1411	12:39:33	0.001	0.000	0.001	20.407	12.023	18.294	0.000	0.001	0.002	Manual	Manual	Manual	Sensor Status	1	00	Fundamental Activity	000.000	784
1412	12:39:34	0.001	0.001	0.001	20.407	12.023	18.294	0.000	0.001	0.002	Manual	Manual	Manual	Sensor Status	1	00	Fundamental Activity	000.000	785
1413	12:39:35	-0.001	0.000	0.001	20.407	12.023	18.294	0.000	0.001	0.002	Manual	Manual	Manual	Sensor Status	1	00	Fundamental Activity	000.000	786
1414	12:39:36	0.001	0.000	0.001	20.407	12.023	18.294	0.000	0.001	0.002	Manual	Manual	Manual	Sensor Status	1	00	Fundamental Activity	000.000	785
1415	12:39:37	0.000	0.000	0.001	20.407	12.023	18.294	0.000	0.001	0.002	Manual	Manual	Manual	Sensor Status	1	00	Fundamental Activity	000.000	788
1416	12:39:38	0.001	0.000	0.001	20.407	12.023	18.294	0.000	0.001	0.002	Manual	Manual	Manual	Sensor Status	1	00	Fundamental Activity	000.000	785
1417	12:39:39	-0.002	0.001	0.001	20.407	12.023	18.294	0.000	0.001	0.002	Manual	Manual	Manual	Sensor Status	1	00	Fundamental Activity	000.000	786
1418	12:39:40	0.000	0.001	0.001	20.407	12.023	18.294	0.000	0.001	0.002	Manual	Manual	Manual	Sensor Status	1	00	Fundamental Activity	000.000	781
1419	12:39:41	-0.001	0.001	0.001	20.407	12.023	18.294	0.000	0.001	0.002	Manual	Manual	Manual	Sensor Status	1	00	Fundamental Activity	000.000	782
1420	12:39:42	0.000	0.000	0.001	20.407	12.023	18.294	0.000	0.001	0.002	Manual	Manual	Manual	Sensor Status	1	00	Fundamental Activity	000.000	785
1421	12:39:43	0.001	-0.000	0.001	20.407	12.023	18.294	0.000	0.001	0.002	Manual	Manual	Manual	Sensor Status	1	00	Fundamental Activity	000.000	790
1422	12:39:44	0.001	0.000	0.001	20.407	12.023	18.294	0.000	0.001	0.002	Manual	Manual	Manual	Sensor Status	1	00	Fundamental Activity	000.000	789
1423	12:39:45	-0.001	0.000	0.001	20.407	12.023	18.294	0.000	0.001	0.002	Manual	Manual	Manual	Sensor Status	1	00	Fundamental Activity	000.000	787
1424	12:39:46	0.001	0.000	0.001	20.407	12.023	18.294	0.000	0.001	0.002	Manual	Manual	Manual	Sensor Status	1	00	Fundamental Activity	000.000	785
1425	12:39:47	0.000	0.000	0.001	20.407	12.023	18.294	0.000	0.001	0.002	Manual	Manual	Manual	Sensor Status	1	00	Fundamental Activity	000.000	787
1426	12:39:48	0.000	0.000	0.001	20.407	12.023	18.294	0.000	0.001	0.002	Manual	Manual	Manual	Sensor Status	1	00	Fundamental Activity	000.000	788
1427	12:39:49	-0.001	0.000	0.001	20.407	12.023	18.294	0.000	0.001	0.002	Manual	Manual	Manual	Sensor Status	1	00	Fundamental Activity	000.000	786
1428	12:39:50	0.001	0.000	0.001	20.407	12.023	18.294	0.000	0.001	0.002	Manual	Manual	Manual	Sensor Status	1	00	Fundamental Activity	000.000	784
1429	12:39:51	-0.002	0.000	0.001	20.407	12.023	18.294	0.000	0.001	0.002	Manual	Manual	Manual	Sensor Status	1	00	Fundamental Activity	000.000	785
1430	12:39:52	-0.001	0.000	0.001	20.407	12.023	18.294	0.000	0.001	0.002	Manual	Manual	Manual	Sensor Status	1	00	Fundamental Activity	000.000	786
1431	12:39:53	0.001	0.000	0.001	20.407	12.023	18.294	0.000	0.001	0.002	Manual	Manual	Manual	Sensor Status	1	00	Fundamental Activity	000.000	786
1432	12:39:54	-0.002	0.000	0.001	20.407	12.023	18.294	0.000	0.001	0.002	Manual	Manual	Manual	Sensor Status	1	00	Fundamental Activity	000.000	785
1433	12:39:55	0.000	0.000	0.001	20.407	12.023	18.294	0.000	0.001	0.002	Manual	Manual	Manual	Sensor Status	1	00	Fundamental Activity	000.000	785
1434	12:39:56	0.002	0.000	0.001	20.407	12.023	18.294	0.000	0.001	0.002	Manual	Manual	Manual	Sensor Status	1	00	Fundamental Activity	000.000	787
1435	12:39:57	0.002	0.000	0.001	20.407	12.023	18.294	0.000	0.001	0.002	Manual	Manual	Manual	Sensor Status	1	00	Fundamental Activity	000.000	785
1436	12:39:58	0.000	0.000	0.001	20.407	12.023	18.294	0.000	0.001	0.002	Manual	Manual	Manual	Sensor Status	1	00	Fundamental Activity	000.000	786
1437	12:39:59	-0.001	0.000	0.001	20.407	12.023	18.294	0.000	0.001	0.002	Manual	Manual	Manual	Sensor Status	1	00	Fundamental Activity	000.000	786
1438	12:40:00	0.000	0.000	0.001	20.407	12.023	18.294	0.000	0.001	0.002	Manual	Manual	Manual	Sensor Status	1	00	Fundamental Activity	000.000	787
1439	12:40:01	-0.001	0.000	0.001	20.407	12.023	18.294	0.000	0.001	0.002	Manual	Manual	Manual	Sensor Status	1	00	Fundamental Activity	000.000	788
1440	12:40:02	0.001	0.000	0.001	20.407	12.023	18.294	0.000	0.001	0.002	Manual	Manual	Manual	Sensor Status	1	00	Fundamental Activity	000.000	790
1441	12:40:03	-0.001	0.000	0.001	20.407	12.023	18.294	0.000	0.001	0.002	Manual	Manual	Manual	Sensor Status	1	00	Fundamental Activity	000.000	784
1442	12:40:04	0.001	0.000	0.001	20.407	12.023	18.294	0.000	0.001	0.002	Manual	Manual	Manual	Sensor Status	1	00	Fundamental Activity	000.000	783
1443	12:40:05	-0.001	0.000	0.001	20.407	12.023	18.294	0.000	0.001	0.002	Manual	Manual	Manual	Sensor Status	1	00	Fundamental Activity	000.000	785
1444	12:40:06	0.000	0.000	0.001	20.407	12.023	18.294	0.000	0.001	0.002	Manual	Manual	Manual	Sensor Status	1	00	Fundamental Activity	000.000	784
1445	12:40:07	0.003	0.000	0.001	20.407	12.023	18.294	0.000	0.001	0.002	Manual	Manual	Manual	Sensor Status	1	00	Fundamental Activity	000.000	785
