	Timestamp	Filtered Rate: LiQ	Source Power: LiQ	Thickness: LiQ	State: LiQ	Fundamental  Frequency: LiQ	Current Z-Ratio: LiQ
0	17:22:42	-0.002	0.000	-0.000	Ready	1	000.000
1	17:22:43	-0.001	0.213	-0.000	PreCon Rise	1	000.000
2	17:22:44	-0.001	0.480	-0.000	PreCon Rise	1	000.000
3	17:22:45	-0.001	0.747	-0.000	PreCon Rise	1	000.000
4	17:22:46	-0.001	1.013	-0.000	PreCon Rise	1	000.000
5	17:22:47	-0.002	1.280	-0.000	PreCon Rise	1	000.000
6	17:22:48	-0.001	1.547	-0.000	PreCon Rise	1	000.000
7	17:22:49	-0.001	1.813	-0.000	PreCon Rise	1	000.000
8	17:22:50	-0.001	2.080	-0.000	PreCon Rise	1	000.000
9	17:22:51	-0.001	2.347	-0.000	PreCon Rise	1	000.000
10	17:22:52	-0.001	2.613	-0.000	PreCon Rise	1	000.000
11	17:22:53	-0.001	2.880	-0.000	PreCon Rise	1	000.000
12	17:22:54	-0.001	3.147	-0.000	PreCon Rise	1	000.000
13	17:22:55	-0.001	3.413	-0.000	PreCon Rise	1	000.000
14	17:22:56	-0.001	3.680	-0.000	PreCon Rise	1	000.000
15	17:22:57	-0.001	3.947	-0.000	PreCon Rise	1	000.000
16	17:22:58	-0.001	4.213	-0.000	PreCon Rise	1	000.000
17	17:22:59	-0.001	4.480	-0.000	PreCon Rise	1	000.000
18	17:23:00	-0.001	4.747	-0.000	PreCon Rise	1	000.000
19	17:23:01	-0.002	4.907	-0.000	Manual	1	000.000
20	17:23:02	-0.001	5.154	-0.000	Manual	1	000.000
21	17:23:03	-0.001	5.609	-0.000	Manual	1	000.000
22	17:23:04	-0.001	6.608	-0.000	Manual	1	000.000
23	17:23:05	-0.001	8.496	-0.000	Manual	1	000.000
24	17:23:06	-0.001	11.969	-0.000	Manual	1	000.000
25	17:23:07	-0.001	16.934	-0.000	Manual	1	000.000
26	17:23:08	-0.002	17.934	-0.000	Manual	1	000.000
27	17:23:09	-0.002	17.934	-0.000	Manual	1	000.000
28	17:23:10	-0.003	17.934	-0.000	Manual	1	000.000
29	17:23:11	-0.002	17.934	-0.000	Manual	1	000.000
30	17:23:12	-0.003	17.934	-0.000	Manual	1	000.000
31	17:23:13	-0.004	17.934	-0.000	Manual	1	000.000
32	17:23:14	-0.003	17.934	-0.000	Manual	1	000.000
33	17:23:15	-0.004	17.934	-0.000	Manual	1	000.000
34	17:23:16	-0.004	17.934	-0.000	Manual	1	000.000
35	17:23:17	-0.004	17.934	-0.000	Manual	1	000.000
36	17:23:18	-0.004	17.934	-0.000	Manual	1	000.000
37	17:23:19	-0.004	17.934	-0.000	Manual	1	000.000
38	17:23:20	-0.004	17.934	-0.000	Manual	1	000.000
39	17:23:21	-0.004	17.934	-0.000	Manual	1	000.000
40	17:23:22	-0.004	17.934	-0.000	Manual	1	000.000
41	17:23:23	-0.005	17.934	-0.000	Manual	1	000.000
42	17:23:24	-0.004	17.934	-0.000	Manual	1	000.000
43	17:23:25	-0.004	17.934	-0.000	Manual	1	000.000
44	17:23:26	-0.004	17.934	-0.000	Manual	1	000.000
45	17:23:27	-0.005	17.934	-0.000	Manual	1	000.000
46	17:23:28	-0.004	17.934	-0.000	Manual	1	000.000
47	17:23:29	-0.006	17.934	-0.000	Manual	1	000.000
48	17:23:30	-0.004	17.934	-0.000	Manual	1	000.000
49	17:23:31	-0.005	17.934	-0.000	Manual	1	000.000
50	17:23:32	-0.005	17.934	-0.000	Manual	1	000.000
51	17:23:33	-0.004	17.934	-0.000	Manual	1	000.000
52	17:23:34	-0.004	17.934	-0.000	Manual	1	000.000
53	17:23:35	-0.005	17.934	-0.000	Manual	1	000.000
54	17:23:36	-0.004	17.934	-0.000	Manual	1	000.000
55	17:23:37	-0.004	17.934	-0.000	Manual	1	000.000
56	17:23:38	-0.004	17.934	-0.000	Manual	1	000.000
57	17:23:39	-0.006	17.934	-0.000	Manual	1	000.000
58	17:23:40	-0.006	17.934	-0.000	Manual	1	000.000
59	17:23:41	-0.005	17.934	-0.000	Manual	1	000.000
60	17:23:42	-0.005	17.934	-0.000	Manual	1	000.000
61	17:23:43	-0.006	17.934	-0.000	Manual	1	000.000
62	17:23:44	-0.005	17.934	-0.000	Manual	1	000.000
63	17:23:45	-0.005	17.934	-0.000	Manual	1	000.000
64	17:23:46	-0.005	17.934	-0.000	Manual	1	000.000
65	17:23:47	-0.006	17.934	-0.000	Manual	1	000.000
66	17:23:48	-0.005	17.934	-0.000	Manual	1	000.000
67	17:23:49	-0.006	17.934	-0.000	Manual	1	000.000
68	17:23:50	-0.005	17.934	-0.000	Manual	1	000.000
69	17:23:51	-0.006	17.934	-0.000	Manual	1	000.000
70	17:23:52	-0.005	17.934	-0.000	Manual	1	000.000
71	17:23:53	-0.006	17.934	-0.000	Manual	1	000.000
72	17:23:54	-0.004	17.934	-0.000	Manual	1	000.000
73	17:23:55	-0.006	17.934	-0.000	Manual	1	000.000
74	17:23:56	-0.005	17.934	-0.000	Manual	1	000.000
75	17:23:57	-0.005	17.934	-0.000	Manual	1	000.000
76	17:23:58	-0.005	17.934	-0.000	Manual	1	000.000
77	17:23:59	-0.005	17.934	-0.000	Manual	1	000.000
78	17:24:00	-0.004	17.934	-0.000	Manual	1	000.000
79	17:24:01	-0.004	17.934	-0.000	Manual	1	000.000
80	17:24:02	-0.004	17.934	-0.000	Manual	1	000.000
81	17:24:03	-0.004	17.934	-0.000	Manual	1	000.000
82	17:24:04	-0.004	17.934	-0.000	Manual	1	000.000
83	17:24:05	-0.004	17.934	-0.000	Manual	1	000.000
84	17:24:06	-0.004	17.934	-0.000	Manual	1	000.000
85	17:24:07	-0.004	17.934	-0.000	Manual	1	000.000
86	17:24:08	-0.004	17.934	-0.000	Manual	1	000.000
87	17:24:09	-0.004	17.934	-0.000	Manual	1	000.000
