	Timestamp	Filtered Rate: LiQ	Source Power: LiQ	Thickness: LiQ	State: LiQ	Fundamental  Frequency: LiQ	Current Z-Ratio: LiQ
0	15:06:38	0.005	0.320	-0.000	PreCon Rise	5964631.542	0.768
1	15:06:39	-0.005	0.560	-0.000	PreCon Rise	5964631.570	0.768
2	15:06:40	0.000	0.827	-0.000	PreCon Rise	5964631.570	0.768
3	15:06:41	-0.001	1.093	-0.000	PreCon Rise	5964631.573	0.768
4	15:06:42	0.006	1.360	-0.000	PreCon Rise	5964631.542	0.768
5	15:06:43	-0.006	1.627	-0.000	PreCon Rise	5964631.573	0.768
6	15:06:44	0.000	1.893	-0.000	PreCon Rise	5964631.573	0.768
7	15:06:45	-0.001	2.160	-0.000	PreCon Rise	5964631.577	0.768
8	15:06:46	0.006	2.427	-0.000	PreCon Rise	5964631.545	0.768
9	15:06:47	-0.006	2.693	-0.000	PreCon Rise	5964631.577	0.768
10	15:06:48	0.000	2.960	-0.000	PreCon Rise	5964631.577	0.768
11	15:06:49	0.006	3.227	-0.000	PreCon Rise	5964631.549	0.768
12	15:06:50	0.000	3.493	-0.000	PreCon Rise	5964631.549	0.768
13	15:06:51	-0.006	3.760	-0.000	PreCon Rise	5964631.580	0.768
14	15:06:52	0.000	4.027	-0.000	PreCon Rise	5964631.580	0.768
15	15:06:53	-0.001	4.293	-0.000	PreCon Rise	5964631.584	0.768
16	15:06:54	0.000	4.560	-0.000	PreCon Rise	5964631.584	0.768
17	15:06:55	0.006	4.827	-0.000	PreCon Rise	5964631.556	0.768
18	15:06:56	-0.006	5.093	-0.000	PreCon Rise	5964631.584	0.768
19	15:06:57	0.000	5.360	-0.000	PreCon Rise	5964631.584	0.768
20	15:06:58	0.006	5.627	-0.000	PreCon Rise	5964631.556	0.768
21	15:06:59	-0.006	5.893	-0.000	PreCon Rise	5964631.587	0.768
22	15:07:00	0.000	6.187	-0.000	PreCon Rise	5964631.587	0.768
23	15:07:01	0.001	6.427	-0.000	PreCon Rise	5964631.587	0.768
24	15:07:02	0.000	6.693	-0.000	PreCon Rise	5964631.587	0.768
25	15:07:03	-0.001	6.960	-0.000	PreCon Rise	5964631.591	0.768
