	Timestamp	Filtered Rate: CBP	Filtered Rate: tri-PXZ-trz	Filtered Rate: Cl-BsubPc	Source Power: CBP	Source Power: tri-PXZ-trz	Source Power: Cl-BsubPc	Thickness: CBP	Thickness: tri-PXZ-trz	Thickness: Cl-BsubPc	State: CBP	State: tri-PXZ-trz	State: Cl-BsubPc	Fundamental  Frequency: CBP	Fundamental  Frequency: tri-PXZ-trz	Fundamental  Frequency: Cl-BsubPc	Current Z-Ratio: CBP	Current Z-Ratio: tri-PXZ-trz	Current Z-Ratio: Cl-BsubPc
0	12:03:13	0.000	0.000	0.000	0.000	0.000	0.000	-0.000	0.000	0.000	Ready	Ready	Ready	1	1	1	000.000	000.000	000.000
1	12:03:14	0.000	0.000	0.000	0.000	0.000	0.000	-0.000	0.000	0.000	Ready	Ready	Ready	1	1	1	000.000	000.000	000.000
2	12:03:15	0.000	0.000	0.000	0.000	0.000	0.000	-0.000	0.000	0.000	Ready	Ready	Ready	1	1	1	000.000	000.000	000.000
3	12:03:16	-0.001	0.018	0.000	0.160	0.010	0.000	-0.000	0.000	0.000	PreCon Rise	PreCon Rise	Ready	1	1	Sensor Status	000.000	000.000	Fundamental Activity
4	12:03:17	-0.000	-0.009	0.000	0.560	0.110	0.533	-0.000	0.000	0.000	PreCon Rise	PreCon Rise	PreCon Rise	Sensor Status	1	00	Fundamental Activity	000.000	770
5	12:03:18	0.000	-0.002	0.001	0.960	0.210	1.200	-0.000	0.000	0.000	PreCon Rise	PreCon Rise	PreCon Rise	Sensor Status	1	00	Fundamental Activity	000.000	769
6	12:03:19	0.000	-0.003	0.000	1.360	0.310	1.867	-0.000	0.000	0.000	PreCon Rise	PreCon Rise	PreCon Rise	Sensor Status	1	00	Fundamental Activity	000.000	770
7	12:03:20	-0.000	0.009	-0.000	1.760	0.410	2.533	-0.000	0.000	0.000	PreCon Rise	PreCon Rise	PreCon Rise	Sensor Status	1	00	Fundamental Activity	000.000	768
8	12:03:21	0.000	0.011	-0.000	2.160	0.510	3.200	-0.000	0.000	0.000	PreCon Rise	PreCon Rise	PreCon Rise	Sensor Status	1	00	Fundamental Activity	000.000	766
9	12:03:22	0.000	0.010	0.000	2.560	0.610	3.867	-0.000	0.000	0.000	PreCon Rise	PreCon Rise	PreCon Rise	Sensor Status	1	00	Fundamental Activity	000.000	767
10	12:03:23	0.000	0.016	0.000	2.960	0.710	4.533	-0.000	0.000	0.000	PreCon Rise	PreCon Rise	PreCon Rise	Sensor Status	1	00	Fundamental Activity	000.000	766
11	12:03:24	0.000	0.007	0.000	3.360	0.810	5.200	-0.000	0.000	0.000	PreCon Rise	PreCon Rise	PreCon Rise	Sensor Status	1	00	Fundamental Activity	000.000	766
12	12:03:25	0.000	0.007	-0.000	3.760	0.910	5.867	-0.000	0.000	0.000	PreCon Rise	PreCon Rise	PreCon Rise	Sensor Status	1	00	Fundamental Activity	000.000	766
13	12:03:26	0.000	0.010	-0.000	4.160	1.010	6.533	-0.000	0.000	0.000	PreCon Rise	PreCon Rise	PreCon Rise	Sensor Status	1	00	Fundamental Activity	000.000	766
14	12:03:27	0.000	-0.004	-0.000	4.560	1.110	7.200	-0.000	0.000	-0.000	PreCon Rise	PreCon Rise	PreCon Rise	Sensor Status	1	00	Fundamental Activity	000.000	767
15	12:03:28	0.000	-0.003	-0.000	4.960	1.210	7.867	-0.000	0.000	-0.000	PreCon Rise	PreCon Rise	PreCon Rise	Sensor Status	1	00	Fundamental Activity	000.000	766
16	12:03:29	0.000	0.000	-0.000	5.360	1.310	8.533	-0.000	0.000	-0.000	PreCon Rise	PreCon Rise	PreCon Rise	Sensor Status	1	00	Fundamental Activity	000.000	765
17	12:03:30	0.000	-0.005	-0.000	5.760	1.410	9.200	-0.000	0.000	-0.000	PreCon Rise	PreCon Rise	PreCon Rise	Sensor Status	1	00	Fundamental Activity	000.000	767
18	12:03:31	-0.001	0.013	-0.000	6.160	1.510	9.867	-0.000	0.000	-0.000	PreCon Rise	PreCon Rise	PreCon Rise	Sensor Status	1	00	Fundamental Activity	000.000	765
19	12:03:32	0.000	0.007	-0.000	6.560	1.610	10.533	-0.000	0.000	-0.000	PreCon Rise	PreCon Rise	PreCon Rise	Sensor Status	1	00	Fundamental Activity	000.000	765
20	12:03:33	0.001	0.008	-0.000	6.960	1.710	11.200	-0.000	0.000	-0.000	PreCon Rise	PreCon Rise	PreCon Rise	Sensor Status	1	00	Fundamental Activity	000.000	766
21	12:03:34	-0.001	0.014	-0.000	7.360	1.810	11.867	-0.000	0.000	-0.000	PreCon Rise	PreCon Rise	PreCon Rise	Sensor Status	1	00	Fundamental Activity	000.000	765
22	12:03:35	0.000	0.003	-0.000	7.760	1.910	12.533	-0.000	0.000	-0.000	PreCon Rise	PreCon Rise	PreCon Rise	Sensor Status	1	00	Fundamental Activity	000.000	763
23	12:03:36	0.000	0.006	-0.000	8.160	2.010	13.200	-0.000	0.000	-0.000	PreCon Rise	PreCon Rise	PreCon Rise	Sensor Status	1	00	Fundamental Activity	000.000	765
24	12:03:37	0.000	-0.002	-0.000	8.560	2.110	13.867	-0.000	0.000	-0.000	PreCon Rise	PreCon Rise	PreCon Rise	Sensor Status	1	00	Fundamental Activity	000.000	764
25	12:03:38	0.000	-0.003	-0.000	8.960	2.210	14.533	-0.000	0.000	-0.000	PreCon Rise	PreCon Rise	PreCon Rise	Sensor Status	1	00	Fundamental Activity	000.000	766
26	12:03:39	0.000	-0.002	-0.000	9.360	2.310	15.200	-0.000	0.000	-0.000	PreCon Rise	PreCon Rise	PreCon Rise	Sensor Status	1	00	Fundamental Activity	000.000	765
27	12:03:40	-0.001	-0.002	-0.000	9.760	2.410	15.867	-0.000	0.000	-0.000	PreCon Rise	PreCon Rise	PreCon Rise	Sensor Status	1	00	Fundamental Activity	000.000	762
28	12:03:41	0.000	0.003	-0.000	10.160	2.510	16.533	-0.000	0.000	-0.000	PreCon Rise	PreCon Rise	PreCon Rise	Sensor Status	1	00	Fundamental Activity	000.000	764
29	12:03:42	0.000	0.002	-0.000	10.560	2.610	17.200	-0.000	0.000	-0.000	PreCon Rise	PreCon Rise	PreCon Rise	Sensor Status	1	00	Fundamental Activity	000.000	764
30	12:03:43	0.001	0.007	-0.000	10.960	2.710	17.867	-0.000	0.000	-0.000	PreCon Rise	PreCon Rise	PreCon Rise	Sensor Status	1	00	Fundamental Activity	000.000	763
31	12:03:44	-0.001	0.006	-0.000	11.360	2.810	18.533	-0.000	0.000	-0.000	PreCon Rise	PreCon Rise	PreCon Rise	Sensor Status	1	00	Fundamental Activity	000.000	765
32	12:03:45	0.000	0.004	-0.000	11.760	2.910	19.200	-0.000	0.000	-0.000	PreCon Rise	PreCon Rise	PreCon Rise	Sensor Status	1	00	Fundamental Activity	000.000	762
33	12:03:46	0.000	0.003	-0.000	12.000	3.010	19.867	-0.000	0.000	-0.000	PreCon Soak	PreCon Rise	PreCon Rise	Sensor Status	1	00	Fundamental Activity	000.000	764
34	12:03:47	0.000	0.004	-0.000	12.000	3.110	20.000	-0.000	0.000	-0.000	PreCon Soak	PreCon Rise	PreCon Soak	Sensor Status	1	00	Fundamental Activity	000.000	764
35	12:03:48	-0.001	0.003	-0.001	12.000	3.210	20.000	-0.000	0.000	-0.000	PreCon Soak	PreCon Rise	PreCon Soak	Sensor Status	1	00	Fundamental Activity	000.000	761
36	12:03:49	0.000	0.004	-0.001	12.000	3.310	20.000	-0.000	0.000	-0.000	PreCon Soak	PreCon Rise	PreCon Soak	Sensor Status	1	00	Fundamental Activity	000.000	763
37	12:03:50	-0.001	0.004	-0.001	12.000	3.410	20.000	-0.000	0.000	-0.000	PreCon Soak	PreCon Rise	PreCon Soak	Sensor Status	1	00	Fundamental Activity	000.000	763
38	12:03:51	-0.001	-0.003	-0.004	12.000	3.510	20.000	-0.000	0.000	-0.000	PreCon Soak	PreCon Rise	Manual	Sensor Status	1	00	Fundamental Activity	000.000	763
39	12:03:52	0.000	0.001	-0.005	12.000	3.610	20.050	-0.000	0.000	-0.000	PreCon Soak	PreCon Rise	Manual	Sensor Status	1	00	Fundamental Activity	000.000	765
40	12:03:53	0.000	-0.000	-0.005	12.000	3.710	20.432	-0.000	0.000	-0.000	PreCon Soak	PreCon Rise	Manual	Sensor Status	1	00	Fundamental Activity	000.000	762
41	12:03:54	-0.001	-0.003	-0.006	12.000	3.810	20.848	-0.000	0.000	-0.000	PreCon Soak	PreCon Rise	Manual	Sensor Status	1	00	Fundamental Activity	000.000	764
42	12:03:55	-0.001	0.002	-0.006	12.000	3.910	21.937	-0.000	0.000	-0.000	PreCon Soak	PreCon Rise	Manual	Sensor Status	1	00	Fundamental Activity	000.000	763
43	12:03:56	-0.001	0.002	-0.006	12.000	4.010	22.390	-0.000	0.000	-0.000	PreCon Soak	PreCon Rise	Manual	Sensor Status	1	00	Fundamental Activity	000.000	761
44	12:03:57	0.000	0.002	-0.006	12.000	4.110	22.551	-0.000	0.000	-0.000	PreCon Soak	PreCon Rise	Manual	Sensor Status	1	00	Fundamental Activity	000.000	764
45	12:03:58	-0.001	0.003	-0.007	12.000	4.210	22.723	-0.000	0.000	-0.000	PreCon Soak	PreCon Rise	Manual	Sensor Status	1	00	Fundamental Activity	000.000	762
46	12:03:59	-0.001	-0.000	-0.007	12.000	4.310	22.773	-0.000	0.000	-0.000	PreCon Soak	PreCon Rise	Manual	Sensor Status	1	00	Fundamental Activity	000.000	762
47	12:04:00	-0.001	-0.002	-0.007	12.000	4.410	22.773	-0.000	0.000	-0.000	PreCon Soak	PreCon Rise	Manual	Sensor Status	1	00	Fundamental Activity	000.000	763
48	12:04:01	-0.001	-0.001	-0.007	12.000	4.510	22.773	-0.000	0.000	-0.000	PreCon Soak	PreCon Rise	Manual	Sensor Status	1	00	Fundamental Activity	000.000	763
49	12:04:02	-0.001	-0.002	-0.008	12.000	4.570	22.773	-0.000	-0.000	-0.000	PreCon Soak	Manual	Manual	Sensor Status	1	00	Fundamental Activity	000.000	765
50	12:04:03	-0.001	0.006	-0.008	12.000	4.741	22.773	-0.000	-0.000	-0.000	PreCon Soak	Manual	Manual	Sensor Status	1	00	Fundamental Activity	000.000	762
51	12:04:04	-0.001	-0.004	-0.008	12.000	5.115	22.773	-0.000	-0.000	-0.000	PreCon Soak	Manual	Manual	Sensor Status	1	00	Fundamental Activity	000.000	762
52	12:04:05	-0.001	0.002	-0.008	12.000	5.244	22.773	-0.000	-0.000	-0.000	PreCon Soak	Manual	Manual	Sensor Status	1	00	Fundamental Activity	000.000	764
53	12:04:06	-0.001	-0.001	-0.008	12.000	5.244	22.773	-0.000	-0.000	-0.000	PreCon Soak	Manual	Manual	Sensor Status	1	00	Fundamental Activity	000.000	762
54	12:04:07	-0.001	-0.008	-0.008	12.000	5.510	22.773	-0.000	-0.000	-0.000	PreCon Soak	Manual	Manual	Sensor Status	1	00	Fundamental Activity	000.000	764
55	12:04:08	-0.001	-0.002	-0.008	12.000	5.731	22.773	-0.000	-0.000	-0.000	PreCon Soak	Manual	Manual	Sensor Status	1	00	Fundamental Activity	000.000	766
56	12:04:09	0.000	-0.010	-0.008	12.000	6.002	22.773	-0.000	-0.000	-0.000	PreCon Soak	Manual	Manual	Sensor Status	1	00	Fundamental Activity	000.000	766
57	12:04:10	-0.001	-0.005	-0.009	12.000	6.109	22.773	-0.000	-0.000	-0.000	PreCon Soak	Manual	Manual	Sensor Status	1	00	Fundamental Activity	000.000	764
58	12:04:11	-0.001	0.005	-0.009	12.000	6.109	22.773	-0.000	-0.000	-0.000	PreCon Soak	Manual	Manual	Sensor Status	1	00	Fundamental Activity	000.000	763
59	12:04:12	-0.001	-0.001	-0.009	12.000	6.109	22.773	-0.000	-0.000	-0.000	PreCon Soak	Manual	Manual	Sensor Status	1	00	Fundamental Activity	000.000	762
60	12:04:13	-0.001	0.009	-0.009	12.000	6.109	22.773	-0.000	-0.000	-0.000	PreCon Soak	Manual	Manual	Sensor Status	1	00	Fundamental Activity	000.000	764
61	12:04:14	-0.001	0.005	-0.009	12.000	6.109	22.773	-0.000	-0.000	-0.000	PreCon Soak	Manual	Manual	Sensor Status	1	00	Fundamental Activity	000.000	762
62	12:04:15	-0.001	0.000	-0.009	12.000	6.109	22.773	-0.000	-0.000	-0.000	PreCon Soak	Manual	Manual	Sensor Status	1	00	Fundamental Activity	000.000	763
63	12:04:16	-0.001	0.007	-0.010	12.000	6.288	22.773	-0.000	-0.000	-0.000	PreCon Soak	Manual	Manual	Sensor Status	1	00	Fundamental Activity	000.000	765
64	12:04:17	-0.001	-0.004	-0.010	12.000	6.811	22.773	-0.000	-0.000	-0.000	PreCon Soak	Manual	Manual	Sensor Status	1	00	Fundamental Activity	000.000	762
65	12:04:18	-0.001	-0.004	-0.010	12.000	7.597	22.773	-0.000	-0.000	-0.000	PreCon Soak	Manual	Manual	Sensor Status	1	00	Fundamental Activity	000.000	764
66	12:04:19	-0.001	-0.001	-0.010	12.000	9.415	22.773	-0.000	-0.000	-0.000	PreCon Soak	Manual	Manual	Sensor Status	1	00	Fundamental Activity	000.000	762
67	12:04:20	0.000	-0.011	-0.010	12.000	10.086	22.773	-0.000	-0.000	-0.000	PreCon Soak	Manual	Manual	Sensor Status	1	00	Fundamental Activity	000.000	763
68	12:04:21	-0.001	-0.005	-0.010	12.000	10.298	22.773	-0.000	-0.000	-0.000	PreCon Soak	Manual	Manual	Sensor Status	1	00	Fundamental Activity	000.000	765
69	12:04:22	-0.001	-0.008	-0.010	12.000	10.814	22.773	-0.000	-0.000	-0.000	PreCon Soak	Manual	Manual	Sensor Status	1	00	Fundamental Activity	000.000	762
70	12:04:23	-0.001	-0.018	-0.010	12.000	11.532	22.773	-0.000	-0.000	-0.000	PreCon Soak	Manual	Manual	Sensor Status	1	00	Fundamental Activity	000.000	764
71	12:04:24	-0.001	-0.005	-0.010	12.000	12.421	22.773	-0.000	-0.000	-0.000	PreCon Soak	Manual	Manual	Sensor Status	1	00	Fundamental Activity	000.000	765
72	12:04:25	-0.001	-0.005	-0.010	12.000	12.421	22.773	-0.000	-0.000	-0.000	PreCon Soak	Manual	Manual	Sensor Status	1	00	Fundamental Activity	000.000	765
73	12:04:26	-0.001	0.001	-0.010	12.000	12.421	22.773	-0.000	-0.000	-0.000	PreCon Soak	Manual	Manual	Sensor Status	1	00	Fundamental Activity	000.000	766
74	12:04:27	-0.001	0.002	-0.010	12.000	12.421	22.773	-0.000	-0.000	-0.000	PreCon Soak	Manual	Manual	Sensor Status	1	00	Fundamental Activity	000.000	764
75	12:04:28	-0.001	-0.001	-0.010	12.000	12.421	22.773	-0.000	-0.000	-0.000	PreCon Soak	Manual	Manual	Sensor Status	1	00	Fundamental Activity	000.000	764
76	12:04:29	-0.001	-0.001	-0.010	12.000	12.421	22.773	-0.000	-0.000	-0.000	PreCon Soak	Manual	Manual	Sensor Status	1	00	Fundamental Activity	000.000	765
77	12:04:30	-0.001	-0.007	-0.010	12.000	12.421	22.773	-0.000	-0.000	-0.000	PreCon Soak	Manual	Manual	Sensor Status	1	00	Fundamental Activity	000.000	765
78	12:04:31	-0.001	-0.001	-0.010	12.000	12.748	22.773	-0.000	-0.000	-0.000	PreCon Soak	Manual	Manual	Sensor Status	1	00	Fundamental Activity	000.000	765
79	12:04:32	-0.001	-0.004	-0.010	12.000	13.206	22.773	-0.000	-0.000	-0.000	PreCon Soak	Manual	Manual	Sensor Status	1	00	Fundamental Activity	000.000	766
80	12:04:33	0.000	-0.002	-0.010	12.000	13.880	22.773	-0.000	-0.000	-0.000	PreCon Soak	Manual	Manual	Sensor Status	1	00	Fundamental Activity	000.000	764
81	12:04:34	-0.001	-0.000	-0.010	12.000	14.210	22.773	-0.000	-0.000	-0.000	PreCon Soak	Manual	Manual	Sensor Status	1	00	Fundamental Activity	000.000	765
82	12:04:35	-0.001	0.002	-0.010	12.000	14.210	22.773	-0.000	-0.000	-0.000	PreCon Soak	Manual	Manual	Sensor Status	1	00	Fundamental Activity	000.000	764
83	12:04:36	-0.001	0.001	-0.010	12.000	14.210	22.773	-0.000	-0.000	-0.000	PreCon Soak	Manual	Manual	Sensor Status	1	00	Fundamental Activity	000.000	766
84	12:04:37	-0.001	-0.002	-0.009	12.050	14.210	22.773	-0.000	-0.000	-0.000	Manual	Manual	Manual	Sensor Status	1	00	Fundamental Activity	000.000	765
85	12:04:38	-0.001	-0.002	-0.009	12.445	14.210	22.773	-0.000	-0.000	-0.000	Manual	Manual	Manual	Sensor Status	1	00	Fundamental Activity	000.000	763
86	12:04:39	-0.001	-0.006	-0.009	13.034	14.210	22.773	-0.000	-0.000	-0.000	Manual	Manual	Manual	Sensor Status	1	00	Fundamental Activity	000.000	766
87	12:04:40	-0.001	-0.005	-0.009	14.072	14.210	22.773	-0.000	-0.000	-0.000	Manual	Manual	Manual	Sensor Status	1	00	Fundamental Activity	000.000	765
88	12:04:41	-0.001	-0.004	-0.009	16.524	14.210	22.773	-0.000	-0.000	-0.000	Manual	Manual	Manual	Sensor Status	1	00	Fundamental Activity	000.000	767
89	12:04:42	-0.001	-0.004	-0.009	20.026	14.210	22.773	-0.000	-0.000	-0.000	Manual	Manual	Manual	Sensor Status	1	00	Fundamental Activity	000.000	766
90	12:04:43	-0.001	-0.004	-0.009	22.026	14.210	22.773	-0.000	-0.000	-0.000	Manual	Manual	Manual	Sensor Status	1	00	Fundamental Activity	000.000	765
91	12:04:44	-0.001	-0.001	-0.009	22.026	14.210	22.773	-0.000	-0.000	-0.000	Manual	Manual	Manual	Sensor Status	1	00	Fundamental Activity	000.000	766
92	12:04:45	-0.001	-0.001	-0.009	22.026	14.210	22.773	-0.000	-0.000	-0.000	Manual	Manual	Manual	Sensor Status	1	00	Fundamental Activity	000.000	766
93	12:04:46	-0.001	0.004	-0.009	22.026	14.210	22.773	-0.000	-0.000	-0.000	Manual	Manual	Manual	Sensor Status	1	00	Fundamental Activity	000.000	766
94	12:04:47	-0.002	0.004	-0.009	22.026	14.210	22.773	-0.000	-0.000	-0.000	Manual	Manual	Manual	Sensor Status	1	00	Fundamental Activity	000.000	765
95	12:04:48	-0.001	0.003	-0.009	22.026	14.210	22.773	-0.000	-0.000	-0.000	Manual	Manual	Manual	Sensor Status	1	00	Fundamental Activity	000.000	764
96	12:04:49	-0.001	-0.004	-0.009	22.026	14.210	22.773	-0.000	-0.000	-0.001	Manual	Manual	Manual	Sensor Status	1	00	Fundamental Activity	000.000	764
97	12:04:50	-0.001	-0.014	-0.009	22.026	14.210	22.773	-0.000	-0.000	-0.001	Manual	Manual	Manual	Sensor Status	1	00	Fundamental Activity	000.000	767
98	12:04:51	-0.001	-0.020	-0.008	22.026	14.210	22.773	-0.000	-0.000	-0.001	Manual	Manual	Manual	Sensor Status	1	00	Fundamental Activity	000.000	767
99	12:04:52	-0.001	-0.022	-0.008	22.026	14.210	22.773	-0.000	-0.000	-0.001	Manual	Manual	Manual	Sensor Status	1	00	Fundamental Activity	000.000	768
100	12:04:53	-0.001	-0.010	-0.008	22.026	14.210	22.773	-0.000	-0.000	-0.001	Manual	Manual	Manual	Sensor Status	1	00	Fundamental Activity	000.000	768
101	12:04:54	-0.002	-0.005	-0.008	22.026	14.210	22.773	-0.000	-0.000	-0.001	Manual	Manual	Manual	Sensor Status	1	00	Fundamental Activity	000.000	768
102	12:04:55	-0.001	0.000	-0.008	22.026	14.210	22.773	-0.000	-0.000	-0.001	Manual	Manual	Manual	Sensor Status	1	00	Fundamental Activity	000.000	767
103	12:04:56	-0.002	0.001	-0.008	22.026	14.210	22.773	-0.000	-0.000	-0.001	Manual	Manual	Manual	Sensor Status	1	00	Fundamental Activity	000.000	766
104	12:04:57	-0.001	-0.010	-0.008	22.026	14.210	22.773	-0.000	-0.000	-0.001	Manual	Manual	Manual	Sensor Status	1	00	Fundamental Activity	000.000	770
105	12:04:58	-0.002	-0.008	-0.008	22.026	14.210	22.773	-0.000	-0.000	-0.001	Manual	Manual	Manual	Sensor Status	1	00	Fundamental Activity	000.000	769
106	12:04:59	-0.001	-0.013	-0.008	22.026	14.210	22.773	-0.000	-0.000	-0.001	Manual	Manual	Manual	Sensor Status	1	00	Fundamental Activity	000.000	769
107	12:05:00	-0.002	-0.014	-0.008	22.026	14.210	22.773	-0.000	-0.000	-0.001	Manual	Manual	Manual	Sensor Status	1	00	Fundamental Activity	000.000	770
108	12:05:01	-0.001	-0.010	-0.008	22.026	14.210	22.773	-0.000	-0.000	-0.001	Manual	Manual	Manual	Sensor Status	1	00	Fundamental Activity	000.000	770
109	12:05:02	-0.002	-0.013	-0.008	22.026	14.210	22.773	-0.000	-0.000	-0.001	Manual	Manual	Manual	Sensor Status	1	00	Fundamental Activity	000.000	772
110	12:05:03	-0.001	-0.005	-0.008	22.026	14.210	22.773	-0.000	-0.000	-0.001	Manual	Manual	Manual	Sensor Status	1	00	Fundamental Activity	000.000	770
111	12:05:04	-0.001	-0.004	-0.008	22.026	14.210	22.773	-0.000	-0.000	-0.001	Manual	Manual	Manual	Sensor Status	1	00	Fundamental Activity	000.000	772
112	12:05:05	-0.001	-0.004	-0.008	22.026	14.210	22.773	-0.000	-0.000	-0.001	Manual	Manual	Manual	Sensor Status	1	00	Fundamental Activity	000.000	769
113	12:05:06	-0.001	-0.003	-0.007	22.026	14.210	22.773	-0.000	-0.000	-0.001	Manual	Manual	Manual	Sensor Status	1	00	Fundamental Activity	000.000	771
114	12:05:07	-0.001	-0.006	-0.007	22.026	14.210	22.773	-0.000	-0.000	-0.001	Manual	Manual	Manual	Sensor Status	1	00	Fundamental Activity	000.000	772
115	12:05:08	-0.001	-0.002	-0.007	22.026	14.210	22.773	-0.000	-0.000	-0.001	Manual	Manual	Manual	Sensor Status	1	00	Fundamental Activity	000.000	769
116	12:05:09	-0.001	-0.005	-0.007	22.026	14.210	22.773	-0.000	-0.000	-0.001	Manual	Manual	Manual	Sensor Status	1	00	Fundamental Activity	000.000	771
117	12:05:10	-0.001	0.001	-0.007	22.026	14.210	22.773	-0.000	-0.000	-0.001	Manual	Manual	Manual	Sensor Status	1	00	Fundamental Activity	000.000	771
118	12:05:11	-0.001	-0.002	-0.007	22.026	14.210	22.773	-0.000	-0.000	-0.001	Manual	Manual	Manual	Sensor Status	1	00	Fundamental Activity	000.000	769
119	12:05:12	-0.001	0.000	-0.007	22.026	14.210	22.773	-0.000	-0.000	-0.001	Manual	Manual	Manual	Sensor Status	1	00	Fundamental Activity	000.000	769
120	12:05:13	0.003	0.003	-0.007	22.026	14.210	22.773	-0.000	-0.000	-0.001	Manual	Manual	Manual	Sensor Status	1	00	Fundamental Activity	000.000	769
121	12:05:14	-0.003	-0.010	-0.007	22.026	14.210	22.773	-0.000	-0.000	-0.001	Manual	Manual	Manual	Sensor Status	1	00	Fundamental Activity	000.000	769
122	12:05:15	-0.002	-0.003	-0.007	22.026	14.210	22.773	-0.000	-0.000	-0.001	Manual	Manual	Manual	Sensor Status	1	00	Fundamental Activity	000.000	770
123	12:05:16	-0.001	-0.010	-0.007	22.026	14.210	22.773	-0.000	-0.000	-0.001	Manual	Manual	Manual	Sensor Status	1	00	Fundamental Activity	000.000	769
124	12:05:17	-0.001	-0.009	-0.006	22.026	14.210	22.773	-0.000	-0.000	-0.001	Manual	Manual	Manual	Sensor Status	1	00	Fundamental Activity	000.000	771
125	12:05:18	-0.001	0.002	-0.006	22.026	14.210	22.773	-0.000	-0.000	-0.001	Manual	Manual	Manual	Sensor Status	1	00	Fundamental Activity	000.000	769
126	12:05:19	-0.001	-0.007	-0.006	22.026	14.210	22.773	-0.000	-0.000	-0.001	Manual	Manual	Manual	Sensor Status	1	00	Fundamental Activity	000.000	770
127	12:05:20	-0.001	-0.004	-0.006	22.026	14.210	22.773	-0.000	-0.000	-0.001	Manual	Manual	Manual	Sensor Status	1	00	Fundamental Activity	000.000	772
128	12:05:21	-0.001	-0.004	-0.006	22.026	14.210	22.773	-0.000	-0.000	-0.001	Manual	Manual	Manual	Sensor Status	1	00	Fundamental Activity	000.000	772
129	12:05:22	-0.001	-0.002	-0.006	22.026	14.210	22.773	-0.000	-0.000	-0.001	Manual	Manual	Manual	Sensor Status	1	00	Fundamental Activity	000.000	770
130	12:05:23	-0.001	0.002	-0.006	22.026	14.210	22.773	-0.000	-0.000	-0.001	Manual	Manual	Manual	Sensor Status	1	00	Fundamental Activity	000.000	770
131	12:05:24	-0.001	-0.003	-0.006	22.026	14.210	22.773	-0.000	-0.000	-0.001	Manual	Manual	Manual	Sensor Status	1	00	Fundamental Activity	000.000	770
132	12:05:25	-0.001	-0.002	-0.005	22.026	14.210	22.773	-0.000	-0.000	-0.001	Manual	Manual	Manual	Sensor Status	1	00	Fundamental Activity	000.000	772
133	12:05:26	-0.001	-0.005	-0.005	22.026	14.210	22.773	-0.000	-0.000	-0.001	Manual	Manual	Manual	Sensor Status	1	00	Fundamental Activity	000.000	772
134	12:05:27	-0.001	-0.007	-0.005	22.026	14.210	22.773	-0.000	-0.000	-0.001	Manual	Manual	Manual	Sensor Status	1	00	Fundamental Activity	000.000	772
135	12:05:28	-0.001	-0.003	-0.005	22.026	14.210	22.773	-0.000	-0.000	-0.001	Manual	Manual	Manual	Sensor Status	1	00	Fundamental Activity	000.000	772
136	12:05:29	-0.001	-0.002	-0.005	22.026	14.210	22.773	-0.000	-0.000	-0.001	Manual	Manual	Manual	Sensor Status	1	00	Fundamental Activity	000.000	769
137	12:05:30	-0.001	-0.005	-0.005	22.026	14.210	22.773	-0.000	-0.000	-0.001	Manual	Manual	Manual	Sensor Status	1	00	Fundamental Activity	000.000	771
138	12:05:31	-0.001	0.004	-0.005	22.026	14.210	22.773	-0.000	-0.000	-0.001	Manual	Manual	Manual	Sensor Status	1	00	Fundamental Activity	000.000	770
139	12:05:32	-0.001	-0.005	-0.005	22.026	14.210	22.773	-0.000	-0.000	-0.001	Manual	Manual	Manual	Sensor Status	1	00	Fundamental Activity	000.000	771
140	12:05:33	-0.001	-0.017	-0.004	22.026	14.210	22.773	-0.000	-0.000	-0.001	Manual	Manual	Manual	Sensor Status	1	00	Fundamental Activity	000.000	774
141	12:05:34	-0.001	-0.011	-0.004	22.026	14.210	22.773	-0.000	-0.000	-0.001	Manual	Manual	Manual	Sensor Status	1	00	Fundamental Activity	000.000	772
142	12:05:35	-0.001	-0.019	-0.004	22.026	14.210	22.773	-0.000	-0.000	-0.001	Manual	Manual	Manual	Sensor Status	1	00	Fundamental Activity	000.000	772
143	12:05:36	-0.001	-0.011	-0.004	22.026	14.210	22.773	-0.000	-0.000	-0.001	Manual	Manual	Manual	Sensor Status	1	00	Fundamental Activity	000.000	774
144	12:05:37	-0.001	-0.003	-0.004	22.026	14.210	22.773	-0.000	-0.000	-0.001	Manual	Manual	Manual	Sensor Status	1	00	Fundamental Activity	000.000	773
145	12:05:38	-0.001	-0.004	-0.003	22.026	14.210	22.773	-0.000	-0.000	-0.001	Manual	Manual	Manual	Sensor Status	1	00	Fundamental Activity	000.000	773
146	12:05:39	-0.001	0.000	-0.003	22.026	14.210	22.773	-0.000	-0.000	-0.001	Manual	Manual	Manual	Sensor Status	1	00	Fundamental Activity	000.000	773
147	12:05:40	-0.001	0.006	-0.003	22.026	14.210	22.773	-0.000	-0.000	-0.001	Manual	Manual	Manual	Sensor Status	1	00	Fundamental Activity	000.000	771
148	12:05:41	-0.001	0.013	-0.003	22.026	14.210	22.773	-0.000	-0.000	-0.001	Manual	Manual	Manual	Sensor Status	1	00	Fundamental Activity	000.000	768
149	12:05:42	0.000	0.009	-0.003	22.026	14.210	22.773	-0.000	-0.000	-0.001	Manual	Manual	Manual	Sensor Status	1	00	Fundamental Activity	000.000	771
