	Material	FD_ct	FD_%
0	HATCN	0.11745818196225803	-0.9198827365571356
1	TAPC	-0.0015799862540045802	0.8255123182648872
2	CBP	0.2018650664103503	0.5497684225042618
3	BuO-BsubPc	-0.3823012180192872	0.9198182112763671
4	B3PYMPM	0.13846451963338258	0.6516716963097529
5	LiQ	0.25797210475023097	-0.9675570542303049
6	Al	0.2953463546492917	-0.964661552758006
