Voltage(V)	Current(A)	J(mA/cm2)	PE(lm/W)	EQE(%)	L(cd/m2)
-9.99964E-1	-1.72508E-6	-1.07818E-2	-8.47954E+0	-3.33842E+1	-2.91002E-1
-7.99983E-1	-9.73933E-7	-6.08708E-3	-3.58170E+1	-3.90172E+1	-5.55173E-1
-5.99962E-1	-4.87089E-7	-3.04431E-3	-7.77153E+1	-6.38622E+1	-4.51823E-1
-3.99957E-1	-2.00340E-7	-1.25212E-3	-3.01357E+2	-1.98713E+2	-4.80389E-1
-2.00014E-1	-5.55232E-8	-3.47020E-4	-4.68658E+2	-2.69452E+2	-1.03543E-1
5.98431E-5	1.80840E-8	1.13025E-4	-1.20008E+7	-1.92781E+3	-2.58373E-1
2.00052E-1	6.50800E-8	4.06750E-4	-2.27446E+3	-5.41229E+2	-5.89114E-1
3.99976E-1	1.26190E-7	7.88687E-4	-1.61652E+2	-1.70881E+2	-1.62320E-1
5.99977E-1	2.80673E-7	1.75421E-3	-4.96882E+1	-4.97117E+1	-1.66463E-1
7.99983E-1	5.38800E-7	3.36750E-3	5.60791E+0	-2.51074E+1	4.80883E-2
9.99983E-1	9.42073E-7	5.88796E-3	-2.24118E+0	-3.41427E+1	-4.20033E-2
1.19999E+0	1.55072E-6	9.69200E-3	-2.96041E+0	-2.48107E+1	-1.09595E-1
1.40000E+0	2.46369E-6	1.53981E-2	2.10831E+0	-1.25517E+1	1.44670E-1
1.59999E+0	3.76317E-6	2.35198E-2	-3.18851E-1	-8.71701E+0	-3.81935E-2
1.79998E+0	5.59100E-6	3.49438E-2	5.64834E-1	-8.46397E+0	1.13086E-1
1.99997E+0	8.12863E-6	5.08039E-2	-1.81673E+0	-4.10166E+0	-5.87572E-1
2.19998E+0	1.14662E-5	7.16638E-2	-5.42011E-1	-1.97293E+0	-2.72005E-1
2.39999E+0	1.60613E-5	1.00383E-1	-3.23934E-1	-2.28800E+0	-2.48414E-1
2.59994E+0	2.22227E-5	1.38892E-1	-7.96383E-2	-1.71075E+0	-9.15403E-2
2.79991E+0	3.09849E-5	1.93656E-1	3.08053E-1	-1.48130E+0	5.31680E-1
2.99986E+0	4.38142E-5	2.73839E-1	3.50737E-1	-1.21749E+0	9.17122E-1
3.19985E+0	6.38729E-5	3.99206E-1	8.82111E-2	-9.37031E-1	3.58674E-1
3.39983E+0	9.43439E-5	5.89649E-1	1.69194E-1	-4.59208E-1	1.07966E+0
3.60000E+0	1.34290E-4	8.39312E-1	2.55442E-1	-2.68632E-1	2.45679E+0
3.79983E+0	1.93631E-4	1.21019E+0	2.94291E-1	-2.47735E-2	4.30771E+0
3.99978E+0	2.77004E-4	1.73128E+0	2.53434E-1	-6.42963E-2	5.58621E+0
4.19980E+0	3.88935E-4	2.43084E+0	2.84085E-1	-5.59498E-2	9.23174E+0
4.39975E+0	5.36827E-4	3.35517E+0	2.86911E-1	7.08884E-2	1.34816E+1
4.59973E+0	7.22115E-4	4.51322E+0	2.79706E-1	9.74091E-2	1.84829E+1
4.80008E+0	9.52025E-4	5.95016E+0	2.69080E-1	1.22332E-1	2.44629E+1
5.00003E+0	1.23275E-3	7.70469E+0	2.59797E-1	1.15023E-1	3.18575E+1
5.20010E+0	1.56362E-3	9.77262E+0	2.50423E-1	1.27609E-1	4.05087E+1
5.40004E+0	1.94348E-3	1.21468E+1	2.48028E-1	1.40780E-1	5.17855E+1
5.60014E+0	2.36942E-3	1.48089E+1	2.36261E-1	1.42931E-1	6.23682E+1
5.80007E+0	2.83925E-3	1.77453E+1	2.28387E-1	1.42140E-1	7.48235E+1
6.00001E+0	3.34491E-3	2.09057E+1	2.18199E-1	1.38228E-1	8.71204E+1
6.20003E+0	3.88849E-3	2.43031E+1	2.10923E-1	1.46280E-1	1.01165E+2
6.40003E+0	4.47310E-3	2.79569E+1	2.01430E-1	1.42288E-1	1.14721E+2
6.60003E+0	5.09079E-3	3.18174E+1	1.94516E-1	1.48873E-1	1.30022E+2
6.80001E+0	5.75701E-3	3.59813E+1	1.85767E-1	1.45266E-1	1.44679E+2
6.99995E+0	6.46903E-3	4.04314E+1	1.78884E-1	1.45210E-1	1.61152E+2
7.19991E+0	7.22667E-3	4.51667E+1	1.71859E-1	1.44853E-1	1.77897E+2
7.39993E+0	8.03206E-3	5.02004E+1	1.65330E-1	1.47186E-1	1.95495E+2
7.59991E+0	8.88402E-3	5.55251E+1	1.58769E-1	1.43094E-1	2.13262E+2
7.79990E+0	9.78761E-3	6.11726E+1	1.54152E-1	1.44004E-1	2.34124E+2
7.99994E+0	1.07461E-2	6.71631E+1	1.48523E-1	1.45812E-1	2.54016E+2
8.19986E+0	1.17446E-2	7.34037E+1	1.43203E-1	1.45304E-1	2.74364E+2
8.39991E+0	1.27991E-2	7.99944E+1	1.39047E-1	1.45939E-1	2.97404E+2
8.59988E+0	1.39007E-2	8.68794E+1	1.33730E-1	1.43780E-1	3.18045E+2
8.79990E+0	1.50565E-2	9.41031E+1	1.29610E-1	1.46205E-1	3.41642E+2
8.99986E+0	1.62597E-2	1.01623E+2	1.25412E-1	1.43833E-1	3.65106E+2
9.19986E+0	1.75206E-2	1.09504E+2	1.21934E-1	1.43757E-1	3.91006E+2
9.39988E+0	1.88159E-2	1.17599E+2	1.17852E-1	1.42477E-1	4.14682E+2
9.57155E+0	2.00006E-2	1.25004E+2	1.14619E-1	1.42545E-1	4.36528E+2
