	Pixel	Max Current (A)	Max Luminance (cd/m2)	Status	Turnon Voltage (V)	EQE(%)_max	EQE(%)_avg	CE(cd/A)_max	CE(cd/A)_avg	PE(lm/W)_max	PE(lm/W)_avg	V (V) @ 100 cd/m2	EQE(%) @ 100 cd/m2	CE(cd/A) @ 100 cd/m2	PE(lm/W) @ 100 cd/m2	λmax (nm) @ 100 cd/m2	FWHM (nm) @ 100 cd/m2	CIE-x @ 100 cd/m2	CIE-y @ 100 cd/m2	Hex Color @ 100 cd/m2	V (V) @ 250 cd/m2	EQE(%) @ 250 cd/m2	CE(cd/A) @ 250 cd/m2	PE(lm/W) @ 250 cd/m2	λmax (nm) @ 250 cd/m2	FWHM (nm) @ 250 cd/m2	CIE-x @ 250 cd/m2	CIE-y @ 250 cd/m2	Hex Color @ 250 cd/m2
0	A1-1	0.020001	698.38	Working	3.2	0.374316	0.2586262333333333	0.8756826508251729	0.7207471253930798	0.714117	0.4178382	5.20003	0.310504	0.8173801459287665	0.493823	580.0	31.5	0.5323026703015694	0.45273100099364577	#ffd800	6.4001	0.257251	0.7116356768924292	0.349318	580.0	32.5	0.5316669486650669	0.45392088795959895	#ffda00
1	A2-1	0.0196557	699.97	Working	3.0	0.360002	0.23526163870967742	0.7817433225850497	0.6629521691465863	0.552715	0.3816756129032258	5.20005	0.267147	0.762028351890979	0.460378	580.0	31.5	0.5362192431238005	0.45700386980663055	#ffdb00	6.40009	0.246628	0.6983030232986894	0.342774	580.0	32.0	0.531600040899797	0.4550056196572619	#ffdc00
2	A3-1	0.0200006	763.39	Working	3.2	0.299358	0.25172561935483867	0.8062726758864056	0.6877285823324779	0.555218	0.37534109677419353	5.20011	0.299358	0.7939250748942215	0.479643	579.5	32.0	0.5363949826797602	0.4583937076685626	#ffdc00	6.40013	0.270256	0.7491650471879255	0.367737	580.0	32.0	0.531530428641002	0.45622152319075976	#ffdd00
3	A4-1	0.0200006	754.36	Working	3.2	0.310242	0.25211846875	0.8362876231145394	0.7067726007194766	0.594777	0.38767403125	5.40015	0.271915	0.7814732692781473	0.454629	580.0	31.5	0.5323214040165187	0.4557420456724003	#ffdc00	6.60016	0.258463	0.739655707238603	0.352067	580.0	32.0	0.5305039184504711	0.4570344474449427	#ffdf00
4	B1-1	0.0197161	677.66	Working	3.2	0.350206	0.2513606428571429	0.7876234880992635	0.6598029272084821	0.555997	0.3823730714285714	5.20003	0.26709	0.7594344581099548	0.458813	580.0	31.5	0.5349674829678702	0.45213905405310195	#ffd500	6.40007	0.242344	0.6821518956960486	0.334847	580.0	32.0	0.5339114237660122	0.45324839061670835	#ffd800
5	B2-1	0.0200009	660.84	Working	3.2	0.243059	0.19485837586206897	0.6769319834132156	0.5539396721547166	0.441411	0.2995614172413793	5.39991	0.236106	0.6761041500044433	0.393347	580.5	31.5	0.5395111166881437	0.456262407217605	#ffd700	6.59995	0.221523	0.6295421549979243	0.299663	580.0	32.5	0.5344015779559493	0.4545855922113362	#ffd900
6	B3-1	0.0200003	700.75	Working	3.0	0.619016	0.2603340333333333	0.6995866641159849	0.591258175142783	0.47782	0.3394835	5.40005	0.254321	0.6904413769175485	0.401679	580.0	31.0	0.5307737022465434	0.45224798726172794	#ffd900	6.59995	0.217773	0.6010460561627097	0.2861	580.0	32.0	0.5324427492645348	0.45480339750665094	#ffdb00
7	B4-1	0.0200009	742.7	Working	3.2	0.257335	0.22246474516129033	0.7140169449289808	0.6162850041807815	0.442085	0.32845193548387097	5.39997	0.238855	0.6763138361541496	0.393464	580.0	31.0	0.5344297922406187	0.4523568706359748	#ffd600	6.59991	0.251078	0.7070507032422821	0.33656	580.0	32.0	0.5323149660268698	0.45564381230565193	#ffdc00
8	B5-1	0.0200001	796.76	Working	3.4	0.28426	0.23892290322580645	0.761613416976682	0.6673256445490436	0.484106	0.3449758387096774	5.59994	0.258258	0.7333070452155626	0.411389	580.0	32.0	0.5352421989292272	0.4567395254818024	#ffdb00	6.59992	0.266961	0.761613416976682	0.362532	580.0	32.0	0.5323368105521911	0.456679160344213	#ffdd00
9	C1-1	0.0197517	622.61	Working	3.4	0.249501	0.21700736363636364	0.6996376193879069	0.5882639654252556	0.464968	0.3055807878787879	5.80003	0.242253	0.6618060175944408	0.358467	580.0	31.5	0.5430296045314101	0.45166827083542055	#ffcf00	7.19989	0.222264	0.6144251640049959	0.268097	580.0	32.0	0.5396545822556232	0.45081393414663207	#ffd000
10	C2-1	0.0200005	601.18	Working	3.6	0.190451	0.15724097636363638	0.5411252415145485	0.4713327017093611	0.358763	0.22666801212121213	5.99993	0.190451	0.5337922224023034	0.279497	580.5	32.0	0.5450371336901508	0.4547519104482914	#ffd100	7.59985	0.175131	0.506805755853212	0.209501	580.5	32.0	0.5385208662685539	0.4519949870593146	#ffd200
