	Timestamp	Filtered Rate: NPB	Source Power: NPB	Thickness: NPB	State: NPB	Fundamental  Frequency: NPB	Current Z-Ratio: NPB
0	13:12:33	0.002	0.646	0.000	PreCon Rise	5956289.229	1.131
1	13:12:33	-0.002	0.904	0.000	PreCon Rise	5956289.233	1.131
2	13:12:35	0.000	1.162	0.000	PreCon Rise	5956289.229	1.131
3	13:12:35	-0.002	1.421	0.000	PreCon Rise	5956289.233	1.131
4	13:12:36	0.000	1.679	0.000	PreCon Rise	5956289.233	1.131
5	13:12:38	-0.002	1.938	0.000	PreCon Rise	5956289.233	1.131
6	13:12:38	-0.002	2.196	0.000	PreCon Rise	5956289.233	1.131
7	13:12:40	0.000	2.454	0.000	PreCon Rise	5956289.229	1.131
8	13:12:40	0.000	2.713	0.000	PreCon Rise	5956289.229	1.131
9	13:12:42	0.000	2.971	0.000	PreCon Rise	5956289.229	1.131
10	13:12:42	0.000	3.229	0.000	PreCon Rise	5956289.229	1.131
11	13:12:43	0.000	3.488	0.000	PreCon Rise	5956289.229	1.131
12	13:12:44	0.000	3.746	0.000	PreCon Rise	5956289.229	1.131
13	13:12:45	0.000	3.978	0.000	PreCon Rise	5956289.229	1.131
14	13:12:46	0.000	4.263	0.000	PreCon Rise	5956289.229	1.131
15	13:12:47	0.000	4.521	0.000	PreCon Rise	5956289.229	1.131
16	13:12:48	-0.002	4.779	0.000	PreCon Rise	5956289.233	1.131
17	13:12:49	0.000	5.037	0.000	PreCon Rise	5956289.229	1.131
18	13:12:51	-0.002	5.296	0.000	PreCon Rise	5956289.233	1.131
19	13:12:52	0.002	5.554	0.000	PreCon Rise	5956289.229	1.131
20	13:12:52	0.000	5.812	0.000	PreCon Rise	5956289.229	1.131
21	13:12:54	0.000	6.071	0.000	PreCon Rise	5956289.229	1.131
22	13:12:54	0.002	6.329	0.000	PreCon Rise	5956289.226	1.131
23	13:12:55	0.002	6.587	0.000	PreCon Rise	5956289.226	1.131
24	13:12:56	-0.002	6.846	0.000	PreCon Rise	5956289.229	1.131
25	13:12:57	0.002	7.104	0.000	PreCon Rise	5956289.226	1.131
26	13:12:58	0.002	7.362	0.000	PreCon Rise	5956289.226	1.131
27	13:12:59	-0.000	7.621	0.000	PreCon Rise	5956289.226	1.131
28	13:13:00	0.000	7.879	0.000	PreCon Rise	5956289.229	1.131
29	13:13:01	0.000	8.137	0.000	PreCon Rise	5956289.229	1.131
30	13:13:02	-0.002	8.396	0.000	PreCon Rise	5956289.229	1.131
31	13:13:03	0.000	8.654	0.000	PreCon Rise	5956289.229	1.131
32	13:13:04	0.000	8.912	0.000	PreCon Rise	5956289.226	1.131
33	13:13:06	-0.002	9.145	0.000	PreCon Rise	5956289.229	1.131
34	13:13:06	0.000	9.429	0.000	PreCon Rise	5956289.226	1.131
35	13:13:07	0.000	9.687	0.000	PreCon Rise	5956289.226	1.131
36	13:13:08	-0.002	9.946	0.000	PreCon Rise	5956289.229	1.131
37	13:13:09	-0.002	10.204	0.000	PreCon Rise	5956289.229	1.131
38	13:13:10	-0.000	10.462	0.000	PreCon Rise	5956289.229	1.131
39	13:13:12	0.002	10.721	0.000	PreCon Rise	5956289.226	1.131
40	13:13:13	0.000	10.953	0.000	PreCon Rise	5956289.229	1.131
41	13:13:14	-0.002	11.237	0.000	PreCon Rise	5956289.229	1.131
42	13:13:14	-0.002	11.496	0.000	PreCon Rise	5956289.229	1.131
43	13:13:15	0.000	11.754	0.000	PreCon Rise	5956289.229	1.131
44	13:13:16	0.000	12.012	0.000	PreCon Rise	5956289.229	1.131
45	13:13:17	0.000	12.271	0.000	PreCon Rise	5956289.229	1.131
46	13:13:18	0.002	12.529	0.000	PreCon Rise	5956289.226	1.131
47	13:13:19	0.000	12.762	0.000	PreCon Rise	5956289.226	1.131
48	13:13:20	0.000	13.046	0.000	PreCon Rise	5956289.229	1.131
49	13:13:21	0.002	13.304	0.000	PreCon Rise	5956289.226	1.131
50	13:13:22	0.000	13.562	0.000	PreCon Rise	5956289.226	1.131
51	13:13:23	0.000	13.821	0.000	PreCon Rise	5956289.226	1.131
52	13:13:24	0.000	14.079	0.000	PreCon Rise	5956289.226	1.131
53	13:13:25	0.000	14.337	0.000	PreCon Rise	5956289.226	1.131
54	13:13:26	0.000	14.596	0.000	PreCon Rise	5956289.226	1.131
55	13:13:27	0.000	14.854	0.000	PreCon Rise	5956289.226	1.131
56	13:13:28	0.000	15.112	0.000	PreCon Rise	5956289.226	1.131
57	13:13:29	0.000	15.371	0.000	PreCon Rise	5956289.226	1.131
58	13:13:30	0.000	15.629	0.000	PreCon Rise	5956289.226	1.131
59	13:13:31	0.000	15.887	0.000	PreCon Rise	5956289.226	1.131
60	13:13:33	0.000	16.146	0.000	PreCon Rise	5956289.226	1.131
61	13:13:33	0.000	16.378	0.000	PreCon Rise	5956289.226	1.131
62	13:13:34	0.000	16.662	0.000	PreCon Rise	5956289.226	1.131
63	13:13:35	0.000	16.895	0.000	PreCon Rise	5956289.226	1.131
64	13:13:36	0.000	17.179	0.000	PreCon Rise	5956289.226	1.131
65	13:13:37	0.000	17.437	0.000	PreCon Rise	5956289.226	1.131
66	13:13:38	0.000	17.696	0.000	PreCon Rise	5956289.226	1.131
67	13:13:39	0.000	17.954	0.000	PreCon Rise	5956289.226	1.131
68	13:13:40	0.000	18.187	0.000	PreCon Rise	5956289.226	1.131
69	13:13:41	0.000	18.471	0.000	PreCon Rise	5956289.222	1.131
70	13:13:42	0.000	18.703	0.000	PreCon Rise	5956289.222	1.131
71	13:13:43	-0.002	18.987	0.000	PreCon Rise	5956289.226	1.131
72	13:13:44	0.000	19.246	0.000	PreCon Rise	5956289.226	1.131
73	13:13:45	0.002	19.504	0.000	PreCon Rise	5956289.222	1.131
74	13:13:46	0.000	19.737	0.000	PreCon Rise	5956289.226	1.131
75	13:13:47	0.000	19.995	0.000	PreCon Rise	5956289.226	1.131
76	13:13:48	0.002	20.279	0.000	PreCon Rise	5956289.222	1.131
77	13:13:49	0.000	20.512	0.000	PreCon Rise	5956289.226	1.131
78	13:13:50	0.000	20.796	0.000	PreCon Rise	5956289.229	1.131
79	13:13:51	0.000	21.054	0.000	PreCon Rise	5956289.229	1.131
80	13:13:52	-0.000	21.312	0.000	PreCon Rise	5956289.229	1.131
81	13:13:53	0.000	21.364	0.000	Manual	5956289.229	1.131
82	13:13:54	0.000	21.364	0.000	Manual	5956289.226	1.131
83	13:13:55	-0.000	21.364	0.000	Manual	5956289.229	1.131
84	13:13:56	0.002	21.364	0.000	Manual	5956289.226	1.131
85	13:13:57	0.000	21.364	0.000	Manual	5956289.229	1.131
86	13:13:58	-0.002	21.364	-0.000	Manual	5956289.233	1.131
87	13:13:59	-0.002	21.364	-0.000	Manual	5956289.233	1.131
88	13:14:00	0.000	21.364	-0.000	Manual	5956289.233	1.131
89	13:14:01	0.000	21.364	-0.000	Manual	5956289.233	1.131
90	13:14:03	0.000	21.364	-0.000	Manual	5956289.233	1.131
91	13:14:04	0.000	21.364	-0.000	Manual	5956289.233	1.131
92	13:14:04	-0.002	21.364	-0.000	Manual	5956289.236	1.131
93	13:14:06	0.000	21.364	-0.000	Manual	5956289.236	1.131
94	13:14:07	0.000	21.364	-0.000	Manual	5956289.236	1.131
95	13:14:07	-0.002	21.364	-0.000	Manual	5956289.240	1.131
96	13:14:08	0.000	21.364	-0.000	Manual	5956289.236	1.131
97	13:14:09	0.000	21.364	-0.000	Manual	5956289.240	1.131
