	Timestamp	Filtered Rate: NPB	Source Power: NPB	Thickness: NPB	State: NPB	Fundamental  Frequency: NPB	Current Z-Ratio: NPB
0	13:00:42	0.002	0.000	0.000	Ready	5983670.029	1.000
1	13:00:43	0.000	0.000	0.000	Ready	5983670.029	1.000
2	13:00:44	0.000	0.207	0.000	PreCon Rise	5983670.029	1.000
3	13:00:45	0.000	0.465	0.000	PreCon Rise	5983670.029	1.000
4	13:00:46	0.000	0.723	0.000	PreCon Rise	5983670.029	1.000
5	13:00:47	0.000	0.982	0.000	PreCon Rise	5983670.029	1.000
6	13:00:48	0.000	1.240	0.000	PreCon Rise	5983670.029	1.000
7	13:00:49	0.000	1.498	0.000	PreCon Rise	5983670.029	1.000
8	13:00:50	0.000	1.757	0.000	PreCon Rise	5983670.029	1.000
9	13:00:51	0.002	2.015	0.000	PreCon Rise	5983670.026	1.000
10	13:00:52	-0.002	2.273	0.000	PreCon Rise	5983670.026	1.000
11	13:00:53	0.000	2.532	0.000	PreCon Rise	5983670.026	1.000
12	13:00:54	0.000	2.790	0.000	PreCon Rise	5983670.026	1.000
13	13:00:55	0.002	3.048	0.000	PreCon Rise	5983670.026	1.000
14	13:00:56	0.000	3.307	0.000	PreCon Rise	5983670.026	1.000
15	13:00:57	0.000	3.565	0.000	PreCon Rise	5983670.026	1.000
16	13:00:58	0.000	3.823	0.000	PreCon Rise	5983670.022	1.000
17	13:00:59	0.000	4.082	0.000	PreCon Rise	5983670.022	1.000
18	13:01:00	0.000	4.340	0.000	PreCon Rise	5983670.022	1.000
19	13:01:01	0.002	4.598	0.000	PreCon Rise	5983670.019	1.000
20	13:01:02	0.000	4.857	0.000	PreCon Rise	5983670.022	1.000
21	13:01:03	0.000	5.115	0.000	PreCon Rise	5983670.022	1.000
22	13:01:04	0.002	5.373	0.000	PreCon Rise	5983670.022	1.000
23	13:01:05	0.000	5.632	0.000	PreCon Rise	5983670.022	1.000
24	13:01:06	0.000	5.890	0.000	PreCon Rise	5983670.022	1.000
25	13:01:07	0.000	6.148	0.000	PreCon Rise	5983670.026	1.000
26	13:01:08	0.002	6.407	0.000	PreCon Rise	5983670.022	1.000
27	13:01:09	0.000	6.665	0.000	PreCon Rise	5983670.026	1.000
28	13:01:10	-0.002	6.923	0.000	PreCon Rise	5983670.029	1.000
29	13:01:11	0.000	7.182	0.000	PreCon Rise	5983670.026	1.000
30	13:01:12	0.002	7.440	0.000	PreCon Rise	5983670.022	1.000
31	13:01:13	-0.002	7.698	0.000	PreCon Rise	5983670.026	1.000
32	13:01:14	0.000	7.957	0.000	PreCon Rise	5983670.026	1.000
33	13:01:15	-0.002	8.215	0.000	PreCon Rise	5983670.026	1.000
34	13:01:16	0.000	8.473	0.000	PreCon Rise	5983670.026	1.000
35	13:01:17	-0.002	8.732	0.000	PreCon Rise	5983670.029	1.000
36	13:01:18	0.000	8.990	0.000	PreCon Rise	5983670.029	1.000
37	13:01:19	0.000	9.248	0.000	PreCon Rise	5983670.029	1.000
38	13:01:20	0.000	9.507	0.000	PreCon Rise	5983670.029	1.000
39	13:01:21	0.000	9.765	0.000	PreCon Rise	5983670.029	1.000
40	13:01:22	-0.002	10.023	0.000	PreCon Rise	5983670.033	1.000
41	13:01:23	0.000	10.282	0.000	PreCon Rise	5983670.033	1.000
42	13:01:24	0.000	10.540	0.000	PreCon Rise	5983670.033	1.000
43	13:01:25	0.000	10.798	0.000	PreCon Rise	5983670.033	1.000
44	13:01:26	0.002	11.057	0.000	PreCon Rise	5983670.029	1.000
45	13:01:27	0.000	11.315	0.000	PreCon Rise	5983670.033	1.000
46	13:01:28	0.000	11.573	0.000	PreCon Rise	5983670.033	1.000
47	13:01:29	-0.002	11.832	0.000	PreCon Rise	5983670.036	1.000
48	13:01:30	0.000	12.090	0.000	PreCon Rise	5983670.036	1.000
49	13:01:31	0.000	12.348	0.000	PreCon Rise	5983670.036	1.000
50	13:01:32	0.000	12.607	0.000	PreCon Rise	5983670.036	1.000
51	13:01:33	0.000	12.865	0.000	PreCon Rise	5983670.040	1.000
52	13:01:34	0.000	13.123	0.000	PreCon Rise	5983670.040	1.000
53	13:01:35	0.002	13.382	0.000	PreCon Rise	5983670.036	1.000
54	13:01:36	0.000	13.640	0.000	PreCon Rise	5983670.036	1.000
55	13:01:37	0.000	13.898	0.000	PreCon Rise	5983670.036	1.000
56	13:01:38	0.000	14.157	0.000	PreCon Rise	5983670.036	1.000
57	13:01:39	0.000	14.415	0.000	PreCon Rise	5983670.036	1.000
58	13:01:40	-0.002	14.673	0.000	PreCon Rise	5983670.040	1.000
59	13:01:41	0.000	14.932	0.000	PreCon Rise	5983670.036	1.000
60	13:01:42	0.000	15.190	0.000	PreCon Rise	5983670.036	1.000
61	13:01:43	0.000	15.448	0.000	PreCon Rise	5983670.036	1.000
62	13:01:44	0.000	15.707	0.000	PreCon Rise	5983670.036	1.000
63	13:01:45	0.000	15.965	0.000	PreCon Rise	5983670.036	1.000
64	13:01:46	0.000	16.223	0.000	PreCon Rise	5983670.040	1.000
65	13:01:47	-0.002	16.482	0.000	PreCon Rise	5983670.040	1.000
66	13:01:48	0.002	16.740	0.000	PreCon Rise	5983670.036	1.000
67	13:01:49	-0.002	16.998	0.000	PreCon Rise	5983670.040	1.000
68	13:01:50	0.000	17.257	0.000	PreCon Rise	5983670.040	1.000
69	13:01:51	0.000	17.515	0.000	PreCon Rise	5983670.036	1.000
70	13:01:52	0.002	17.773	0.000	PreCon Rise	5983670.036	1.000
71	13:01:53	0.000	18.032	0.000	PreCon Rise	5983670.040	1.000
72	13:01:54	0.000	18.290	0.000	PreCon Rise	5983670.040	1.000
73	13:01:55	0.000	18.548	0.000	PreCon Rise	5983670.040	1.000
74	13:01:56	0.002	18.807	0.000	PreCon Rise	5983670.036	1.000
75	13:01:57	0.000	19.065	0.000	PreCon Rise	5983670.040	1.000
76	13:01:58	0.000	19.323	0.000	PreCon Rise	5983670.040	1.000
77	13:01:59	0.000	19.582	0.000	PreCon Rise	5983670.036	1.000
78	13:02:00	-0.002	19.840	0.000	PreCon Rise	5983670.040	1.000
79	13:02:01	0.000	20.098	0.000	PreCon Rise	5983670.040	1.000
80	13:02:02	0.000	20.357	0.000	PreCon Rise	5983670.040	1.000
81	13:02:03	0.000	20.615	0.000	PreCon Rise	5983670.040	1.000
82	13:02:04	0.000	20.873	0.000	PreCon Rise	5983670.040	1.000
83	13:02:05	0.000	21.132	0.000	PreCon Rise	5983670.040	1.000
84	13:02:06	0.002	21.390	0.000	PreCon Rise	5983670.036	1.000
85	13:02:07	0.002	21.648	0.000	PreCon Rise	5983670.036	1.000
86	13:02:08	0.002	21.907	0.000	PreCon Rise	5983670.036	1.000
87	13:02:09	0.000	22.165	0.000	PreCon Rise	5983670.036	1.000
88	13:02:10	0.000	22.423	0.000	PreCon Rise	5983670.036	1.000
89	13:02:11	0.000	22.682	0.000	PreCon Rise	5983670.036	1.000
90	13:02:12	0.000	22.940	0.000	PreCon Rise	5983670.036	1.000
91	13:02:13	0.002	23.198	0.000	PreCon Rise	5983670.033	1.000
92	13:02:14	0.000	23.457	0.000	PreCon Rise	5983670.033	1.000
93	13:02:15	0.002	23.715	0.000	PreCon Rise	5983670.033	1.000
94	13:02:16	0.000	23.973	0.000	PreCon Rise	5983670.033	1.000
95	13:02:17	0.000	24.232	0.000	PreCon Rise	5983670.029	1.000
96	13:02:18	0.002	24.490	0.000	PreCon Rise	5983670.029	1.000
97	13:02:19	0.002	24.748	0.000	PreCon Rise	5983670.026	1.000
