Voltage(V)	Current(A)	J(mA/cm2)	PE(lm/W)	EQE(%)	L(cd/m2)
-9.99970E-1	-3.14736E-7	-1.96710E-3	1.49665E+2	5.92348E+1	9.37094E-1
-7.99983E-1	-1.75608E-7	-1.09755E-3	5.98185E+1	3.73711E+1	1.67182E-1
-5.99965E-1	-8.85020E-8	-5.53138E-4	1.41208E+2	-1.16520E+2	1.49165E-1
-3.99933E-1	-8.11342E-9	-5.07089E-5	4.23802E+3	1.78924E+3	2.73580E-1
-1.99976E-1	2.10799E-8	1.31749E-4	5.64805E+3	-3.04392E+2	4.73669E-1
7.80821E-5	3.57588E-8	2.23493E-4	6.17008E+6	1.45478E+2	3.42733E-1
2.00073E-1	4.13638E-8	2.58524E-4	2.61155E+3	4.25128E+2	4.29969E-1
4.00014E-1	6.06433E-8	3.79021E-4	7.11046E+2	1.87180E+1	3.43151E-1
6.00014E-1	8.99814E-8	5.62384E-4	1.66627E+2	1.54546E+2	1.78974E-1
7.99997E-1	1.02587E-7	6.41169E-4	2.53010E+2	-1.78753E+2	4.13093E-1
1.00000E+0	1.73593E-7	1.08496E-3	1.72298E+2	-1.60791E+1	5.95035E-1
1.20001E+0	2.73192E-7	1.70745E-3	8.94889E+1	7.13073E+0	5.83650E-1
1.40002E+0	4.10644E-7	2.56653E-3	1.43947E+1	2.47006E+1	1.64639E-1
1.60002E+0	5.93890E-7	3.71181E-3	1.65350E+1	5.28761E+0	3.12583E-1
1.80000E+0	8.40305E-7	5.25191E-3	-1.63214E+1	-2.04280E+1	-4.91132E-1
1.99999E+0	1.15823E-6	7.23894E-3	5.11685E+0	-9.66490E+0	2.35806E-1
2.20011E+0	1.58498E-6	9.90612E-3	7.88366E+0	1.02563E+0	5.46923E-1
2.40005E+0	2.13252E-6	1.33283E-2	2.43973E+0	-1.31741E+1	2.48420E-1
2.60000E+0	2.87913E-6	1.79946E-2	-2.66895E-1	-7.55387E-1	-3.97472E-2
2.80003E+0	4.06410E-6	2.54006E-2	2.66830E+0	-2.26271E+0	6.04076E-1
2.99996E+0	6.06327E-6	3.78954E-2	6.79277E-1	1.55591E-1	2.45810E-1
3.19998E+0	9.81310E-6	6.13319E-2	-2.54442E-1	-2.92761E-1	-1.58954E-1
3.39981E+0	1.65962E-5	1.03726E-1	6.09536E-1	-1.57041E-1	6.84215E-1
3.59999E+0	2.89579E-5	1.80987E-1	5.25549E-1	2.53768E-1	1.08996E+0
3.79995E+0	4.88984E-5	3.05615E-1	2.98975E-1	-1.56701E-1	1.10519E+0
3.99994E+0	7.94324E-5	4.96453E-1	3.44508E-1	7.75255E-2	2.17761E+0
4.19995E+0	1.26462E-4	7.90388E-1	2.93196E-1	5.61859E-2	3.09808E+0
4.39994E+0	1.93303E-4	1.20814E+0	2.66203E-1	1.52943E-1	4.50432E+0
4.59991E+0	2.81743E-4	1.76089E+0	2.16302E-1	6.39966E-2	5.57690E+0
4.80024E+0	4.01118E-4	2.50699E+0	2.04852E-1	1.16740E-1	7.84704E+0
5.00023E+0	5.54017E-4	3.46261E+0	1.88450E-1	8.40870E-2	1.03858E+1
5.20021E+0	7.31083E-4	4.56927E+0	1.86217E-1	1.24440E-1	1.40844E+1
5.40019E+0	9.31935E-4	5.82459E+0	1.74361E-1	1.07895E-1	1.74572E+1
5.60017E+0	1.15300E-3	7.20625E+0	1.68563E-1	1.28119E-1	2.16533E+1
5.80029E+0	1.40548E-3	8.78425E+0	1.60649E-1	1.27194E-1	2.60545E+1
6.00024E+0	1.68549E-3	1.05343E+1	1.55700E-1	1.22341E-1	3.13266E+1
6.20031E+0	2.00425E-3	1.25266E+1	1.48116E-1	1.04505E-1	3.66182E+1
6.40031E+0	2.35677E-3	1.47298E+1	1.43615E-1	1.20599E-1	4.30970E+1
6.60028E+0	2.75294E-3	1.72059E+1	1.37490E-1	1.11439E-1	4.97004E+1
6.80027E+0	3.19336E-3	1.99585E+1	1.30508E-1	1.19468E-1	5.63820E+1
7.00022E+0	3.68246E-3	2.30154E+1	1.26048E-1	1.14697E-1	6.46422E+1
7.20016E+0	4.22408E-3	2.64005E+1	1.21132E-1	1.18664E-1	7.32929E+1
7.40019E+0	4.81889E-3	3.01181E+1	1.17156E-1	1.14987E-1	8.31163E+1
7.60016E+0	5.47046E-3	3.41904E+1	1.13819E-1	1.12425E-1	9.41438E+1
7.80013E+0	6.18162E-3	3.86351E+1	1.09769E-1	1.16500E-1	1.05296E+2
8.00012E+0	6.95671E-3	4.34794E+1	1.06603E-1	1.15989E-1	1.18032E+2
8.20008E+0	7.79670E-3	4.87294E+1	1.03188E-1	1.18384E-1	1.31247E+2
8.40018E+0	8.70459E-3	5.44037E+1	1.00086E-1	1.18206E-1	1.45593E+2
8.60013E+0	9.68233E-3	6.05146E+1	9.70712E-2	1.15380E-1	1.60807E+2
8.80018E+0	1.07483E-2	6.71769E+1	9.45156E-2	1.17132E-1	1.77854E+2
9.00021E+0	1.18847E-2	7.42794E+1	9.16178E-2	1.14857E-1	1.94962E+2
9.20016E+0	1.30869E-2	8.17931E+1	8.90547E-2	1.13505E-1	2.13314E+2
9.40015E+0	1.43691E-2	8.98069E+1	8.60518E-2	1.13778E-1	2.31235E+2
9.60047E+0	1.57326E-2	9.83287E+1	8.37170E-2	1.13858E-1	2.51557E+2
9.80045E+0	1.71800E-2	1.07375E+2	8.12256E-2	1.13108E-1	2.72077E+2
1.00005E+1	1.87077E-2	1.16923E+2	7.89986E-2	1.12035E-1	2.94030E+2
1.01499E+1	2.00027E-2	1.25017E+2	7.67281E-2	1.11217E-1	3.09910E+2
