Voltage(V)	Current(A)	J(mA/cm2)	PE(lm/W)	EQE(%)	L(cd/m2)
-9.99969E-1	-3.11783E-6	-1.94864E-2	1.98991E+0	8.54471E+0	1.23425E-1
-7.99992E-1	-3.37155E-6	-2.10722E-2	-1.04400E+0	-6.90908E-1	-5.60206E-2
-5.99963E-1	-2.64717E-6	-1.65448E-2	2.99462E-1	2.38142E+0	9.46190E-3
-3.99957E-1	-1.55397E-6	-9.71231E-3	1.21248E+1	1.46794E+1	1.49920E-1
-2.00005E-1	-4.56980E-7	-2.85613E-3	-5.64297E+1	4.17282E+1	-1.02607E-1
4.14133E-5	5.97846E-10	3.73654E-6	5.45636E+8	4.43960E+4	2.68758E-1
2.00028E-1	3.50996E-7	2.19373E-3	4.08421E+1	6.18130E+1	5.70468E-2
3.99975E-1	2.30018E-7	1.43761E-3	-1.91540E+2	4.38683E+1	-3.50577E-1
5.99970E-1	1.03073E-6	6.44206E-3	-3.85200E+1	7.87453E+0	-4.73905E-1
7.99981E-1	7.54868E-7	4.71793E-3	2.66527E+1	-1.02294E+1	3.20201E-1
9.99983E-1	1.26197E-6	7.88731E-3	-1.24245E+1	-4.29433E+0	-3.11925E-1
1.19999E+0	1.89673E-6	1.18546E-2	-1.30223E+1	6.73528E+0	-5.89658E-1
1.40000E+0	2.79563E-6	1.74727E-2	-5.34356E-1	6.60550E+0	-4.16072E-2
1.60000E+0	3.98252E-6	2.48907E-2	-3.83472E+0	-2.42637E+0	-4.86118E-1
1.79998E+0	5.76204E-6	3.60128E-2	-3.34947E+0	-1.06797E+0	-6.91115E-1
1.99997E+0	8.04789E-6	5.02993E-2	-1.03099E+0	-1.80750E+0	-3.30134E-1
2.20003E+0	1.08942E-5	6.80888E-2	-1.49926E+0	-2.71042E+0	-7.14875E-1
2.39996E+0	1.46144E-5	9.13400E-2	-9.69242E-1	-1.15347E+0	-6.76313E-1
2.59992E+0	1.92072E-5	1.20045E-1	-3.72615E-1	-1.16103E+0	-3.70181E-1
2.79989E+0	2.67309E-5	1.67068E-1	2.14686E-1	-5.33740E-1	3.19661E-1
2.99984E+0	3.85067E-5	2.40667E-1	-4.56667E-2	1.38862E-1	-1.04946E-1
3.19985E+0	5.91395E-5	3.69622E-1	3.07463E-1	-1.44355E-1	1.15752E+0
3.39985E+0	9.26958E-5	5.79349E-1	2.53472E-1	1.45349E-1	1.58921E+0
3.59986E+0	1.43722E-4	8.98262E-1	2.66966E-1	1.85401E-1	2.74786E+0
3.79982E+0	2.24551E-4	1.40344E+0	2.66595E-1	6.78378E-2	4.52544E+0
3.99980E+0	3.26934E-4	2.04334E+0	3.06434E-1	1.10352E-1	7.97198E+0
4.19975E+0	4.45465E-4	2.78416E+0	3.01032E-1	1.39367E-1	1.12042E+1
4.39976E+0	6.13033E-4	3.83146E+0	2.83017E-1	1.32405E-1	1.51864E+1
4.59970E+0	8.13088E-4	5.08180E+0	2.75224E-1	1.24861E-1	2.04778E+1
4.80006E+0	1.03933E-3	6.49581E+0	2.65061E-1	1.53736E-1	2.63073E+1
5.00007E+0	1.30132E-3	8.13325E+0	2.51099E-1	1.54715E-1	3.25038E+1
5.20004E+0	1.58523E-3	9.90769E+0	2.34213E-1	1.53433E-1	3.84097E+1
5.40005E+0	1.89791E-3	1.18619E+1	2.28335E-1	1.57045E-1	4.65560E+1
5.60001E+0	2.24724E-3	1.40453E+1	2.18670E-1	1.57241E-1	5.47467E+1
5.80010E+0	2.64081E-3	1.65051E+1	2.09712E-1	1.60421E-1	6.39036E+1
6.00004E+0	3.06961E-3	1.91851E+1	1.99244E-1	1.51972E-1	7.30051E+1
6.20003E+0	3.55094E-3	2.21934E+1	1.93145E-1	1.54817E-1	8.45962E+1
6.40004E+0	4.06632E-3	2.54145E+1	1.83960E-1	1.54069E-1	9.52441E+1
6.59996E+0	4.62254E-3	2.88909E+1	1.78171E-1	1.58019E-1	1.08141E+2
6.79993E+0	5.22947E-3	3.26842E+1	1.70418E-1	1.55948E-1	1.20561E+2
6.99991E+0	5.87686E-3	3.67304E+1	1.65777E-1	1.57199E-1	1.35672E+2
7.19990E+0	6.58423E-3	4.11514E+1	1.59181E-1	1.59328E-1	1.50124E+2
7.39994E+0	7.32790E-3	4.57994E+1	1.53758E-1	1.61250E-1	1.65873E+2
7.59992E+0	8.12195E-3	5.07622E+1	1.48325E-1	1.62778E-1	1.82143E+2
7.79995E+0	8.96650E-3	5.60406E+1	1.43765E-1	1.60499E-1	2.00032E+2
7.99990E+0	9.84396E-3	6.15248E+1	1.38858E-1	1.59302E-1	2.17549E+2
8.19983E+0	1.07838E-2	6.73987E+1	1.34681E-1	1.59650E-1	2.36926E+2
8.39989E+0	1.17620E-2	7.35125E+1	1.30450E-1	1.62425E-1	2.56406E+2
8.59983E+0	1.27938E-2	7.99612E+1	1.25748E-1	1.58251E-1	2.75245E+2
8.79979E+0	1.38725E-2	8.67031E+1	1.22180E-1	1.60430E-1	2.96727E+2
8.99983E+0	1.49996E-2	9.37475E+1	1.18013E-1	1.58831E-1	3.16938E+2
9.19977E+0	1.61749E-2	1.01093E+2	1.14780E-1	1.57059E-1	3.39793E+2
9.39978E+0	1.73788E-2	1.08617E+2	1.10821E-1	1.57645E-1	3.60156E+2
9.60007E+0	1.86422E-2	1.16514E+2	1.08294E-1	1.57067E-1	3.85573E+2
9.80001E+0	1.99553E-2	1.24721E+2	1.04846E-1	1.55693E-1	4.07911E+2
