	Material	FD_ct	FD_%
0	HATCN	0.32917447781595505	-0.6392344294977845
1	TAPC	-0.32851469482955153	0.5194126804759448
2	CBP	-0.2737664366846762	0.22448621327681542
3	TxOPhCz	0.33021292464057805	-0.5431003114480262
4	F-BsubPc	-0.23856950907612046	0.7438328768018876
5	B3PYMPM	-0.2983437975180029	0.3271015201005087
6	LiQ	0.29954481124174853	-0.7291653453731053
7	Al	0.2853583882176296	-0.7411872462405938
