	Timestamp	Filtered Rate: LiQ	Source Power: LiQ	Thickness: LiQ	State: LiQ	Fundamental  Frequency: LiQ	Current Z-Ratio: LiQ
0	15:11:27	-0.001	0.000	-0.000	Ready	1	000.000
1	15:11:28	0.000	0.187	-0.000	PreCon Rise	1	000.000
2	15:11:29	-0.001	0.453	-0.000	PreCon Rise	1	000.000
3	15:11:30	0.001	0.720	-0.000	PreCon Rise	1	000.000
4	15:11:31	-0.001	0.987	-0.000	PreCon Rise	1	000.000
5	15:11:32	-0.001	1.253	-0.000	PreCon Rise	1	000.000
6	15:11:33	0.000	1.520	-0.000	PreCon Rise	1	000.000
7	15:11:34	-0.000	1.787	-0.000	PreCon Rise	1	000.000
8	15:11:35	0.001	2.053	-0.000	PreCon Rise	1	000.000
9	15:11:36	-0.001	2.320	-0.000	PreCon Rise	1	000.000
10	15:11:37	-0.001	2.587	-0.000	PreCon Rise	1	000.000
11	15:11:38	-0.001	2.853	-0.000	PreCon Rise	1	000.000
12	15:11:39	-0.000	3.120	-0.000	PreCon Rise	1	000.000
13	15:11:40	0.000	3.387	-0.000	PreCon Rise	1	000.000
14	15:11:41	-0.000	3.653	-0.000	PreCon Rise	1	000.000
15	15:11:42	-0.001	3.920	-0.000	PreCon Rise	1	000.000
16	15:11:43	-0.000	4.187	-0.000	PreCon Rise	1	000.000
17	15:11:44	0.001	4.453	-0.000	PreCon Rise	1	000.000
18	15:11:45	-0.001	4.720	-0.000	PreCon Rise	1	000.000
19	15:11:46	-0.000	4.987	-0.000	PreCon Rise	1	000.000
20	15:11:47	-0.000	5.253	-0.000	PreCon Rise	1	000.000
21	15:11:48	-0.000	5.520	-0.000	PreCon Rise	1	000.000
22	15:11:49	-0.001	5.787	-0.000	PreCon Rise	1	000.000
23	15:11:50	-0.000	6.053	-0.000	PreCon Rise	1	000.000
24	15:11:51	0.000	6.320	-0.000	PreCon Rise	1	000.000
25	15:11:52	-0.001	6.587	-0.000	PreCon Rise	1	000.000
26	15:11:53	-0.000	6.853	-0.000	PreCon Rise	1	000.000
27	15:11:54	0.001	7.120	-0.000	PreCon Rise	1	000.000
28	15:11:55	-0.001	7.387	-0.000	PreCon Rise	1	000.000
29	15:11:56	0.001	7.653	-0.000	PreCon Rise	1	000.000
30	15:11:57	-0.001	7.920	-0.000	PreCon Rise	1	000.000
31	15:11:58	0.001	8.000	-0.000	PreCon Soak	1	000.000
32	15:11:59	-0.001	8.000	-0.000	PreCon Soak	1	000.000
33	15:12:00	0.000	8.000	-0.000	PreCon Soak	1	000.000
34	15:12:01	-0.000	8.000	-0.000	PreCon Soak	1	000.000
35	15:12:02	-0.000	8.000	-0.000	PreCon Soak	1	000.000
36	15:12:03	0.001	8.000	-0.000	PreCon Soak	1	000.000
37	15:12:04	-0.001	8.000	-0.000	PreCon Soak	1	000.000
38	15:12:05	0.001	8.000	-0.000	PreCon Soak	1	000.000
39	15:12:06	-0.001	8.000	-0.000	PreCon Soak	1	000.000
40	15:12:07	-0.000	8.000	-0.000	PreCon Soak	1	000.000
41	15:12:08	-0.000	8.000	-0.000	PreCon Soak	1	000.000
42	15:12:09	-0.000	8.000	-0.000	PreCon Soak	1	000.000
43	15:12:10	0.001	8.000	-0.000	PreCon Soak	1	000.000
44	15:12:11	-0.001	8.000	-0.000	PreCon Soak	1	000.000
45	15:12:12	-0.000	8.000	-0.000	PreCon Soak	1	000.000
46	15:12:13	0.000	8.000	-0.000	PreCon Soak	1	000.000
47	15:12:14	0.001	8.000	-0.000	PreCon Soak	1	000.000
48	15:12:15	-0.001	8.000	-0.000	PreCon Soak	1	000.000
49	15:12:16	-0.000	8.000	-0.000	PreCon Soak	1	000.000
50	15:12:17	-0.001	8.000	-0.000	PreCon Soak	1	000.000
51	15:12:18	0.001	8.000	-0.000	PreCon Soak	1	000.000
52	15:12:19	-0.000	8.000	-0.000	PreCon Soak	1	000.000
53	15:12:20	-0.000	8.000	-0.000	PreCon Soak	1	000.000
54	15:12:21	0.001	8.000	-0.000	PreCon Soak	1	000.000
