	Material	FD_ct	FD_%
0	HATCN	-0.22854012229186826	-0.9165754735209122
1	TAPC	0.20382528967723562	0.8067647341833251
2	CBP	0.14409955333651014	0.5526342754361027
3	EtO-BsubPc	0.2101292581151913	0.8741676579146278
4	B3PYMPM	0.1645611450019642	0.6388054668078685
5	LiQ	-0.2390984892415823	-0.9747736882022272
6	Al	-0.2355474773503906	-0.9651842754429182
