	Material	Max Luminance (cd/m2)	EQE(%)_max	EQE(%)_avg	PE(lm/W)_max	PE(lm/W)_avg	CE(cd/A)_max	CE(cd/A)_avg
0	HATCN	-0.45720209641037823	-0.24928143915383305	-0.09401337535879517	-0.6305529714751815	-0.5016640261736354	-0.5910674028742785	-0.5807289551980281
1	TAPC	0.5565631720022214	0.40257749734572207	0.23460153445176385	0.6928840244027493	0.5781979978820563	0.6755833811051672	0.6678084512801042
2	CBP	0.6484542082986796	0.5987340305513368	0.43054728609985843	0.7095410572781884	0.6311517461151251	0.7296380711938165	0.7268732340977279
3	EtO-BsubPc	0.029519116786397313	-0.2604870738077145	-0.329208424584404	0.24915930675811165	0.12304728437184038	0.16076204165377567	0.14667213092829265
4	B3PYMPM	0.6298516858108756	0.5462559296787989	0.3754022258937178	0.7157916485776081	0.6246167885597743	0.7243548098122535	0.7199560999746821
5	LiQ	-0.273868988970734	-0.01046409347332798	0.11201179195901882	-0.4823594672131032	-0.3460168451971971	-0.41560717179610573	-0.40267559566103406
6	Al	-0.21017312345502276	0.06449751092032001	0.1738801665618204	-0.42483447883300274	-0.2893140439711863	-0.35109545087859534	-0.3376517224182563
