	Timestamp	Filtered Rate: CBP	Filtered Rate: F3EtO-BsubPc	Source Power: CBP	Source Power: F3EtO-BsubPc	Thickness: CBP	Thickness: F3EtO-BsubPc	State: CBP	State: F3EtO-BsubPc	Fundamental  Frequency: CBP	Fundamental  Frequency: F3EtO-BsubPc	Current Z-Ratio: CBP	Current Z-Ratio: F3EtO-BsubPc
961	12:09:09	0.000	0.002	12.107	20.329	0.000	0.002	Manual	Manual	Sensor Status	00	Fundamental Activity	664
962	12:09:10	0.001	0.002	12.107	20.329	0.000	0.002	Manual	Manual	Sensor Status	00	Fundamental Activity	665
963	12:09:11	0.000	0.002	12.107	20.329	0.000	0.002	Manual	Manual	Sensor Status	00	Fundamental Activity	665
964	12:09:12	-0.000	0.002	12.107	20.329	0.000	0.002	Manual	Manual	Sensor Status	00	Fundamental Activity	665
965	12:09:13	0.001	0.002	12.107	20.329	0.000	0.002	Manual	Manual	Sensor Status	00	Fundamental Activity	666
966	12:09:14	-0.000	0.002	12.107	20.329	0.000	0.002	Manual	Manual	Sensor Status	00	Fundamental Activity	665
967	12:09:15	-0.000	0.002	12.107	20.329	0.000	0.002	Manual	Manual	Sensor Status	00	Fundamental Activity	664
968	12:09:16	0.001	0.002	12.107	20.329	0.000	0.002	Manual	Manual	Sensor Status	00	Fundamental Activity	665
969	12:09:17	0.000	0.002	12.107	20.329	0.000	0.002	Manual	Manual	Sensor Status	00	Fundamental Activity	665
970	12:09:18	0.000	0.002	12.107	20.329	0.000	0.002	Manual	Manual	Sensor Status	00	Fundamental Activity	664
971	12:09:19	0.001	0.002	12.107	20.329	0.000	0.002	Manual	Manual	Sensor Status	00	Fundamental Activity	665
972	12:09:20	0.000	0.002	12.107	20.329	0.000	0.002	Manual	Manual	Sensor Status	00	Fundamental Activity	663
973	12:09:21	-0.000	0.002	12.107	20.329	0.000	0.002	Manual	Manual	Sensor Status	00	Fundamental Activity	665
974	12:09:22	0.000	0.002	12.107	20.329	0.000	0.002	Manual	Manual	Sensor Status	00	Fundamental Activity	665
975	12:09:23	0.000	0.002	12.107	20.329	0.000	0.002	Manual	Manual	Sensor Status	00	Fundamental Activity	665
976	12:09:24	0.001	0.002	12.107	20.329	0.000	0.002	Manual	Manual	Sensor Status	00	Fundamental Activity	665
977	12:09:25	-0.001	0.002	12.107	20.329	0.000	0.002	Manual	Manual	Sensor Status	00	Fundamental Activity	664
978	12:09:26	-0.000	0.002	12.107	20.329	0.000	0.002	Manual	Manual	Sensor Status	00	Fundamental Activity	667
979	12:09:27	0.001	0.002	12.107	20.329	0.000	0.002	Manual	Manual	Sensor Status	00	Fundamental Activity	664
980	12:09:28	0.001	0.002	12.107	20.329	0.000	0.002	Manual	Manual	Sensor Status	00	Fundamental Activity	665
981	12:09:29	0.001	0.002	12.107	20.329	0.000	0.002	Manual	Manual	Sensor Status	00	Fundamental Activity	666
982	12:09:30	0.000	0.002	12.107	20.329	0.000	0.002	Manual	Manual	Sensor Status	00	Fundamental Activity	664
983	12:09:31	-0.001	0.002	12.107	20.329	0.000	0.002	Manual	Manual	Sensor Status	00	Fundamental Activity	666
984	12:09:32	0.001	0.002	12.107	20.329	0.000	0.002	Manual	Manual	Sensor Status	00	Fundamental Activity	664
985	12:09:33	0.000	0.002	12.107	20.329	0.000	0.002	Manual	Manual	Sensor Status	00	Fundamental Activity	664
986	12:09:34	0.001	0.002	12.107	20.329	0.000	0.002	Manual	Manual	Sensor Status	00	Fundamental Activity	666
987	12:09:35	0.000	0.002	12.107	20.329	0.000	0.002	Manual	Manual	Sensor Status	00	Fundamental Activity	664
988	12:09:36	0.001	0.002	12.107	20.329	0.000	0.002	Manual	Manual	Sensor Status	00	Fundamental Activity	667
989	12:09:37	0.000	0.002	12.107	20.329	0.000	0.002	Manual	Manual	Sensor Status	00	Fundamental Activity	664
990	12:09:38	-0.000	0.002	12.107	20.329	0.000	0.002	Manual	Manual	Sensor Status	00	Fundamental Activity	666
991	12:09:39	0.000	0.002	12.107	20.329	0.000	0.002	Manual	Manual	Sensor Status	00	Fundamental Activity	665
992	12:09:40	0.000	0.002	12.107	20.329	0.000	0.002	Manual	Manual	Sensor Status	00	Fundamental Activity	666
993	12:09:41	0.001	0.002	12.107	20.329	0.000	0.002	Manual	Manual	Sensor Status	00	Fundamental Activity	665
994	12:09:42	-0.001	0.002	12.107	20.329	0.000	0.002	Manual	Manual	Sensor Status	00	Fundamental Activity	665
995	12:09:43	0.001	0.002	12.107	20.329	0.000	0.002	Manual	Manual	Sensor Status	00	Fundamental Activity	665
996	12:09:44	0.000	0.002	12.107	20.329	0.000	0.002	Manual	Manual	Sensor Status	00	Fundamental Activity	665
997	12:09:45	0.001	0.002	12.107	20.329	0.000	0.002	Manual	Manual	Sensor Status	00	Fundamental Activity	665
998	12:09:46	-0.001	0.002	12.107	20.329	0.000	0.002	Manual	Manual	Sensor Status	00	Fundamental Activity	667
999	12:09:47	0.001	0.002	12.107	20.329	0.000	0.002	Manual	Manual	Sensor Status	00	Fundamental Activity	665
1000	12:09:48	0.001	0.002	12.107	20.329	0.000	0.002	Manual	Manual	Sensor Status	00	Fundamental Activity	666
1001	12:09:49	0.000	0.002	12.107	20.329	0.000	0.002	Manual	Manual	Sensor Status	00	Fundamental Activity	665
1002	12:09:50	0.001	0.002	12.107	20.329	0.000	0.002	Manual	Manual	Sensor Status	00	Fundamental Activity	666
1003	12:09:51	0.000	0.002	12.107	20.329	0.000	0.002	Manual	Manual	Sensor Status	00	Fundamental Activity	664
1004	12:09:52	0.001	0.002	12.107	20.329	0.000	0.002	Manual	Manual	Sensor Status	00	Fundamental Activity	665
1005	12:09:53	-0.001	0.002	12.107	20.329	0.000	0.002	Manual	Manual	Sensor Status	00	Fundamental Activity	665
1006	12:09:54	0.001	0.002	12.107	20.329	0.000	0.002	Manual	Manual	Sensor Status	00	Fundamental Activity	663
1007	12:09:55	0.001	0.002	12.107	20.329	0.000	0.002	Manual	Manual	Sensor Status	00	Fundamental Activity	663
1008	12:09:56	-0.000	0.002	12.107	20.329	0.000	0.002	Manual	Manual	Sensor Status	00	Fundamental Activity	666
1009	12:09:57	0.001	0.002	12.107	20.329	0.000	0.002	Manual	Manual	Sensor Status	00	Fundamental Activity	665
1010	12:09:58	0.000	0.002	12.107	20.329	0.000	0.002	Manual	Manual	Sensor Status	00	Fundamental Activity	665
1011	12:09:59	0.000	0.002	12.107	20.329	0.000	0.002	Manual	Manual	Sensor Status	00	Fundamental Activity	665
1012	12:10:00	-0.000	0.002	12.107	20.329	0.000	0.002	Manual	Manual	Sensor Status	00	Fundamental Activity	664
1013	12:10:01	0.001	0.002	12.107	20.329	0.000	0.002	Manual	Manual	Sensor Status	00	Fundamental Activity	666
1014	12:10:02	-0.000	0.002	12.107	20.329	0.000	0.002	Manual	Manual	Sensor Status	00	Fundamental Activity	665
1015	12:10:03	0.001	0.002	12.107	20.329	0.000	0.002	Manual	Manual	Sensor Status	00	Fundamental Activity	665
1016	12:10:04	0.000	0.002	12.107	20.329	0.000	0.002	Manual	Manual	Sensor Status	00	Fundamental Activity	666
1017	12:10:05	0.001	0.002	12.107	20.329	0.000	0.002	Manual	Manual	Sensor Status	00	Fundamental Activity	664
1018	12:10:06	0.000	0.002	12.107	20.329	0.000	0.002	Manual	Manual	Sensor Status	00	Fundamental Activity	665
1019	12:10:07	0.001	0.002	12.107	20.329	0.000	0.002	Manual	Manual	Sensor Status	00	Fundamental Activity	665
1020	12:10:08	0.000	0.002	12.107	20.329	0.000	0.002	Manual	Manual	Sensor Status	00	Fundamental Activity	664
1021	12:10:09	0.001	0.002	12.107	20.329	0.000	0.002	Manual	Manual	Sensor Status	00	Fundamental Activity	666
1022	12:10:10	0.000	0.003	12.107	20.329	0.000	0.002	Manual	Manual	Sensor Status	00	Fundamental Activity	666
1023	12:10:11	0.000	0.002	12.107	20.329	0.000	0.002	Manual	Manual	Sensor Status	00	Fundamental Activity	665
1024	12:10:12	0.001	0.002	12.107	20.329	0.000	0.002	Manual	Manual	Sensor Status	00	Fundamental Activity	665
1025	12:10:13	0.000	0.002	12.107	20.329	0.000	0.002	Manual	Manual	Sensor Status	00	Fundamental Activity	665
1026	12:10:14	0.001	0.002	12.107	20.329	0.000	0.002	Manual	Manual	Sensor Status	00	Fundamental Activity	666
1027	12:10:15	0.000	0.003	12.107	20.329	0.000	0.002	Manual	Manual	Sensor Status	00	Fundamental Activity	664
1028	12:10:16	-0.000	0.002	12.107	20.329	0.000	0.002	Manual	Manual	Sensor Status	00	Fundamental Activity	665
1029	12:10:17	0.000	0.002	12.107	20.329	0.000	0.002	Manual	Manual	Sensor Status	00	Fundamental Activity	665
1030	12:10:18	0.001	0.002	12.107	20.329	0.000	0.002	Manual	Manual	Sensor Status	00	Fundamental Activity	666
1031	12:10:19	0.000	0.002	12.107	20.329	0.000	0.002	Manual	Manual	Sensor Status	00	Fundamental Activity	665
1032	12:10:20	0.001	0.002	12.107	20.329	0.000	0.002	Manual	Manual	Sensor Status	00	Fundamental Activity	665
1033	12:10:21	0.001	0.002	12.107	20.329	0.000	0.002	Manual	Manual	Sensor Status	00	Fundamental Activity	665
1034	12:10:22	0.000	0.002	12.107	20.329	0.000	0.002	Manual	Manual	Sensor Status	00	Fundamental Activity	665
1035	12:10:23	0.001	0.002	12.107	20.329	0.000	0.002	Manual	Manual	Sensor Status	00	Fundamental Activity	665
1036	12:10:24	0.001	0.002	12.107	20.329	0.000	0.002	Manual	Manual	Sensor Status	00	Fundamental Activity	666
1037	12:10:25	-0.001	0.003	12.107	20.329	0.000	0.002	Manual	Manual	Sensor Status	00	Fundamental Activity	666
1038	12:10:26	0.001	0.003	12.107	20.329	0.000	0.002	Manual	Manual	Sensor Status	00	Fundamental Activity	664
1039	12:10:27	0.000	0.002	12.107	20.329	0.000	0.002	Manual	Manual	Sensor Status	00	Fundamental Activity	665
1040	12:10:28	0.001	0.002	12.107	20.329	0.000	0.002	Manual	Manual	Sensor Status	00	Fundamental Activity	665
1041	12:10:29	0.001	0.003	12.107	20.329	0.000	0.002	Manual	Manual	Sensor Status	00	Fundamental Activity	666
1042	12:10:30	0.000	0.002	12.107	20.329	0.000	0.002	Manual	Manual	Sensor Status	00	Fundamental Activity	665
1043	12:10:31	-0.000	0.002	12.107	20.329	0.000	0.002	Manual	Manual	Sensor Status	00	Fundamental Activity	665
1044	12:10:32	-0.000	0.003	12.107	20.329	0.000	0.002	Manual	Manual	Sensor Status	00	Fundamental Activity	667
1045	12:10:33	0.000	0.003	12.107	20.329	0.000	0.003	Manual	Manual	Sensor Status	00	Fundamental Activity	663
1046	12:10:34	0.001	0.003	12.107	20.329	0.000	0.003	Manual	Manual	Sensor Status	00	Fundamental Activity	665
1047	12:10:35	0.000	0.002	12.107	20.329	0.000	0.003	Manual	Manual	Sensor Status	00	Fundamental Activity	665
1048	12:10:36	0.001	0.003	12.107	20.329	0.000	0.003	Manual	Manual	Sensor Status	00	Fundamental Activity	664
1049	12:10:37	-0.000	0.003	12.107	20.329	0.000	0.003	Manual	Manual	Sensor Status	00	Fundamental Activity	665
1050	12:10:38	-0.001	0.002	12.107	20.329	0.000	0.003	Manual	Manual	Sensor Status	00	Fundamental Activity	666
1051	12:10:39	0.001	0.003	12.107	20.329	0.000	0.003	Manual	Manual	Sensor Status	00	Fundamental Activity	666
1052	12:10:40	0.001	0.003	12.107	20.329	0.000	0.003	Manual	Manual	Sensor Status	00	Fundamental Activity	664
1053	12:10:41	0.000	0.002	12.107	20.329	0.000	0.003	Manual	Manual	Sensor Status	00	Fundamental Activity	665
1054	12:10:42	0.000	0.002	12.107	20.329	0.000	0.003	Manual	Manual	Sensor Status	00	Fundamental Activity	663
1055	12:10:43	0.001	0.002	12.107	20.329	0.000	0.003	Manual	Manual	Sensor Status	00	Fundamental Activity	667
1056	12:10:44	0.000	0.002	12.107	20.329	0.000	0.003	Manual	Manual	Sensor Status	00	Fundamental Activity	665
1057	12:10:45	0.000	0.002	12.107	20.329	0.000	0.003	Manual	Manual	Sensor Status	00	Fundamental Activity	666
1058	12:10:46	0.001	0.002	12.107	20.329	0.000	0.003	Manual	Manual	Sensor Status	00	Fundamental Activity	664
1059	12:10:47	-0.000	0.002	12.107	20.329	0.000	0.003	Manual	Manual	Sensor Status	00	Fundamental Activity	666
1060	12:10:48	0.001	0.002	12.107	20.329	0.000	0.003	Manual	Manual	Sensor Status	00	Fundamental Activity	664
1061	12:10:49	-0.000	0.002	12.107	20.329	0.000	0.003	Manual	Manual	Sensor Status	00	Fundamental Activity	667
1062	12:10:50	0.001	0.002	12.107	20.329	0.000	0.003	Manual	Manual	Sensor Status	00	Fundamental Activity	667
1063	12:10:51	0.001	0.002	12.107	20.329	0.000	0.003	Manual	Manual	Sensor Status	00	Fundamental Activity	664
1064	12:10:52	-0.001	0.002	12.107	20.329	0.000	0.003	Manual	Manual	Sensor Status	00	Fundamental Activity	665
1065	12:10:53	0.001	0.002	12.107	20.329	0.000	0.003	Manual	Manual	Sensor Status	00	Fundamental Activity	663
1066	12:10:54	0.001	0.002	12.107	20.329	0.000	0.003	Manual	Manual	Sensor Status	00	Fundamental Activity	665
1067	12:10:55	0.000	0.002	12.107	20.329	0.000	0.003	Manual	Manual	Sensor Status	00	Fundamental Activity	664
1068	12:10:56	0.000	0.002	12.107	20.329	0.000	0.003	Manual	Manual	Sensor Status	00	Fundamental Activity	664
1069	12:10:57	0.001	0.003	12.107	20.329	0.000	0.003	Manual	Manual	Sensor Status	00	Fundamental Activity	665
1070	12:10:58	0.000	0.002	12.107	20.329	0.000	0.003	Manual	Manual	Sensor Status	00	Fundamental Activity	666
1071	12:10:59	0.000	0.002	12.107	20.329	0.000	0.003	Manual	Manual	Sensor Status	00	Fundamental Activity	665
1072	12:11:00	0.000	0.002	12.107	20.329	0.000	0.003	Manual	Manual	Sensor Status	00	Fundamental Activity	665
1073	12:11:01	0.001	0.002	12.107	20.329	0.000	0.003	Manual	Manual	Sensor Status	00	Fundamental Activity	664
1074	12:11:02	0.001	0.002	12.107	20.329	0.000	0.003	Manual	Manual	Sensor Status	00	Fundamental Activity	667
1075	12:11:03	-0.001	0.002	12.107	20.329	0.000	0.003	Manual	Manual	Sensor Status	00	Fundamental Activity	665
1076	12:11:04	0.000	0.002	12.107	20.329	0.000	0.003	Manual	Manual	Sensor Status	00	Fundamental Activity	668
1077	12:11:05	0.001	0.003	12.107	20.329	0.000	0.003	Manual	Manual	Sensor Status	00	Fundamental Activity	665
1078	12:11:06	0.000	0.003	12.107	20.329	0.000	0.003	Manual	Manual	Sensor Status	00	Fundamental Activity	666
1079	12:11:07	0.001	0.003	12.107	20.329	0.000	0.003	Manual	Manual	Sensor Status	00	Fundamental Activity	665
1080	12:11:08	0.000	0.003	12.107	20.329	0.000	0.003	Manual	Manual	Sensor Status	00	Fundamental Activity	666
1081	12:11:09	0.000	0.003	12.107	20.329	0.000	0.003	Manual	Manual	Sensor Status	00	Fundamental Activity	665
1082	12:11:10	0.000	0.003	12.107	20.329	0.000	0.003	Manual	Manual	Sensor Status	00	Fundamental Activity	666
1083	12:11:11	0.001	0.002	12.107	20.329	0.000	0.003	Manual	Manual	Sensor Status	00	Fundamental Activity	666
1084	12:11:12	0.000	0.003	12.107	20.329	0.000	0.003	Manual	Manual	Sensor Status	00	Fundamental Activity	664
1085	12:11:13	0.001	0.003	12.107	20.329	0.000	0.003	Manual	Manual	Sensor Status	00	Fundamental Activity	665
1086	12:11:14	0.000	0.002	12.107	20.329	0.000	0.003	Manual	Manual	Sensor Status	00	Fundamental Activity	667
1087	12:11:15	0.001	0.003	12.107	20.329	0.000	0.003	Manual	Manual	Sensor Status	00	Fundamental Activity	664
1088	12:11:16	0.000	0.003	12.107	20.329	0.000	0.003	Manual	Manual	Sensor Status	00	Fundamental Activity	666
1089	12:11:17	0.001	0.002	12.107	20.329	0.000	0.003	Manual	Manual	Sensor Status	00	Fundamental Activity	665
1090	12:11:18	0.000	0.003	12.107	20.329	0.000	0.003	Manual	Manual	Sensor Status	00	Fundamental Activity	666
1091	12:11:19	0.001	0.003	12.107	20.329	0.000	0.003	Manual	Manual	Sensor Status	00	Fundamental Activity	665
1092	12:11:20	0.000	0.003	12.107	20.329	0.000	0.003	Manual	Manual	Sensor Status	00	Fundamental Activity	666
1093	12:11:21	0.001	0.003	12.107	20.329	0.000	0.003	Manual	Manual	Sensor Status	00	Fundamental Activity	665
1094	12:11:22	0.000	0.003	12.107	20.329	0.000	0.003	Manual	Manual	Sensor Status	00	Fundamental Activity	667
1095	12:11:23	-0.000	0.003	12.107	20.329	0.000	0.003	Manual	Manual	Sensor Status	00	Fundamental Activity	665
1096	12:11:24	0.000	0.003	12.107	20.329	0.000	0.003	Manual	Manual	Sensor Status	00	Fundamental Activity	666
1097	12:11:25	0.000	0.003	12.107	20.329	0.000	0.003	Manual	Manual	Sensor Status	00	Fundamental Activity	665
1098	12:11:26	0.001	0.003	12.107	20.329	0.000	0.003	Manual	Manual	Sensor Status	00	Fundamental Activity	664
1099	12:11:27	0.001	0.003	12.107	20.329	0.000	0.003	Manual	Manual	Sensor Status	00	Fundamental Activity	665
1100	12:11:28	0.000	0.003	12.107	20.329	0.000	0.003	Manual	Manual	Sensor Status	00	Fundamental Activity	664
1101	12:11:29	-0.001	0.003	12.107	20.329	0.000	0.003	Manual	Manual	Sensor Status	00	Fundamental Activity	667
1102	12:11:30	0.001	0.003	12.107	20.329	0.000	0.003	Manual	Manual	Sensor Status	00	Fundamental Activity	666
1103	12:11:31	0.000	0.003	12.107	20.329	0.000	0.003	Manual	Manual	Sensor Status	00	Fundamental Activity	664
1104	12:11:32	0.001	0.003	12.107	20.329	0.000	0.003	Manual	Manual	Sensor Status	00	Fundamental Activity	665
1105	12:11:33	0.000	0.003	12.107	20.329	0.000	0.003	Manual	Manual	Sensor Status	00	Fundamental Activity	667
1106	12:11:34	0.000	0.003	12.107	20.329	0.000	0.003	Manual	Manual	Sensor Status	00	Fundamental Activity	667
1107	12:11:35	-0.000	0.003	12.107	20.329	0.000	0.003	Manual	Manual	Sensor Status	00	Fundamental Activity	665
1108	12:11:36	0.001	0.002	12.107	20.329	0.000	0.003	Manual	Manual	Sensor Status	00	Fundamental Activity	664
1109	12:11:37	0.001	0.003	12.107	20.329	0.000	0.003	Manual	Manual	Sensor Status	00	Fundamental Activity	665
1110	12:11:38	-0.000	0.002	12.107	20.329	0.000	0.003	Manual	Manual	Sensor Status	00	Fundamental Activity	666
1111	12:11:39	0.001	0.002	12.107	20.329	0.000	0.003	Manual	Manual	Sensor Status	00	Fundamental Activity	664
1112	12:11:40	-0.001	0.002	12.107	20.329	0.000	0.003	Manual	Manual	Sensor Status	00	Fundamental Activity	665
1113	12:11:41	0.001	0.002	12.107	20.329	0.000	0.003	Manual	Manual	Sensor Status	00	Fundamental Activity	666
1114	12:11:42	0.000	0.002	12.107	20.329	0.000	0.003	Manual	Manual	Sensor Status	00	Fundamental Activity	665
1115	12:11:43	0.000	0.002	12.107	20.329	0.000	0.003	Manual	Manual	Sensor Status	00	Fundamental Activity	664
1116	12:11:44	0.001	0.002	12.107	20.329	0.000	0.003	Manual	Manual	Sensor Status	00	Fundamental Activity	666
1117	12:11:45	0.000	0.002	12.107	20.329	0.000	0.003	Manual	Manual	Sensor Status	00	Fundamental Activity	665
1118	12:11:46	-0.000	0.002	12.107	20.329	0.000	0.003	Manual	Manual	Sensor Status	00	Fundamental Activity	665
1119	12:11:47	-0.000	0.002	12.107	20.329	0.000	0.003	Manual	Manual	Sensor Status	00	Fundamental Activity	666
1120	12:11:48	0.000	0.002	12.107	20.329	0.000	0.003	Manual	Manual	Sensor Status	00	Fundamental Activity	663
1121	12:11:49	0.000	0.002	12.107	20.329	0.000	0.003	Manual	Manual	Sensor Status	00	Fundamental Activity	666
1122	12:11:50	0.001	0.002	12.107	20.329	0.000	0.003	Manual	Manual	Sensor Status	00	Fundamental Activity	665
1123	12:11:51	-0.000	0.002	12.107	20.329	0.000	0.003	Manual	Manual	Sensor Status	00	Fundamental Activity	664
1124	12:11:52	0.000	0.002	12.107	20.329	0.000	0.003	Manual	Manual	Sensor Status	00	Fundamental Activity	664
1125	12:11:53	0.001	0.002	12.107	20.329	0.000	0.003	Manual	Manual	Sensor Status	00	Fundamental Activity	664
1126	12:11:54	0.000	0.002	12.107	20.329	0.000	0.003	Manual	Manual	Sensor Status	00	Fundamental Activity	665
1127	12:11:55	0.000	0.002	12.107	20.329	0.000	0.003	Manual	Manual	Sensor Status	00	Fundamental Activity	663
1128	12:11:56	-0.000	0.002	12.107	20.329	0.000	0.003	Manual	Manual	Sensor Status	00	Fundamental Activity	666
1129	12:11:57	0.001	0.002	12.107	20.329	0.000	0.003	Manual	Manual	Sensor Status	00	Fundamental Activity	665
1130	12:11:58	-0.000	0.002	12.107	20.329	0.000	0.003	Manual	Manual	Sensor Status	00	Fundamental Activity	666
1131	12:11:59	-0.000	0.002	12.107	20.379	0.000	0.003	Manual	Manual	Sensor Status	00	Fundamental Activity	665
1132	12:12:00	0.000	0.002	12.107	20.443	0.000	0.003	Manual	Manual	Sensor Status	00	Fundamental Activity	665
1133	12:12:01	0.001	0.002	12.107	20.443	0.000	0.003	Manual	Manual	Sensor Status	00	Fundamental Activity	666
1134	12:12:02	0.001	0.002	12.107	20.443	0.000	0.003	Manual	Manual	Sensor Status	00	Fundamental Activity	664
1135	12:12:03	-0.001	0.002	12.107	20.443	0.000	0.003	Manual	Manual	Sensor Status	00	Fundamental Activity	665
1136	12:12:04	0.001	0.003	12.107	20.443	0.000	0.003	Manual	Manual	Sensor Status	00	Fundamental Activity	665
1137	12:12:05	0.000	0.002	12.107	20.443	0.000	0.003	Manual	Manual	Sensor Status	00	Fundamental Activity	666
1138	12:12:06	0.000	0.002	12.107	20.443	0.000	0.003	Manual	Manual	Sensor Status	00	Fundamental Activity	665
1139	12:12:07	0.000	0.002	12.107	20.443	0.000	0.003	Manual	Manual	Sensor Status	00	Fundamental Activity	667
1140	12:12:08	0.001	0.002	12.107	20.443	0.000	0.003	Manual	Manual	Sensor Status	00	Fundamental Activity	665
1141	12:12:09	0.001	0.002	12.107	20.443	0.000	0.003	Manual	Manual	Sensor Status	00	Fundamental Activity	664
1142	12:12:10	0.000	0.002	12.107	20.443	0.000	0.003	Manual	Manual	Sensor Status	00	Fundamental Activity	665
1143	12:12:11	0.000	0.002	12.107	20.443	0.000	0.003	Manual	Manual	Sensor Status	00	Fundamental Activity	664
1144	12:12:12	0.001	0.002	12.107	20.443	0.000	0.003	Manual	Manual	Sensor Status	00	Fundamental Activity	665
1145	12:12:13	0.000	0.002	12.107	20.443	0.000	0.003	Manual	Manual	Sensor Status	00	Fundamental Activity	666
1146	12:12:14	0.000	0.002	12.107	20.443	0.000	0.003	Manual	Manual	Sensor Status	00	Fundamental Activity	667
1147	12:12:15	0.001	0.002	12.107	20.443	0.000	0.003	Manual	Manual	Sensor Status	00	Fundamental Activity	665
1148	12:12:16	-0.001	0.002	12.107	20.443	0.000	0.003	Manual	Manual	Sensor Status	00	Fundamental Activity	665
1149	12:12:17	0.001	0.002	12.107	20.443	0.000	0.003	Manual	Manual	Sensor Status	00	Fundamental Activity	666
1150	12:12:18	0.001	0.002	12.107	20.443	0.000	0.003	Manual	Manual	Sensor Status	00	Fundamental Activity	665
1151	12:12:19	0.000	0.002	12.107	20.443	0.000	0.003	Manual	Manual	Sensor Status	00	Fundamental Activity	663
1152	12:12:20	0.001	0.002	12.107	20.443	0.000	0.003	Manual	Manual	Sensor Status	00	Fundamental Activity	665
1153	12:12:21	0.000	0.002	12.107	20.443	0.000	0.003	Manual	Manual	Sensor Status	00	Fundamental Activity	665
1154	12:12:22	-0.001	0.002	12.107	20.443	0.000	0.003	Manual	Manual	Sensor Status	00	Fundamental Activity	665
1155	12:12:23	0.001	0.002	12.107	20.443	0.000	0.003	Manual	Manual	Sensor Status	00	Fundamental Activity	665
1156	12:12:24	0.000	0.002	12.107	20.443	0.000	0.003	Manual	Manual	Sensor Status	00	Fundamental Activity	664
1157	12:12:25	0.000	0.002	12.107	20.443	0.000	0.003	Manual	Manual	Sensor Status	00	Fundamental Activity	665
1158	12:12:26	0.001	0.002	12.107	20.443	0.000	0.003	Manual	Manual	Sensor Status	00	Fundamental Activity	666
1159	12:12:27	0.000	0.002	12.107	20.443	0.000	0.003	Manual	Manual	Sensor Status	00	Fundamental Activity	665
1160	12:12:28	0.000	0.002	12.107	20.443	0.000	0.003	Manual	Manual	Sensor Status	00	Fundamental Activity	666
1161	12:12:29	0.001	0.002	12.107	20.443	0.000	0.003	Manual	Manual	Sensor Status	00	Fundamental Activity	664
1162	12:12:30	-0.001	0.002	12.107	20.443	0.000	0.003	Manual	Manual	Sensor Status	00	Fundamental Activity	668
1163	12:12:31	0.001	0.002	12.107	20.443	0.000	0.003	Manual	Manual	Sensor Status	00	Fundamental Activity	667
1164	12:12:32	0.000	0.002	12.107	20.443	0.000	0.003	Manual	Manual	Sensor Status	00	Fundamental Activity	666
1165	12:12:33	-0.000	0.002	12.107	20.443	0.000	0.003	Manual	Manual	Sensor Status	00	Fundamental Activity	666
1166	12:12:34	-0.000	0.002	12.107	20.443	0.000	0.003	Manual	Manual	Sensor Status	00	Fundamental Activity	665
1167	12:12:35	0.000	0.002	12.107	20.443	0.000	0.003	Manual	Manual	Sensor Status	00	Fundamental Activity	664
1168	12:12:36	0.001	0.002	12.107	20.443	0.000	0.003	Manual	Manual	Sensor Status	00	Fundamental Activity	666
1169	12:12:37	-0.000	0.002	12.107	20.443	0.000	0.003	Manual	Manual	Sensor Status	00	Fundamental Activity	666
1170	12:12:38	0.001	0.002	12.107	20.443	0.000	0.003	Manual	Manual	Sensor Status	00	Fundamental Activity	666
1171	12:12:39	-0.001	0.002	12.107	20.443	0.000	0.003	Manual	Manual	Sensor Status	00	Fundamental Activity	666
1172	12:12:40	0.001	0.002	12.107	20.443	0.000	0.003	Manual	Manual	Sensor Status	00	Fundamental Activity	662
1173	12:12:41	0.000	0.002	12.107	20.443	0.000	0.003	Manual	Manual	Sensor Status	00	Fundamental Activity	666
1174	12:12:42	-0.000	0.002	12.107	20.443	0.000	0.003	Manual	Manual	Sensor Status	00	Fundamental Activity	665
1175	12:12:43	0.000	0.002	12.107	20.443	0.000	0.003	Manual	Manual	Sensor Status	00	Fundamental Activity	665
1176	12:12:44	-0.000	0.002	12.107	20.443	0.000	0.003	Manual	Manual	Sensor Status	00	Fundamental Activity	664
1177	12:12:45	0.000	0.002	12.107	20.443	0.000	0.003	Manual	Manual	Sensor Status	00	Fundamental Activity	664
1178	12:12:46	-0.000	0.002	12.107	20.443	0.000	0.003	Manual	Manual	Sensor Status	00	Fundamental Activity	664
1179	12:12:47	0.001	0.002	12.107	20.443	0.000	0.003	Manual	Manual	Sensor Status	00	Fundamental Activity	666
1180	12:12:48	-0.000	0.002	12.107	20.443	0.000	0.003	Manual	Manual	Sensor Status	00	Fundamental Activity	666
1181	12:12:49	-0.000	0.002	12.107	20.443	0.000	0.003	Manual	Manual	Sensor Status	00	Fundamental Activity	665
1182	12:12:50	0.000	0.002	12.107	20.443	0.000	0.003	Manual	Manual	Sensor Status	00	Fundamental Activity	664
1183	12:12:51	-0.000	0.002	12.107	20.443	0.000	0.003	Manual	Manual	Sensor Status	00	Fundamental Activity	666
1184	12:12:52	0.000	0.002	12.107	20.443	0.000	0.003	Manual	Manual	Sensor Status	00	Fundamental Activity	665
1185	12:12:53	0.000	0.002	12.107	20.443	0.000	0.003	Manual	Manual	Sensor Status	00	Fundamental Activity	665
1186	12:12:54	0.001	0.002	12.107	20.443	0.000	0.003	Manual	Manual	Sensor Status	00	Fundamental Activity	664
