	Timestamp	Filtered Rate: Al	Source Power: Al	Thickness: Al	State: Al	Fundamental  Frequency: Al	Current Z-Ratio: Al
0	18:01:44	-0.006	0.000	-0.000	Ready	5933479.706	1.603
1	18:01:45	-0.007	0.000	-0.000	Ready	5933479.724	1.603
2	18:01:46	-0.006	0.080	-0.000	PreCon Rise	5933479.727	1.603
3	18:01:47	-0.004	0.213	-0.000	PreCon Rise	5933479.734	1.603
4	18:01:48	-0.005	0.347	-0.000	PreCon Rise	5933479.752	1.603
5	18:01:49	-0.003	0.480	-0.000	PreCon Rise	5933479.752	1.603
6	18:01:50	-0.004	0.613	-0.000	PreCon Rise	5933479.762	1.603
7	18:01:51	-0.004	0.747	-0.000	PreCon Rise	5933479.766	1.603
8	18:01:52	-0.002	0.880	-0.000	PreCon Rise	5933479.769	1.603
9	18:01:53	-0.002	1.013	-0.000	PreCon Rise	5933479.769	1.603
10	18:01:54	-0.001	1.147	-0.000	PreCon Rise	5933479.769	1.603
11	18:01:55	-0.002	1.280	-0.000	PreCon Rise	5933479.780	1.603
12	18:01:56	-0.001	1.413	-0.000	PreCon Rise	5933479.780	1.603
13	18:01:57	-0.002	1.547	-0.000	PreCon Rise	5933479.787	1.603
14	18:01:58	-0.002	1.680	-0.000	PreCon Rise	5933479.790	1.603
15	18:01:59	-0.001	1.813	-0.000	PreCon Rise	5933479.790	1.603
16	18:02:00	-0.002	1.947	-0.000	PreCon Rise	5933479.797	1.603
17	18:02:01	-0.002	2.080	-0.000	PreCon Rise	5933479.801	1.603
18	18:02:02	-0.002	2.213	-0.000	PreCon Rise	5933479.808	1.603
19	18:02:03	-0.001	2.347	-0.000	PreCon Rise	5933479.801	1.603
20	18:02:04	-0.001	2.480	-0.000	PreCon Rise	5933479.804	1.603
21	18:02:05	-0.002	2.613	-0.000	PreCon Rise	5933479.818	1.603
22	18:02:06	0.000	2.747	-0.000	PreCon Rise	5933479.804	1.603
23	18:02:07	-0.002	2.880	-0.000	PreCon Rise	5933479.818	1.603
24	18:02:08	-0.002	3.013	-0.000	PreCon Rise	5933479.822	1.603
25	18:02:09	-0.001	3.147	-0.000	PreCon Rise	5933479.825	1.603
26	18:02:10	-0.003	3.280	-0.000	PreCon Rise	5933479.829	1.603
27	18:02:11	-0.001	3.413	-0.000	PreCon Rise	5933479.829	1.603
28	18:02:12	-0.001	3.547	-0.000	PreCon Rise	5933479.832	1.603
29	18:02:13	-0.001	3.680	-0.000	PreCon Rise	5933479.836	1.603
30	18:02:14	-0.002	3.813	-0.000	PreCon Rise	5933479.842	1.603
31	18:02:15	-0.001	3.947	-0.000	PreCon Rise	5933479.836	1.603
32	18:02:16	-0.001	4.080	-0.000	PreCon Rise	5933479.842	1.603
33	18:02:17	-0.001	4.213	-0.000	PreCon Rise	5933479.842	1.603
34	18:02:18	-0.001	4.347	-0.000	PreCon Rise	5933479.853	1.603
35	18:02:19	-0.002	4.480	-0.000	PreCon Rise	5933479.856	1.603
36	18:02:20	-0.003	4.613	-0.000	PreCon Rise	5933479.867	1.603
37	18:02:21	-0.003	4.747	-0.000	PreCon Rise	5933479.867	1.603
38	18:02:22	-0.001	4.880	-0.000	PreCon Rise	5933479.863	1.603
39	18:02:23	-0.002	5.013	-0.000	PreCon Rise	5933479.870	1.603
40	18:02:24	-0.002	5.147	-0.000	PreCon Rise	5933479.881	1.603
41	18:02:25	-0.000	5.280	-0.000	PreCon Rise	5933479.870	1.603
42	18:02:26	-0.001	5.413	-0.000	PreCon Rise	5933479.874	1.603
43	18:02:27	0.000	5.547	-0.000	PreCon Rise	5933479.870	1.603
44	18:02:28	0.001	5.680	-0.000	PreCon Rise	5933479.870	1.603
45	18:02:29	-0.001	5.813	-0.000	PreCon Rise	5933479.881	1.603
46	18:02:30	0.000	5.947	-0.000	PreCon Rise	5933479.874	1.603
47	18:02:31	-0.001	6.080	-0.000	PreCon Rise	5933479.881	1.603
48	18:02:32	0.000	6.213	-0.000	PreCon Rise	5933479.870	1.603
49	18:02:33	0.001	6.347	-0.000	PreCon Rise	5933479.870	1.603
50	18:02:34	-0.001	6.480	-0.000	PreCon Rise	5933479.881	1.603
51	18:02:35	0.000	6.613	-0.000	PreCon Rise	5933479.881	1.603
52	18:02:36	-0.002	6.747	-0.000	PreCon Rise	5933479.888	1.603
53	18:02:37	-0.003	6.880	-0.000	PreCon Rise	5933479.895	1.603
54	18:02:38	-0.002	7.013	-0.000	PreCon Rise	5933479.902	1.603
55	18:02:39	-0.003	7.147	-0.000	PreCon Rise	5933479.909	1.603
56	18:02:40	-0.002	7.280	-0.000	PreCon Rise	5933479.909	1.603
57	18:02:41	-0.002	7.413	-0.000	PreCon Rise	5933479.912	1.603
58	18:02:42	-0.002	7.547	-0.000	PreCon Rise	5933479.919	1.603
59	18:02:43	-0.002	7.680	-0.000	PreCon Rise	5933479.926	1.603
60	18:02:44	-0.002	7.813	-0.000	PreCon Rise	5933479.930	1.603
61	18:02:45	-0.001	7.947	-0.000	PreCon Rise	5933479.923	1.603
62	18:02:46	-0.001	8.080	-0.000	PreCon Rise	5933479.930	1.603
63	18:02:47	-0.000	8.213	-0.000	PreCon Rise	5933479.930	1.603
64	18:02:48	-0.002	8.347	-0.000	PreCon Rise	5933479.947	1.603
65	18:02:49	-0.002	8.480	-0.000	PreCon Rise	5933479.944	1.603
66	18:02:50	-0.001	8.613	-0.000	PreCon Rise	5933479.937	1.603
67	18:02:51	-0.002	8.747	-0.000	PreCon Rise	5933479.951	1.603
68	18:02:52	-0.002	8.880	-0.000	PreCon Rise	5933479.961	1.603
69	18:02:53	-0.002	9.013	-0.000	PreCon Rise	5933479.965	1.603
70	18:02:54	-0.004	9.147	-0.000	PreCon Rise	5933479.968	1.603
71	18:02:55	-0.003	9.280	-0.000	PreCon Rise	5933479.979	1.603
72	18:02:56	-0.002	9.413	-0.000	PreCon Rise	5933479.979	1.603
73	18:02:57	-0.002	9.547	-0.000	PreCon Rise	5933479.979	1.603
74	18:02:58	-0.003	9.680	-0.000	PreCon Rise	5933479.996	1.603
75	18:02:59	-0.000	9.813	-0.000	PreCon Rise	5933479.982	1.603
76	18:03:00	0.001	9.947	-0.000	PreCon Rise	5933479.968	1.603
77	18:03:01	-0.002	10.080	-0.000	PreCon Rise	5933480.000	1.603
78	18:03:02	-0.002	10.213	-0.000	PreCon Rise	5933480.014	1.603
79	18:03:03	-0.003	10.347	-0.000	PreCon Rise	5933480.010	1.603
80	18:03:04	-0.006	10.480	-0.000	PreCon Rise	5933480.024	1.603
81	18:03:05	-0.004	10.613	-0.000	PreCon Rise	5933480.031	1.603
82	18:03:06	-0.002	10.747	-0.000	PreCon Rise	5933480.035	1.603
83	18:03:07	-0.004	10.880	-0.000	PreCon Rise	5933480.042	1.603
84	18:03:08	-0.003	11.013	-0.000	PreCon Rise	5933480.052	1.603
85	18:03:09	-0.004	11.147	-0.000	PreCon Rise	5933480.063	1.603
86	18:03:10	-0.004	11.280	-0.000	PreCon Rise	5933480.070	1.603
87	18:03:11	-0.004	11.413	-0.000	PreCon Rise	5933480.080	1.603
88	18:03:12	-0.004	11.547	-0.000	PreCon Rise	5933480.087	1.603
89	18:03:13	-0.003	11.680	-0.000	PreCon Rise	5933480.087	1.603
90	18:03:14	-0.003	11.813	-0.000	PreCon Rise	5933480.097	1.603
91	18:03:15	-0.003	11.947	-0.000	PreCon Rise	5933480.104	1.603
92	18:03:16	-0.002	12.080	-0.000	PreCon Rise	5933480.108	1.603
93	18:03:17	-0.003	12.213	-0.000	PreCon Rise	5933480.111	1.603
94	18:03:18	-0.003	12.347	-0.000	PreCon Rise	5933480.125	1.603
95	18:03:19	-0.004	12.480	-0.000	PreCon Rise	5933480.143	1.603
96	18:03:20	-0.004	12.613	-0.000	PreCon Rise	5933480.146	1.603
97	18:03:21	-0.006	12.747	-0.000	PreCon Rise	5933480.160	1.603
98	18:03:22	-0.004	12.880	-0.000	PreCon Rise	5933480.157	1.603
99	18:03:23	-0.004	13.013	-0.000	PreCon Rise	5933480.174	1.603
100	18:03:24	-0.004	13.147	-0.000	PreCon Rise	5933480.185	1.603
101	18:03:25	-0.004	13.280	-0.000	PreCon Rise	5933480.199	1.603
102	18:03:26	-0.006	13.413	-0.000	PreCon Rise	5933480.209	1.603
103	18:03:27	-0.005	13.547	-0.000	PreCon Rise	5933480.216	1.603
104	18:03:28	-0.005	13.680	-0.000	PreCon Rise	5933480.230	1.603
105	18:03:29	-0.004	13.813	-0.000	PreCon Rise	5933480.237	1.603
106	18:03:30	-0.004	13.947	-0.000	PreCon Rise	5933480.244	1.603
107	18:03:31	-0.004	14.080	-0.000	PreCon Rise	5933480.251	1.603
108	18:03:32	-0.003	14.213	-0.000	PreCon Rise	5933480.258	1.603
109	18:03:33	-0.004	14.347	-0.000	PreCon Rise	5933480.269	1.603
110	18:03:34	-0.004	14.480	-0.000	PreCon Rise	5933480.279	1.603
111	18:03:35	-0.004	14.613	-0.000	PreCon Rise	5933480.286	1.603
112	18:03:36	-0.004	14.747	-0.000	PreCon Rise	5933480.297	1.603
113	18:03:37	-0.004	14.880	-0.000	PreCon Rise	5933480.307	1.603
