	Timestamp	Filtered Rate: AlQ3	Source Power: AlQ3	Thickness: AlQ3	State: AlQ3	Fundamental  Frequency: AlQ3	Current Z-Ratio: AlQ3
0	15:16:03	0.006	0.000	-0.000	Ready	5849759.710	2.746
1	15:16:04	0.006	0.000	-0.000	Ready	5849759.717	2.746
2	15:16:05	0.000	0.000	-0.000	Ready	5849759.728	2.746
3	15:16:06	0.000	0.000	-0.000	Ready	5849759.731	2.746
4	15:16:07	0.000	0.000	-0.000	Ready	5849759.738	2.746
5	15:16:08	0.000	0.000	-0.000	Ready	5849759.745	2.746
6	15:16:09	0.000	0.000	-0.000	Ready	5849759.752	2.746
7	15:16:10	0.000	0.000	-0.000	Ready	5849759.763	2.746
8	15:16:11	0.000	0.000	-0.000	Ready	5849759.773	2.746
9	15:16:12	0.000	0.000	-0.000	Ready	5849759.780	2.746
10	15:16:13	-0.006	0.125	-0.000	PreCon Rise	5849759.794	2.746
11	15:16:14	-0.006	0.375	-0.000	PreCon Rise	5849759.798	2.746
12	15:16:15	-0.006	0.625	-0.000	PreCon Rise	5849759.805	2.746
13	15:16:16	-0.006	0.875	-0.000	PreCon Rise	5849759.812	2.746
14	15:16:17	0.000	1.125	-0.000	PreCon Rise	5849759.819	2.746
15	15:16:18	0.000	1.375	-0.000	PreCon Rise	5849759.826	2.746
16	15:16:19	-0.006	1.625	-0.000	PreCon Rise	5849759.836	2.746
17	15:16:20	0.000	1.875	-0.000	PreCon Rise	5849759.846	2.746
18	15:16:21	0.000	2.125	-0.000	PreCon Rise	5849759.853	2.746
19	15:16:22	0.000	2.375	-0.000	PreCon Rise	5849759.860	2.746
20	15:16:23	0.006	2.625	-0.000	PreCon Rise	5849759.871	2.746
21	15:16:24	0.000	2.875	-0.000	PreCon Rise	5849759.878	2.746
22	15:16:25	0.000	3.125	-0.000	PreCon Rise	5849759.892	2.746
23	15:16:26	0.000	3.375	-0.000	PreCon Rise	5849759.899	2.746
24	15:16:27	0.000	3.625	-0.000	PreCon Rise	5849759.906	2.746
25	15:16:28	0.000	3.875	-0.000	PreCon Rise	5849759.913	2.746
26	15:16:29	-0.006	4.125	-0.000	PreCon Rise	5849759.923	2.746
27	15:16:30	0.006	4.375	-0.000	PreCon Rise	5849759.930	2.746
28	15:16:31	0.000	4.625	-0.000	PreCon Rise	5849759.941	2.746
29	15:16:32	0.000	4.875	-0.000	PreCon Rise	5849759.951	2.746
30	15:16:33	-0.006	5.125	-0.000	PreCon Rise	5849759.962	2.746
