	Timestamp	Filtered Rate: AlQ3	Source Power: AlQ3	Thickness: AlQ3	State: AlQ3	Fundamental  Frequency: AlQ3	Current Z-Ratio: AlQ3
0	15:09:46	0.000	0.133	-0.000	PreCon Rise	5952784.081	1.230
1	15:09:47	0.006	0.400	-0.000	PreCon Rise	5952784.078	1.230
2	15:09:48	0.000	0.640	-0.000	PreCon Rise	5952784.078	1.230
3	15:09:49	0.000	0.933	-0.000	PreCon Rise	5952784.078	1.230
4	15:09:50	0.000	1.200	-0.000	PreCon Rise	5952784.074	1.230
5	15:09:51	0.000	1.440	-0.000	PreCon Rise	5952784.074	1.230
6	15:09:52	0.000	1.733	-0.000	PreCon Rise	5952784.071	1.230
7	15:09:53	0.000	1.973	-0.000	PreCon Rise	5952784.071	1.230
8	15:09:54	0.006	2.267	-0.000	PreCon Rise	5952784.067	1.230
9	15:09:55	0.000	2.533	-0.000	PreCon Rise	5952784.067	1.230
10	15:09:56	-0.006	2.800	-0.000	PreCon Rise	5952784.067	1.230
11	15:09:57	-0.006	3.067	-0.000	PreCon Rise	5952784.067	1.230
12	15:09:58	0.000	3.307	-0.000	PreCon Rise	5952784.064	1.230
13	15:09:59	-0.006	3.600	-0.000	PreCon Rise	5952784.064	1.230
14	15:10:00	0.000	3.867	-0.000	PreCon Rise	5952784.061	1.230
15	15:10:01	-0.006	4.107	-0.000	PreCon Rise	5952784.061	1.230
16	15:10:02	0.000	4.373	-0.000	PreCon Rise	5952784.061	1.230
17	15:10:03	0.000	4.667	-0.000	PreCon Rise	5952784.057	1.230
18	15:10:04	0.006	4.907	-0.000	PreCon Rise	5952784.054	1.230
19	15:10:05	0.000	5.200	-0.000	PreCon Rise	5952784.054	1.230
20	15:10:06	0.000	5.467	-0.000	PreCon Rise	5952784.054	1.230
21	15:10:07	-0.006	5.733	-0.000	PreCon Rise	5952784.054	1.230
22	15:10:08	-0.006	6.000	-0.000	PreCon Rise	5952784.054	1.230
23	15:10:09	0.000	6.267	-0.000	PreCon Rise	5952784.050	1.230
24	15:10:10	0.000	6.533	-0.000	PreCon Rise	5952784.050	1.230
25	15:10:11	0.000	6.800	-0.000	PreCon Rise	5952784.050	1.230
26	15:10:12	0.000	7.067	-0.000	PreCon Rise	5952784.047	1.230
27	15:10:13	0.000	7.333	-0.000	PreCon Rise	5952784.047	1.230
28	15:10:14	0.000	7.600	-0.000	PreCon Rise	5952784.047	1.230
29	15:10:15	0.000	7.867	-0.000	PreCon Rise	5952784.047	1.230
30	15:10:16	0.000	8.133	-0.000	PreCon Rise	5952784.047	1.230
31	15:10:17	0.000	8.400	-0.000	PreCon Rise	5952784.047	1.230
32	15:10:18	0.000	8.667	-0.000	PreCon Rise	5952784.043	1.230
33	15:10:19	0.000	8.933	-0.000	PreCon Rise	5952784.043	1.230
34	15:10:20	0.000	9.200	-0.000	PreCon Rise	5952784.043	1.230
35	15:10:21	0.000	9.467	-0.000	PreCon Rise	5952784.040	1.230
36	15:10:22	0.000	9.733	-0.000	PreCon Rise	5952784.040	1.230
37	15:10:23	0.000	10.000	-0.000	PreCon Rise	5952784.040	1.230
38	15:10:24	0.000	10.240	-0.000	PreCon Rise	5952784.040	1.230
39	15:10:25	0.000	10.533	-0.000	PreCon Rise	5952784.036	1.230
40	15:10:26	0.000	10.773	-0.000	PreCon Rise	5952784.036	1.230
41	15:10:27	0.000	11.040	-0.000	PreCon Rise	5952784.036	1.230
42	15:10:28	0.000	11.307	-0.000	PreCon Rise	5952784.036	1.230
43	15:10:29	-0.006	11.573	-0.000	PreCon Rise	5952784.036	1.230
