	Timestamp	Filtered Rate: CBP	Filtered Rate: TxOPhCz	Filtered Rate: OcO-BsubPc	Source Power: CBP	Source Power: TxOPhCz	Source Power: OcO-BsubPc	Thickness: CBP	Thickness: TxOPhCz	Thickness: OcO-BsubPc	State: CBP	State: TxOPhCz	State: OcO-BsubPc	Fundamental  Frequency: CBP	Fundamental  Frequency: TxOPhCz	Fundamental  Frequency: OcO-BsubPc	Current Z-Ratio: CBP	Current Z-Ratio: TxOPhCz	Current Z-Ratio: OcO-BsubPc
526	11:49:34	-0.001	0.004	0.003	12.000	11.000	18.000	0.000	0.001	0.001	Manual	Manual	Manual	Sensor Status	1	00	Fundamental Activity	000.000	792
527	11:49:35	0.001	0.004	0.003	12.000	11.000	18.000	0.000	0.001	0.001	Manual	Manual	Manual	Sensor Status	1	00	Fundamental Activity	000.000	789
528	11:49:36	0.001	0.004	0.003	12.000	11.000	18.000	0.000	0.001	0.001	Manual	Manual	Manual	Sensor Status	1	00	Fundamental Activity	000.000	791
529	11:49:37	0.000	0.005	0.003	12.000	11.000	18.000	0.000	0.001	0.001	Manual	Manual	Manual	Sensor Status	1	00	Fundamental Activity	000.000	790
530	11:49:38	-0.001	0.005	0.003	12.000	11.000	18.000	0.000	0.001	0.001	Manual	Manual	Manual	Sensor Status	1	00	Fundamental Activity	000.000	788
531	11:49:39	0.001	0.005	0.003	12.000	11.000	18.000	0.000	0.001	0.001	Manual	Manual	Manual	Sensor Status	1	00	Fundamental Activity	000.000	792
532	11:49:40	-0.000	0.005	0.003	12.000	11.000	18.000	0.000	0.001	0.001	Manual	Manual	Manual	Sensor Status	1	00	Fundamental Activity	000.000	789
533	11:49:41	0.001	0.004	0.003	12.000	11.000	18.000	0.000	0.001	0.001	Manual	Manual	Manual	Sensor Status	1	00	Fundamental Activity	000.000	790
534	11:49:42	-0.001	0.004	0.003	12.000	11.000	18.000	0.000	0.001	0.001	Manual	Manual	Manual	Sensor Status	1	00	Fundamental Activity	000.000	790
535	11:49:43	0.001	0.005	0.003	12.000	11.000	18.000	0.000	0.001	0.001	Manual	Manual	Manual	Sensor Status	1	00	Fundamental Activity	000.000	790
536	11:49:44	-0.000	0.005	0.003	12.000	11.000	18.000	0.000	0.001	0.001	Manual	Manual	Manual	Sensor Status	1	00	Fundamental Activity	000.000	790
537	11:49:45	-0.000	0.005	0.003	12.000	11.000	18.000	0.000	0.001	0.001	Manual	Manual	Manual	Sensor Status	1	00	Fundamental Activity	000.000	789
538	11:49:46	-0.000	0.005	0.003	12.000	11.000	18.000	0.000	0.001	0.001	Manual	Manual	Manual	Sensor Status	1	00	Fundamental Activity	000.000	788
539	11:49:47	0.001	0.005	0.003	12.000	11.000	18.000	0.000	0.001	0.001	Manual	Manual	Manual	Sensor Status	1	00	Fundamental Activity	000.000	790
540	11:49:48	-0.000	0.005	0.003	12.000	11.000	18.000	0.000	0.001	0.001	Manual	Manual	Manual	Sensor Status	1	00	Fundamental Activity	000.000	788
541	11:49:49	0.000	0.005	0.003	12.000	11.000	18.179	0.000	0.001	0.001	Manual	Manual	Manual	Sensor Status	1	00	Fundamental Activity	000.000	788
542	11:49:50	0.001	0.005	0.003	12.000	11.000	18.464	0.000	0.001	0.001	Manual	Manual	Manual	Sensor Status	1	00	Fundamental Activity	000.000	789
543	11:49:51	-0.000	0.005	0.003	12.000	11.000	18.514	0.000	0.001	0.001	Manual	Manual	Manual	Sensor Status	1	00	Fundamental Activity	000.000	787
544	11:49:52	-0.001	0.005	0.003	12.000	11.000	18.514	0.000	0.001	0.001	Manual	Manual	Manual	Sensor Status	1	00	Fundamental Activity	000.000	791
545	11:49:53	0.001	0.005	0.003	12.000	11.000	18.514	0.000	0.001	0.001	Manual	Manual	Manual	Sensor Status	1	00	Fundamental Activity	000.000	790
546	11:49:54	0.001	0.005	0.002	12.000	11.000	18.514	0.000	0.001	0.001	Manual	Manual	Manual	Sensor Status	1	00	Fundamental Activity	000.000	789
547	11:49:55	-0.001	0.005	0.002	12.000	11.000	18.514	0.000	0.001	0.001	Manual	Manual	Manual	Sensor Status	1	00	Fundamental Activity	000.000	790
548	11:49:56	-0.000	0.005	0.002	12.000	11.000	18.514	0.000	0.001	0.001	Manual	Manual	Manual	Sensor Status	1	00	Fundamental Activity	000.000	789
549	11:49:57	0.001	0.005	0.002	12.000	11.000	18.514	0.000	0.001	0.001	Manual	Manual	Manual	Sensor Status	1	00	Fundamental Activity	000.000	789
550	11:49:58	-0.001	0.005	0.002	12.000	11.000	18.514	0.000	0.001	0.001	Manual	Manual	Manual	Sensor Status	1	00	Fundamental Activity	000.000	789
551	11:49:59	0.000	0.005	0.002	12.000	11.000	18.514	0.000	0.001	0.001	Manual	Manual	Manual	Sensor Status	1	00	Fundamental Activity	000.000	788
552	11:50:00	0.000	0.005	0.002	12.000	11.000	18.514	0.000	0.001	0.001	Manual	Manual	Manual	Sensor Status	1	00	Fundamental Activity	000.000	789
553	11:50:01	0.000	0.005	0.002	12.000	11.000	18.514	0.000	0.001	0.001	Manual	Manual	Manual	Sensor Status	1	00	Fundamental Activity	000.000	787
554	11:50:02	-0.000	0.005	0.002	12.000	11.000	18.514	0.000	0.001	0.001	Manual	Manual	Manual	Sensor Status	1	00	Fundamental Activity	000.000	786
555	11:50:03	0.001	0.005	0.002	12.000	11.000	18.514	0.000	0.001	0.001	Manual	Manual	Manual	Sensor Status	1	00	Fundamental Activity	000.000	786
556	11:50:04	-0.000	0.005	0.002	12.000	11.000	18.514	0.000	0.001	0.001	Manual	Manual	Manual	Sensor Status	1	00	Fundamental Activity	000.000	788
557	11:50:05	-0.000	0.005	0.002	12.000	11.000	18.514	0.000	0.001	0.001	Manual	Manual	Manual	Sensor Status	1	00	Fundamental Activity	000.000	786
558	11:50:06	0.000	0.005	0.002	12.000	11.000	18.514	0.000	0.001	0.001	Manual	Manual	Manual	Sensor Status	1	00	Fundamental Activity	000.000	786
559	11:50:07	-0.001	0.005	0.002	12.000	11.000	18.514	0.000	0.001	0.001	Manual	Manual	Manual	Sensor Status	1	00	Fundamental Activity	000.000	787
560	11:50:08	0.000	0.005	0.002	12.000	11.000	18.514	0.000	0.001	0.001	Manual	Manual	Manual	Sensor Status	1	00	Fundamental Activity	000.000	787
561	11:50:09	0.001	0.005	0.002	12.000	11.000	18.514	0.000	0.001	0.001	Manual	Manual	Manual	Sensor Status	1	00	Fundamental Activity	000.000	785
562	11:50:10	0.000	0.005	0.002	12.000	11.000	18.514	0.000	0.001	0.001	Manual	Manual	Manual	Sensor Status	1	00	Fundamental Activity	000.000	786
563	11:50:11	-0.001	0.005	0.002	12.000	11.000	18.514	0.000	0.001	0.001	Manual	Manual	Manual	Sensor Status	1	00	Fundamental Activity	000.000	788
564	11:50:12	0.001	0.005	0.002	12.000	11.000	18.514	0.000	0.001	0.001	Manual	Manual	Manual	Sensor Status	1	00	Fundamental Activity	000.000	787
565	11:50:13	-0.000	0.005	0.002	12.000	11.000	18.514	0.000	0.001	0.001	Manual	Manual	Manual	Sensor Status	1	00	Fundamental Activity	000.000	786
566	11:50:14	0.001	0.005	0.002	12.000	11.000	18.514	0.000	0.001	0.001	Manual	Manual	Manual	Sensor Status	1	00	Fundamental Activity	000.000	785
567	11:50:15	0.000	0.005	0.002	12.000	11.000	18.514	0.000	0.001	0.001	Manual	Manual	Manual	Sensor Status	1	00	Fundamental Activity	000.000	786
568	11:50:16	0.000	0.004	0.002	12.000	11.000	18.514	0.000	0.001	0.001	Manual	Manual	Manual	Sensor Status	1	00	Fundamental Activity	000.000	786
569	11:50:17	0.000	0.005	0.002	12.000	11.000	18.514	0.000	0.001	0.001	Manual	Manual	Manual	Sensor Status	1	00	Fundamental Activity	000.000	786
570	11:50:18	0.000	0.005	0.002	12.000	11.000	18.514	0.000	0.001	0.001	Manual	Manual	Manual	Sensor Status	1	00	Fundamental Activity	000.000	786
571	11:50:19	0.000	0.005	0.002	12.000	11.000	18.514	0.000	0.001	0.001	Manual	Manual	Manual	Sensor Status	1	00	Fundamental Activity	000.000	787
572	11:50:20	0.000	0.004	0.002	12.000	11.000	18.514	0.000	0.001	0.001	Manual	Manual	Manual	Sensor Status	1	00	Fundamental Activity	000.000	786
573	11:50:21	0.001	0.004	0.002	12.000	11.000	18.514	0.000	0.001	0.001	Manual	Manual	Manual	Sensor Status	1	00	Fundamental Activity	000.000	787
574	11:50:22	-0.001	0.004	0.002	12.000	11.000	18.514	0.000	0.001	0.001	Manual	Manual	Manual	Sensor Status	1	00	Fundamental Activity	000.000	786
575	11:50:23	0.000	0.004	0.002	12.000	11.000	18.514	0.000	0.001	0.001	Manual	Manual	Manual	Sensor Status	1	00	Fundamental Activity	000.000	785
576	11:50:24	-0.000	0.004	0.002	12.000	11.000	18.514	0.000	0.001	0.001	Manual	Manual	Manual	Sensor Status	1	00	Fundamental Activity	000.000	786
577	11:50:25	0.001	0.004	0.002	12.000	11.000	18.514	0.000	0.001	0.001	Manual	Manual	Manual	Sensor Status	1	00	Fundamental Activity	000.000	786
578	11:50:26	0.000	0.004	0.002	12.000	11.000	18.514	0.000	0.001	0.001	Manual	Manual	Manual	Sensor Status	1	00	Fundamental Activity	000.000	786
579	11:50:27	0.001	0.004	0.002	12.000	11.000	18.514	0.000	0.001	0.001	Manual	Manual	Manual	Sensor Status	1	00	Fundamental Activity	000.000	787
580	11:50:28	0.000	0.004	0.002	12.000	11.000	18.514	0.000	0.001	0.001	Manual	Manual	Manual	Sensor Status	1	00	Fundamental Activity	000.000	787
581	11:50:29	0.000	0.004	0.002	12.000	11.000	18.514	0.000	0.001	0.001	Manual	Manual	Manual	Sensor Status	1	00	Fundamental Activity	000.000	787
582	11:50:30	0.000	0.004	0.002	12.000	11.000	18.514	0.000	0.001	0.001	Manual	Manual	Manual	Sensor Status	1	00	Fundamental Activity	000.000	787
583	11:50:31	0.000	0.004	0.002	12.000	11.000	18.514	0.000	0.001	0.001	Manual	Manual	Manual	Sensor Status	1	00	Fundamental Activity	000.000	786
584	11:50:32	-0.000	0.004	0.002	12.000	11.000	18.514	0.000	0.001	0.001	Manual	Manual	Manual	Sensor Status	1	00	Fundamental Activity	000.000	788
585	11:50:33	0.001	0.004	0.002	12.000	11.000	18.514	0.000	0.001	0.001	Manual	Manual	Manual	Sensor Status	1	00	Fundamental Activity	000.000	787
586	11:50:34	0.000	0.004	0.002	12.000	11.000	18.514	0.000	0.001	0.001	Manual	Manual	Manual	Sensor Status	1	00	Fundamental Activity	000.000	785
587	11:50:35	0.001	0.004	0.002	12.000	11.000	18.514	0.000	0.001	0.001	Manual	Manual	Manual	Sensor Status	1	00	Fundamental Activity	000.000	786
588	11:50:36	-0.001	0.004	0.002	12.000	11.000	18.514	0.000	0.001	0.001	Manual	Manual	Manual	Sensor Status	1	00	Fundamental Activity	000.000	786
589	11:50:37	0.000	0.004	0.002	12.000	11.000	18.514	0.000	0.001	0.001	Manual	Manual	Manual	Sensor Status	1	00	Fundamental Activity	000.000	786
590	11:50:38	0.001	0.004	0.002	12.000	11.000	18.514	0.000	0.001	0.001	Manual	Manual	Manual	Sensor Status	1	00	Fundamental Activity	000.000	787
591	11:50:39	0.000	0.004	0.002	12.000	11.000	18.514	0.000	0.001	0.001	Manual	Manual	Manual	Sensor Status	1	00	Fundamental Activity	000.000	786
592	11:50:40	0.000	0.004	0.002	12.000	11.000	18.514	0.000	0.001	0.001	Manual	Manual	Manual	Sensor Status	1	00	Fundamental Activity	000.000	787
593	11:50:41	-0.000	0.004	0.002	12.000	11.000	18.514	0.000	0.001	0.001	Manual	Manual	Manual	Sensor Status	1	00	Fundamental Activity	000.000	786
594	11:50:42	0.001	0.004	0.002	12.000	11.000	18.514	0.000	0.001	0.001	Manual	Manual	Manual	Sensor Status	1	00	Fundamental Activity	000.000	787
595	11:50:43	0.000	0.004	0.002	12.000	11.000	18.514	0.000	0.001	0.001	Manual	Manual	Manual	Sensor Status	1	00	Fundamental Activity	000.000	788
596	11:50:44	0.000	0.004	0.002	12.000	11.000	18.514	0.000	0.001	0.001	Manual	Manual	Manual	Sensor Status	1	00	Fundamental Activity	000.000	787
597	11:50:45	-0.001	0.004	0.002	12.000	11.000	18.514	0.000	0.001	0.001	Manual	Manual	Manual	Sensor Status	1	00	Fundamental Activity	000.000	786
598	11:50:46	0.001	0.004	0.002	12.000	11.000	18.514	0.000	0.001	0.001	Manual	Manual	Manual	Sensor Status	1	00	Fundamental Activity	000.000	787
599	11:50:47	0.001	0.004	0.002	12.000	11.000	18.514	0.000	0.001	0.001	Manual	Manual	Manual	Sensor Status	1	00	Fundamental Activity	000.000	787
600	11:50:48	0.001	0.003	0.002	12.000	11.000	18.514	0.000	0.001	0.001	Manual	Manual	Manual	Sensor Status	1	00	Fundamental Activity	000.000	786
601	11:50:49	0.000	0.004	0.002	12.000	11.000	18.514	0.000	0.001	0.001	Manual	Manual	Manual	Sensor Status	1	00	Fundamental Activity	000.000	786
602	11:50:50	-0.001	0.004	0.002	12.000	11.000	18.514	0.000	0.001	0.001	Manual	Manual	Manual	Sensor Status	1	00	Fundamental Activity	000.000	787
603	11:50:51	0.000	0.003	0.002	12.000	11.000	18.514	0.000	0.001	0.001	Manual	Manual	Manual	Sensor Status	1	00	Fundamental Activity	000.000	785
604	11:50:52	0.000	0.004	0.002	12.000	11.000	18.514	0.000	0.001	0.001	Manual	Manual	Manual	Sensor Status	1	00	Fundamental Activity	000.000	787
605	11:50:53	-0.000	0.003	0.002	12.000	11.000	18.514	0.000	0.001	0.001	Manual	Manual	Manual	Sensor Status	1	00	Fundamental Activity	000.000	787
606	11:50:54	0.000	0.003	0.002	12.000	11.000	18.514	0.000	0.001	0.001	Manual	Manual	Manual	Sensor Status	1	00	Fundamental Activity	000.000	785
607	11:50:55	-0.000	0.003	0.002	12.000	11.000	18.514	0.000	0.001	0.001	Manual	Manual	Manual	Sensor Status	1	00	Fundamental Activity	000.000	786
608	11:50:56	0.001	0.003	0.002	12.000	11.000	18.514	0.000	0.001	0.001	Manual	Manual	Manual	Sensor Status	1	00	Fundamental Activity	000.000	786
609	11:50:57	0.000	0.003	0.002	12.000	11.000	18.514	0.000	0.001	0.001	Manual	Manual	Manual	Sensor Status	1	00	Fundamental Activity	000.000	786
610	11:50:58	0.000	0.003	0.002	12.000	11.000	18.514	0.000	0.001	0.001	Manual	Manual	Manual	Sensor Status	1	00	Fundamental Activity	000.000	786
611	11:50:59	0.001	0.003	0.002	12.000	11.000	18.514	0.000	0.001	0.001	Manual	Manual	Manual	Sensor Status	1	00	Fundamental Activity	000.000	789
612	11:51:00	0.000	0.003	0.002	12.000	11.000	18.514	0.000	0.001	0.001	Manual	Manual	Manual	Sensor Status	1	00	Fundamental Activity	000.000	787
613	11:51:01	0.001	0.003	0.002	12.000	11.000	18.514	0.000	0.001	0.001	Manual	Manual	Manual	Sensor Status	1	00	Fundamental Activity	000.000	787
614	11:51:02	-0.000	0.003	0.002	12.000	11.000	18.514	0.000	0.001	0.001	Manual	Manual	Manual	Sensor Status	1	00	Fundamental Activity	000.000	787
615	11:51:03	0.000	0.003	0.002	12.000	11.000	18.514	0.000	0.001	0.001	Manual	Manual	Manual	Sensor Status	1	00	Fundamental Activity	000.000	785
616	11:51:04	0.000	0.003	0.002	12.000	11.000	18.514	0.000	0.001	0.001	Manual	Manual	Manual	Sensor Status	1	00	Fundamental Activity	000.000	787
617	11:51:05	0.001	0.003	0.002	12.000	11.000	18.514	0.000	0.001	0.001	Manual	Manual	Manual	Sensor Status	1	00	Fundamental Activity	000.000	786
618	11:51:06	0.000	0.003	0.002	12.000	11.000	18.514	0.000	0.001	0.001	Manual	Manual	Manual	Sensor Status	1	00	Fundamental Activity	000.000	787
619	11:51:07	0.001	0.003	0.002	12.000	11.000	18.514	0.000	0.001	0.001	Manual	Manual	Manual	Sensor Status	1	00	Fundamental Activity	000.000	787
620	11:51:08	0.001	0.003	0.002	12.000	11.000	18.514	0.000	0.001	0.001	Manual	Manual	Manual	Sensor Status	1	00	Fundamental Activity	000.000	788
621	11:51:09	0.000	0.003	0.002	12.000	11.000	18.514	0.000	0.001	0.001	Manual	Manual	Manual	Sensor Status	1	00	Fundamental Activity	000.000	786
622	11:51:10	0.001	0.003	0.002	12.000	11.000	18.514	0.000	0.001	0.001	Manual	Manual	Manual	Sensor Status	1	00	Fundamental Activity	000.000	785
623	11:51:11	0.000	0.003	0.002	12.000	11.000	18.514	0.000	0.001	0.001	Manual	Manual	Manual	Sensor Status	1	00	Fundamental Activity	000.000	788
624	11:51:12	-0.000	0.003	0.002	12.000	11.000	18.514	0.000	0.001	0.001	Manual	Manual	Manual	Sensor Status	1	00	Fundamental Activity	000.000	786
625	11:51:13	-0.000	0.003	0.002	12.000	11.000	18.514	0.000	0.001	0.001	Manual	Manual	Manual	Sensor Status	1	00	Fundamental Activity	000.000	786
626	11:51:14	-0.001	0.003	0.002	12.000	11.000	18.514	0.000	0.001	0.001	Manual	Manual	Manual	Sensor Status	1	00	Fundamental Activity	000.000	785
627	11:51:15	0.000	0.003	0.002	12.000	11.000	18.514	0.000	0.001	0.001	Manual	Manual	Manual	Sensor Status	1	00	Fundamental Activity	000.000	788
628	11:51:16	0.000	0.002	0.002	12.000	11.000	18.514	0.000	0.001	0.001	Manual	Manual	Manual	Sensor Status	1	00	Fundamental Activity	000.000	788
629	11:51:17	0.001	0.003	0.002	12.000	11.000	18.514	0.000	0.001	0.001	Manual	Manual	Manual	Sensor Status	1	00	Fundamental Activity	000.000	787
630	11:51:18	-0.000	0.003	0.002	12.000	11.000	18.514	0.000	0.001	0.001	Manual	Manual	Manual	Sensor Status	1	00	Fundamental Activity	000.000	787
631	11:51:19	0.001	0.003	0.002	12.000	11.000	18.514	0.000	0.001	0.001	Manual	Manual	Manual	Sensor Status	1	00	Fundamental Activity	000.000	788
632	11:51:20	-0.001	0.003	0.002	12.000	11.000	18.514	0.000	0.001	0.001	Manual	Manual	Manual	Sensor Status	1	00	Fundamental Activity	000.000	784
633	11:51:21	0.000	0.003	0.002	12.000	11.000	18.514	0.000	0.001	0.001	Manual	Manual	Manual	Sensor Status	1	00	Fundamental Activity	000.000	786
634	11:51:22	0.001	0.002	0.002	12.000	11.000	18.514	0.000	0.001	0.001	Manual	Manual	Manual	Sensor Status	1	00	Fundamental Activity	000.000	788
635	11:51:23	0.000	0.003	0.002	12.000	11.000	18.514	0.000	0.001	0.001	Manual	Manual	Manual	Sensor Status	1	00	Fundamental Activity	000.000	789
636	11:51:24	-0.000	0.003	0.002	12.000	11.000	18.514	0.000	0.001	0.001	Manual	Manual	Manual	Sensor Status	1	00	Fundamental Activity	000.000	790
637	11:51:25	-0.001	0.003	0.002	12.000	11.000	18.514	0.000	0.001	0.001	Manual	Manual	Manual	Sensor Status	1	00	Fundamental Activity	000.000	789
638	11:51:26	0.000	0.003	0.002	12.000	11.000	18.514	0.000	0.001	0.001	Manual	Manual	Manual	Sensor Status	1	00	Fundamental Activity	000.000	786
639	11:51:27	0.000	0.003	0.002	12.000	11.000	18.514	0.000	0.001	0.001	Manual	Manual	Manual	Sensor Status	1	00	Fundamental Activity	000.000	781
640	11:51:28	-0.000	0.003	0.002	12.000	11.000	18.514	0.000	0.001	0.001	Manual	Manual	Manual	Sensor Status	1	00	Fundamental Activity	000.000	785
641	11:51:29	0.000	0.003	0.002	12.000	11.000	18.514	0.000	0.001	0.001	Manual	Manual	Manual	Sensor Status	1	00	Fundamental Activity	000.000	786
642	11:51:30	0.001	0.003	0.002	12.000	11.000	18.514	0.000	0.001	0.001	Manual	Manual	Manual	Sensor Status	1	00	Fundamental Activity	000.000	786
643	11:51:31	-0.001	0.002	0.002	12.000	11.000	18.514	0.000	0.001	0.001	Manual	Manual	Manual	Sensor Status	1	00	Fundamental Activity	000.000	788
644	11:51:32	0.001	0.003	0.002	12.000	11.000	18.514	0.000	0.001	0.001	Manual	Manual	Manual	Sensor Status	1	00	Fundamental Activity	000.000	786
645	11:51:33	0.000	0.002	0.002	12.000	11.000	18.514	0.000	0.001	0.001	Manual	Manual	Manual	Sensor Status	1	00	Fundamental Activity	000.000	787
646	11:51:34	0.000	0.002	0.002	12.000	11.000	18.514	0.000	0.001	0.001	Manual	Manual	Manual	Sensor Status	1	00	Fundamental Activity	000.000	786
647	11:51:35	0.001	0.002	0.002	12.000	11.000	18.514	0.000	0.001	0.001	Manual	Manual	Manual	Sensor Status	1	00	Fundamental Activity	000.000	786
648	11:51:36	0.000	0.002	0.002	12.000	11.000	18.514	0.000	0.001	0.001	Manual	Manual	Manual	Sensor Status	1	00	Fundamental Activity	000.000	786
649	11:51:37	-0.001	0.002	0.002	12.000	11.000	18.514	0.000	0.001	0.001	Manual	Manual	Manual	Sensor Status	1	00	Fundamental Activity	000.000	787
650	11:51:38	0.001	0.002	0.002	12.000	11.000	18.514	0.000	0.001	0.001	Manual	Manual	Manual	Sensor Status	1	00	Fundamental Activity	000.000	785
651	11:51:39	-0.001	0.003	0.002	12.000	11.000	18.514	0.000	0.001	0.001	Manual	Manual	Manual	Sensor Status	1	00	Fundamental Activity	000.000	786
652	11:51:40	0.000	0.002	0.002	12.000	11.000	18.514	0.000	0.001	0.001	Manual	Manual	Manual	Sensor Status	1	00	Fundamental Activity	000.000	787
653	11:51:41	0.001	0.002	0.002	12.000	11.000	18.514	0.000	0.001	0.001	Manual	Manual	Manual	Sensor Status	1	00	Fundamental Activity	000.000	786
654	11:51:42	0.001	0.002	0.002	12.000	11.000	18.514	0.000	0.001	0.001	Manual	Manual	Manual	Sensor Status	1	00	Fundamental Activity	000.000	785
655	11:51:43	0.000	0.002	0.002	12.000	11.000	18.514	0.000	0.001	0.001	Manual	Manual	Manual	Sensor Status	1	00	Fundamental Activity	000.000	786
656	11:51:44	-0.000	0.002	0.002	12.000	11.000	18.514	0.000	0.001	0.001	Manual	Manual	Manual	Sensor Status	1	00	Fundamental Activity	000.000	787
657	11:51:45	0.000	0.002	0.002	12.000	11.000	18.514	0.000	0.001	0.001	Manual	Manual	Manual	Sensor Status	1	00	Fundamental Activity	000.000	785
658	11:51:46	0.000	0.002	0.002	12.000	11.000	18.514	0.000	0.001	0.001	Manual	Manual	Manual	Sensor Status	1	00	Fundamental Activity	000.000	787
659	11:51:47	0.001	0.002	0.002	12.000	11.000	18.514	0.000	0.001	0.001	Manual	Manual	Manual	Sensor Status	1	00	Fundamental Activity	000.000	782
660	11:51:48	-0.000	0.002	0.002	12.000	11.000	18.514	0.000	0.001	0.001	Manual	Manual	Manual	Sensor Status	1	00	Fundamental Activity	000.000	784
661	11:51:49	0.000	0.002	0.002	12.000	11.000	18.514	0.000	0.001	0.001	Manual	Manual	Manual	Sensor Status	1	00	Fundamental Activity	000.000	786
662	11:51:50	-0.000	0.002	0.002	12.000	11.000	18.514	0.000	0.001	0.001	Manual	Manual	Manual	Sensor Status	1	00	Fundamental Activity	000.000	789
663	11:51:51	0.000	0.002	0.002	12.000	11.000	18.514	0.000	0.001	0.001	Manual	Manual	Manual	Sensor Status	1	00	Fundamental Activity	000.000	790
664	11:51:52	0.001	0.002	0.002	12.000	11.000	18.514	0.000	0.001	0.001	Manual	Manual	Manual	Sensor Status	1	00	Fundamental Activity	000.000	786
665	11:51:53	-0.001	0.002	0.002	12.000	11.000	18.514	0.000	0.001	0.001	Manual	Manual	Manual	Sensor Status	1	00	Fundamental Activity	000.000	786
666	11:51:54	0.001	0.002	0.002	12.000	11.000	18.514	0.000	0.001	0.001	Manual	Manual	Manual	Sensor Status	1	00	Fundamental Activity	000.000	787
667	11:51:55	0.000	0.002	0.002	12.000	11.000	18.514	0.000	0.001	0.001	Manual	Manual	Manual	Sensor Status	1	00	Fundamental Activity	000.000	788
668	11:51:56	0.000	0.002	0.002	12.000	11.000	18.514	0.000	0.001	0.001	Manual	Manual	Manual	Sensor Status	1	00	Fundamental Activity	000.000	785
669	11:51:57	-0.000	0.002	0.002	12.000	11.000	18.514	0.000	0.001	0.001	Manual	Manual	Manual	Sensor Status	1	00	Fundamental Activity	000.000	788
670	11:51:58	0.000	0.002	0.002	12.000	11.000	18.514	0.000	0.001	0.001	Manual	Manual	Manual	Sensor Status	1	00	Fundamental Activity	000.000	787
671	11:51:59	0.001	0.002	0.002	12.000	11.000	18.514	0.000	0.001	0.001	Manual	Manual	Manual	Sensor Status	1	00	Fundamental Activity	000.000	787
672	11:52:00	-0.001	0.002	0.002	12.000	11.000	18.514	0.000	0.001	0.001	Manual	Manual	Manual	Sensor Status	1	00	Fundamental Activity	000.000	785
673	11:52:01	0.001	0.002	0.002	12.000	11.000	18.514	0.000	0.001	0.001	Manual	Manual	Manual	Sensor Status	1	00	Fundamental Activity	000.000	786
674	11:52:02	0.000	0.002	0.002	12.000	11.000	18.514	0.000	0.001	0.001	Manual	Manual	Manual	Sensor Status	1	00	Fundamental Activity	000.000	787
675	11:52:03	0.001	0.002	0.002	12.000	11.000	18.514	0.000	0.001	0.001	Manual	Manual	Manual	Sensor Status	1	00	Fundamental Activity	000.000	785
676	11:52:04	0.000	0.002	0.002	12.000	11.000	18.514	0.000	0.001	0.001	Manual	Manual	Manual	Sensor Status	1	00	Fundamental Activity	000.000	788
677	11:52:05	-0.001	0.002	0.002	12.000	11.000	18.514	0.000	0.001	0.001	Manual	Manual	Manual	Sensor Status	1	00	Fundamental Activity	000.000	787
678	11:52:06	0.001	0.002	0.002	12.000	11.000	18.514	0.000	0.001	0.001	Manual	Manual	Manual	Sensor Status	1	00	Fundamental Activity	000.000	785
679	11:52:07	-0.000	0.002	0.002	12.000	11.000	18.514	0.000	0.001	0.001	Manual	Manual	Manual	Sensor Status	1	00	Fundamental Activity	000.000	786
680	11:52:08	0.001	0.002	0.002	12.000	11.000	18.514	0.000	0.001	0.001	Manual	Manual	Manual	Sensor Status	1	00	Fundamental Activity	000.000	786
681	11:52:09	0.000	0.002	0.002	12.000	11.000	18.514	0.000	0.001	0.001	Manual	Manual	Manual	Sensor Status	1	00	Fundamental Activity	000.000	787
682	11:52:10	0.000	0.002	0.002	12.000	11.000	18.514	0.000	0.001	0.001	Manual	Manual	Manual	Sensor Status	1	00	Fundamental Activity	000.000	786
683	11:52:11	0.001	0.002	0.002	12.000	11.000	18.514	0.000	0.001	0.001	Manual	Manual	Manual	Sensor Status	1	00	Fundamental Activity	000.000	787
684	11:52:12	0.000	0.002	0.002	12.000	11.000	18.514	0.000	0.001	0.001	Manual	Manual	Manual	Sensor Status	1	00	Fundamental Activity	000.000	787
685	11:52:13	0.000	0.002	0.002	12.000	11.000	18.514	0.000	0.001	0.001	Manual	Manual	Manual	Sensor Status	1	00	Fundamental Activity	000.000	787
686	11:52:14	-0.000	0.002	0.002	12.000	11.000	18.514	0.000	0.001	0.001	Manual	Manual	Manual	Sensor Status	1	00	Fundamental Activity	000.000	788
687	11:52:15	0.000	0.002	0.002	12.000	11.000	18.514	0.000	0.001	0.001	Manual	Manual	Manual	Sensor Status	1	00	Fundamental Activity	000.000	791
688	11:52:16	0.001	0.002	0.002	12.000	11.000	18.514	0.000	0.001	0.001	Manual	Manual	Manual	Sensor Status	1	00	Fundamental Activity	000.000	790
689	11:52:17	0.001	0.002	0.002	12.000	11.000	18.514	0.000	0.001	0.001	Manual	Manual	Manual	Sensor Status	1	00	Fundamental Activity	000.000	789
690	11:52:18	-0.001	0.002	0.002	12.000	11.000	18.514	0.000	0.001	0.001	Manual	Manual	Manual	Sensor Status	1	00	Fundamental Activity	000.000	787
691	11:52:19	0.001	0.002	0.002	12.000	11.000	18.514	0.000	0.001	0.001	Manual	Manual	Manual	Sensor Status	1	00	Fundamental Activity	000.000	781
