	Timestamp	Filtered Rate: TAPC	Source Power: TAPC	Thickness: TAPC	State: TAPC	Fundamental  Frequency: TAPC	Current Z-Ratio: TAPC
0	15:11:21	0.000	0.000	-0.000	Ready	5950306.834	1.355
1	15:11:22	0.000	0.200	-0.000	PreCon Rise	5950306.838	1.355
2	15:11:23	0.000	0.700	-0.000	PreCon Rise	5950306.838	1.355
3	15:11:24	0.000	1.200	-0.000	PreCon Rise	5950306.838	1.355
4	15:11:25	0.000	1.700	-0.000	PreCon Rise	5950306.841	1.355
5	15:11:26	0.000	2.200	-0.000	PreCon Rise	5950306.841	1.355
6	15:11:27	-0.010	2.700	-0.000	PreCon Rise	5950306.845	1.355
7	15:11:28	0.000	3.200	-0.000	PreCon Rise	5950306.848	1.355
8	15:11:29	0.000	3.700	-0.000	PreCon Rise	5950306.848	1.355
9	15:11:30	0.000	4.200	-0.000	PreCon Rise	5950306.852	1.355
10	15:11:31	0.010	4.700	-0.000	PreCon Rise	5950306.852	1.355
11	15:11:32	0.000	5.200	-0.000	PreCon Rise	5950306.852	1.355
12	15:11:33	0.010	5.700	-0.000	PreCon Rise	5950306.855	1.355
13	15:11:34	0.000	6.200	-0.000	PreCon Rise	5950306.859	1.355
14	15:11:35	0.000	6.700	-0.000	PreCon Rise	5950306.862	1.355
15	15:11:36	0.010	7.200	-0.000	PreCon Rise	5950306.862	1.355
16	15:11:37	0.010	7.700	-0.000	PreCon Rise	5950306.862	1.355
17	15:11:38	0.000	8.200	-0.000	PreCon Rise	5950306.869	1.355
18	15:11:39	0.010	8.700	-0.000	PreCon Rise	5950306.869	1.355
19	15:11:40	0.010	9.200	-0.000	PreCon Rise	5950306.873	1.355
20	15:11:41	0.000	9.700	-0.000	PreCon Rise	5950306.876	1.355
21	15:11:42	0.010	10.200	-0.000	PreCon Rise	5950306.876	1.355
22	15:11:43	-0.010	10.700	-0.000	PreCon Rise	5950306.883	1.355
23	15:11:44	0.000	11.200	-0.000	PreCon Rise	5950306.883	1.355
24	15:11:45	0.000	11.700	-0.000	PreCon Rise	5950306.887	1.355
25	15:11:46	0.000	12.200	-0.000	PreCon Rise	5950306.890	1.355
26	15:11:47	0.000	12.700	-0.000	PreCon Rise	5950306.894	1.355
27	15:11:48	0.000	13.200	-0.000	PreCon Rise	5950306.894	1.355
28	15:11:49	-0.010	13.700	-0.000	PreCon Rise	5950306.901	1.355
29	15:11:50	0.000	14.200	-0.000	PreCon Rise	5950306.901	1.355
30	15:11:51	0.000	14.700	-0.000	PreCon Rise	5950306.901	1.355
31	15:11:52	0.000	15.200	-0.000	PreCon Rise	5950306.904	1.355
32	15:11:53	0.000	15.700	-0.000	PreCon Rise	5950306.904	1.355
33	15:11:54	0.000	16.200	-0.000	PreCon Rise	5950306.908	1.355
34	15:11:55	0.000	16.700	-0.000	PreCon Rise	5950306.908	1.355
35	15:11:56	0.000	17.200	-0.000	PreCon Rise	5950306.911	1.355
36	15:11:57	0.000	17.700	-0.000	PreCon Rise	5950306.915	1.355
37	15:11:58	-0.010	18.200	-0.000	PreCon Rise	5950306.918	1.355
38	15:11:59	0.000	18.700	-0.000	PreCon Rise	5950306.922	1.355
39	15:12:00	0.000	19.200	-0.000	PreCon Rise	5950306.922	1.355
40	15:12:01	0.000	19.700	-0.000	PreCon Rise	5950306.925	1.355
41	15:12:02	0.000	20.200	-0.000	PreCon Rise	5950306.929	1.355
42	15:12:03	0.000	20.700	-0.000	PreCon Rise	5950306.932	1.355
43	15:12:04	-0.010	21.200	-0.000	PreCon Rise	5950306.936	1.355
44	15:12:05	0.000	21.700	-0.000	PreCon Rise	5950306.936	1.355
45	15:12:06	-0.010	22.200	-0.000	PreCon Rise	5950306.939	1.355
46	15:12:07	0.000	22.700	-0.000	PreCon Rise	5950306.943	1.355
47	15:12:08	0.000	23.200	-0.000	PreCon Rise	5950306.946	1.355
48	15:12:09	-0.010	23.700	-0.000	PreCon Rise	5950306.950	1.355
49	15:12:10	0.010	24.200	-0.000	PreCon Rise	5950306.950	1.355
50	15:12:11	-0.010	24.700	-0.000	PreCon Rise	5950306.957	1.355
51	15:12:12	0.000	25.200	-0.000	PreCon Rise	5950306.957	1.355
52	15:12:13	0.000	25.700	-0.000	PreCon Rise	5950306.960	1.355
53	15:12:14	0.010	26.200	-0.000	PreCon Rise	5950306.964	1.355
54	15:12:15	-0.010	26.700	-0.000	PreCon Rise	5950306.971	1.355
55	15:12:16	0.000	27.200	-0.000	PreCon Rise	5950306.974	1.355
56	15:12:17	0.000	27.700	-0.000	PreCon Rise	5950306.978	1.355
57	15:12:18	0.000	28.200	-0.000	PreCon Rise	5950306.985	1.355
58	15:12:19	0.000	28.700	-0.000	PreCon Rise	5950306.988	1.355
59	15:12:20	0.000	29.200	-0.000	PreCon Rise	5950306.992	1.355
60	15:12:21	-0.010	29.700	-0.000	PreCon Rise	5950306.999	1.355
61	15:12:22	0.000	30.000	-0.000	PreCon Soak	5950307.002	1.355
62	15:12:23	0.000	30.000	-0.000	PreCon Soak	5950307.009	1.355
63	15:12:24	0.000	30.000	-0.000	PreCon Soak	5950307.013	1.355
64	15:12:25	0.000	30.000	-0.000	PreCon Soak	5950307.020	1.355
65	15:12:26	0.000	30.000	-0.000	Manual	5950307.027	1.355
66	15:12:27	-0.010	30.175	-0.000	Manual	5950307.033	1.355
67	15:12:28	0.000	30.691	-0.000	Manual	5950307.037	1.355
68	15:12:29	0.000	31.257	-0.000	Manual	5950307.044	1.355
69	15:12:30	0.000	31.154	-0.000	Manual	5950307.051	1.355
70	15:12:31	0.000	30.844	-0.000	Manual	5950307.058	1.355
71	15:12:32	0.000	30.156	-0.000	Manual	5950307.065	1.355
72	15:12:33	0.000	29.679	-0.000	Manual	5950307.068	1.355
73	15:12:34	0.000	29.611	-0.000	Manual	5950307.075	1.355
74	15:12:35	-0.010	29.611	-0.000	Manual	5950307.082	1.355
75	15:12:36	0.000	29.611	-0.000	Manual	5950307.086	1.355
76	15:12:37	-0.010	29.611	-0.000	Manual	5950307.093	1.355
77	15:12:38	0.000	29.611	-0.000	Manual	5950307.096	1.355
78	15:12:39	0.000	29.611	-0.000	Manual	5950307.100	1.355
79	15:12:40	-0.010	29.611	-0.000	Manual	5950307.110	1.355
80	15:12:41	0.000	29.611	-0.000	Manual	5950307.114	1.355
81	15:12:42	0.000	29.611	-0.000	Manual	5950307.121	1.355
82	15:12:43	0.000	29.611	-0.000	Manual	5950307.124	1.355
