	Timestamp	Filtered Rate: Al	Source Power: Al	Thickness: Al	State: Al	Fundamental  Frequency: Al	Current Z-Ratio: Al
0	20:28:10	0.004	0.347	0.000	PreCon Rise	5961973.665	7.658
1	20:28:11	-0.001	0.467	0.000	PreCon Rise	5961973.661	7.658
2	20:28:12	-0.001	0.613	0.000	PreCon Rise	5961973.665	7.658
3	20:28:13	-0.000	0.733	0.000	PreCon Rise	5961973.665	7.658
4	20:28:14	-0.001	0.880	0.000	PreCon Rise	5961973.675	7.658
5	20:28:15	-0.002	1.000	0.000	PreCon Rise	5961973.679	7.658
6	20:28:16	-0.002	1.147	0.000	PreCon Rise	5961973.682	7.658
7	20:28:17	-0.002	1.267	0.000	PreCon Rise	5961973.686	7.658
8	20:28:18	0.000	1.413	0.000	PreCon Rise	5961973.675	7.658
9	20:28:19	-0.001	1.533	0.000	PreCon Rise	5961973.686	7.658
10	20:28:20	-0.001	1.680	0.000	PreCon Rise	5961973.689	7.658
11	20:28:21	-0.000	1.813	0.000	PreCon Rise	5961973.686	7.658
12	20:28:22	-0.002	1.947	0.000	PreCon Rise	5961973.696	7.658
13	20:28:23	-0.001	2.080	-0.000	PreCon Rise	5961973.703	7.658
14	20:28:24	0.001	2.200	-0.000	PreCon Rise	5961973.675	7.658
15	20:28:25	0.001	2.347	0.000	PreCon Rise	5961973.672	7.658
16	20:28:26	0.003	2.467	0.000	PreCon Rise	5961973.668	7.658
17	20:28:27	0.004	2.600	0.000	PreCon Rise	5961973.661	7.658
18	20:28:28	0.000	2.733	0.000	PreCon Rise	5961973.672	7.658
19	20:28:29	-0.000	2.867	0.000	PreCon Rise	5961973.679	7.658
20	20:28:30	-0.002	3.013	0.000	PreCon Rise	5961973.686	7.658
21	20:28:31	-0.003	3.147	0.000	PreCon Rise	5961973.696	7.658
22	20:28:32	-0.002	3.267	0.000	PreCon Rise	5961973.693	7.658
23	20:28:33	-0.002	3.400	0.000	PreCon Rise	5961973.696	7.658
24	20:28:34	-0.002	3.533	-0.000	PreCon Rise	5961973.710	7.658
25	20:28:35	-0.002	3.667	-0.000	PreCon Rise	5961973.717	7.658
26	20:28:36	-0.003	3.813	-0.000	PreCon Rise	5961973.724	7.658
27	20:28:37	-0.003	3.947	-0.000	PreCon Rise	5961973.731	7.658
28	20:28:38	-0.003	4.067	-0.000	PreCon Rise	5961973.738	7.658
29	20:28:39	-0.002	4.213	-0.000	PreCon Rise	5961973.742	7.658
30	20:28:40	-0.001	4.333	-0.000	PreCon Rise	5961973.742	7.658
31	20:28:41	-0.001	4.480	-0.000	PreCon Rise	5961973.742	7.658
32	20:28:42	-0.001	4.600	-0.000	PreCon Rise	5961973.752	7.658
33	20:28:43	0.000	4.747	-0.000	PreCon Rise	5961973.738	7.658
34	20:28:44	-0.000	4.867	-0.000	PreCon Rise	5961973.745	7.658
35	20:28:45	-0.001	5.000	-0.000	PreCon Rise	5961973.752	7.658
36	20:28:46	-0.003	5.147	-0.000	PreCon Rise	5961973.770	7.658
37	20:28:47	-0.003	5.267	-0.000	PreCon Rise	5961973.770	7.658
38	20:28:48	-0.003	5.400	-0.000	PreCon Rise	5961973.777	7.658
39	20:28:49	-0.003	5.547	-0.000	PreCon Rise	5961973.787	7.658
40	20:28:50	-0.001	5.680	-0.000	PreCon Rise	5961973.784	7.658
41	20:28:51	-0.002	5.813	-0.000	PreCon Rise	5961973.794	7.658
42	20:28:52	-0.003	5.947	-0.000	PreCon Rise	5961973.805	7.658
43	20:28:53	-0.002	6.080	-0.000	PreCon Rise	5961973.808	7.658
44	20:28:54	-0.003	6.200	-0.000	PreCon Rise	5961973.811	7.658
45	20:28:55	-0.002	6.347	-0.000	PreCon Rise	5961973.815	7.658
