	Timestamp	Filtered Rate: NPB	Source Power: NPB	Thickness: NPB	State: NPB	Fundamental  Frequency: NPB	Current Z-Ratio: NPB
0	14:12:36	0.002	0.000	-0.000	Ready	5863198.133	2.605
1	14:12:37	0.000	0.129	-0.000	PreCon Rise	5863198.136	2.605
2	14:12:38	-0.002	0.388	-0.000	PreCon Rise	5863198.140	2.605
3	14:12:39	0.000	0.646	-0.000	PreCon Rise	5863198.136	2.605
4	14:12:40	-0.002	0.904	-0.000	PreCon Rise	5863198.136	2.605
5	14:12:41	0.000	1.162	-0.000	PreCon Rise	5863198.140	2.605
6	14:12:42	0.000	1.421	-0.000	PreCon Rise	5863198.140	2.605
7	14:12:43	0.000	1.679	-0.000	PreCon Rise	5863198.140	2.605
8	14:12:44	0.000	1.938	-0.000	PreCon Rise	5863198.140	2.605
9	14:12:45	0.000	2.196	-0.000	PreCon Rise	5863198.140	2.605
10	14:12:46	0.000	2.454	-0.000	PreCon Rise	5863198.140	2.605
11	14:12:47	0.000	2.713	-0.000	PreCon Rise	5863198.143	2.605
12	14:12:48	0.002	2.945	-0.000	PreCon Rise	5863198.140	2.605
13	14:12:49	0.000	3.203	-0.000	PreCon Rise	5863198.143	2.605
14	14:12:50	0.000	3.488	-0.000	PreCon Rise	5863198.143	2.605
15	14:12:51	-0.002	3.746	-0.000	PreCon Rise	5863198.143	2.605
16	14:12:52	0.000	4.004	-0.000	PreCon Rise	5863198.143	2.605
17	14:12:53	0.000	4.263	-0.000	PreCon Rise	5863198.143	2.605
18	14:12:54	0.000	4.521	-0.000	PreCon Rise	5863198.143	2.605
19	14:12:55	-0.002	4.779	-0.000	PreCon Rise	5863198.147	2.605
20	14:12:56	0.000	5.012	-0.000	PreCon Rise	5863198.143	2.605
21	14:12:57	0.000	5.296	-0.000	PreCon Rise	5863198.147	2.605
22	14:12:58	-0.002	5.554	-0.000	PreCon Rise	5863198.150	2.605
23	14:12:59	-0.002	5.812	-0.000	PreCon Rise	5863198.150	2.605
24	14:13:00	0.002	6.071	-0.000	PreCon Rise	5863198.147	2.605
25	14:13:01	0.000	6.329	-0.000	PreCon Rise	5863198.150	2.605
26	14:13:02	0.002	6.562	-0.000	PreCon Rise	5863198.147	2.605
27	14:13:03	0.002	6.820	-0.000	PreCon Rise	5863198.147	2.605
28	14:13:04	0.002	7.104	-0.000	PreCon Rise	5863198.147	2.605
29	14:13:05	0.000	7.362	-0.000	PreCon Rise	5863198.147	2.605
30	14:13:06	-0.002	7.621	-0.000	PreCon Rise	5863198.150	2.605
31	14:13:07	0.000	7.879	-0.000	PreCon Rise	5863198.150	2.605
32	14:13:08	0.000	8.137	-0.000	PreCon Rise	5863198.150	2.605
33	14:13:09	0.002	8.396	-0.000	PreCon Rise	5863198.150	2.605
34	14:13:10	0.000	8.654	-0.000	PreCon Rise	5863198.154	2.605
35	14:13:11	0.000	8.912	-0.000	PreCon Rise	5863198.154	2.605
36	14:13:12	0.000	9.171	-0.000	PreCon Rise	5863198.154	2.605
37	14:13:13	0.002	9.429	-0.000	PreCon Rise	5863198.154	2.605
38	14:13:14	0.000	9.687	-0.000	PreCon Rise	5863198.157	2.605
39	14:13:15	0.000	9.946	-0.000	PreCon Rise	5863198.157	2.605
40	14:13:16	0.000	10.204	-0.000	PreCon Rise	5863198.157	2.605
41	14:13:17	0.000	10.462	-0.000	PreCon Rise	5863198.157	2.605
42	14:13:18	0.000	10.721	-0.000	PreCon Rise	5863198.157	2.605
43	14:13:19	0.000	10.979	-0.000	PreCon Rise	5863198.157	2.605
44	14:13:20	0.000	11.237	-0.000	PreCon Rise	5863198.161	2.605
45	14:13:21	-0.002	11.496	-0.000	PreCon Rise	5863198.161	2.605
46	14:13:22	0.000	11.754	-0.000	PreCon Rise	5863198.157	2.605
47	14:13:23	0.000	12.012	-0.000	PreCon Rise	5863198.161	2.605
48	14:13:24	0.000	12.271	-0.000	PreCon Rise	5863198.157	2.605
49	14:13:25	0.002	12.529	-0.000	PreCon Rise	5863198.157	2.605
50	14:13:26	0.000	12.787	-0.000	PreCon Rise	5863198.161	2.605
51	14:13:27	0.000	13.046	-0.000	PreCon Rise	5863198.164	2.605
52	14:13:28	0.000	13.304	-0.000	PreCon Rise	5863198.164	2.605
53	14:13:29	0.002	13.562	-0.000	PreCon Rise	5863198.161	2.605
54	14:13:30	0.000	13.821	-0.000	PreCon Rise	5863198.164	2.605
55	14:13:31	-0.002	14.079	-0.000	PreCon Rise	5863198.164	2.605
56	14:13:32	0.000	14.312	-0.000	PreCon Rise	5863198.164	2.605
57	14:13:33	0.000	14.596	-0.000	PreCon Rise	5863198.164	2.605
58	14:13:34	0.000	14.854	-0.000	PreCon Rise	5863198.164	2.605
59	14:13:35	0.000	15.112	-0.000	PreCon Rise	5863198.164	2.605
60	14:13:36	0.000	15.371	-0.000	PreCon Rise	5863198.164	2.605
61	14:13:37	0.000	15.629	-0.000	PreCon Rise	5863198.164	2.605
62	14:13:38	0.000	15.887	-0.000	PreCon Rise	5863198.164	2.605
63	14:13:39	0.000	16.146	-0.000	PreCon Rise	5863198.164	2.605
64	14:13:40	0.000	16.404	-0.000	PreCon Rise	5863198.164	2.605
65	14:13:41	0.000	16.662	-0.000	PreCon Rise	5863198.164	2.605
66	14:13:42	0.000	16.921	-0.000	PreCon Rise	5863198.164	2.605
67	14:13:43	0.000	17.179	-0.000	PreCon Rise	5863198.168	2.605
68	14:13:44	-0.002	17.437	-0.000	PreCon Rise	5863198.168	2.605
69	14:13:45	0.000	17.696	-0.000	PreCon Rise	5863198.168	2.605
70	14:13:46	0.000	17.954	-0.000	PreCon Rise	5863198.168	2.605
71	14:13:47	0.000	18.212	-0.000	PreCon Rise	5863198.171	2.605
72	14:13:48	0.000	18.471	-0.000	PreCon Rise	5863198.171	2.605
73	14:13:49	-0.002	18.729	-0.000	PreCon Rise	5863198.171	2.605
74	14:13:50	0.000	18.987	-0.000	PreCon Rise	5863198.171	2.605
75	14:13:51	0.000	19.246	-0.000	PreCon Rise	5863198.171	2.605
76	14:13:52	0.000	19.504	-0.000	PreCon Rise	5863198.171	2.605
77	14:13:53	0.000	19.762	-0.000	PreCon Rise	5863198.171	2.605
78	14:13:54	0.000	20.021	-0.000	PreCon Rise	5863198.175	2.605
79	14:13:55	0.000	20.279	-0.000	PreCon Rise	5863198.175	2.605
80	14:13:56	0.000	20.537	-0.000	PreCon Rise	5863198.175	2.605
81	14:13:57	0.000	20.796	-0.000	PreCon Rise	5863198.178	2.605
82	14:13:58	0.000	21.054	-0.000	PreCon Rise	5863198.178	2.605
83	14:13:59	0.000	21.312	-0.000	PreCon Rise	5863198.178	2.605
84	14:14:00	0.000	21.571	-0.000	PreCon Rise	5863198.178	2.605
85	14:14:01	-0.002	21.829	-0.000	PreCon Rise	5863198.185	2.605
86	14:14:02	-0.002	22.087	-0.000	PreCon Rise	5863198.185	2.605
87	14:14:03	-0.002	22.346	-0.000	PreCon Rise	5863198.185	2.605
88	14:14:04	0.000	22.604	-0.000	PreCon Rise	5863198.185	2.605
89	14:14:05	-0.000	22.862	-0.000	PreCon Rise	5863198.185	2.605
90	14:14:06	-0.002	23.121	-0.000	PreCon Rise	5863198.189	2.605
91	14:14:07	-0.000	23.379	-0.000	PreCon Rise	5863198.189	2.605
92	14:14:08	-0.002	23.637	-0.000	PreCon Rise	5863198.192	2.605
93	14:14:09	-0.000	23.896	-0.000	PreCon Rise	5863198.192	2.605
94	14:14:10	-0.000	24.154	-0.000	PreCon Rise	5863198.192	2.605
95	14:14:11	-0.002	24.412	-0.000	PreCon Rise	5863198.199	2.605
96	14:14:12	-0.000	24.671	-0.000	PreCon Rise	5863198.199	2.605
97	14:14:13	0.000	24.929	-0.000	PreCon Rise	5863198.199	2.605
98	14:14:14	-0.000	25.187	-0.000	PreCon Rise	5863198.203	2.605
99	14:14:15	-0.000	25.446	-0.000	PreCon Rise	5863198.206	2.605
100	14:14:16	-0.000	25.704	-0.000	PreCon Rise	5863198.206	2.605
101	14:14:17	-0.002	25.962	-0.000	PreCon Rise	5863198.210	2.605
102	14:14:18	-0.000	26.221	-0.000	PreCon Rise	5863198.210	2.605
103	14:14:19	-0.002	26.453	-0.000	PreCon Rise	5863198.213	2.605
104	14:14:20	-0.000	26.711	-0.000	PreCon Rise	5863198.213	2.605
105	14:14:21	-0.000	26.996	-0.000	PreCon Rise	5863198.217	2.605
106	14:14:22	0.000	27.228	-0.000	PreCon Rise	5863198.220	2.605
107	14:14:23	-0.002	27.512	-0.000	PreCon Rise	5863198.224	2.605
