Voltage(V)	Current(A)	J(mA/cm2)	PE(lm/W)	EQE(%)	L(cd/m2)
-9.99973E-1	-3.96163E-6	-2.47602E-2	2.19293E-1	2.71558E+0	1.72829E-2
-7.99997E-1	-2.70991E-6	-1.69369E-2	6.07238E+0	-5.12954E+0	2.61898E-1
-5.99970E-1	-1.73016E-6	-1.08135E-2	-1.90239E+0	-6.43463E+0	-3.92868E-2
-3.99956E-1	-9.35853E-7	-5.84908E-3	-3.72732E+1	-4.43958E+0	-2.77554E-1
-2.00007E-1	-3.59415E-7	-2.24634E-3	3.87457E+1	-3.39121E+1	5.54109E-2
4.32491E-5	2.87223E-10	1.79514E-6	5.08186E+8	-4.25971E+1	1.25588E-1
2.00030E-1	3.76679E-7	2.35424E-3	2.01175E+2	-3.23939E+1	3.01558E-1
3.99981E-1	1.01611E-6	6.35069E-3	-6.93862E+0	-1.97788E+1	-5.61026E-2
5.99974E-1	1.91367E-6	1.19604E-2	-6.59762E+0	-3.61278E+0	-1.50701E-1
7.99986E-1	2.97368E-6	1.85855E-2	-1.23175E+1	-4.75452E+0	-5.82946E-1
9.99986E-1	4.33749E-6	2.71093E-2	1.89035E-1	-4.33736E+0	1.63119E-2
1.19999E+0	6.24055E-6	3.90034E-2	5.16652E+0	6.40005E-2	7.69713E-1
1.40000E+0	8.33405E-6	5.20878E-2	7.81976E-1	6.21657E-1	1.81513E-1
1.60000E+0	1.23282E-5	7.70513E-2	-1.31789E+0	-6.35989E-1	-5.17166E-1
1.79999E+0	1.55145E-5	9.69656E-2	-5.34893E-1	-3.17912E-1	-2.97170E-1
1.99998E+0	2.45477E-4	1.53423E+0	4.15404E-2	-1.73946E-2	4.05730E-1
2.20002E+0	2.31887E-4	1.44929E+0	1.73604E-2	-5.88677E-2	1.76194E-1
2.39998E+0	3.06247E-4	1.91404E+0	-2.27879E-2	-1.36026E-2	-3.33207E-1
2.59997E+0	3.81977E-4	2.38736E+0	5.26939E-2	-6.50592E-2	1.04111E+0
2.79993E+0	5.48334E-4	3.42709E+0	1.39325E-1	9.41620E-3	4.25552E+0
3.00014E+0	5.50602E-4	3.44126E+0	4.06466E-1	7.26670E-2	1.33578E+1
3.20000E+0	7.99881E-4	4.99926E+0	7.35458E-1	2.30343E-1	3.74510E+1
3.39977E+0	6.21595E-4	3.88497E+0	1.58005E+0	5.21487E-1	6.64289E+1
3.59983E+0	7.38441E-4	4.61526E+0	2.46876E+0	8.93693E-1	1.30559E+2
3.79983E+0	8.51515E-4	5.32197E+0	3.26000E+0	1.27010E+0	2.09848E+2
3.99976E+0	9.38559E-4	5.86599E+0	4.26298E+0	1.76755E+0	3.18375E+2
4.19981E+0	1.14921E-3	7.18256E+0	4.45196E+0	1.92200E+0	4.27475E+2
4.39975E+0	1.45731E-3	9.10819E+0	4.31513E+0	1.95450E+0	5.50432E+2
4.59974E+0	1.73235E-3	1.08272E+1	4.32743E+0	2.04683E+0	6.86008E+2
4.80010E+0	1.87485E-3	1.17178E+1	4.68238E+0	2.32081E+0	8.38327E+2
5.00000E+0	2.08967E-3	1.30604E+1	4.77874E+0	2.48088E+0	9.93325E+2
5.20005E+0	2.47707E-3	1.54817E+1	4.52612E+0	2.43873E+0	1.15985E+3
5.40003E+0	2.70564E-3	1.69102E+1	4.64372E+0	2.59046E+0	1.34978E+3
5.59999E+0	3.10296E-3	1.93935E+1	4.47464E+0	2.59237E+0	1.54686E+3
5.80006E+0	3.49089E-3	2.18181E+1	4.38104E+0	2.62907E+0	1.76472E+3
5.99998E+0	3.91802E-3	2.44876E+1	4.27750E+0	2.65901E+0	2.00049E+3
6.20001E+0	4.34377E-3	2.71486E+1	4.19008E+0	2.69477E+0	2.24498E+3
6.40004E+0	4.90007E-3	3.06254E+1	4.01936E+0	2.67030E+0	2.50768E+3
6.59999E+0	5.41598E-3	3.38499E+1	3.91756E+0	2.68380E+0	2.78590E+3
6.79996E+0	6.04317E-3	3.77698E+1	3.75800E+0	2.64820E+0	3.07226E+3
6.99995E+0	6.73745E-3	4.21091E+1	3.59136E+0	2.60436E+0	3.36961E+3
7.19990E+0	7.48135E-3	4.67584E+1	3.43356E+0	2.55956E+0	3.67943E+3
7.39985E+0	8.27389E-3	5.17118E+1	3.28211E+0	2.51592E+0	3.99775E+3
7.59984E+0	9.11470E-3	5.69669E+1	3.14174E+0	2.47218E+0	4.32960E+3
7.79986E+0	9.99803E-3	6.24877E+1	3.01109E+0	2.43267E+0	4.67148E+3
7.99984E+0	1.09609E-2	6.85056E+1	2.89202E+0	2.39481E+0	5.04497E+3
8.19977E+0	1.19745E-2	7.48406E+1	2.75392E+0	2.33529E+0	5.37948E+3
8.39984E+0	1.30402E-2	8.15012E+1	2.63157E+0	2.28625E+0	5.73457E+3
8.59983E+0	1.41616E-2	8.85100E+1	2.51653E+0	2.23660E+0	6.09725E+3
8.79981E+0	1.53324E-2	9.58275E+1	2.40859E+0	2.19038E+0	6.46512E+3
8.99985E+0	1.65671E-2	1.03544E+2	2.30447E+0	2.14255E+0	6.83571E+3
9.19978E+0	1.78500E-2	1.11563E+2	2.20528E+0	2.09505E+0	7.20461E+3
9.39983E+0	1.92050E-2	1.20031E+2	2.10711E+0	2.04589E+0	7.56748E+3
9.49685E+0	2.00008E-2	1.25005E+2	2.04089E+0	2.00076E+0	7.71216E+3
