	Timestamp	Filtered Rate: CBP	Filtered Rate: EtO-BsubPc	Source Power: CBP	Source Power: EtO-BsubPc	Thickness: CBP	Thickness: EtO-BsubPc	State: CBP	State: EtO-BsubPc	Fundamental  Frequency: CBP	Fundamental  Frequency: EtO-BsubPc	Current Z-Ratio: CBP	Current Z-Ratio: EtO-BsubPc
841	12:08:27	0.000	0.003	12.000	20.150	0.000	0.002	Manual	Manual	Sensor Status	00	Fundamental Activity	786
842	12:08:28	0.000	0.003	12.000	20.150	0.000	0.002	Manual	Manual	Sensor Status	00	Fundamental Activity	784
843	12:08:29	0.000	0.003	12.000	20.150	0.000	0.002	Manual	Manual	Sensor Status	00	Fundamental Activity	787
844	12:08:30	-0.001	0.003	12.000	20.150	0.000	0.002	Manual	Manual	Sensor Status	00	Fundamental Activity	785
845	12:08:31	0.000	0.003	12.000	20.150	0.000	0.002	Manual	Manual	Sensor Status	00	Fundamental Activity	786
846	12:08:32	0.001	0.003	12.000	20.150	0.000	0.002	Manual	Manual	Sensor Status	00	Fundamental Activity	786
847	12:08:33	0.000	0.003	12.000	20.150	0.000	0.002	Manual	Manual	Sensor Status	00	Fundamental Activity	786
848	12:08:34	0.000	0.003	12.000	20.150	0.000	0.002	Manual	Manual	Sensor Status	00	Fundamental Activity	786
849	12:08:35	0.000	0.003	12.000	20.150	0.000	0.002	Manual	Manual	Sensor Status	00	Fundamental Activity	785
850	12:08:36	0.001	0.003	12.000	20.150	0.000	0.002	Manual	Manual	Sensor Status	00	Fundamental Activity	788
851	12:08:37	0.000	0.003	12.000	20.150	0.000	0.002	Manual	Manual	Sensor Status	00	Fundamental Activity	788
852	12:08:38	0.000	0.003	12.000	20.150	0.000	0.002	Manual	Manual	Sensor Status	00	Fundamental Activity	787
853	12:08:39	0.000	0.003	12.000	20.150	0.000	0.002	Manual	Manual	Sensor Status	00	Fundamental Activity	787
854	12:08:40	0.000	0.003	12.000	20.150	0.000	0.002	Manual	Manual	Sensor Status	00	Fundamental Activity	787
855	12:08:41	0.001	0.003	12.000	20.150	0.000	0.002	Manual	Manual	Sensor Status	00	Fundamental Activity	789
856	12:08:42	0.001	0.003	12.000	20.150	0.000	0.002	Manual	Manual	Sensor Status	00	Fundamental Activity	788
857	12:08:43	0.000	0.003	12.000	20.150	0.000	0.002	Manual	Manual	Sensor Status	00	Fundamental Activity	787
858	12:08:44	0.000	0.003	12.000	20.150	0.000	0.002	Manual	Manual	Sensor Status	00	Fundamental Activity	789
859	12:08:45	0.001	0.003	12.000	20.150	0.000	0.002	Manual	Manual	Sensor Status	00	Fundamental Activity	787
860	12:08:46	0.000	0.003	12.000	20.150	0.000	0.002	Manual	Manual	Sensor Status	00	Fundamental Activity	788
861	12:08:47	0.000	0.003	12.000	20.150	0.000	0.002	Manual	Manual	Sensor Status	00	Fundamental Activity	785
862	12:08:48	0.000	0.003	12.000	20.150	0.000	0.002	Manual	Manual	Sensor Status	00	Fundamental Activity	786
863	12:08:49	0.000	0.003	12.000	20.150	0.000	0.002	Manual	Manual	Sensor Status	00	Fundamental Activity	786
864	12:08:50	0.000	0.003	12.000	20.150	0.000	0.002	Manual	Manual	Sensor Status	00	Fundamental Activity	788
865	12:08:51	0.001	0.003	12.000	20.150	0.000	0.002	Manual	Manual	Sensor Status	00	Fundamental Activity	789
866	12:08:52	-0.001	0.003	12.000	20.150	0.000	0.002	Manual	Manual	Sensor Status	00	Fundamental Activity	787
867	12:08:53	0.000	0.003	12.000	20.150	0.000	0.002	Manual	Manual	Sensor Status	00	Fundamental Activity	783
868	12:08:54	0.001	0.003	12.000	20.150	0.000	0.002	Manual	Manual	Sensor Status	00	Fundamental Activity	786
869	12:08:55	0.000	0.003	12.000	20.150	0.000	0.002	Manual	Manual	Sensor Status	00	Fundamental Activity	785
870	12:08:56	0.000	0.003	12.000	20.150	0.000	0.002	Manual	Manual	Sensor Status	00	Fundamental Activity	787
871	12:08:57	0.004	0.003	12.000	20.150	0.000	0.002	Manual	Manual	Sensor Status	00	Fundamental Activity	787
872	12:08:58	0.001	0.003	12.000	20.150	0.000	0.002	Manual	Manual	Sensor Status	00	Fundamental Activity	786
873	12:08:59	0.000	0.003	12.000	20.150	0.000	0.002	Manual	Manual	Sensor Status	00	Fundamental Activity	788
874	12:09:00	0.000	0.003	12.000	20.150	0.000	0.002	Manual	Manual	Sensor Status	00	Fundamental Activity	787
875	12:09:01	-0.004	0.003	12.000	20.150	0.000	0.002	Manual	Manual	Sensor Status	00	Fundamental Activity	786
876	12:09:02	0.000	0.003	12.000	20.150	0.000	0.002	Manual	Manual	Sensor Status	00	Fundamental Activity	788
877	12:09:03	0.001	0.003	12.000	20.150	0.000	0.002	Manual	Manual	Sensor Status	00	Fundamental Activity	787
878	12:09:04	-0.001	0.003	12.000	20.150	0.000	0.002	Manual	Manual	Sensor Status	00	Fundamental Activity	785
879	12:09:05	0.001	0.003	12.000	20.150	0.000	0.002	Manual	Manual	Sensor Status	00	Fundamental Activity	785
880	12:09:06	0.000	0.003	12.000	20.150	0.000	0.002	Manual	Manual	Sensor Status	00	Fundamental Activity	785
881	12:09:07	0.000	0.003	12.000	20.150	0.000	0.002	Manual	Manual	Sensor Status	00	Fundamental Activity	788
882	12:09:08	0.001	0.003	12.000	20.150	0.000	0.002	Manual	Manual	Sensor Status	00	Fundamental Activity	786
883	12:09:09	-0.000	0.003	12.000	20.150	0.000	0.002	Manual	Manual	Sensor Status	00	Fundamental Activity	786
884	12:09:10	0.001	0.003	12.000	20.150	0.000	0.002	Manual	Manual	Sensor Status	00	Fundamental Activity	785
885	12:09:11	0.000	0.003	12.000	20.150	0.000	0.002	Manual	Manual	Sensor Status	00	Fundamental Activity	785
886	12:09:12	0.000	0.003	12.000	20.150	0.000	0.002	Manual	Manual	Sensor Status	00	Fundamental Activity	788
887	12:09:13	0.000	0.003	12.000	20.150	0.000	0.002	Manual	Manual	Sensor Status	00	Fundamental Activity	789
888	12:09:14	0.001	0.003	12.000	20.150	0.000	0.002	Manual	Manual	Sensor Status	00	Fundamental Activity	786
889	12:09:15	0.000	0.003	12.000	20.150	0.000	0.002	Manual	Manual	Sensor Status	00	Fundamental Activity	787
890	12:09:16	0.000	0.003	12.000	20.150	0.000	0.002	Manual	Manual	Sensor Status	00	Fundamental Activity	786
891	12:09:17	0.000	0.003	12.000	20.150	0.000	0.002	Manual	Manual	Sensor Status	00	Fundamental Activity	788
892	12:09:18	0.000	0.003	12.000	20.150	0.000	0.002	Manual	Manual	Sensor Status	00	Fundamental Activity	786
893	12:09:19	0.000	0.003	12.000	20.150	0.000	0.002	Manual	Manual	Sensor Status	00	Fundamental Activity	785
894	12:09:20	0.001	0.003	12.000	20.200	0.000	0.002	Manual	Manual	Sensor Status	00	Fundamental Activity	786
895	12:09:21	0.000	0.003	12.000	20.200	0.000	0.002	Manual	Manual	Sensor Status	00	Fundamental Activity	788
896	12:09:22	0.000	0.003	12.000	20.200	0.000	0.002	Manual	Manual	Sensor Status	00	Fundamental Activity	786
897	12:09:23	0.001	0.003	12.000	20.200	0.000	0.002	Manual	Manual	Sensor Status	00	Fundamental Activity	787
898	12:09:24	-0.001	0.003	12.000	20.250	0.000	0.002	Manual	Manual	Sensor Status	00	Fundamental Activity	788
899	12:09:25	0.001	0.003	12.000	20.250	0.000	0.002	Manual	Manual	Sensor Status	00	Fundamental Activity	786
900	12:09:26	0.000	0.003	12.000	20.250	0.000	0.002	Manual	Manual	Sensor Status	00	Fundamental Activity	785
901	12:09:27	0.000	0.003	12.000	20.250	0.000	0.003	Manual	Manual	Sensor Status	00	Fundamental Activity	788
902	12:09:28	0.001	0.003	12.000	20.250	0.000	0.003	Manual	Manual	Sensor Status	00	Fundamental Activity	787
903	12:09:29	0.000	0.003	12.000	20.250	0.000	0.003	Manual	Manual	Sensor Status	00	Fundamental Activity	785
904	12:09:30	0.000	0.003	12.000	20.250	0.000	0.003	Manual	Manual	Sensor Status	00	Fundamental Activity	788
905	12:09:31	0.000	0.003	12.000	20.250	0.000	0.003	Manual	Manual	Sensor Status	00	Fundamental Activity	786
906	12:09:32	0.001	0.003	12.000	20.250	0.000	0.003	Manual	Manual	Sensor Status	00	Fundamental Activity	786
907	12:09:33	0.000	0.003	12.000	20.250	0.000	0.003	Manual	Manual	Sensor Status	00	Fundamental Activity	788
908	12:09:34	0.000	0.003	12.000	20.250	0.000	0.003	Manual	Manual	Sensor Status	00	Fundamental Activity	786
909	12:09:35	0.001	0.003	12.000	20.250	0.000	0.003	Manual	Manual	Sensor Status	00	Fundamental Activity	786
910	12:09:36	0.001	0.002	12.000	20.250	0.000	0.003	Manual	Manual	Sensor Status	00	Fundamental Activity	786
911	12:09:37	0.001	0.003	12.000	20.250	0.000	0.003	Manual	Manual	Sensor Status	00	Fundamental Activity	785
912	12:09:38	0.000	0.003	12.000	20.250	0.000	0.003	Manual	Manual	Sensor Status	00	Fundamental Activity	786
913	12:09:39	0.000	0.002	12.000	20.250	0.000	0.003	Manual	Manual	Sensor Status	00	Fundamental Activity	786
914	12:09:40	0.001	0.003	12.000	20.250	0.000	0.003	Manual	Manual	Sensor Status	00	Fundamental Activity	787
915	12:09:41	0.000	0.002	12.000	20.250	0.000	0.003	Manual	Manual	Sensor Status	00	Fundamental Activity	787
916	12:09:42	0.001	0.002	12.000	20.250	0.000	0.003	Manual	Manual	Sensor Status	00	Fundamental Activity	787
917	12:09:43	0.000	0.002	12.000	20.250	0.000	0.003	Manual	Manual	Sensor Status	00	Fundamental Activity	787
918	12:09:44	0.001	0.002	12.000	20.250	0.000	0.003	Manual	Manual	Sensor Status	00	Fundamental Activity	786
919	12:09:45	0.000	0.002	12.000	20.250	0.000	0.003	Manual	Manual	Sensor Status	00	Fundamental Activity	786
920	12:09:46	0.001	0.002	12.000	20.250	0.000	0.003	Manual	Manual	Sensor Status	00	Fundamental Activity	787
921	12:09:47	0.000	0.002	12.000	20.250	0.000	0.003	Manual	Manual	Sensor Status	00	Fundamental Activity	786
922	12:09:48	0.001	0.002	12.000	20.250	0.000	0.003	Manual	Manual	Sensor Status	00	Fundamental Activity	788
923	12:09:49	0.000	0.002	12.000	20.250	0.000	0.003	Manual	Manual	Sensor Status	00	Fundamental Activity	786
924	12:09:50	0.000	0.002	12.000	20.250	0.000	0.003	Manual	Manual	Sensor Status	00	Fundamental Activity	786
925	12:09:51	0.001	0.002	12.000	20.250	0.000	0.003	Manual	Manual	Sensor Status	00	Fundamental Activity	787
926	12:09:52	0.000	0.002	12.000	20.250	0.000	0.003	Manual	Manual	Sensor Status	00	Fundamental Activity	785
927	12:09:53	0.000	0.002	12.000	20.250	0.000	0.003	Manual	Manual	Sensor Status	00	Fundamental Activity	786
928	12:09:54	0.001	0.002	12.000	20.250	0.000	0.003	Manual	Manual	Sensor Status	00	Fundamental Activity	787
929	12:09:55	-0.001	0.002	12.000	20.250	0.000	0.003	Manual	Manual	Sensor Status	00	Fundamental Activity	790
930	12:09:56	0.001	0.002	12.000	20.250	0.000	0.003	Manual	Manual	Sensor Status	00	Fundamental Activity	786
931	12:09:57	0.000	0.002	12.000	20.250	0.000	0.003	Manual	Manual	Sensor Status	00	Fundamental Activity	785
932	12:09:58	0.001	0.002	12.000	20.250	0.000	0.003	Manual	Manual	Sensor Status	00	Fundamental Activity	786
933	12:09:59	0.000	0.002	12.000	20.250	0.000	0.003	Manual	Manual	Sensor Status	00	Fundamental Activity	787
934	12:10:00	0.001	0.002	12.000	20.250	0.000	0.003	Manual	Manual	Sensor Status	00	Fundamental Activity	785
935	12:10:01	0.001	0.002	12.000	20.250	0.000	0.003	Manual	Manual	Sensor Status	00	Fundamental Activity	787
936	12:10:02	0.000	0.002	12.000	20.250	0.000	0.003	Manual	Manual	Sensor Status	00	Fundamental Activity	786
937	12:10:03	0.001	0.002	12.000	20.250	0.000	0.003	Manual	Manual	Sensor Status	00	Fundamental Activity	787
938	12:10:04	0.000	0.002	12.000	20.250	0.000	0.003	Manual	Manual	Sensor Status	00	Fundamental Activity	786
939	12:10:05	0.000	0.002	12.000	20.250	0.000	0.003	Manual	Manual	Sensor Status	00	Fundamental Activity	788
940	12:10:06	0.001	0.002	12.000	20.250	0.000	0.003	Manual	Manual	Sensor Status	00	Fundamental Activity	786
941	12:10:07	0.000	0.002	12.000	20.250	0.000	0.003	Manual	Manual	Sensor Status	00	Fundamental Activity	788
942	12:10:08	0.000	0.002	12.000	20.250	0.000	0.003	Manual	Manual	Sensor Status	00	Fundamental Activity	786
943	12:10:09	0.000	0.002	12.000	20.250	0.000	0.003	Manual	Manual	Sensor Status	00	Fundamental Activity	787
944	12:10:10	0.000	0.002	12.000	20.250	0.000	0.003	Manual	Manual	Sensor Status	00	Fundamental Activity	788
945	12:10:11	0.001	0.002	12.000	20.250	0.000	0.003	Manual	Manual	Sensor Status	00	Fundamental Activity	786
946	12:10:12	0.000	0.002	12.000	20.250	0.000	0.003	Manual	Manual	Sensor Status	00	Fundamental Activity	787
947	12:10:13	0.000	0.002	12.000	20.250	0.000	0.003	Manual	Manual	Sensor Status	00	Fundamental Activity	788
948	12:10:14	0.000	0.002	12.000	20.250	0.000	0.003	Manual	Manual	Sensor Status	00	Fundamental Activity	787
949	12:10:15	0.001	0.002	12.000	20.250	0.000	0.003	Manual	Manual	Sensor Status	00	Fundamental Activity	788
950	12:10:16	0.000	0.002	12.000	20.250	0.000	0.003	Manual	Manual	Sensor Status	00	Fundamental Activity	787
951	12:10:17	-0.000	0.002	12.000	20.250	0.000	0.003	Manual	Manual	Sensor Status	00	Fundamental Activity	787
952	12:10:18	-0.001	0.002	12.000	20.250	0.000	0.003	Manual	Manual	Sensor Status	00	Fundamental Activity	787
953	12:10:19	0.001	0.002	12.000	20.250	0.000	0.003	Manual	Manual	Sensor Status	00	Fundamental Activity	787
954	12:10:20	0.001	0.002	12.000	20.250	0.000	0.003	Manual	Manual	Sensor Status	00	Fundamental Activity	784
955	12:10:21	0.000	0.002	12.000	20.250	0.000	0.003	Manual	Manual	Sensor Status	00	Fundamental Activity	788
956	12:10:22	0.000	0.002	12.000	20.250	0.000	0.003	Manual	Manual	Sensor Status	00	Fundamental Activity	787
957	12:10:23	-0.001	0.002	12.000	20.250	0.000	0.003	Manual	Manual	Sensor Status	00	Fundamental Activity	786
958	12:10:24	0.000	0.002	12.000	20.250	0.000	0.003	Manual	Manual	Sensor Status	00	Fundamental Activity	788
959	12:10:25	0.000	0.002	12.000	20.250	0.000	0.003	Manual	Manual	Sensor Status	00	Fundamental Activity	787
960	12:10:26	0.000	0.002	12.000	20.250	0.000	0.003	Manual	Manual	Sensor Status	00	Fundamental Activity	787
961	12:10:27	0.001	0.002	12.000	20.250	0.000	0.003	Manual	Manual	Sensor Status	00	Fundamental Activity	790
962	12:10:28	-0.001	0.002	12.000	20.250	0.000	0.003	Manual	Manual	Sensor Status	00	Fundamental Activity	790
963	12:10:29	0.001	0.002	12.000	20.250	0.000	0.003	Manual	Manual	Sensor Status	00	Fundamental Activity	788
964	12:10:30	0.000	0.002	12.000	20.250	0.000	0.003	Manual	Manual	Sensor Status	00	Fundamental Activity	787
965	12:10:31	-0.001	0.002	12.000	20.250	0.000	0.003	Manual	Manual	Sensor Status	00	Fundamental Activity	786
966	12:10:32	0.001	0.002	12.000	20.250	0.000	0.003	Manual	Manual	Sensor Status	00	Fundamental Activity	784
967	12:10:33	0.001	0.002	12.000	20.250	0.000	0.003	Manual	Manual	Sensor Status	00	Fundamental Activity	785
968	12:10:34	0.000	0.002	12.000	20.250	0.000	0.003	Manual	Manual	Sensor Status	00	Fundamental Activity	785
969	12:10:35	0.000	0.002	12.000	20.250	0.000	0.003	Manual	Manual	Sensor Status	00	Fundamental Activity	785
970	12:10:36	0.001	0.002	12.000	20.250	0.000	0.003	Manual	Manual	Sensor Status	00	Fundamental Activity	786
971	12:10:37	0.001	0.002	12.000	20.250	0.000	0.003	Manual	Manual	Sensor Status	00	Fundamental Activity	787
972	12:10:38	0.000	0.002	12.000	20.250	0.000	0.003	Manual	Manual	Sensor Status	00	Fundamental Activity	786
973	12:10:39	0.001	0.002	12.000	20.250	0.000	0.003	Manual	Manual	Sensor Status	00	Fundamental Activity	786
974	12:10:40	0.000	0.002	12.000	20.300	0.000	0.003	Manual	Manual	Sensor Status	00	Fundamental Activity	789
975	12:10:41	0.001	0.003	12.000	20.300	0.000	0.003	Manual	Manual	Sensor Status	00	Fundamental Activity	787
976	12:10:42	0.000	0.002	12.000	20.300	0.000	0.003	Manual	Manual	Sensor Status	00	Fundamental Activity	785
977	12:10:43	0.000	0.002	12.000	20.300	0.000	0.003	Manual	Manual	Sensor Status	00	Fundamental Activity	788
978	12:10:44	0.001	0.002	12.000	20.300	0.000	0.003	Manual	Manual	Sensor Status	00	Fundamental Activity	786
979	12:10:45	0.000	0.003	12.000	20.300	0.000	0.003	Manual	Manual	Sensor Status	00	Fundamental Activity	787
980	12:10:46	0.000	0.002	12.000	20.300	0.000	0.003	Manual	Manual	Sensor Status	00	Fundamental Activity	786
981	12:10:47	0.001	0.003	12.000	20.300	0.000	0.003	Manual	Manual	Sensor Status	00	Fundamental Activity	788
982	12:10:48	0.000	0.002	12.000	20.300	0.000	0.003	Manual	Manual	Sensor Status	00	Fundamental Activity	786
983	12:10:49	0.000	0.002	12.000	20.300	0.000	0.003	Manual	Manual	Sensor Status	00	Fundamental Activity	786
984	12:10:50	0.000	0.002	12.000	20.300	0.000	0.003	Manual	Manual	Sensor Status	00	Fundamental Activity	787
985	12:10:51	0.001	0.002	12.000	20.300	0.000	0.003	Manual	Manual	Sensor Status	00	Fundamental Activity	786
986	12:10:52	0.001	0.002	12.000	20.300	0.000	0.003	Manual	Manual	Sensor Status	00	Fundamental Activity	787
987	12:10:53	-0.001	0.002	12.000	20.300	0.000	0.003	Manual	Manual	Sensor Status	00	Fundamental Activity	785
988	12:10:54	-0.000	0.002	12.000	20.300	0.000	0.003	Manual	Manual	Sensor Status	00	Fundamental Activity	786
989	12:10:55	0.000	0.002	12.000	20.300	0.000	0.003	Manual	Manual	Sensor Status	00	Fundamental Activity	786
990	12:10:56	0.001	0.002	12.000	20.300	0.000	0.003	Manual	Manual	Sensor Status	00	Fundamental Activity	787
991	12:10:57	0.000	0.002	12.000	20.300	0.000	0.003	Manual	Manual	Sensor Status	00	Fundamental Activity	788
992	12:10:58	0.000	0.002	12.000	20.300	0.000	0.003	Manual	Manual	Sensor Status	00	Fundamental Activity	787
993	12:10:59	0.001	0.002	12.000	20.300	0.000	0.003	Manual	Manual	Sensor Status	00	Fundamental Activity	787
994	12:11:00	0.000	0.002	12.000	20.300	0.000	0.003	Manual	Manual	Sensor Status	00	Fundamental Activity	785
995	12:11:01	0.000	0.002	12.000	20.300	0.000	0.003	Manual	Manual	Sensor Status	00	Fundamental Activity	786
996	12:11:02	0.000	0.002	12.000	20.300	0.000	0.003	Manual	Manual	Sensor Status	00	Fundamental Activity	786
997	12:11:03	0.000	0.002	12.000	20.300	0.000	0.003	Manual	Manual	Sensor Status	00	Fundamental Activity	788
998	12:11:04	0.001	0.002	12.000	20.300	0.000	0.003	Manual	Manual	Sensor Status	00	Fundamental Activity	787
999	12:11:05	0.000	0.002	12.000	20.300	0.000	0.003	Manual	Manual	Sensor Status	00	Fundamental Activity	788
1000	12:11:06	-0.001	0.002	12.000	20.300	0.000	0.003	Manual	Manual	Sensor Status	00	Fundamental Activity	789
1001	12:11:07	0.001	0.002	12.000	20.300	0.000	0.003	Manual	Manual	Sensor Status	00	Fundamental Activity	786
1002	12:11:08	0.000	0.002	12.000	20.300	0.000	0.003	Manual	Manual	Sensor Status	00	Fundamental Activity	787
1003	12:11:09	0.000	0.002	12.000	20.300	0.000	0.003	Manual	Manual	Sensor Status	00	Fundamental Activity	786
1004	12:11:10	0.001	0.002	12.000	20.300	0.000	0.003	Manual	Manual	Sensor Status	00	Fundamental Activity	786
1005	12:11:11	0.000	0.002	12.000	20.300	0.000	0.003	Manual	Manual	Sensor Status	00	Fundamental Activity	784
1006	12:11:12	0.001	0.002	12.000	20.300	0.000	0.003	Manual	Manual	Sensor Status	00	Fundamental Activity	786
1007	12:11:13	-0.001	0.002	12.000	20.300	0.000	0.003	Manual	Manual	Sensor Status	00	Fundamental Activity	786
1008	12:11:14	0.000	0.002	12.000	20.300	0.000	0.003	Manual	Manual	Sensor Status	00	Fundamental Activity	786
1009	12:11:15	0.000	0.002	12.000	20.300	0.000	0.003	Manual	Manual	Sensor Status	00	Fundamental Activity	788
1010	12:11:16	0.001	0.002	12.000	20.300	0.000	0.003	Manual	Manual	Sensor Status	00	Fundamental Activity	786
1011	12:11:17	0.001	0.002	12.000	20.300	0.000	0.003	Manual	Manual	Sensor Status	00	Fundamental Activity	786
1012	12:11:18	0.000	0.002	12.000	20.300	0.000	0.003	Manual	Manual	Sensor Status	00	Fundamental Activity	786
1013	12:11:19	0.001	0.002	12.000	20.300	0.000	0.003	Manual	Manual	Sensor Status	00	Fundamental Activity	787
1014	12:11:20	0.000	0.002	12.000	20.300	0.000	0.003	Manual	Manual	Sensor Status	00	Fundamental Activity	786
1015	12:11:21	0.000	0.002	12.000	20.300	0.000	0.003	Manual	Manual	Sensor Status	00	Fundamental Activity	787
1016	12:11:22	0.001	0.002	12.000	20.300	0.000	0.003	Manual	Manual	Sensor Status	00	Fundamental Activity	786
1017	12:11:23	0.001	0.002	12.000	20.300	0.000	0.003	Manual	Manual	Sensor Status	00	Fundamental Activity	789
1018	12:11:24	0.001	0.002	12.000	20.300	0.000	0.003	Manual	Manual	Sensor Status	00	Fundamental Activity	786
1019	12:11:25	-0.000	0.002	12.000	20.300	0.000	0.003	Manual	Manual	Sensor Status	00	Fundamental Activity	787
1020	12:11:26	0.001	0.003	12.000	20.300	0.000	0.003	Manual	Manual	Sensor Status	00	Fundamental Activity	787
1021	12:11:27	-0.001	0.003	12.000	20.300	0.000	0.003	Manual	Manual	Sensor Status	00	Fundamental Activity	786
1022	12:11:28	0.000	0.003	12.000	20.300	0.000	0.003	Manual	Manual	Sensor Status	00	Fundamental Activity	787
1023	12:11:29	0.001	0.003	12.000	20.300	0.000	0.003	Manual	Manual	Sensor Status	00	Fundamental Activity	786
1024	12:11:30	0.001	0.003	12.000	20.300	0.000	0.003	Manual	Manual	Sensor Status	00	Fundamental Activity	787
1025	12:11:31	0.000	0.003	12.000	20.300	0.000	0.003	Manual	Manual	Sensor Status	00	Fundamental Activity	787
1026	12:11:32	0.000	0.003	12.000	20.300	0.000	0.003	Manual	Manual	Sensor Status	00	Fundamental Activity	785
1027	12:11:33	0.000	0.003	12.000	20.300	0.000	0.003	Manual	Manual	Sensor Status	00	Fundamental Activity	786
1028	12:11:34	0.001	0.003	12.000	20.300	0.000	0.003	Manual	Manual	Sensor Status	00	Fundamental Activity	786
1029	12:11:35	0.000	0.003	12.000	20.300	0.000	0.003	Manual	Manual	Sensor Status	00	Fundamental Activity	785
1030	12:11:36	0.000	0.003	12.000	20.300	0.000	0.003	Manual	Manual	Sensor Status	00	Fundamental Activity	784
1031	12:11:37	0.000	0.003	12.000	20.300	0.000	0.003	Manual	Manual	Sensor Status	00	Fundamental Activity	786
1032	12:11:38	0.001	0.003	12.000	20.300	0.000	0.003	Manual	Manual	Sensor Status	00	Fundamental Activity	787
1033	12:11:39	0.000	0.003	12.000	20.300	0.000	0.003	Manual	Manual	Sensor Status	00	Fundamental Activity	786
1034	12:11:40	0.001	0.003	12.000	20.300	0.000	0.003	Manual	Manual	Sensor Status	00	Fundamental Activity	785
1035	12:11:41	0.000	0.003	12.000	20.300	0.000	0.003	Manual	Manual	Sensor Status	00	Fundamental Activity	786
1036	12:11:42	0.000	0.003	12.000	20.300	0.000	0.003	Manual	Manual	Sensor Status	00	Fundamental Activity	786
1037	12:11:43	0.001	0.003	12.000	20.300	0.000	0.003	Manual	Manual	Sensor Status	00	Fundamental Activity	787
1038	12:11:44	0.000	0.003	12.000	20.300	0.000	0.003	Manual	Manual	Sensor Status	00	Fundamental Activity	785
1039	12:11:45	0.000	0.003	12.000	20.300	0.000	0.003	Manual	Manual	Sensor Status	00	Fundamental Activity	786
1040	12:11:46	0.001	0.003	12.000	20.300	0.000	0.003	Manual	Manual	Sensor Status	00	Fundamental Activity	785
1041	12:11:47	-0.001	0.003	12.000	20.300	0.000	0.003	Manual	Manual	Sensor Status	00	Fundamental Activity	785
1042	12:11:48	0.001	0.003	12.000	20.300	0.000	0.003	Manual	Manual	Sensor Status	00	Fundamental Activity	786
1043	12:11:49	0.001	0.003	12.000	20.300	0.000	0.003	Manual	Manual	Sensor Status	00	Fundamental Activity	788
1044	12:11:50	0.000	0.003	12.000	20.300	0.000	0.003	Manual	Manual	Sensor Status	00	Fundamental Activity	787
1045	12:11:51	0.000	0.003	12.000	20.300	0.000	0.003	Manual	Manual	Sensor Status	00	Fundamental Activity	786
1046	12:11:52	0.001	0.003	12.000	20.300	0.000	0.003	Manual	Manual	Sensor Status	00	Fundamental Activity	787
1047	12:11:53	-0.001	0.003	12.000	20.300	0.000	0.003	Manual	Manual	Sensor Status	00	Fundamental Activity	785
1048	12:11:54	0.001	0.003	12.000	20.300	0.000	0.003	Manual	Manual	Sensor Status	00	Fundamental Activity	790
1049	12:11:55	0.001	0.003	12.000	20.300	0.000	0.003	Manual	Manual	Sensor Status	00	Fundamental Activity	786
1050	12:11:56	0.000	0.003	12.000	20.300	0.000	0.003	Manual	Manual	Sensor Status	00	Fundamental Activity	786
1051	12:11:57	0.001	0.003	12.000	20.300	0.000	0.003	Manual	Manual	Sensor Status	00	Fundamental Activity	785
1052	12:11:58	0.000	0.003	12.000	20.300	0.000	0.003	Manual	Manual	Sensor Status	00	Fundamental Activity	784
1053	12:11:59	0.000	0.003	12.000	20.300	0.000	0.003	Manual	Manual	Sensor Status	00	Fundamental Activity	786
1054	12:12:00	0.001	0.003	12.000	20.300	0.000	0.003	Manual	Manual	Sensor Status	00	Fundamental Activity	786
1055	12:12:01	0.000	0.003	12.000	20.300	0.000	0.003	Manual	Manual	Sensor Status	00	Fundamental Activity	788
1056	12:12:02	-0.000	0.003	12.000	20.300	0.000	0.003	Manual	Manual	Sensor Status	00	Fundamental Activity	787
1057	12:12:03	0.000	0.003	12.000	20.300	0.000	0.003	Manual	Manual	Sensor Status	00	Fundamental Activity	786
1058	12:12:04	0.001	0.003	12.000	20.300	0.000	0.003	Manual	Manual	Sensor Status	00	Fundamental Activity	785
1059	12:12:05	0.000	0.003	12.000	20.300	0.000	0.003	Manual	Manual	Sensor Status	00	Fundamental Activity	787
1060	12:12:06	0.001	0.003	12.000	20.300	0.000	0.003	Manual	Manual	Sensor Status	00	Fundamental Activity	786
1061	12:12:07	0.001	0.003	12.000	20.300	0.000	0.003	Manual	Manual	Sensor Status	00	Fundamental Activity	786
1062	12:12:08	-0.001	0.003	12.000	20.300	0.000	0.003	Manual	Manual	Sensor Status	00	Fundamental Activity	786
1063	12:12:09	0.001	0.003	12.000	20.300	0.000	0.003	Manual	Manual	Sensor Status	00	Fundamental Activity	786
1064	12:12:10	0.000	0.003	12.000	20.300	0.000	0.003	Manual	Manual	Sensor Status	00	Fundamental Activity	788
1065	12:12:11	0.000	0.003	12.000	20.300	0.000	0.003	Manual	Manual	Sensor Status	00	Fundamental Activity	786
1066	12:12:12	0.000	0.003	12.000	20.300	0.000	0.003	Manual	Manual	Sensor Status	00	Fundamental Activity	788
1067	12:12:13	0.001	0.003	12.000	20.300	0.000	0.003	Manual	Manual	Sensor Status	00	Fundamental Activity	787
1068	12:12:14	0.000	0.003	12.000	20.300	0.000	0.003	Manual	Manual	Sensor Status	00	Fundamental Activity	786
