	Timestamp	Filtered Rate: CBP	Filtered Rate: EtO-BsubPc	Source Power: CBP	Source Power: EtO-BsubPc	Thickness: CBP	Thickness: EtO-BsubPc	State: CBP	State: EtO-BsubPc	Fundamental  Frequency: CBP	Fundamental  Frequency: EtO-BsubPc	Current Z-Ratio: CBP	Current Z-Ratio: EtO-BsubPc
0	11:54:26	0.000	0.000	0.000	0.000	-0.000	0.000	Ready	Ready	1	Sensor Status	000.000	Fundamental Activity
1	11:54:27	0.001	0.000	0.000	0.000	-0.000	0.000	Ready	Ready	1	Sensor Status	000.000	Fundamental Activity
2	11:54:28	-0.001	0.000	0.160	0.120	-0.000	0.000	PreCon Rise	PreCon Rise	Sensor Status	00	Fundamental Activity	785
3	11:54:29	0.001	0.001	0.560	0.720	-0.000	0.000	PreCon Rise	PreCon Rise	Sensor Status	00	Fundamental Activity	786
4	11:54:30	-0.000	0.000	0.960	1.320	-0.000	0.000	PreCon Rise	PreCon Rise	Sensor Status	00	Fundamental Activity	787
5	11:54:31	-0.000	0.000	1.360	1.920	-0.000	0.000	PreCon Rise	PreCon Rise	Sensor Status	00	Fundamental Activity	786
6	11:54:32	0.001	0.000	1.760	2.520	-0.000	0.000	PreCon Rise	PreCon Rise	Sensor Status	00	Fundamental Activity	787
7	11:54:33	0.001	-0.000	2.160	3.120	-0.000	0.000	PreCon Rise	PreCon Rise	Sensor Status	00	Fundamental Activity	787
8	11:54:34	-0.001	-0.000	2.560	3.720	-0.000	0.000	PreCon Rise	PreCon Rise	Sensor Status	00	Fundamental Activity	787
9	11:54:35	0.001	0.000	2.960	4.320	-0.000	0.000	PreCon Rise	PreCon Rise	Sensor Status	00	Fundamental Activity	787
10	11:54:36	0.000	-0.000	3.360	4.920	-0.000	0.000	PreCon Rise	PreCon Rise	Sensor Status	00	Fundamental Activity	786
11	11:54:37	0.001	-0.000	3.760	5.520	-0.000	0.000	PreCon Rise	PreCon Rise	Sensor Status	00	Fundamental Activity	785
12	11:54:38	0.000	-0.000	4.160	6.120	-0.000	0.000	PreCon Rise	PreCon Rise	Sensor Status	00	Fundamental Activity	787
13	11:54:39	0.000	-0.000	4.560	6.720	-0.000	0.000	PreCon Rise	PreCon Rise	Sensor Status	00	Fundamental Activity	788
14	11:54:40	0.001	-0.000	4.960	7.320	-0.000	0.000	PreCon Rise	PreCon Rise	Sensor Status	00	Fundamental Activity	785
15	11:54:41	-0.001	-0.000	5.360	7.920	-0.000	0.000	PreCon Rise	PreCon Rise	Sensor Status	00	Fundamental Activity	786
16	11:54:42	0.001	-0.000	5.760	8.520	-0.000	0.000	PreCon Rise	PreCon Rise	Sensor Status	00	Fundamental Activity	788
17	11:54:43	0.000	-0.000	6.160	9.120	-0.000	0.000	PreCon Rise	PreCon Rise	Sensor Status	00	Fundamental Activity	786
18	11:54:44	-0.000	-0.000	6.560	9.720	-0.000	-0.000	PreCon Rise	PreCon Rise	Sensor Status	00	Fundamental Activity	787
19	11:54:45	0.001	-0.000	6.960	10.320	-0.000	-0.000	PreCon Rise	PreCon Rise	Sensor Status	00	Fundamental Activity	786
20	11:54:46	0.000	-0.000	7.360	10.920	-0.000	-0.000	PreCon Rise	PreCon Rise	Sensor Status	00	Fundamental Activity	787
21	11:54:47	-0.000	-0.000	7.760	11.520	-0.000	-0.000	PreCon Rise	PreCon Rise	Sensor Status	00	Fundamental Activity	784
22	11:54:48	0.001	-0.000	8.160	12.120	-0.000	-0.000	PreCon Rise	PreCon Rise	Sensor Status	00	Fundamental Activity	785
23	11:54:49	0.000	-0.000	8.560	12.720	-0.000	-0.000	PreCon Rise	PreCon Rise	Sensor Status	00	Fundamental Activity	787
24	11:54:50	0.000	-0.000	8.960	13.320	-0.000	-0.000	PreCon Rise	PreCon Rise	Sensor Status	00	Fundamental Activity	787
25	11:54:51	-0.000	-0.000	9.360	13.920	-0.000	-0.000	PreCon Rise	PreCon Rise	Sensor Status	00	Fundamental Activity	786
26	11:54:52	-0.000	-0.000	9.760	14.520	-0.000	-0.000	PreCon Rise	PreCon Rise	Sensor Status	00	Fundamental Activity	786
27	11:54:53	-0.000	-0.000	10.160	15.120	-0.000	-0.000	PreCon Rise	PreCon Rise	Sensor Status	00	Fundamental Activity	786
28	11:54:54	0.000	-0.000	10.560	15.720	-0.000	-0.000	PreCon Rise	PreCon Rise	Sensor Status	00	Fundamental Activity	785
29	11:54:55	0.001	-0.000	10.960	16.320	-0.000	-0.000	PreCon Rise	PreCon Rise	Sensor Status	00	Fundamental Activity	786
30	11:54:56	0.000	-0.000	11.360	16.920	-0.000	-0.000	PreCon Rise	PreCon Rise	Sensor Status	00	Fundamental Activity	784
31	11:54:57	0.000	-0.000	11.760	17.520	-0.000	-0.000	PreCon Rise	PreCon Rise	Sensor Status	00	Fundamental Activity	785
32	11:54:58	-0.000	-0.000	12.000	18.000	-0.000	-0.000	PreCon Soak	PreCon Soak	Sensor Status	00	Fundamental Activity	788
33	11:54:59	0.000	-0.000	12.000	18.000	-0.000	-0.000	PreCon Soak	PreCon Soak	Sensor Status	00	Fundamental Activity	788
34	11:55:00	0.001	-0.000	12.000	18.000	-0.000	-0.000	PreCon Soak	PreCon Soak	Sensor Status	00	Fundamental Activity	785
35	11:55:01	-0.000	-0.000	12.000	18.000	-0.000	-0.000	PreCon Soak	PreCon Soak	Sensor Status	00	Fundamental Activity	785
36	11:55:02	-0.000	-0.000	12.000	18.000	-0.000	-0.000	PreCon Soak	PreCon Soak	Sensor Status	00	Fundamental Activity	785
37	11:55:03	0.001	-0.000	12.000	18.000	-0.000	-0.000	PreCon Soak	PreCon Soak	Sensor Status	00	Fundamental Activity	787
38	11:55:04	-0.001	-0.001	12.000	18.000	-0.000	-0.000	PreCon Soak	PreCon Soak	Sensor Status	00	Fundamental Activity	788
39	11:55:05	0.000	-0.001	12.000	18.000	-0.000	-0.000	PreCon Soak	PreCon Soak	Sensor Status	00	Fundamental Activity	786
40	11:55:06	0.000	-0.001	12.000	18.000	-0.000	-0.000	PreCon Soak	PreCon Soak	Sensor Status	00	Fundamental Activity	788
41	11:55:07	0.000	-0.001	12.000	18.000	-0.000	-0.000	PreCon Soak	PreCon Soak	Sensor Status	00	Fundamental Activity	786
42	11:55:08	-0.001	-0.001	12.000	18.000	-0.000	-0.000	PreCon Soak	PreCon Soak	Sensor Status	00	Fundamental Activity	784
43	11:55:09	-0.001	-0.001	12.000	18.000	-0.000	-0.000	PreCon Soak	PreCon Soak	Sensor Status	00	Fundamental Activity	786
44	11:55:10	-0.001	-0.001	12.000	18.000	-0.000	-0.000	PreCon Soak	PreCon Soak	Sensor Status	00	Fundamental Activity	786
45	11:55:11	0.000	-0.002	12.000	18.000	-0.000	-0.000	PreCon Soak	PreCon Soak	Sensor Status	00	Fundamental Activity	789
46	11:55:12	-0.001	-0.002	12.000	18.000	-0.000	-0.000	PreCon Soak	PreCon Soak	Sensor Status	00	Fundamental Activity	785
47	11:55:13	-0.001	-0.002	12.000	18.000	-0.000	-0.000	PreCon Soak	PreCon Soak	Sensor Status	00	Fundamental Activity	785
48	11:55:14	-0.001	-0.002	12.000	18.000	-0.000	-0.000	PreCon Soak	PreCon Soak	Sensor Status	00	Fundamental Activity	785
49	11:55:15	0.000	-0.002	12.000	18.000	-0.000	-0.000	PreCon Soak	PreCon Soak	Sensor Status	00	Fundamental Activity	787
50	11:55:16	-0.001	-0.002	12.000	18.000	-0.000	-0.000	PreCon Soak	PreCon Soak	Sensor Status	00	Fundamental Activity	786
51	11:55:17	0.000	-0.003	12.000	18.000	-0.000	-0.000	PreCon Soak	PreCon Soak	Sensor Status	00	Fundamental Activity	785
52	11:55:18	-0.001	-0.003	12.000	18.000	-0.000	-0.000	PreCon Soak	PreCon Soak	Sensor Status	00	Fundamental Activity	786
53	11:55:19	0.007	-0.003	12.000	18.000	0.000	-0.000	Manual	PreCon Soak	Sensor Status	00	Fundamental Activity	784
54	11:55:20	-0.001	-0.003	12.000	18.000	0.000	-0.000	Manual	PreCon Soak	Sensor Status	00	Fundamental Activity	784
55	11:55:21	-0.001	-0.004	12.000	18.000	0.000	-0.000	Manual	Manual	Sensor Status	00	Fundamental Activity	784
56	11:55:22	-0.001	-0.004	12.000	18.107	-0.000	-0.000	Manual	Manual	Sensor Status	00	Fundamental Activity	785
57	11:55:23	0.000	-0.004	12.000	18.527	-0.000	-0.000	Manual	Manual	Sensor Status	00	Fundamental Activity	787
58	11:55:24	-0.001	-0.003	12.000	19.329	-0.000	-0.000	Manual	Manual	Sensor Status	00	Fundamental Activity	786
59	11:55:25	-0.001	-0.003	12.000	19.917	-0.000	-0.000	Manual	Manual	Sensor Status	00	Fundamental Activity	785
60	11:55:26	-0.001	-0.004	12.000	20.035	-0.000	-0.000	Manual	Manual	Sensor Status	00	Fundamental Activity	786
61	11:55:27	-0.001	-0.004	12.000	20.035	-0.000	-0.000	Manual	Manual	Sensor Status	00	Fundamental Activity	787
62	11:55:28	-0.001	-0.004	12.000	20.035	-0.000	-0.000	Manual	Manual	Sensor Status	00	Fundamental Activity	786
63	11:55:29	-0.001	-0.004	12.000	20.035	-0.000	-0.000	Manual	Manual	Sensor Status	00	Fundamental Activity	787
64	11:55:30	-0.000	-0.004	12.000	20.035	-0.000	-0.000	Manual	Manual	Sensor Status	00	Fundamental Activity	787
65	11:55:31	-0.001	-0.004	12.000	20.035	-0.000	-0.000	Manual	Manual	Sensor Status	00	Fundamental Activity	786
66	11:55:32	-0.001	-0.004	12.000	20.035	-0.000	-0.000	Manual	Manual	Sensor Status	00	Fundamental Activity	785
67	11:55:33	-0.001	-0.004	12.000	20.035	-0.000	-0.000	Manual	Manual	Sensor Status	00	Fundamental Activity	786
68	11:55:34	-0.001	-0.004	12.000	20.035	-0.000	-0.000	Manual	Manual	Sensor Status	00	Fundamental Activity	786
69	11:55:35	-0.001	-0.004	12.000	20.035	-0.000	-0.000	Manual	Manual	Sensor Status	00	Fundamental Activity	787
70	11:55:36	-0.001	-0.004	12.000	20.035	-0.000	-0.000	Manual	Manual	Sensor Status	00	Fundamental Activity	786
71	11:55:37	-0.001	-0.004	12.000	20.035	-0.000	-0.000	Manual	Manual	Sensor Status	00	Fundamental Activity	786
72	11:55:38	-0.001	-0.004	12.000	20.035	-0.000	-0.000	Manual	Manual	Sensor Status	00	Fundamental Activity	784
73	11:55:39	-0.001	-0.004	12.000	20.035	-0.000	-0.000	Manual	Manual	Sensor Status	00	Fundamental Activity	785
74	11:55:40	-0.001	-0.004	12.000	20.035	-0.000	-0.000	Manual	Manual	Sensor Status	00	Fundamental Activity	785
75	11:55:41	-0.001	-0.004	12.000	20.035	-0.000	-0.000	Manual	Manual	Sensor Status	00	Fundamental Activity	785
76	11:55:42	0.000	-0.004	12.000	20.035	-0.000	-0.000	Manual	Manual	Sensor Status	00	Fundamental Activity	784
77	11:55:43	-0.001	-0.004	12.000	20.035	-0.000	-0.000	Manual	Manual	Sensor Status	00	Fundamental Activity	783
78	11:55:44	-0.001	-0.004	12.000	20.035	-0.000	-0.000	Manual	Manual	Sensor Status	00	Fundamental Activity	784
79	11:55:45	-0.001	-0.005	12.000	20.035	-0.000	-0.000	Manual	Manual	Sensor Status	00	Fundamental Activity	786
80	11:55:46	-0.001	-0.005	12.000	20.035	-0.000	-0.000	Manual	Manual	Sensor Status	00	Fundamental Activity	785
81	11:55:47	-0.001	-0.005	12.000	20.035	-0.000	-0.000	Manual	Manual	Sensor Status	00	Fundamental Activity	784
82	11:55:48	-0.001	-0.005	12.000	20.035	-0.000	-0.000	Manual	Manual	Sensor Status	00	Fundamental Activity	784
83	11:55:49	-0.001	-0.004	12.000	20.035	-0.000	-0.000	Manual	Manual	Sensor Status	00	Fundamental Activity	785
84	11:55:50	-0.001	-0.004	12.000	20.035	-0.000	-0.000	Manual	Manual	Sensor Status	00	Fundamental Activity	785
85	11:55:51	0.000	-0.004	12.000	20.035	-0.000	-0.000	Manual	Manual	Sensor Status	00	Fundamental Activity	787
86	11:55:52	-0.001	-0.004	12.000	20.035	-0.000	-0.000	Manual	Manual	Sensor Status	00	Fundamental Activity	784
87	11:55:53	0.000	-0.004	12.000	20.035	-0.000	-0.000	Manual	Manual	Sensor Status	00	Fundamental Activity	785
88	11:55:54	-0.001	-0.004	12.000	20.035	-0.000	-0.000	Manual	Manual	Sensor Status	00	Fundamental Activity	784
89	11:55:55	-0.001	-0.004	12.000	20.035	-0.000	-0.000	Manual	Manual	Sensor Status	00	Fundamental Activity	785
90	11:55:56	-0.001	-0.004	12.000	20.035	-0.000	-0.000	Manual	Manual	Sensor Status	00	Fundamental Activity	785
91	11:55:57	-0.001	-0.004	12.000	20.035	-0.000	-0.000	Manual	Manual	Sensor Status	00	Fundamental Activity	784
92	11:55:58	0.000	-0.004	12.000	20.035	-0.000	-0.000	Manual	Manual	Sensor Status	00	Fundamental Activity	784
93	11:55:59	0.000	-0.004	12.000	20.035	-0.000	-0.000	Manual	Manual	Sensor Status	00	Fundamental Activity	785
94	11:56:00	-0.001	-0.004	12.000	20.035	-0.000	-0.000	Manual	Manual	Sensor Status	00	Fundamental Activity	785
95	11:56:01	-0.000	-0.004	12.000	20.035	-0.000	-0.000	Manual	Manual	Sensor Status	00	Fundamental Activity	785
96	11:56:02	-0.001	-0.004	12.000	20.035	-0.000	-0.000	Manual	Manual	Sensor Status	00	Fundamental Activity	787
97	11:56:03	-0.001	-0.004	12.000	20.035	-0.000	-0.000	Manual	Manual	Sensor Status	00	Fundamental Activity	788
98	11:56:04	-0.001	-0.004	12.000	20.035	-0.000	-0.000	Manual	Manual	Sensor Status	00	Fundamental Activity	790
99	11:56:05	-0.001	-0.004	12.000	20.035	-0.000	-0.000	Manual	Manual	Sensor Status	00	Fundamental Activity	789
100	11:56:06	-0.001	-0.004	12.000	20.035	-0.000	-0.000	Manual	Manual	Sensor Status	00	Fundamental Activity	789
101	11:56:07	-0.001	-0.004	12.000	20.035	-0.000	-0.000	Manual	Manual	Sensor Status	00	Fundamental Activity	787
102	11:56:08	0.000	-0.004	12.000	20.035	-0.000	-0.000	Manual	Manual	Sensor Status	00	Fundamental Activity	788
103	11:56:09	-0.001	-0.004	12.000	20.035	-0.000	-0.000	Manual	Manual	Sensor Status	00	Fundamental Activity	786
104	11:56:10	-0.001	-0.004	12.000	20.035	-0.000	-0.000	Manual	Manual	Sensor Status	00	Fundamental Activity	785
105	11:56:11	-0.000	-0.003	12.000	20.035	-0.000	-0.000	Manual	Manual	Sensor Status	00	Fundamental Activity	787
106	11:56:12	-0.001	-0.003	12.000	20.035	-0.000	-0.000	Manual	Manual	Sensor Status	00	Fundamental Activity	787
107	11:56:13	-0.001	-0.003	12.000	20.035	-0.000	-0.000	Manual	Manual	Sensor Status	00	Fundamental Activity	786
108	11:56:14	0.000	-0.003	12.000	20.035	-0.000	-0.000	Manual	Manual	Sensor Status	00	Fundamental Activity	787
109	11:56:15	-0.001	-0.003	12.000	20.035	-0.000	-0.000	Manual	Manual	Sensor Status	00	Fundamental Activity	786
110	11:56:16	-0.001	-0.003	12.000	20.035	-0.000	-0.000	Manual	Manual	Sensor Status	00	Fundamental Activity	786
111	11:56:17	-0.001	-0.003	12.000	20.035	-0.000	-0.000	Manual	Manual	Sensor Status	00	Fundamental Activity	785
112	11:56:18	-0.001	-0.003	12.000	20.035	-0.000	-0.000	Manual	Manual	Sensor Status	00	Fundamental Activity	788
113	11:56:19	0.000	-0.003	12.000	20.035	-0.000	-0.000	Manual	Manual	Sensor Status	00	Fundamental Activity	786
114	11:56:20	-0.001	-0.003	12.000	20.035	-0.000	-0.000	Manual	Manual	Sensor Status	00	Fundamental Activity	788
115	11:56:21	-0.001	-0.003	12.000	20.035	-0.000	-0.000	Manual	Manual	Sensor Status	00	Fundamental Activity	786
116	11:56:22	-0.001	-0.003	12.000	20.035	-0.000	-0.000	Manual	Manual	Sensor Status	00	Fundamental Activity	786
117	11:56:23	-0.001	-0.003	12.000	20.035	-0.000	-0.000	Manual	Manual	Sensor Status	00	Fundamental Activity	785
118	11:56:24	0.000	-0.003	12.000	20.035	-0.000	-0.000	Manual	Manual	Sensor Status	00	Fundamental Activity	785
119	11:56:25	-0.001	-0.003	12.000	20.035	-0.000	-0.000	Manual	Manual	Sensor Status	00	Fundamental Activity	787
120	11:56:26	-0.001	-0.003	12.000	20.035	-0.000	-0.000	Manual	Manual	Sensor Status	00	Fundamental Activity	788
121	11:56:27	0.000	-0.003	12.000	20.035	-0.000	-0.000	Manual	Manual	Sensor Status	00	Fundamental Activity	786
122	11:56:28	-0.001	-0.003	12.000	20.035	-0.000	-0.000	Manual	Manual	Sensor Status	00	Fundamental Activity	786
123	11:56:29	-0.001	-0.002	12.000	20.035	-0.000	-0.000	Manual	Manual	Sensor Status	00	Fundamental Activity	787
124	11:56:30	0.000	-0.002	12.000	20.035	-0.000	-0.000	Manual	Manual	Sensor Status	00	Fundamental Activity	786
125	11:56:31	-0.001	-0.002	12.000	20.035	-0.000	-0.000	Manual	Manual	Sensor Status	00	Fundamental Activity	787
126	11:56:32	0.000	-0.002	12.000	20.035	-0.000	-0.000	Manual	Manual	Sensor Status	00	Fundamental Activity	786
127	11:56:33	-0.001	-0.002	12.000	20.035	-0.000	-0.000	Manual	Manual	Sensor Status	00	Fundamental Activity	785
128	11:56:34	0.000	-0.002	12.000	20.035	-0.000	-0.000	Manual	Manual	Sensor Status	00	Fundamental Activity	784
129	11:56:35	-0.001	-0.002	12.000	20.035	-0.000	-0.000	Manual	Manual	Sensor Status	00	Fundamental Activity	786
130	11:56:36	0.000	-0.002	12.000	20.035	-0.000	-0.000	Manual	Manual	Sensor Status	00	Fundamental Activity	787
131	11:56:37	-0.001	-0.002	12.000	20.035	-0.000	-0.000	Manual	Manual	Sensor Status	00	Fundamental Activity	788
132	11:56:38	0.000	-0.002	12.000	20.035	-0.000	-0.000	Manual	Manual	Sensor Status	00	Fundamental Activity	789
133	11:56:39	-0.001	-0.002	12.000	20.035	-0.000	-0.000	Manual	Manual	Sensor Status	00	Fundamental Activity	788
134	11:56:40	0.000	-0.002	12.000	20.035	-0.000	-0.000	Manual	Manual	Sensor Status	00	Fundamental Activity	786
135	11:56:41	0.000	-0.002	12.000	20.035	-0.000	-0.000	Manual	Manual	Sensor Status	00	Fundamental Activity	786
136	11:56:42	-0.001	-0.002	12.000	20.035	-0.000	-0.000	Manual	Manual	Sensor Status	00	Fundamental Activity	782
137	11:56:43	0.000	-0.002	12.000	20.035	-0.000	-0.000	Manual	Manual	Sensor Status	00	Fundamental Activity	783
138	11:56:44	0.000	-0.002	12.000	20.035	-0.000	-0.000	Manual	Manual	Sensor Status	00	Fundamental Activity	785
139	11:56:45	-0.001	-0.002	12.000	20.035	-0.000	-0.000	Manual	Manual	Sensor Status	00	Fundamental Activity	785
140	11:56:46	0.000	-0.001	12.000	20.035	-0.000	-0.000	Manual	Manual	Sensor Status	00	Fundamental Activity	784
141	11:56:47	-0.001	-0.001	12.000	20.035	-0.000	-0.000	Manual	Manual	Sensor Status	00	Fundamental Activity	785
142	11:56:48	-0.001	-0.001	12.000	20.035	-0.000	-0.000	Manual	Manual	Sensor Status	00	Fundamental Activity	789
143	11:56:49	0.000	-0.001	12.000	20.035	-0.000	-0.000	Manual	Manual	Sensor Status	00	Fundamental Activity	786
144	11:56:50	-0.001	-0.001	12.000	20.035	-0.000	-0.000	Manual	Manual	Sensor Status	00	Fundamental Activity	788
145	11:56:51	0.000	-0.001	12.000	20.035	-0.000	-0.000	Manual	Manual	Sensor Status	00	Fundamental Activity	787
146	11:56:52	0.000	-0.001	12.000	20.035	-0.000	-0.000	Manual	Manual	Sensor Status	00	Fundamental Activity	787
147	11:56:53	-0.001	-0.001	12.000	20.035	-0.000	-0.000	Manual	Manual	Sensor Status	00	Fundamental Activity	787
148	11:56:54	-0.001	-0.001	12.000	20.035	-0.000	-0.000	Manual	Manual	Sensor Status	00	Fundamental Activity	787
149	11:56:55	0.000	-0.001	12.000	20.035	-0.000	-0.000	Manual	Manual	Sensor Status	00	Fundamental Activity	786
150	11:56:56	0.000	-0.001	12.000	20.035	-0.000	-0.000	Manual	Manual	Sensor Status	00	Fundamental Activity	786
151	11:56:57	0.000	-0.001	12.000	20.035	-0.000	-0.000	Manual	Manual	Sensor Status	00	Fundamental Activity	786
152	11:56:58	-0.001	-0.001	12.000	20.035	-0.000	-0.000	Manual	Manual	Sensor Status	00	Fundamental Activity	785
153	11:56:59	-0.001	-0.001	12.000	20.035	-0.000	-0.000	Manual	Manual	Sensor Status	00	Fundamental Activity	786
154	11:57:00	0.000	-0.001	12.000	20.035	-0.000	-0.000	Manual	Manual	Sensor Status	00	Fundamental Activity	788
155	11:57:01	0.000	-0.001	12.000	20.035	-0.000	-0.000	Manual	Manual	Sensor Status	00	Fundamental Activity	786
156	11:57:02	-0.001	-0.001	12.000	20.035	-0.000	-0.000	Manual	Manual	Sensor Status	00	Fundamental Activity	785
157	11:57:03	-0.001	-0.000	12.000	20.035	-0.000	-0.000	Manual	Manual	Sensor Status	00	Fundamental Activity	785
158	11:57:04	0.000	-0.000	12.000	20.035	-0.000	-0.000	Manual	Manual	Sensor Status	00	Fundamental Activity	786
159	11:57:05	-0.000	-0.000	12.000	20.035	-0.000	-0.000	Manual	Manual	Sensor Status	00	Fundamental Activity	786
160	11:57:06	-0.001	-0.000	12.000	20.035	-0.000	-0.000	Manual	Manual	Sensor Status	00	Fundamental Activity	786
161	11:57:07	0.000	-0.000	12.000	20.035	-0.000	-0.000	Manual	Manual	Sensor Status	00	Fundamental Activity	785
162	11:57:08	0.000	-0.000	12.000	20.035	-0.000	-0.000	Manual	Manual	Sensor Status	00	Fundamental Activity	784
163	11:57:09	0.000	-0.000	12.000	20.035	-0.000	-0.000	Manual	Manual	Sensor Status	00	Fundamental Activity	784
164	11:57:10	0.000	-0.000	12.000	20.035	-0.000	-0.000	Manual	Manual	Sensor Status	00	Fundamental Activity	787
165	11:57:11	-0.001	0.000	12.000	20.035	-0.000	-0.000	Manual	Manual	Sensor Status	00	Fundamental Activity	790
166	11:57:12	0.000	0.000	12.000	20.035	-0.000	-0.000	Manual	Manual	Sensor Status	00	Fundamental Activity	790
167	11:57:13	0.000	0.000	12.000	20.035	-0.000	-0.000	Manual	Manual	Sensor Status	00	Fundamental Activity	785
168	11:57:14	0.000	0.000	12.000	20.035	-0.000	-0.000	Manual	Manual	Sensor Status	00	Fundamental Activity	787
169	11:57:15	0.000	0.000	12.000	20.035	-0.000	-0.000	Manual	Manual	Sensor Status	00	Fundamental Activity	785
170	11:57:16	0.000	0.000	12.000	20.035	-0.000	-0.000	Manual	Manual	Sensor Status	00	Fundamental Activity	786
171	11:57:17	0.000	0.000	12.000	20.035	-0.000	-0.000	Manual	Manual	Sensor Status	00	Fundamental Activity	787
172	11:57:18	0.000	0.000	12.000	20.035	-0.000	-0.000	Manual	Manual	Sensor Status	00	Fundamental Activity	786
173	11:57:19	0.000	0.001	12.000	20.035	-0.000	-0.000	Manual	Manual	Sensor Status	00	Fundamental Activity	786
174	11:57:20	0.000	0.001	12.000	20.035	-0.000	-0.000	Manual	Manual	Sensor Status	00	Fundamental Activity	787
175	11:57:21	-0.001	0.001	12.000	20.035	-0.000	-0.000	Manual	Manual	Sensor Status	00	Fundamental Activity	787
176	11:57:22	0.000	0.001	12.000	20.035	-0.000	-0.000	Manual	Manual	Sensor Status	00	Fundamental Activity	788
177	11:57:23	0.000	0.001	12.000	20.035	-0.000	-0.000	Manual	Manual	Sensor Status	00	Fundamental Activity	786
178	11:57:24	0.000	0.001	12.000	20.035	-0.000	-0.000	Manual	Manual	Sensor Status	00	Fundamental Activity	787
179	11:57:25	0.000	0.001	12.000	20.035	-0.000	-0.000	Manual	Manual	Sensor Status	00	Fundamental Activity	787
180	11:57:26	-0.001	0.001	12.000	20.035	-0.000	-0.000	Manual	Manual	Sensor Status	00	Fundamental Activity	787
181	11:57:27	0.000	0.001	12.000	20.035	-0.000	-0.000	Manual	Manual	Sensor Status	00	Fundamental Activity	787
182	11:57:28	0.000	0.001	12.000	20.035	-0.000	-0.000	Manual	Manual	Sensor Status	00	Fundamental Activity	785
183	11:57:29	-0.000	0.001	12.000	20.035	-0.000	-0.000	Manual	Manual	Sensor Status	00	Fundamental Activity	785
184	11:57:30	0.000	0.001	12.000	20.035	-0.000	-0.000	Manual	Manual	Sensor Status	00	Fundamental Activity	786
185	11:57:31	0.000	0.001	12.000	20.035	-0.000	-0.000	Manual	Manual	Sensor Status	00	Fundamental Activity	786
186	11:57:32	0.000	0.001	12.000	20.035	-0.000	-0.000	Manual	Manual	Sensor Status	00	Fundamental Activity	787
187	11:57:33	0.001	0.001	12.000	20.035	-0.000	-0.000	Manual	Manual	Sensor Status	00	Fundamental Activity	786
188	11:57:34	0.000	0.001	12.000	20.035	-0.000	-0.000	Manual	Manual	Sensor Status	00	Fundamental Activity	787
189	11:57:35	0.000	0.001	12.000	20.035	-0.000	-0.000	Manual	Manual	Sensor Status	00	Fundamental Activity	788
190	11:57:36	0.000	0.001	12.000	20.035	-0.000	-0.000	Manual	Manual	Sensor Status	00	Fundamental Activity	787
191	11:57:37	0.000	0.002	12.000	20.035	-0.000	-0.000	Manual	Manual	Sensor Status	00	Fundamental Activity	787
192	11:57:38	0.000	0.002	12.000	20.035	-0.000	-0.000	Manual	Manual	Sensor Status	00	Fundamental Activity	788
193	11:57:39	0.000	0.002	12.000	20.035	-0.000	-0.000	Manual	Manual	Sensor Status	00	Fundamental Activity	786
194	11:57:40	-0.001	0.002	12.000	20.035	-0.000	-0.000	Manual	Manual	Sensor Status	00	Fundamental Activity	788
195	11:57:41	0.001	0.002	12.000	20.035	-0.000	-0.000	Manual	Manual	Sensor Status	00	Fundamental Activity	788
196	11:57:42	0.000	0.002	12.000	20.035	-0.000	-0.000	Manual	Manual	Sensor Status	00	Fundamental Activity	786
197	11:57:43	0.000	0.002	12.000	20.035	-0.000	-0.000	Manual	Manual	Sensor Status	00	Fundamental Activity	784
198	11:57:44	-0.001	0.002	12.000	20.035	-0.000	-0.000	Manual	Manual	Sensor Status	00	Fundamental Activity	787
199	11:57:45	0.001	0.002	12.000	20.035	-0.000	-0.000	Manual	Manual	Sensor Status	00	Fundamental Activity	787
200	11:57:46	0.000	0.002	12.000	20.035	-0.000	-0.000	Manual	Manual	Sensor Status	00	Fundamental Activity	788
201	11:57:47	0.001	0.002	12.000	20.035	-0.000	-0.000	Manual	Manual	Sensor Status	00	Fundamental Activity	786
202	11:57:48	-0.001	0.002	12.000	20.035	-0.000	-0.000	Manual	Manual	Sensor Status	00	Fundamental Activity	784
203	11:57:49	0.001	0.002	12.000	20.035	-0.000	-0.000	Manual	Manual	Sensor Status	00	Fundamental Activity	786
204	11:57:50	0.000	0.002	12.000	20.035	-0.000	-0.000	Manual	Manual	Sensor Status	00	Fundamental Activity	787
205	11:57:51	-0.000	0.002	12.000	20.035	-0.000	-0.000	Manual	Manual	Sensor Status	00	Fundamental Activity	788
206	11:57:52	0.000	0.002	12.000	20.035	-0.000	-0.000	Manual	Manual	Sensor Status	00	Fundamental Activity	786
207	11:57:53	0.000	0.002	12.000	20.035	-0.000	-0.000	Manual	Manual	Sensor Status	00	Fundamental Activity	787
208	11:57:54	0.000	0.002	12.000	20.035	-0.000	-0.000	Manual	Manual	Sensor Status	00	Fundamental Activity	786
209	11:57:55	0.000	0.002	12.000	20.035	-0.000	-0.000	Manual	Manual	Sensor Status	00	Fundamental Activity	785
210	11:57:56	0.000	0.002	12.000	20.035	-0.000	-0.000	Manual	Manual	Sensor Status	00	Fundamental Activity	787
211	11:57:57	0.001	0.002	12.000	20.035	-0.000	-0.000	Manual	Manual	Sensor Status	00	Fundamental Activity	787
