	Timestamp	Filtered Rate: HATCN	Source Power: HATCN	Thickness: HATCN	State: HATCN	Fundamental  Frequency: HATCN	Current Z-Ratio: HATCN
0	14:39:06	-0.001	0.000	-0.000	Ready	5935706.994	1.553
1	14:39:07	-0.001	0.000	-0.000	Ready	5935706.998	1.553
2	14:39:08	-0.001	0.000	-0.000	Ready	5935707.012	1.553
3	14:39:09	-0.001	0.092	-0.000	PreCon Rise	5935707.019	1.553
4	14:39:10	-0.001	0.183	-0.000	PreCon Rise	5935707.026	1.553
5	14:39:11	-0.001	0.275	-0.000	PreCon Rise	5935707.036	1.553
6	14:39:12	-0.001	0.367	-0.000	PreCon Rise	5935707.047	1.553
7	14:39:13	-0.001	0.458	-0.000	PreCon Rise	5935707.057	1.553
8	14:39:14	-0.001	0.550	-0.000	PreCon Rise	5935707.064	1.553
9	14:39:15	-0.001	0.642	-0.000	PreCon Rise	5935707.071	1.553
10	14:39:16	-0.001	0.733	-0.000	PreCon Rise	5935707.085	1.553
11	14:39:17	-0.001	0.825	-0.000	PreCon Rise	5935707.089	1.553
12	14:39:18	-0.001	0.917	-0.000	PreCon Rise	5935707.096	1.553
13	14:39:19	-0.001	1.008	-0.000	PreCon Rise	5935707.106	1.553
14	14:39:20	-0.001	1.100	-0.000	PreCon Rise	5935707.113	1.553
15	14:39:21	-0.001	1.192	-0.000	PreCon Rise	5935707.127	1.553
16	14:39:22	-0.001	1.283	-0.000	PreCon Rise	5935707.134	1.553
17	14:39:23	-0.001	1.375	-0.000	PreCon Rise	5935707.148	1.553
18	14:39:24	-0.001	1.467	-0.000	PreCon Rise	5935707.152	1.553
19	14:39:25	-0.001	1.558	-0.000	PreCon Rise	5935707.166	1.553
20	14:39:26	-0.001	1.650	-0.000	PreCon Rise	5935707.166	1.553
21	14:39:27	-0.001	1.742	-0.000	PreCon Rise	5935707.173	1.553
22	14:39:28	-0.001	1.833	-0.000	PreCon Rise	5935707.187	1.553
23	14:39:29	-0.001	1.925	-0.000	PreCon Rise	5935707.194	1.553
24	14:39:30	-0.001	2.017	-0.000	PreCon Rise	5935707.208	1.553
25	14:39:31	-0.001	2.108	-0.000	PreCon Rise	5935707.201	1.553
26	14:39:32	-0.001	2.200	-0.000	PreCon Rise	5935707.222	1.553
27	14:39:33	-0.001	2.292	-0.000	PreCon Rise	5935707.228	1.553
28	14:39:34	-0.001	2.383	-0.000	PreCon Rise	5935707.235	1.553
29	14:39:35	-0.002	2.475	-0.000	PreCon Rise	5935707.249	1.553
30	14:39:36	-0.001	2.567	-0.000	PreCon Rise	5935707.256	1.553
31	14:39:37	-0.001	2.658	-0.000	PreCon Rise	5935707.260	1.553
32	14:39:38	-0.001	2.750	-0.000	PreCon Rise	5935707.274	1.553
33	14:39:39	-0.001	2.842	-0.000	PreCon Rise	5935707.284	1.553
34	14:39:40	-0.001	2.933	-0.000	PreCon Rise	5935707.295	1.553
35	14:39:41	-0.001	3.025	-0.000	PreCon Rise	5935707.298	1.553
36	14:39:42	-0.001	3.117	-0.000	PreCon Rise	5935707.309	1.553
37	14:39:43	-0.001	3.208	-0.000	PreCon Rise	5935707.323	1.553
38	14:39:44	-0.001	3.300	-0.000	PreCon Rise	5935707.330	1.553
39	14:39:45	-0.001	3.392	-0.000	PreCon Rise	5935707.340	1.553
40	14:39:46	-0.001	3.483	-0.000	PreCon Rise	5935707.337	1.553
41	14:39:47	-0.001	3.575	-0.000	PreCon Rise	5935707.351	1.553
42	14:39:48	-0.001	3.667	-0.000	PreCon Rise	5935707.358	1.553
43	14:39:49	-0.001	3.758	-0.000	PreCon Rise	5935707.368	1.553
44	14:39:50	-0.001	3.850	-0.000	PreCon Rise	5935707.379	1.553
45	14:39:51	-0.001	3.942	-0.000	PreCon Rise	5935707.393	1.553
46	14:39:52	-0.001	4.033	-0.000	PreCon Rise	5935707.400	1.553
47	14:39:53	-0.002	4.125	-0.000	PreCon Rise	5935707.414	1.553
48	14:39:54	-0.001	4.217	-0.000	PreCon Rise	5935707.421	1.553
49	14:39:55	-0.001	4.308	-0.000	PreCon Rise	5935707.417	1.553
50	14:39:56	-0.001	4.400	-0.000	PreCon Rise	5935707.431	1.553
51	14:39:57	-0.001	4.492	-0.000	PreCon Rise	5935707.438	1.553
52	14:39:58	-0.001	4.583	-0.000	PreCon Rise	5935707.449	1.553
53	14:39:59	-0.001	4.675	-0.000	PreCon Rise	5935707.456	1.553
54	14:40:00	-0.001	4.767	-0.000	PreCon Rise	5935707.469	1.553
55	14:40:01	-0.001	4.858	-0.000	PreCon Rise	5935707.476	1.553
56	14:40:02	-0.001	4.950	-0.000	PreCon Rise	5935707.487	1.553
57	14:40:03	-0.001	5.042	-0.000	PreCon Rise	5935707.497	1.553
58	14:40:04	-0.002	5.133	-0.000	PreCon Rise	5935707.515	1.553
59	14:40:05	-0.002	5.225	-0.000	PreCon Rise	5935707.525	1.553
60	14:40:06	-0.002	5.317	-0.000	PreCon Rise	5935707.536	1.553
61	14:40:07	-0.002	5.408	-0.000	PreCon Rise	5935707.543	1.553
62	14:40:08	-0.001	5.500	-0.000	PreCon Rise	5935707.557	1.553
63	14:40:09	-0.002	5.592	-0.000	PreCon Rise	5935707.571	1.553
64	14:40:10	-0.002	5.683	-0.000	PreCon Rise	5935707.585	1.553
65	14:40:11	-0.002	5.775	-0.000	PreCon Rise	5935707.592	1.553
66	14:40:12	-0.001	5.867	-0.000	PreCon Rise	5935707.599	1.553
67	14:40:13	-0.001	5.958	-0.000	PreCon Rise	5935707.602	1.553
68	14:40:14	-0.001	6.050	-0.000	PreCon Rise	5935707.609	1.553
69	14:40:15	-0.001	6.142	-0.000	PreCon Rise	5935707.620	1.553
70	14:40:16	-0.001	6.233	-0.000	PreCon Rise	5935707.634	1.553
71	14:40:17	-0.001	6.325	-0.000	PreCon Rise	5935707.641	1.553
72	14:40:18	-0.001	6.417	-0.000	PreCon Rise	5935707.648	1.553
73	14:40:19	-0.001	6.508	-0.000	PreCon Rise	5935707.662	1.553
74	14:40:20	-0.001	6.600	-0.000	PreCon Rise	5935707.669	1.553
75	14:40:21	-0.001	6.692	-0.000	PreCon Rise	5935707.679	1.553
76	14:40:22	-0.002	6.783	-0.000	PreCon Rise	5935707.693	1.553
77	14:40:23	-0.001	6.875	-0.000	PreCon Rise	5935707.703	1.553
78	14:40:24	-0.001	6.967	-0.000	PreCon Rise	5935707.710	1.553
79	14:40:25	-0.002	7.058	-0.000	PreCon Rise	5935707.724	1.553
80	14:40:26	-0.001	7.150	-0.000	PreCon Rise	5935707.731	1.553
81	14:40:27	-0.002	7.242	-0.000	PreCon Rise	5935707.752	1.553
82	14:40:28	-0.002	7.333	-0.000	PreCon Rise	5935707.763	1.553
83	14:40:29	-0.002	7.425	-0.000	PreCon Rise	5935707.777	1.553
84	14:40:30	-0.002	7.517	-0.000	PreCon Rise	5935707.787	1.553
85	14:40:31	-0.002	7.608	-0.000	PreCon Rise	5935707.798	1.553
86	14:40:32	-0.002	7.700	-0.000	PreCon Rise	5935707.815	1.553
87	14:40:33	-0.002	7.792	-0.000	PreCon Rise	5935707.822	1.553
88	14:40:34	-0.002	7.883	-0.000	PreCon Rise	5935707.836	1.553
89	14:40:35	-0.002	7.975	-0.000	PreCon Rise	5935707.847	1.553
90	14:40:36	-0.001	8.067	-0.000	PreCon Rise	5935707.857	1.553
91	14:40:37	-0.002	8.158	-0.000	PreCon Rise	5935707.875	1.553
92	14:40:38	-0.002	8.250	-0.000	PreCon Rise	5935707.885	1.553
93	14:40:39	-0.002	8.342	-0.000	PreCon Rise	5935707.899	1.553
94	14:40:40	-0.002	8.433	-0.000	PreCon Rise	5935707.906	1.553
95	14:40:41	-0.002	8.525	-0.000	PreCon Rise	5935707.923	1.553
96	14:40:42	-0.002	8.617	-0.000	PreCon Rise	5935707.934	1.553
97	14:40:43	-0.002	8.708	-0.000	PreCon Rise	5935707.955	1.553
98	14:40:44	-0.002	8.800	-0.000	PreCon Rise	5935707.962	1.553
99	14:40:45	-0.002	8.892	-0.000	PreCon Rise	5935707.976	1.553
100	14:40:46	-0.002	8.983	-0.000	PreCon Rise	5935707.990	1.553
101	14:40:47	-0.002	9.075	-0.000	PreCon Rise	5935708.004	1.553
102	14:40:48	-0.002	9.167	-0.000	PreCon Rise	5935708.021	1.553
103	14:40:49	-0.002	9.258	-0.000	PreCon Rise	5935708.035	1.553
104	14:40:50	-0.002	9.350	-0.000	PreCon Rise	5935708.046	1.553
105	14:40:51	-0.002	9.442	-0.000	PreCon Rise	5935708.056	1.553
106	14:40:52	-0.002	9.533	-0.000	PreCon Rise	5935708.074	1.553
107	14:40:53	-0.002	9.625	-0.000	PreCon Rise	5935708.091	1.553
108	14:40:54	-0.002	9.717	-0.000	PreCon Rise	5935708.091	1.553
109	14:40:55	-0.002	9.776	-0.000	Manual	5935708.105	1.553
110	14:40:56	-0.002	10.071	-0.000	Manual	5935708.119	1.553
111	14:40:57	-0.002	10.599	-0.000	Manual	5935708.137	1.553
112	14:40:58	-0.002	11.863	-0.000	Manual	5935708.151	1.553
113	14:40:59	-0.002	13.761	-0.000	Manual	5935708.164	1.553
114	14:41:00	-0.002	14.528	-0.000	Manual	5935708.175	1.553
115	14:41:01	-0.002	14.855	-0.000	Manual	5935708.192	1.553
116	14:41:02	-0.002	14.962	-0.000	Manual	5935708.220	1.553
117	14:41:03	-0.002	15.226	-0.000	Manual	5935708.227	1.553
118	14:41:04	-0.003	15.890	-0.000	Manual	5935708.252	1.553
119	14:41:05	-0.003	16.837	-0.000	Manual	5935708.276	1.553
120	14:41:06	-0.003	17.397	-0.000	Manual	5935708.294	1.553
121	14:41:07	-0.003	17.658	-0.000	Manual	5935708.322	1.553
122	14:41:08	-0.003	17.772	-0.000	Manual	5935708.346	1.553
123	14:41:09	-0.003	17.928	-0.000	Manual	5935708.371	1.553
124	14:41:10	-0.004	18.046	-0.000	Manual	5935708.405	1.553
125	14:41:11	-0.004	18.046	-0.000	Manual	5935708.433	1.553
126	14:41:12	-0.004	18.230	-0.000	Manual	5935708.465	1.553
127	14:41:13	-0.005	18.545	-0.000	Manual	5935708.503	1.553
128	14:41:14	-0.005	18.652	-0.000	Manual	5935708.538	1.553
