	Timestamp	Filtered Rate: NPB	Source Power: NPB	Thickness: NPB	State: NPB	Fundamental  Frequency: NPB	Current Z-Ratio: NPB
0	13:03:17	0.002	0.000	-0.000	Ready	5947678.329	1.358
1	13:03:18	-0.000	0.000	-0.000	Ready	5947678.332	1.358
2	13:03:19	-0.000	0.000	-0.000	Ready	5947678.332	1.358
3	13:03:20	0.002	0.000	-0.000	Ready	5947678.329	1.358
4	13:03:21	-0.000	0.233	-0.000	PreCon Rise	5947678.329	1.358
5	13:03:22	-0.000	0.491	-0.000	PreCon Rise	5947678.329	1.358
6	13:03:23	-0.000	0.749	-0.000	PreCon Rise	5947678.329	1.358
7	13:03:24	-0.000	1.007	-0.000	PreCon Rise	5947678.329	1.358
8	13:03:25	-0.000	1.266	-0.000	PreCon Rise	5947678.329	1.358
9	13:03:26	0.000	1.524	-0.000	PreCon Rise	5947678.325	1.358
10	13:03:27	-0.000	1.783	-0.000	PreCon Rise	5947678.325	1.358
11	13:03:28	-0.000	2.041	-0.000	PreCon Rise	5947678.325	1.358
12	13:03:29	0.000	2.299	-0.000	PreCon Rise	5947678.322	1.358
13	13:03:30	-0.002	2.558	-0.000	PreCon Rise	5947678.325	1.358
14	13:03:31	0.000	2.816	-0.000	PreCon Rise	5947678.325	1.358
15	13:03:32	0.002	3.074	-0.000	PreCon Rise	5947678.322	1.358
16	13:03:33	-0.000	3.333	-0.000	PreCon Rise	5947678.322	1.358
17	13:03:34	-0.000	3.591	-0.000	PreCon Rise	5947678.322	1.358
18	13:03:35	-0.000	3.849	-0.000	PreCon Rise	5947678.322	1.358
19	13:03:36	-0.000	4.108	-0.000	PreCon Rise	5947678.318	1.358
20	13:03:37	0.002	4.366	-0.000	PreCon Rise	5947678.318	1.358
21	13:03:38	-0.000	4.624	-0.000	PreCon Rise	5947678.318	1.358
22	13:03:39	-0.000	4.882	-0.000	PreCon Rise	5947678.318	1.358
23	13:03:40	0.002	5.141	-0.000	PreCon Rise	5947678.318	1.358
24	13:03:41	-0.000	5.399	-0.000	PreCon Rise	5947678.318	1.358
25	13:03:42	-0.000	5.657	-0.000	PreCon Rise	5947678.318	1.358
26	13:03:43	-0.000	5.916	-0.000	PreCon Rise	5947678.318	1.358
27	13:03:44	-0.000	6.174	-0.000	PreCon Rise	5947678.318	1.358
28	13:03:45	0.002	6.432	-0.000	PreCon Rise	5947678.315	1.358
29	13:03:46	-0.000	6.691	-0.000	PreCon Rise	5947678.318	1.358
30	13:03:47	0.000	6.949	-0.000	PreCon Rise	5947678.318	1.358
31	13:03:48	0.000	7.207	-0.000	PreCon Rise	5947678.318	1.358
32	13:03:49	0.000	7.466	-0.000	PreCon Rise	5947678.318	1.358
33	13:03:50	-0.002	7.724	-0.000	PreCon Rise	5947678.318	1.358
34	13:03:51	0.002	7.982	-0.000	PreCon Rise	5947678.315	1.358
35	13:03:52	-0.000	8.241	-0.000	PreCon Rise	5947678.318	1.358
36	13:03:53	0.000	8.499	-0.000	PreCon Rise	5947678.318	1.358
37	13:03:54	-0.000	8.757	-0.000	PreCon Rise	5947678.318	1.358
38	13:03:55	-0.000	9.016	-0.000	PreCon Rise	5947678.318	1.358
39	13:03:56	-0.000	9.274	-0.000	PreCon Rise	5947678.318	1.358
40	13:03:57	0.000	9.532	-0.000	PreCon Rise	5947678.315	1.358
41	13:03:58	0.000	9.791	-0.000	PreCon Rise	5947678.318	1.358
42	13:03:59	0.000	10.049	-0.000	PreCon Rise	5947678.315	1.358
43	13:04:00	0.002	10.307	-0.000	PreCon Rise	5947678.315	1.358
44	13:04:01	0.002	10.566	-0.000	PreCon Rise	5947678.315	1.358
45	13:04:02	-0.000	10.824	-0.000	PreCon Rise	5947678.315	1.358
46	13:04:03	-0.002	11.082	-0.000	PreCon Rise	5947678.318	1.358
47	13:04:04	0.000	11.341	-0.000	PreCon Rise	5947678.315	1.358
48	13:04:05	0.000	11.599	-0.000	PreCon Rise	5947678.318	1.358
49	13:04:06	-0.002	11.857	-0.000	PreCon Rise	5947678.318	1.358
50	13:04:07	0.002	12.116	-0.000	PreCon Rise	5947678.315	1.358
51	13:04:08	-0.000	12.374	-0.000	PreCon Rise	5947678.315	1.358
52	13:04:09	0.002	12.632	-0.000	PreCon Rise	5947678.311	1.358
53	13:04:10	-0.000	12.891	-0.000	PreCon Rise	5947678.315	1.358
54	13:04:11	-0.000	13.149	-0.000	PreCon Rise	5947678.311	1.358
55	13:04:12	-0.000	13.407	-0.000	PreCon Rise	5947678.311	1.358
56	13:04:13	-0.000	13.666	-0.000	PreCon Rise	5947678.311	1.358
57	13:04:14	0.002	13.924	-0.000	PreCon Rise	5947678.308	1.358
58	13:04:15	0.002	14.182	-0.000	PreCon Rise	5947678.308	1.358
59	13:04:16	0.000	14.441	-0.000	PreCon Rise	5947678.308	1.358
60	13:04:17	-0.000	14.699	-0.000	PreCon Rise	5947678.308	1.358
61	13:04:18	-0.000	14.957	-0.000	PreCon Rise	5947678.308	1.358
