	Wavelength (nm)	Intensity (Counts)	Standard Deviation (Counts)
0	380.0	-18.349999999999994	159.15822008303562
1	380.5	-34.188	201.2672236753913
2	381.0	2.3674999999999997	234.07942433872742
3	381.5	3.0439500000000037	198.58028886938274
4	382.0	-75.1695	177.18673842799296
5	382.5	-68.7077	110.60148948594679
6	383.0	-70.3955	140.85743020781686
7	383.5	58.0065	196.77544300610785
8	384.0	48.362	245.04997620077418
9	384.5	37.0355	169.81188652373544
10	385.0	20.455799999999996	268.97842999236946
11	385.5	-29.579000000000008	217.69047257287124
12	386.0	-55.378949999999996	180.48760758996033
13	386.5	20.5405	145.96908544191814
14	387.0	-26.852500000000013	217.75160352739084
15	387.5	-7.294999999999996	245.64825312832983
16	388.0	-36.803900000000006	219.64844647706937
17	388.5	34.496449999999996	173.75620776089556
18	389.0	-89.11489999999999	169.17964384697706
19	389.5	-20.049599999999998	192.10953090630355
20	390.0	69.5095	170.40949417432705
21	390.5	-43.75590000000001	222.6505243456435
22	391.0	32.82315000000001	150.4378919904407
23	391.5	48.57215000000001	156.87933268224816
24	392.0	30.728050000000003	161.7220773866311
25	392.5	-28.262699999999995	161.91063998425184
26	393.0	-112.63400000000001	224.84134533933033
27	393.5	-44.3435	180.36178282205464
28	394.0	9.724499999999997	236.54744810449762
29	394.5	31.57175	205.50420525669907
30	395.0	-16.808500000000002	190.18686369660233
31	395.5	-64.30488999999999	174.22544314718758
32	396.0	-10.072500000000002	203.5049683392275
33	396.5	-40.148	250.9542788955789
34	397.0	-113.69750000000002	186.2968359064372
35	397.5	49.86395	171.33897787791165
36	398.0	51.23803499999999	152.29909867262273
37	398.5	1.717750000000003	210.08682747756342
38	399.0	-23.157	271.86182409635967
39	399.5	27.526000000000003	223.60693751312817
40	400.0	31.92425	154.7205289164547
41	400.5	15.993500000000001	181.6921984091502
42	401.0	-16.141528500000003	204.17958292740715
43	401.5	-15.871349999999996	205.20208452992748
44	402.0	27.704400000000003	225.2451981105036
45	402.5	3.674999999999997	146.93631465706494
46	403.0	19.109650000000006	194.94943107720908
47	403.5	35.577749999999995	154.44899281894814
48	404.0	28.686400000000003	214.57321083546287
49	404.5	-30.671	210.08503461455794
50	405.0	-17.02150000000001	300.88358373754784
51	405.5	33.952200000000005	241.7168147687703
52	406.0	46.628	199.72786519662193
53	406.5	35.252500000000005	164.58681887912533
54	407.0	3.5360000000000005	181.90748234748344
55	407.5	-2.9500000000000064	167.33033876138538
56	408.0	-69.4125	209.72452810472598
57	408.5	-85.15859999999999	148.98465352928133
58	409.0	12.586500000000003	198.95133091474912
59	409.5	59.75450000000001	206.99978249928188
60	410.0	-11.850499999999997	230.03127203654293
61	410.5	40.984	274.99044242300494
62	411.0	18.90085	188.6800450252424
63	411.5	13.115000000000004	206.34157880805316
64	412.0	79.9865	125.99609014866296
65	412.5	12.905000000000001	155.315511701182
66	413.0	79.1095	215.39180250127905
67	413.5	34.16700000000001	193.57799521381557
68	414.0	44.066100000000006	168.29090757075974
69	414.5	-12.1488	166.62492788703616
70	415.0	-6.156999999999994	198.38414768070555
71	415.5	93.82300000000001	203.45723713104923
72	416.0	52.19135	244.15162532620482
73	416.5	16.317300000000003	194.32237739002167
74	417.0	-42.34715	199.24713932282066
75	417.5	-13.34845	138.55285983352164
76	418.0	-41.540000000000006	166.0872077253393
77	418.5	-35.671499999999995	298.3932752639543
78	419.0	129.56015	195.3902776271826
79	419.5	-14.411499999999995	174.12007903383804
80	420.0	2.550150000000002	183.54803139894335
81	420.5	24.819149999999997	174.98243405189993
82	421.0	-14.730599999999999	233.03803544666263
83	421.5	-20.607499999999998	262.69901434674244
84	422.0	-32.51300000000001	245.28574740697834
85	422.5	-54.87850000000001	147.00304524991992
86	423.0	-21.650000000000002	196.419969911412
87	423.5	-49.52844999999999	212.78227590860922
88	424.0	-5.580899999999997	289.69225172480884
89	424.5	5.790599999999998	185.181253612886
90	425.0	109.88655000000001	204.08123399310261
91	425.5	4.792599999999998	224.79486334620728
92	426.0	23.950439999999997	240.00284058085313
93	426.5	-102.33275	160.5733048445086
94	427.0	-68.89764999999998	216.26863236014486
95	427.5	34.66355	228.79538881159186
96	428.0	-32.348600000000005	143.29907704950512
97	428.5	-46.26950000000001	168.5210814846321
98	429.0	19.533500000000004	207.1326918493312
99	429.5	-1.4594999999999998	200.3916196470052
100	430.0	9.496950000000007	153.22838416020548
101	430.5	73.14099999999999	200.6973562830363
102	431.0	57.588499999999996	193.04353305083802
103	431.5	3.095500000000002	216.9692798180194
104	432.0	14.487252000000007	174.39641870210116
105	432.5	-3.6449999999999974	194.7369144897803
106	433.0	64.09499999999998	204.19734118004575
107	433.5	-2.168500000000003	182.62230691443474
108	434.0	72.57894999999999	166.93746359624467
109	434.5	37.881499999999996	321.4204079126744
110	435.0	9.005999999999993	197.5427620643186
111	435.5	8.043750000000003	220.46556417542288
112	436.0	40.620999999999995	166.70339426358422
113	436.5	-16.046999999999993	161.83709587421544
114	437.0	30.232625000000006	281.5836811694206
115	437.5	11.154549999999992	237.21940371383516
116	438.0	-20.677500000000002	176.76401451865138
117	438.5	6.0055	228.24491066560498
118	439.0	-11.900349999999992	187.79830778611267
119	439.5	144.2235	198.75883739534703
120	440.0	38.457150000000006	250.81655437854874
121	440.5	9.425550000000007	209.14297697089307
122	441.0	-23.041	153.74239915846246
123	441.5	30.86049999999999	191.47682229123714
124	442.0	-37.13385	255.16495818318683
125	442.5	81.0138	178.27547446118325
126	443.0	54.37024999999998	212.37224544696866
127	443.5	-24.225999999999992	187.4075637054172
128	444.0	-8.220499999999998	143.6027257566861
129	444.5	54.34750000000001	273.18856101372546
130	445.0	-29.631499999999996	157.09915392117807
131	445.5	0.2307999999999982	177.12662522094186
132	446.0	-6.972999999999994	175.20335904599546
133	446.5	0.5254999999999882	229.1790989919238
134	447.0	142.4351	304.29415045016884
135	447.5	43.68384999999999	234.3010596980464
136	448.0	21.443435	138.50164709914205
137	448.5	54.00599999999999	195.59219579011835
138	449.0	3.868530000000002	167.94449792957522
139	449.5	95.19	192.5188477266577
140	450.0	-23.372500000000002	223.35873110033106
141	450.5	-17.941249999999997	154.2261784350747
142	451.0	19.714999999999996	309.6634675014152
143	451.5	-21.08995	240.8600203833079
144	452.0	-11.324497999999998	263.06044390916713
145	452.5	56.28715000000002	222.91312988500138
146	453.0	11.112000000000009	162.9736970679625
147	453.5	71.06649999999999	189.59231704568094
148	454.0	57.57735000000001	219.86596203693625
149	454.5	-65.45900000000002	175.63124288975467
150	455.0	68.26044999999999	176.6311390889146
151	455.5	-22.948500000000003	144.68789117528115
152	456.0	58.50999999999999	195.0096167885061
153	456.5	6.466500000000005	196.8007382677972
154	457.0	64.33115000000001	283.6581073848014
155	457.5	58.77325000000002	165.55240312930374
156	458.0	52.059915000000025	164.62266235104838
157	458.5	-9.90600000000001	234.23020668564504
158	459.0	68.2805	244.96226583853684
159	459.5	34.8028	260.78964291735207
160	460.0	39.766000000000005	204.94618077436814
161	460.5	149.828	241.33396053187374
162	461.0	91.1395	224.59897632168762
163	461.5	217.42500000000004	209.43146553228337
164	462.0	41.156249999999986	197.19343228715175
165	462.5	70.18974999999999	153.91306341954052
166	463.0	50.0745	199.18173875822552
167	463.5	114.42649999999999	249.58587839208772
168	464.0	70.57275000000001	229.5197462064811
169	464.5	52.29699999999999	246.51041704358056
170	465.0	116.04	177.19687469027213
171	465.5	52.325	225.99546040794712
172	466.0	62.99949999999999	204.77719774122804
173	466.5	-20.038600000000006	193.13542431604827
174	467.0	42.20799999999999	127.06502589619222
175	467.5	59.053999999999995	164.51075783668375
176	468.0	29.549499999999995	217.240606804414
177	468.5	44.11440000000002	261.9946709989346
178	469.0	35.06199999999998	206.6263193668706
179	469.5	48.8216	182.61502908753155
180	470.0	84.2655	263.2253261271605
181	470.5	150.762	260.4565757012098
182	471.0	40.5957	145.66815990225868
183	471.5	70.627195	170.6707804804105
184	472.0	97.19000000000001	199.0532634999989
185	472.5	42.380500000000005	196.33219462113183
186	473.0	-65.89699999999998	211.30340423429055
187	473.5	71.3214	181.4954819692215
188	474.0	125.99821999999998	146.91631185065734
189	474.5	116.84724999999999	190.47408132574756
190	475.0	104.59400000000001	257.1717561941824
191	475.5	59.24055	191.12935123038403
192	476.0	106.4823555	280.91755972938256
193	476.5	186.98399999999998	165.09469947275716
194	477.0	160.08900000000006	222.24782864856067
195	477.5	139.1955	254.57477808052784
196	478.0	106.6615	190.14017813905087
197	478.5	89.46650000000001	180.24261952365762
198	479.0	194.99235000000004	191.3007943212142
199	479.5	171.96800000000002	168.61821851745438
200	480.0	194.12639999999996	199.21017005223402
201	480.5	157.3945	159.05561742594946
202	481.0	261.56249999999994	195.43313372800938
203	481.5	216.93145000000004	244.24963768232593
204	482.0	252.09495	195.73467548073208
205	482.5	221.7762465	215.68603716816367
206	483.0	242.10399999999998	167.2719433557224
207	483.5	246.6645	244.43695051024918
208	484.0	284.5210000000001	266.699900972985
209	484.5	354.2695	141.39185010017374
210	485.0	403.25449999999995	209.0948609955539
211	485.5	348.838	198.7383270182176
212	486.0	380.772	291.4442834333863
213	486.5	317.63624999999996	253.51242690879573
214	487.0	464.4949999999999	257.6840380679409
215	487.5	493.87000000000006	242.2968759600503
216	488.0	467.28190000000006	278.86348194876643
217	488.5	528.22	234.1809761701407
218	489.0	588.8734999999999	229.76730777625872
219	489.5	620.08	225.92114907639788
220	490.0	692.9185	276.9831269278871
221	490.5	745.4	264.3876831473055
222	491.0	835.665	253.12278102731096
223	491.5	790.34	229.90408086852221
224	492.0	869.5649999999999	178.28382505151725
225	492.5	936.49	300.69319729584834
226	493.0	993.8850000000004	270.58886021970676
227	493.5	973.2549999999999	245.5485277394267
228	494.0	1084.1349999999998	246.41017080266795
229	494.5	1071.675	244.36424835683306
230	495.0	1110.45	343.8768464145267
231	495.5	1230.2549999999999	248.50481982247345
232	496.0	1267.2	258.9347968118615
233	496.5	1352.755	290.9969080162193
234	497.0	1372.36	319.3987811498347
235	497.5	1409.065	257.1233172526366
236	498.0	1605.75	301.5431768420569
237	498.5	1601.955	381.71838896626394
238	499.0	1746.0	337.0663139502374
239	499.5	1854.65	306.56553540801025
240	500.0	1950.4	354.44314071512235
241	500.5	2119.1	294.62958099960025
242	501.0	2339.0	340.02426384009715
243	501.5	2272.35	270.4714911039609
244	502.0	2396.2	364.5910860128097
245	502.5	2539.55	382.31093039566633
246	503.0	2681.25	444.09659703717614
247	503.5	2831.85	380.8633974274766
248	504.0	2857.15	347.2931434681658
249	504.5	3120.3	499.52978890152286
250	505.0	3185.05	440.8118050823957
251	505.5	3415.65	580.0971707395237
252	506.0	3496.55	527.0508964986209
253	506.5	3785.85	476.3030836557748
254	507.0	3996.8	461.3960988131564
255	507.5	4097.0	495.72482286042526
256	508.0	4312.6	585.9502026623081
257	508.5	4527.15	631.335907025729
258	509.0	4818.0	690.4468842713392
259	509.5	4918.0	613.8072172922049
260	510.0	5197.75	679.5051784202973
261	510.5	5469.55	702.4706737651046
262	511.0	5754.45	777.0254484249534
263	511.5	5952.4	812.285996432291
264	512.0	6240.95	806.4299396103795
265	512.5	6581.05	863.7989624328104
266	513.0	6902.3	901.0696476965585
267	513.5	7223.9	923.4751702130383
268	514.0	7624.0	1022.3754202835669
269	514.5	7777.2	1002.8775398821134
270	515.0	8135.4	1044.629666436867
271	515.5	8416.6	1166.1884238835507
272	516.0	8856.35	1138.7491503838762
273	516.5	9229.65	1200.098882384281
274	517.0	9621.85	1242.7132925578612
275	517.5	9928.5	1296.3647441981752
276	518.0	10380.7	1324.817764826544
277	518.5	10740.5	1420.6531068491
278	519.0	11181.45	1350.628093703074
279	519.5	11621.35	1580.9843223447851
280	520.0	12007.65	1550.8530966858211
281	520.5	12519.7	1579.1033246751144
282	521.0	12885.5	1592.5794014742248
283	521.5	13223.9	1651.0805522444994
284	522.0	13771.1	1902.8470747803144
285	522.5	14229.5	1852.4537106227513
286	523.0	14634.5	1838.5605102905915
287	523.5	15117.0	1901.3550431205636
288	524.0	15555.0	2010.2773440498204
289	524.5	15948.0	2026.513261738003
290	525.0	16393.5	2190.804133189455
291	525.5	16922.0	2191.7791859582935
292	526.0	17249.0	2170.4628538632032
293	526.5	17695.0	2267.535005242477
294	527.0	18207.0	2333.3475951945093
295	527.5	18664.5	2361.525936762076
296	528.0	19005.0	2505.7563728343584
297	528.5	19455.5	2422.943406272627
298	529.0	19873.0	2532.2975733511257
299	529.5	20133.0	2518.966256224962
