	Pixel	Voltage(V)	Current(A)	J(mA/cm2)	PE(lm/W)	EQE(%)	L(cd/m2)	CE(cd/A)
0	A1-1	-0.999972	-3.90352e-06	-0.024397	0.416462	-1.29358	0.0323408	-0.13256056072467928
1	A1-1	-0.799997	-2.2142e-06	-0.0138388	4.03492	-4.78062	0.14219	-1.0274734803595689
2	A1-1	-0.599973	-1.31595e-06	-0.00822469	27.9353	-3.04417	0.438788	-5.335009586987473
3	A1-1	-0.399961	-7.06325e-07	-0.00441453	119.946	-3.20564	0.674123	-15.270549752748312
4	A1-1	-0.200008	-2.71377e-07	-0.00169611	277.853	21.6934	0.30003	-17.689300811857724
5	A1-1	4.13656e-05	5.26059e-10	3.28787e-06	2000480000.0	-24360.5	0.866039	26340.42708501249
6	A1-1	0.200029	2.58445e-07	0.00161528	-132.181	1.56553	-0.135945	-8.416187905502452
7	A1-1	0.399977	7.48844e-07	0.00468028	-19.8305	18.3722	-0.118165	-2.5247421094464437
8	A1-1	0.599975	1.40938e-06	0.00880863	-13.1019	-6.6593	-0.220408	-2.5021825187344686
9	A1-1	0.79999	2.4141e-06	0.0150881	4.95562	-9.55564	0.1904	1.2619216468607712
10	A1-1	0.999993	4.25224e-06	0.0265765	4.16448	-7.69652	0.352294	1.3255846330404681
11	A1-1	1.20001	8.36549e-06	0.0522843	-1.04777	-3.22191	-0.209254	-0.40022339402076723
12	A1-1	1.40001	1.08548e-05	0.0678425	0.6895	-0.745027	0.208457	0.3072660942624461
13	A1-1	1.6	1.77993e-05	0.111246	0.0373395	-0.475038	0.0211554	0.019016773636804922
14	A1-1	1.79998	2.97975e-05	0.186234	-0.133712	-0.101993	-0.142675	-0.07661060815962713
15	A1-1	1.99997	5.19812e-05	0.324883	-0.139449	0.0635286	-0.288413	-0.08877442032978025
16	A1-1	2.19999	8.44571e-05	0.527857	-0.0348328	-0.147988	-0.128758	-0.024392591175261484
17	A1-1	2.39998	0.00013232	0.827	0.0560925	-0.177403	0.354379	0.04285114873035067
18	A1-1	2.59997	0.000190379	1.18987	-0.0142258	-0.030808	-0.140086	-0.011773218923075628
19	A1-1	2.79992	0.000264054	1.65034	0.0492594	-0.0817063	0.724531	0.04390192324005963
20	A1-1	2.99983	0.000357527	2.23454	0.01786	-0.031411	0.381081	0.017054114045843886
21	A1-1	3.19989	0.0004768	2.98	0.0507475	-0.00291134	1.54034	0.05168926174496644
22	A1-1	3.39982	0.000637483	3.98427	0.0930003	0.022221	4.00995	0.10064453463244208
23	A1-1	3.59975	0.000966077	6.03798	0.119154	0.0465755	8.24373	0.13653125714228928
24	A1-1	3.79977	0.00129975	8.12344	0.170112	0.0648301	16.7141	0.20575150428882344
25	A1-1	3.99981	0.00177328	11.083	0.18769	0.0754129	26.4843	0.23896327709104032
26	A1-1	4.19979	0.00209965	13.1228	0.260397	0.118554	45.6815	0.3481078733197184
27	A1-1	4.39975	0.00232193	14.5121	0.357913	0.164237	72.742	0.5012506804666451
28	A1-1	4.59972	0.00227568	14.223	0.528679	0.254677	110.094	0.7740561063066862
29	A1-1	4.80007	0.00229361	14.3351	0.70769	0.358997	155.003	1.0812830046529147
30	A1-1	5.0001	0.00221434	13.8396	0.938619	0.489517	206.749	1.493894332206133
31	A1-1	5.20012	0.00230794	14.4246	1.10046	0.601492	262.749	1.8215340460047422
32	A1-1	5.40006	0.00246759	15.4224	1.22657	0.692973	325.158	2.1083488951136014
33	A1-1	5.60004	0.0027227	17.0169	1.29489	0.757712	392.784	2.3081994957953564
34	A1-1	5.80013	0.00301065	18.8166	1.34887	0.817993	468.596	2.4903330038370375
35	A1-1	6.0001	0.00333965	20.8728	1.38593	0.86872	552.497	2.646971177800774
36	A1-1	6.20005	0.00372735	23.2959	1.39713	0.913321	642.335	2.7572877630827746
37	A1-1	6.40008	0.00419369	26.2106	1.38976	0.931918	742.08	2.83122095640695
38	A1-1	6.60006	0.00468508	29.2818	1.38006	0.960388	848.97	2.899309468680204
39	A1-1	6.80004	0.00524688	32.793	1.35624	0.968527	962.678	2.935620406794133
40	A1-1	6.99996	0.00585608	36.6005	1.33721	0.983019	1090.52	2.979522137675715
41	A1-1	7.2	0.00652142	40.7589	1.30973	0.995023	1223.45	3.00167570763686
42	A1-1	7.39997	0.00724902	45.3064	1.28046	0.995345	1366.49	3.0161080995179494
43	A1-1	7.59995	0.00802199	50.1374	1.2546	1.00476	1521.69	3.035039710874517
44	A1-1	7.79995	0.0088683	55.4269	1.22428	1.00679	1684.78	3.039643205735843
45	A1-1	7.99993	0.00977497	61.0936	1.19409	1.00528	1857.68	3.0407113020021734
