	Pixel	Max Current (A)	Max Luminance (cd/m2)	Status	Turnon Voltage (V)	EQE(%)_max	EQE(%)_avg	CE(cd/A)_max	CE(cd/A)_avg	PE(lm/W)_max	PE(lm/W)_avg	V (V) @ 100 cd/m2	EQE(%) @ 100 cd/m2	CE(cd/A) @ 100 cd/m2	PE(lm/W) @ 100 cd/m2	λmax (nm) @ 100 cd/m2	FWHM (nm) @ 100 cd/m2	CIE-x @ 100 cd/m2	CIE-y @ 100 cd/m2	Hex Color @ 100 cd/m2	V (V) @ 250 cd/m2	EQE(%) @ 250 cd/m2	CE(cd/A) @ 250 cd/m2	PE(lm/W) @ 250 cd/m2	λmax (nm) @ 250 cd/m2	FWHM (nm) @ 250 cd/m2	CIE-x @ 250 cd/m2	CIE-y @ 250 cd/m2	Hex Color @ 250 cd/m2
0	A1-1	0.020001	3663.09	Working	3.4	1.01125	0.7277961060606062	3.0592402818443665	2.2060148534906663	1.39713	0.9795623424242424	4.59972	0.254677	0.7740561063066862	0.528679	562.0	82.5	0.4402098904535297	0.5480701948222775	#6fff00	5.20012	0.601492	1.8215340460047422	1.10046	562.0	80.5	0.43818651628533317	0.5487464692545186	#6cff00
1	A2-1	0.0200008	8427.23	Working	2.6	3.31972	2.8372363888888885	10.070692061776757	8.372324619263203	7.7349	4.855432777777778	3.39972	2.57211	7.471691593235481	6.90441	563.5	79.0	0.4446706749822834	0.5515030684481103	#71ff00	3.59971	2.85286	8.480502749030732	7.40125	563.5	77.0	0.44378832211282876	0.5470414001239802	#73ff00
2	A3-1	0.0200008	8663.05	Working	2.6	3.67407	2.9394825142857144	11.263668338903024	8.83243450884252	10.159	5.215826857142857	3.19987	2.58996	7.635744160559453	7.4967	565.0	77.0	0.4513250018485385	0.5352090436414099	#80ff00	3.59979	3.63781	11.201656778746587	9.77584	562.5	78.0	0.44189916571068594	0.5456647682923104	#71ff00
3	A4-1	0.020001	9197.33	Working	2.6	3.86188	2.9427576470588233	11.932854787048985	9.467603387005074	9.77647	5.520589411764705	3.39975	-	-	-	-	-	-	-	-	3.59976	2.35487	7.268390660306302	6.34329	559.5	77.5	0.4397105979893851	0.5450202269371786	#70ff00
4	A4-2	0.0200005	8178.49	Working	2.8	2.93091	2.476776635294118	9.12422488421893	7.815301111989062	8.04955	4.485837647058823	3.59974	2.80875	8.748795114809276	7.63532	564.5	81.0	0.44439289205136023	0.5499685902888576	#72ff00	3.79972	2.93091	9.12422488421893	7.54389	562.0	79.5	0.43942146061243387	0.5502938859359141	#6dff00
5	A5-1	0.0197328	9265.87	Working	2.8	3.66617	3.0461669696969693	11.283221638312124	9.322578012324325	9.20163	5.465594242424242	3.39981	2.92507	8.688268856802981	8.0284	553.5	77.5	0.43655494726490585	0.5482441667935796	#6bff00	3.79979	3.62877	11.129498232662485	9.20163	562.5	77.0	0.43685260830291595	0.5503987437766319	#6aff00
6	B1-1	0.0200009	7802.46	Working	2.8	2.35363	1.7651203448275863	7.15808071828607	5.361703054567701	3.85684	2.9583768965517248	3.39976	0.934292	2.8084105939556916	2.59514	562.0	79.0	0.4428468522817509	0.5406036726038835	#75ff00	3.79979	1.07146	3.24629639956133	2.68399	563.0	78.5	0.4408831235822577	0.5465992241260225	#70ff00
7	B2-1	0.0197029	9196.16	Working	2.6	3.6195	2.7255609026666665	11.037037037037036	8.38455217294192	8.96053	4.966616933333333	3.39972	1.27229	3.890718856899684	3.59531	561.5	79.0	0.44217605276552874	0.5406399136860173	#74ff00	3.59966	1.72148	5.284834388455231	4.61232	563.0	77.5	0.4433503262100344	0.5437706051138916	#74ff00
8	B3-1	0.0200007	9583.56	Working	2.8	3.97869	2.9626785935483877	12.27226677013278	9.13172617059722	9.56298	5.225083258064514	3.39995	1.74453	5.314256793820026	4.91042	562.5	80.5	0.43593280531571044	0.5318134467937644	#73ff00	3.59975	3.35415	10.36429541732289	9.04519	563.0	80.0	0.4442791665631548	0.5451099812125776	#74ff00
9	B4-1	0.0200002	9863.1	Working	2.6	4.63148	3.33201940625	12.727955402211593	9.872767778257012	9.83504	5.9661315625	3.39981	3.38038	10.105580597652487	9.33804	563.0	77.5	0.4430480507020625	0.5495112756411044	#71ff00	3.59981	3.68204	11.269515268549734	9.83504	563.0	76.5	0.4360339554947673	0.5482313615455513	#6bff00
