	Pixel	Max Current (A)	Max Luminance (cd/m2)	Status	Turnon Voltage (V)	EQE(%)_max	EQE(%)_avg	CE(cd/A)_max	CE(cd/A)_avg	PE(lm/W)_max	PE(lm/W)_avg	V (V) @ 100 cd/m2	EQE(%) @ 100 cd/m2	CE(cd/A) @ 100 cd/m2	PE(lm/W) @ 100 cd/m2	λmax (nm) @ 100 cd/m2	FWHM (nm) @ 100 cd/m2	CIE-x @ 100 cd/m2	CIE-y @ 100 cd/m2	Hex Color @ 100 cd/m2	V (V) @ 250 cd/m2	EQE(%) @ 250 cd/m2	CE(cd/A) @ 250 cd/m2	PE(lm/W) @ 250 cd/m2	λmax (nm) @ 250 cd/m2	FWHM (nm) @ 250 cd/m2	CIE-x @ 250 cd/m2	CIE-y @ 250 cd/m2	Hex Color @ 250 cd/m2
10	B5-1	0.0200005	10186.4	Working	2.8	4.19638	3.2443716294117646	13.149429465294094	10.12956651035387	10.9176	5.627005088235293	3.39987	2.29833	7.402726633537116	6.84034	554.5	78.0	0.43526156132495625	0.5408123836331912	#6dff00	3.79974	3.90439	12.294685293502486	10.1651	560.5	77.0	0.439304759587673	0.5513164336423613	#6cff00
11	C1-1	0.0200008	7712.16	Working	2.8	2.69477	2.040264462857143	8.269229352526466	6.292185088269888	4.77874	3.197626828571429	3.59983	0.893693	2.8288547124105685	2.46876	558.5	81.5	0.4475061728518715	0.5453467585000682	#77ff00	3.99976	1.76755	5.427472600532902	4.26298	563.0	78.5	0.44173641783111994	0.5473412040460881	#70ff00
12	C2-1	0.0200003	8174.86	Working	2.8	3.65737	2.6266588047222226	11.310566958398063	8.147732159613751	8.40988	4.323120972222222	3.59971	2.35947	7.579668930581782	6.61504	565.0	78.5	0.444560502845759	0.5519044975064971	#71ff00	3.79973	2.79362	8.78877834739517	7.26652	563.0	77.0	0.44080628915532066	0.546572280467739	#70ff00
13	C3-1	0.0200011	8616.77	Working	2.8	4.19891	3.2491878947368416	12.958427160016509	10.080169680798278	11.4123	5.7780505263157895	3.59994	3.86416	11.736790977945752	10.2424	559.5	78.5	0.4496017948474654	0.5497383869149298	#77ff00	3.99987	3.96595	12.391772778622334	9.73279	561.5	77.0	0.4381930592732712	0.5492344646676964	#6cff00
14	C4-1	0.0200011	9176.14	Working	2.8	4.15229	3.301545263157895	12.875090130951552	10.270581227001804	10.5855	5.751116052631579	3.59976	3.77262	12.129289509732923	10.5855	560.5	83.5	0.44337300590680284	0.5492654549987402	#71ff00	3.9997	4.07808	12.65102913401337	9.93684	561.5	76.5	0.43883689365365947	0.5503769593676775	#6cff00
15	C5-1	0.0200011	9272.99	Working	3.0	4.00617	2.8588570922499996	12.561337848274224	8.969191407936965	9.21279	4.2970026525	3.7998	0.315936	1.001149339595681	0.827731	562.5	71.0	0.44945965121023795	0.5542691125697555	#74ff00	3.99968	3.27071	10.254077780119736	8.05418	562.5	75.0	0.4417485988620267	0.5511223491052112	#6fff00
16	C5-2	0.0200009	7964.75	Working	3.0	2.8579	2.4532911951219516	8.927290562401044	7.762520989755869	6.23769	3.975405365853659	3.99979	2.56658	7.825311691698323	6.14627	560.5	77.5	0.43333979941171935	0.5452719078611341	#69ff00	4.5997	2.83405	8.776247478143913	5.99417	561.0	75.5	0.4349955545893775	0.5526701402191547	#68ff00
17	D1-1	0.0196305	6573.59	Working	3.0	2.43865	1.8571083513513513	7.56453320804202	5.82546880154562	4.3578	2.934087027027027	3.99983	1.29973	4.147100652051412	3.25726	565.0	79.5	0.43786035599686696	0.5482401814794626	#6cff00	4.5998	1.93573	6.078122910816954	4.15127	561.0	78.0	0.4379425352986686	0.5519486860830849	#6bff00
18	D2-1	0.0200013	8656.17	Working	2.8	4.02476	3.048311282051282	12.35115734873281	9.319461744665357	9.78796	4.932955692307692	3.59983	3.88293	11.215663589545825	9.78796	564.5	77.0	0.4361756873945562	0.5404163695218184	#6eff00	3.99973	3.84568	11.600240598357654	9.11141	562.0	75.5	0.4403406778897502	0.5454891731063579	#70ff00
19	D3-1	0.0200004	9323.44	Working	2.8	4.29412	3.17373735	13.180187209338175	9.89157473450712	9.1013	5.147595000000001	3.79977	2.26969	6.963584646499605	5.75736	561.5	75.5	0.441479540459964	0.54439438907492	#72ff00	4.19976	3.9166	12.166866646668666	9.1013	561.5	75.5	0.4395422548544579	0.5481286870164653	#6eff00
20	D4-1	0.0200007	9480.12	Working	3.2	4.16215	3.096722827027027	13.013378708922684	9.671118431856115	8.43698	4.7352699189189185	3.79992	1.24004	4.000236410611459	3.30721	565.5	76.0	0.4435608186105182	0.5498104629013971	#71ff00	3.99973	2.31026	7.217053827549357	5.66865	562.5	77.5	0.44309338463607595	0.5496497078632437	#71ff00
21	D5-1	0.0200009	10031.0	Working	3.2	4.28947	3.1118554138461536	13.39619703515714	9.736863165427987	8.09324	4.525689638461539	3.99979	1.51762	4.791598917230418	3.76351	561.5	75.0	0.44341909193899387	0.5553991337829822	#6eff00	4.19978	2.40234	7.616668356885086	5.69756	562.5	76.5	0.4410553171007809	0.5524583582338222	#6dff00
