	Pixel	Voltage(V)	Current(A)	J(mA/cm2)	PE(lm/W)	EQE(%)	L(cd/m2)	CE(cd/A)
70	A2-1	2.20002	2.08985e-06	0.0130616	-3.05026	-11.6052	-0.279003	-2.136055307159919
71	A2-1	2.39997	3.00819e-06	0.0188012	0.342373	-9.54101	0.0491745	0.2615497946939557
72	A2-1	2.5999	5.3007e-06	0.0331294	-1.40259	-3.19604	-0.384548	-1.160745440605625
73	A2-1	2.79976	9.97837e-06	0.0623648	2.11883	-1.75826	1.17762	1.888276720201139
74	A2-1	2.99985	1.90477e-05	0.119048	1.5042	-0.886237	1.70993	1.436336603722868
75	A2-1	3.19989	3.47892e-05	0.217433	1.90608	0.511468	4.22134	1.9414440310348475
76	A2-1	3.3998	5.97198e-05	0.373249	1.92521	0.327772	7.77642	2.0834402771340312
77	A2-1	3.59986	0.000100901	0.630631	1.83918	0.182877	13.2903	2.107460622773064
78	A2-1	3.79984	0.000156054	0.975337	1.74751	0.663756	20.6153	2.1136591762642043
79	A2-1	3.99979	0.000237803	1.48627	1.57753	0.683105	29.8513	2.0084708700303446
80	A2-1	4.19974	0.000341005	2.13128	1.49769	0.613318	42.6712	2.002139559325851
81	A2-1	4.39972	0.000474424	2.96515	1.38325	0.629258	57.441	1.9372038514071803
82	A2-1	4.59967	0.000647673	4.04796	1.3025	0.626646	77.1954	1.907019832211781
83	A2-1	4.80003	0.000857015	5.35634	1.19867	0.609191	98.0985	1.8314464727780535
84	A2-1	5.00002	0.00109965	6.87281	1.13461	0.611056	124.109	1.8057970466228515
85	A2-1	5.20005	0.00139397	8.71231	1.03873	0.588069	149.793	1.7193258733906394
86	A2-1	5.40004	0.00172285	10.7678	0.982456	0.564075	181.839	1.6887293597577966
87	A2-1	5.60001	0.00209437	13.0898	0.908963	0.550278	212.089	1.620261577717001
88	A2-1	5.80001	0.00250167	15.6354	0.859957	0.530244	248.236	1.5876536577254179
89	A2-1	6.0	0.00291225	18.2016	0.813244	0.521668	282.703	1.553176643811533
90	A2-1	6.20003	0.00338569	21.1606	0.770409	0.513199	321.731	1.520424751661106
91	A2-1	6.40002	0.00389904	24.369	0.719738	0.493346	357.309	1.4662439985227134
92	A2-1	6.59998	0.00444175	27.7609	0.686142	0.490131	400.166	1.4414734392616955
93	A2-1	6.79994	0.00502974	31.4359	0.645528	0.473509	439.234	1.397236917027984
94	A2-1	6.99994	0.00565774	35.3609	0.613883	0.464526	483.674	1.3678215203798545
95	A2-1	7.19986	0.00632818	39.5511	0.580416	0.449844	526.105	1.330190563600001
96	A2-1	7.39988	0.00701757	43.8598	0.555578	0.444159	573.966	1.3086379782853546
97	A2-1	7.5999	0.00777423	48.5889	0.524751	0.432517	616.806	1.269438081537141
98	A2-1	7.7999	0.00856979	53.5612	0.501798	0.423798	667.295	1.2458552086211658
99	A2-1	7.99987	0.00940968	58.8105	0.476438	0.412882	713.501	1.213220428324874
100	A2-1	8.19987	0.0103026	64.3912	0.455341	0.407663	765.28	1.1884853830958266
101	A2-1	8.39994	0.0112305	70.1906	0.433161	0.394722	812.933	1.1581793003621565
102	A2-1	8.59985	0.0122059	76.2869	0.415202	0.385501	867.063	1.136581772230881
103	A2-1	8.79992	0.0132264	82.665	0.395571	0.378815	915.957	1.108034839412085
104	A2-1	8.99991	0.0142957	89.3481	0.379759	0.372807	972.034	1.0879179299839614
105	A2-1	9.19987	0.0154128	96.33	0.362214	0.362319	1021.78	1.0607079829751895
106	A2-1	9.39995	0.0165685	103.553	0.348416	0.355371	1079.54	1.0424999758577733
107	A2-1	9.60016	0.0177746	111.091	0.333014	0.348325	1130.5	1.0176341917887137
108	A2-1	9.80019	0.0190256	118.91	0.31956	0.340958	1185.37	0.9968631738289462
109	A2-1	9.94286	0.0200009	125.006	0.307449	0.333178	1216.36	0.9730412940178871
110	A3-1	-0.999949	-1.7627e-07	-0.00110169	-24.1458	-73.9725	-0.0846697	7.685437827337999
111	A3-1	-0.799978	-1.00166e-07	-0.000626038	238.712	49.5349	0.380541	-60.78560726345686
112	A3-1	-0.599957	-4.78867e-08	-0.000299292	467.026	-7.3761	0.266935	-89.188818946046
113	A3-1	-0.399928	1.01246e-08	6.32787e-05	10421.8	-383.239	0.839522	1326.7055107010733
114	A3-1	-0.199982	2.37957e-08	0.000148723	5177.52	123.468	0.490164	329.5818400650875
115	A3-1	7.51734e-05	3.32494e-08	0.000207809	4361000.0	113.666	0.216852	104.35159208696447
116	A3-1	0.200068	4.09424e-08	0.00025589	3513.01	-421.699	0.57248	223.72113017312125
117	A3-1	0.400012	4.99627e-08	0.000312267	-412.843	-4.45576	-0.164147	-52.566233383610815
118	A3-1	0.600003	6.85145e-08	0.000428216	328.948	-35.3115	0.269025	62.82460253703739
119	A3-1	0.799988	7.24513e-08	0.000452821	498.678	393.783	0.575016	126.98527674290725
120	A3-1	0.999995	1.26557e-07	0.000790981	50.4317	-8.22475	0.126975	16.052850827011017
121	A3-1	1.2	2.11816e-07	0.00132385	142.346	-1.71281	0.719805	54.372096536616695
122	A3-1	1.4	3.78198e-07	0.00236374	21.5993	-39.5098	0.227519	9.62538181018217
123	A3-1	1.6	5.26702e-07	0.00329189	36.8194	36.1015	0.617294	18.751963157942704
124	A3-1	1.79999	8.83082e-07	0.00551926	1.41658	-12.7182	0.0447963	0.8116359801857496
125	A3-1	1.99997	1.3155e-06	0.00822188	10.0019	3.27931	0.523511	6.367290692639639
126	A3-1	2.20006	1.92854e-06	0.0120534	4.78792	3.43703	0.404148	3.352979242371447
127	A3-1	2.39995	3.18147e-06	0.0198842	1.67183	2.91371	0.253953	1.2771597549813418
128	A3-1	2.59995	5.87936e-06	0.036746	1.68345	0.0759977	0.511946	1.3932019811680183
129	A3-1	2.79974	1.02121e-05	0.0638256	1.79504	2.7612	1.02102	1.599702940512898
130	A3-1	2.99988	1.86795e-05	0.116747	2.21539	0.577328	2.46973	2.1154547868467715
131	A3-1	3.1999	3.37286e-05	0.210804	1.92323	0.679441	4.12948	1.9589191855942012
132	A3-1	3.39981	5.69378e-05	0.355861	2.09039	1.04249	8.05031	2.26220631089105
133	A3-1	3.59982	9.31681e-05	0.582301	1.80596	0.687123	12.05	2.0693764908526693
134	A3-1	3.79986	0.000146143	0.913394	1.73767	0.752571	19.1975	2.1017764513452026
135	A3-1	3.99982	0.000218504	1.36565	1.59804	0.701971	27.7855	2.0345989089444587
136	A3-1	4.1998	0.00031244	1.95275	1.496	0.699437	39.0533	1.9999129432851106
137	A3-1	4.39979	0.000434474	2.71546	1.42315	0.66726	54.1225	1.9931245534826512
138	A3-1	4.5997	0.000586187	3.66367	1.33829	0.719801	71.7871	1.9594313898358748
139	A3-1	4.80009	0.000779371	4.87107	1.2476	0.634248	92.8534	1.9062218362700598
140	A3-1	5.00006	0.00101074	6.31712	1.18383	0.617726	119.024	1.884149739121625
141	A3-1	5.2001	0.00128051	8.00319	1.0898	0.602972	144.368	1.8038807025698502
142	A3-1	5.40004	0.00159417	9.96356	1.02298	0.592667	175.198	1.7583875642842521
143	A3-1	5.60004	0.00194009	12.1256	0.958421	0.572402	207.157	1.7084267994985816
144	A3-1	5.8001	0.00233205	14.5753	0.90027	0.572772	242.257	1.6621064403477113
145	A3-1	6.00003	0.00275462	17.2164	0.845447	0.554735	277.991	1.6146871587556049
146	A3-1	6.20005	0.00321899	20.1187	0.796642	0.533792	316.307	1.5722039694413656
147	A3-1	6.40004	0.00370151	23.1344	0.752835	0.524124	354.806	1.5336727989487515
148	A3-1	6.59998	0.00422845	26.4278	0.710005	0.510388	394.199	1.491607322592119
149	A3-1	6.8	0.00479248	29.953	0.674475	0.496349	437.285	1.4599038493640037
150	A3-1	6.99997	0.00539963	33.7477	0.637622	0.48564	479.461	1.420722004758843
151	A3-1	7.19997	0.00604765	37.7978	0.60434	0.469234	523.515	1.3850409283079965
152	A3-1	7.39996	0.00673099	42.0687	0.575518	0.45932	570.293	1.355623064178356
153	A3-1	7.59991	0.00745291	46.5807	0.548934	0.450903	618.564	1.327940541898254
154	A3-1	7.79989	0.00823059	51.4412	0.522225	0.442426	666.971	1.2965696756685303
155	A3-1	7.99992	0.00905443	56.5902	0.497777	0.431455	717.318	1.2675657622697922
156	A3-1	8.19983	0.0099261	62.0381	0.474547	0.42133	768.41	1.238609822028721
157	A3-1	8.39992	0.0108553	67.8456	0.454626	0.414279	824.71	1.2155688799273645
158	A3-1	8.59992	0.0118264	73.915	0.431735	0.402177	873.564	1.1818494216329567
159	A3-1	8.79992	0.0128402	80.2512	0.412356	0.393242	926.942	1.1550506409873
160	A3-1	9.0	0.0139044	86.9025	0.394576	0.386524	982.327	1.1303782975173324
161	A3-1	9.1999	0.0150149	93.8431	0.377652	0.376676	1037.83	1.1059204139675691
162	A3-1	9.39991	0.0161725	101.078	0.361775	0.368734	1094.13	1.0824610696689685
163	A3-1	9.60022	0.017382	108.638	0.346726	0.362549	1151.06	1.0595371785194865
164	A3-1	9.80024	0.0186397	116.498	0.332183	0.354345	1207.21	1.0362495493484867
165	A3-1	10.0003	0.0199457	124.661	0.318049	0.346159	1262.08	1.0124096549843173
166	A4-1	-0.99996	-9.08488e-07	-0.00567805	13.444	-1.93979	0.242974	-4.2791803524097185
167	A4-1	-0.799982	-5.82968e-07	-0.00364355	-20.1852	5.73431	-0.187279	5.140014546252967
168	A4-1	-0.599962	-3.13947e-07	-0.00196217	81.5261	60.0478	0.305497	-15.569344144493087
169	A4-1	-0.399951	-1.51457e-07	-0.000946606	342.245	117.699	0.412442	-43.57060910241431
170	A4-1	-0.199998	-5.06502e-08	-0.000316564	4996.14	1065.84	1.00687	-318.06206643838215
171	A4-1	6.55413e-05	2.19241e-08	0.000137026	4510040.0	568.916	0.128928	94.09017266796081
172	A4-1	0.20006	6.1047e-08	0.000381544	2310.23	139.066	0.56132	147.11802570607847
173	A4-1	0.399977	1.14489e-07	0.000715556	702.933	-49.2265	0.640387	89.49502205278134
174	A4-1	0.599977	2.60904e-07	0.00163065	253.881	22.756	0.790634	48.48581853861957
175	A4-1	0.799984	4.95556e-07	0.00309722	-12.5068	39.9826	-0.0986391	-3.184762464403562
176	A4-1	0.999984	8.3425e-07	0.00521406	27.209	-5.54625	0.451576	8.660736546951894
177	A4-1	1.19999	1.31844e-06	0.00824025	26.4985	1.14743	0.834046	10.121610388034345
178	A4-1	1.39999	1.67723e-06	0.0104827	10.1786	-4.88344	0.475482	4.535873391397255
179	A4-1	1.59999	2.38402e-06	0.0149001	1.35527	-0.972851	0.102845	0.6902302669109603
180	A4-1	1.79998	3.34036e-06	0.0208772	3.36776	3.93322	0.40284	1.9295690993045045
181	A4-1	1.99997	4.14576e-06	0.025911	-0.79836	1.81764	-0.131691	-0.5082436031029293
182	A4-1	2.19997	5.02816e-06	0.031426	1.90719	-3.57495	0.419711	1.33555336345701
183	A4-1	2.3999	6.82501e-06	0.0426563	0.0171457	-3.85916	0.00558704	0.013097807357881483
184	A4-1	2.59987	8.91231e-06	0.0557019	1.1585	-0.637198	0.534035	0.958737493694111
185	A4-1	2.79982	1.33554e-05	0.0834712	1.87105	0.149741	1.39188	1.6674972924793223
186	A4-1	2.99981	2.07485e-05	0.129678	1.6481	1.04046	2.04077	1.5737210629405145
187	A4-1	3.19985	3.35658e-05	0.209786	2.09244	1.14859	4.47105	2.1312432669482235
188	A4-1	3.39981	5.36792e-05	0.335495	1.98998	0.896996	7.22502	2.1535402912114936
189	A4-1	3.59981	8.75828e-05	0.547393	1.72386	0.783484	10.8126	1.9752901480289295
190	A4-1	3.79982	0.000147876	0.924225	1.63774	0.604556	18.3078	1.9808812789093566
191	A4-1	3.99977	0.000224661	1.40413	1.43317	0.684369	25.6206	1.824660109818891
192	A4-1	4.19977	0.00029361	1.83506	1.49925	0.702531	36.7791	2.0042450928035054
193	A4-1	4.39969	0.000392864	2.4554	1.45346	0.70102	49.9801	2.0355176346012867
194	A4-1	4.59969	0.00052648	3.2905	1.40515	0.728807	67.6961	2.057319556298435
195	A4-1	4.80002	0.000688699	4.30437	1.33732	0.71978	87.9501	2.0432746255549596
196	A4-1	4.99992	0.000896128	5.6008	1.24377	0.669456	110.867	1.9794850735609202
197	A4-1	5.19994	0.0011403	7.12687	1.17842	0.674889	139.011	1.9505196530875406
198	A4-1	5.39996	0.00142301	8.89381	1.09556	0.649037	167.481	1.8831187084050591
199	A4-1	5.59994	0.00173762	10.8601	1.02786	0.623669	198.976	1.8321746576919182
200	A4-1	5.8	0.00208925	13.0578	0.966651	0.611058	233.034	1.7846344713504572
201	A4-1	5.99996	0.00247221	15.4513	0.907625	0.59253	267.837	1.7334269608382467
202	A4-1	6.20003	0.00289187	18.0742	0.854256	0.578659	304.713	1.6859003441369467
203	A4-1	6.39998	0.00333912	20.8695	0.805423	0.554391	342.425	1.6407915858070392
204	A4-1	6.59997	0.00381959	23.8724	0.763039	0.546241	382.68	1.603022737554666
205	A4-1	6.79993	0.00434178	27.1361	0.720852	0.529546	423.398	1.5602757949742228
206	A4-1	6.99988	0.0049007	30.6294	0.683404	0.519489	466.398	1.5227134713706438
207	A4-1	7.19995	0.00549971	34.3732	0.649145	0.50204	511.377	1.4877200842516847
208	A4-1	7.39995	0.00614247	38.3904	0.615393	0.491755	556.487	1.4495472826539968
209	A4-1	7.59995	0.00683722	42.7326	0.584824	0.481426	604.568	1.4147699882525286
210	A4-1	7.7999	0.00756773	47.2983	0.556987	0.472142	654.079	1.3828805686462302
211	A4-1	7.99987	0.00834558	52.1599	0.53159	0.459706	706.068	1.3536605706682718
212	A4-1	8.19979	0.00917498	57.3436	0.506101	0.449011	757.487	1.320961711507474
213	A4-1	8.39987	0.0100588	62.8675	0.484383	0.443403	814.213	1.295125462281783
214	A4-1	8.59981	0.0109827	68.6419	0.460252	0.432187	864.816	1.2598951952087574
215	A4-1	8.79981	0.0119578	74.7362	0.439555	0.419817	920.171	1.231225296442688
216	A4-1	8.99983	0.0129817	81.1356	0.420231	0.412919	976.753	1.2038525628700596
217	A4-1	9.19977	0.0140503	87.8144	0.402218	0.401393	1034.32	1.1778478245025872
218	A4-1	9.39979	0.0151712	94.82	0.384684	0.393262	1091.37	1.1509913520354356
219	A4-1	9.6001	0.0163436	102.147	0.36883	0.386446	1151.28	1.1270815589297776
220	A4-1	9.80009	0.017563	109.769	0.353612	0.377754	1210.84	1.103080104583261
221	A4-1	10.0001	0.0188354	117.721	0.338769	0.36844	1269.44	1.0783462593759823
222	A4-1	10.1727	0.0200011	125.007	0.325201	0.360884	1316.35	1.0530210308222738
223	B1-1	-0.999954	-1.89796e-07	-0.00118622	77.6872	-18.8283	0.293323	-24.727537893476757
224	B1-1	-0.799988	-1.26239e-07	-0.000788994	39.381	-221.495	0.0791214	-10.02813709609959
225	B1-1	-0.599966	-8.12312e-08	-0.000507695	131.848	-242.336	0.127836	-25.179684653187447
226	B1-1	-0.399933	-1.66971e-08	-0.000104357	-2401.73	-876.619	-0.319067	305.74566152725737
227	B1-1	-0.199983	1.49516e-08	9.34475e-05	-7635.62	-2708.62	-0.454208	-486.05687685598866
228	B1-1	6.68526e-05	3.19858e-08	0.000199911	4189960.0	-772.154	0.178244	89.16167694624109
229	B1-1	0.200062	4.94702e-08	0.000309189	1134.64	-550.491	0.223406	72.25548127520707
230	B1-1	0.400005	8.19494e-08	0.000512184	-589.093	-528.19	-0.384172	-75.00663823938274
231	B1-1	0.599968	9.43897e-08	0.000589936	-636.421	-444.876	-0.717013	-121.54081120663936
232	B1-1	0.799982	1.45931e-07	0.000912069	-260.635	-182.985	-0.605327	-66.3685532563874
233	B1-1	0.999985	2.27387e-07	0.00142117	-51.5149	-73.3607	-0.233035	-16.397404955072226
234	B1-1	1.19999	3.17994e-07	0.00198746	-49.9115	-111.376	-0.378902	-19.06463526309964
235	B1-1	1.39999	4.81805e-07	0.00301128	-23.393	-39.599	-0.313916	-10.424669907813287
236	B1-1	1.59999	7.44817e-07	0.00465511	-17.2978	-32.4223	-0.410097	-8.809609225131094
237	B1-1	1.79998	1.10791e-06	0.00692444	-5.68639	-12.6925	-0.2256	-3.2580251977055186
238	B1-1	1.99997	1.58594e-06	0.00991212	1.28895	-15.9371	0.0813347	0.8205580642687942
239	B1-1	2.19997	2.35119e-06	0.0146949	0.524353	-3.29885	0.0539583	0.367190657983382
240	B1-1	2.39991	3.87379e-06	0.0242112	0.146646	-3.19364	0.0271226	0.11202501321702354
241	B1-1	2.59987	6.04566e-06	0.0377854	0.40752	-6.6057	0.127431	0.3372493079337522
242	B1-1	2.79979	7.66968e-05	0.479355	0.142434	-0.272034	0.608482	0.12693765580832578
243	B1-1	2.99976	9.5235e-05	0.595219	0.361015	0.00692335	2.05182	0.344716818515538
244	B1-1	3.19985	8.54572e-05	0.534108	0.769812	0.040658	4.18787	0.7840867390115857
245	B1-1	3.39973	5.62946e-05	0.351841	1.85545	0.0798632	7.06466	2.007912665095881
246	B1-1	3.59976	9.49215e-05	0.593259	1.80123	0.669792	12.2444	2.063921491287954
247	B1-1	3.79977	0.000148204	0.926275	1.71829	0.644775	19.2506	2.0782812879544412
248	B1-1	3.99973	0.000225016	1.40635	1.53809	0.54529	27.5395	1.9582251928751735
249	B1-1	4.19968	0.000328569	2.05356	1.43298	0.624234	39.3381	1.915605095541401
250	B1-1	4.39962	0.000462655	2.89159	1.32685	0.58318	53.7309	1.8581783724525263
251	B1-1	4.59965	0.00063517	3.96981	1.22438	0.614925	71.164	1.7926298739738176
252	B1-1	4.79998	0.000848975	5.30609	1.14949	0.582866	93.1904	1.7562913557817523
253	B1-1	4.99994	0.00110938	6.93363	1.07913	0.569563	119.083	1.7174697813410869
254	B1-1	5.19997	0.00141694	8.85588	0.994859	0.538674	145.829	1.6466912379119862
255	B1-1	5.39991	0.00177285	11.0803	0.925048	0.52959	176.178	1.5900111007824698
256	B1-1	5.5999	0.00217416	13.5885	0.865417	0.512867	209.618	1.542613239136034
257	B1-1	5.80001	0.0026171	16.3569	0.811684	0.503332	245.113	1.498529672492954
258	B1-1	5.99996	0.00310309	19.3943	0.760725	0.490051	281.774	1.452870173195217
259	B1-1	6.19994	0.0036335	22.7094	0.714834	0.474387	320.367	1.410724193505773
260	B1-1	6.39994	0.0042118	26.3238	0.675098	0.465711	362.027	1.375283963561492
261	B1-1	6.5999	0.00484098	30.2561	0.637781	0.451877	405.389	1.3398587392294448
262	B1-1	6.7999	0.00552881	34.5551	0.602243	0.439152	450.439	1.3035384067764237
263	B1-1	6.99988	0.00627617	39.2261	0.570172	0.427016	498.335	1.2704168907946494
264	B1-1	7.19986	0.00708653	44.2908	0.540626	0.421212	548.763	1.2389999729063372
265	B1-1	7.39988	0.00796196	49.7623	0.512841	0.408195	601.115	1.2079727022263842
266	B1-1	7.59988	0.0089069	55.6681	0.48696	0.400535	655.778	1.1780139792807731
267	B1-1	7.79987	0.00992482	62.0301	0.462655	0.388027	712.521	1.1486697587139147
268	B1-1	7.99986	0.0110236	68.8975	0.441851	0.383205	775.196	1.1251438731448893
269	B1-1	8.19979	0.0121922	76.2013	0.41939	0.373352	834.129	1.0946388053747114
270	B1-1	8.39982	0.0134383	83.9894	0.398451	0.364445	894.787	1.06535705696195
271	B1-1	8.59978	0.0147623	92.2644	0.380694	0.354721	961.497	1.0421104998244177
272	B1-1	8.79984	0.0161684	101.052	0.363574	0.348422	1029.12	1.0184063650397814
273	B1-1	8.99988	0.0176627	110.392	0.347435	0.340334	1098.75	0.9953166896151895
274	B1-1	9.19983	0.0192416	120.26	0.331569	0.332654	1167.68	0.9709629136870115
275	B1-1	9.2714	0.0200009	125.006	0.322936	0.32558	1191.36	0.9530422539718092
276	B2-1	-0.999962	-1.34689e-06	-0.00841806	-24.0063	7.48879	-0.643238	7.641166729626541
277	B2-1	-0.799984	-7.91545e-07	-0.00494716	-33.6608	16.5484	-0.424045	8.571483436961813
278	B2-1	-0.599961	-4.08563e-07	-0.00255352	-43.271	84.1945	-0.211013	8.263612581847802
279	B2-1	-0.399956	-1.89944e-07	-0.00118715	84.8609	81.395	0.128255	-10.803605273133133
280	B2-1	-0.200009	-6.32685e-08	-0.000395428	-1471.54	164.87	-0.370459	93.68557613522562
281	B2-1	5.45263e-05	1.88846e-08	0.000118029	456433.0	942.709	0.00935021	7.921959857323199
282	B2-1	0.200048	7.95749e-08	0.000497343	-856.935	32.6628	-0.271387	-54.567371009544715
283	B2-1	0.399972	1.67879e-07	0.00104924	-82.595	193.868	-0.110334	-10.515611299607336
284	B2-1	0.599973	3.5094e-07	0.00219338	-196.079	61.6817	-0.821347	-37.44663487403004
285	B2-1	0.799983	6.44065e-07	0.00402541	-23.8896	24.0959	-0.244878	-6.083305799906097
286	B2-1	0.999987	1.08793e-06	0.00679956	20.3887	34.3823	0.441282	6.489861108659973
