	Timestamp	Filtered Rate: CBP	Filtered Rate: TxOPhCz	Filtered Rate: F-BsubPc	Source Power: CBP	Source Power: TxOPhCz	Source Power: F-BsubPc	Thickness: CBP	Thickness: TxOPhCz	Thickness: F-BsubPc	State: CBP	State: TxOPhCz	State: F-BsubPc	Fundamental  Frequency: CBP	Fundamental  Frequency: TxOPhCz	Fundamental  Frequency: F-BsubPc	Current Z-Ratio: CBP	Current Z-Ratio: TxOPhCz	Current Z-Ratio: F-BsubPc
444	12:03:38	0.001	-0.001	0.006	20.143	10.213	20.314	0.000	-0.001	0.001	Manual	Manual	Manual	Sensor Status	1	00	Fundamental Activity	000.000	745
445	12:03:39	0.001	-0.001	0.006	20.143	10.213	20.314	0.000	-0.001	0.001	Manual	Manual	Manual	Sensor Status	1	00	Fundamental Activity	000.000	746
446	12:03:40	0.001	-0.001	0.006	20.143	10.213	20.314	0.000	-0.001	0.001	Manual	Manual	Manual	Sensor Status	1	00	Fundamental Activity	000.000	746
447	12:03:41	0.001	-0.004	0.006	20.143	10.213	20.314	0.000	-0.001	0.001	Manual	Manual	Manual	Sensor Status	1	00	Fundamental Activity	000.000	745
448	12:03:42	0.001	0.004	0.006	20.143	10.213	20.314	0.000	-0.001	0.001	Manual	Manual	Manual	Sensor Status	1	00	Fundamental Activity	000.000	746
449	12:03:43	0.001	0.006	0.006	20.143	10.213	20.314	0.000	-0.001	0.001	Manual	Manual	Manual	Sensor Status	1	00	Fundamental Activity	000.000	746
450	12:03:44	0.001	0.011	0.006	20.143	10.213	20.314	0.000	-0.001	0.001	Manual	Manual	Manual	Sensor Status	1	00	Fundamental Activity	000.000	748
451	12:03:45	0.001	0.009	0.006	20.143	10.213	20.314	0.000	-0.001	0.001	Manual	Manual	Manual	Sensor Status	1	00	Fundamental Activity	000.000	747
452	12:03:46	0.001	-0.001	0.006	20.143	10.213	20.314	0.000	-0.001	0.001	Manual	Manual	Manual	Sensor Status	1	00	Fundamental Activity	000.000	747
453	12:03:47	0.001	-0.006	0.006	20.143	10.213	20.314	0.000	-0.001	0.001	Manual	Manual	Manual	Sensor Status	1	00	Fundamental Activity	000.000	747
454	12:03:48	0.002	-0.007	0.006	20.143	10.213	20.314	0.000	-0.001	0.001	Manual	Manual	Manual	Sensor Status	1	00	Fundamental Activity	000.000	746
455	12:03:49	0.001	-0.005	0.006	20.143	10.213	20.314	0.000	-0.001	0.001	Manual	Manual	Manual	Sensor Status	1	00	Fundamental Activity	000.000	745
456	12:03:50	0.001	0.002	0.006	20.143	10.213	20.314	0.000	-0.001	0.001	Manual	Manual	Manual	Sensor Status	1	00	Fundamental Activity	000.000	748
457	12:03:51	0.001	0.001	0.006	20.143	10.213	20.314	0.000	-0.001	0.001	Manual	Manual	Manual	Sensor Status	1	00	Fundamental Activity	000.000	748
458	12:03:52	0.001	0.022	0.006	20.143	10.213	20.314	0.000	-0.001	0.001	Manual	Manual	Manual	Sensor Status	1	00	Fundamental Activity	000.000	746
459	12:03:53	0.001	0.002	0.006	20.143	10.213	20.314	0.000	-0.001	0.001	Manual	Manual	Manual	Sensor Status	1	00	Fundamental Activity	000.000	746
460	12:03:54	0.001	-0.005	0.006	20.143	10.213	20.314	0.000	-0.001	0.001	Manual	Manual	Manual	Sensor Status	1	00	Fundamental Activity	000.000	746
461	12:03:55	0.001	0.003	0.006	20.143	10.213	20.314	0.000	-0.001	0.001	Manual	Manual	Manual	Sensor Status	1	00	Fundamental Activity	000.000	747
462	12:03:56	0.000	-0.019	0.006	20.143	10.213	20.314	0.000	-0.001	0.001	Manual	Manual	Manual	Sensor Status	1	00	Fundamental Activity	000.000	747
463	12:03:57	0.001	0.016	0.006	20.143	10.213	20.314	0.000	-0.001	0.001	Manual	Manual	Manual	Sensor Status	1	00	Fundamental Activity	000.000	745
464	12:03:58	0.003	-0.001	0.006	20.143	10.213	20.314	0.000	-0.001	0.001	Manual	Manual	Manual	Sensor Status	1	00	Fundamental Activity	000.000	746
465	12:03:59	0.000	0.003	0.006	20.143	10.213	20.314	0.000	-0.001	0.001	Manual	Manual	Manual	Sensor Status	1	00	Fundamental Activity	000.000	746
466	12:04:00	0.001	-0.001	0.006	20.143	10.213	20.314	0.000	-0.001	0.001	Manual	Manual	Manual	Sensor Status	1	00	Fundamental Activity	000.000	747
467	12:04:01	0.001	-0.012	0.006	20.143	10.213	20.314	0.000	-0.001	0.001	Manual	Manual	Manual	Sensor Status	1	00	Fundamental Activity	000.000	745
468	12:04:02	0.001	0.000	0.006	20.143	10.213	20.314	0.000	-0.001	0.001	Manual	Manual	Manual	Sensor Status	1	00	Fundamental Activity	000.000	747
469	12:04:03	0.001	-0.004	0.006	20.143	10.213	20.314	0.000	-0.001	0.001	Manual	Manual	Manual	Sensor Status	1	00	Fundamental Activity	000.000	745
470	12:04:04	0.000	-0.007	0.006	20.143	10.213	20.314	0.000	-0.001	0.001	Manual	Manual	Manual	Sensor Status	1	00	Fundamental Activity	000.000	746
471	12:04:05	0.002	-0.001	0.006	20.143	10.213	20.314	0.000	-0.001	0.001	Manual	Manual	Manual	Sensor Status	1	00	Fundamental Activity	000.000	746
472	12:04:06	0.003	-0.002	0.006	20.143	10.213	20.314	0.000	-0.001	0.001	Manual	Manual	Manual	Sensor Status	1	00	Fundamental Activity	000.000	747
473	12:04:07	0.001	-0.007	0.006	20.143	10.213	20.314	0.000	-0.001	0.001	Manual	Manual	Manual	Sensor Status	1	00	Fundamental Activity	000.000	746
474	12:04:08	0.001	0.003	0.006	20.143	10.213	20.314	0.000	-0.001	0.001	Manual	Manual	Manual	Sensor Status	1	00	Fundamental Activity	000.000	746
475	12:04:09	0.000	-0.004	0.006	20.143	10.213	20.314	0.000	-0.001	0.001	Manual	Manual	Manual	Sensor Status	1	00	Fundamental Activity	000.000	744
476	12:04:10	0.001	-0.005	0.006	20.143	10.213	20.314	0.000	-0.001	0.001	Manual	Manual	Manual	Sensor Status	1	00	Fundamental Activity	000.000	748
477	12:04:11	0.001	0.004	0.006	20.143	10.213	20.314	0.000	-0.001	0.001	Manual	Manual	Manual	Sensor Status	1	00	Fundamental Activity	000.000	746
478	12:04:12	0.001	0.006	0.006	20.143	10.213	20.314	0.000	-0.001	0.001	Manual	Manual	Manual	Sensor Status	1	00	Fundamental Activity	000.000	747
479	12:04:13	0.001	0.000	0.006	20.143	10.213	20.314	0.000	-0.001	0.001	Manual	Manual	Manual	Sensor Status	1	00	Fundamental Activity	000.000	746
480	12:04:14	0.001	0.008	0.006	20.143	10.213	20.314	0.000	-0.001	0.001	Manual	Manual	Manual	Sensor Status	1	00	Fundamental Activity	000.000	747
481	12:04:15	0.001	0.000	0.006	20.143	10.213	20.314	0.000	-0.001	0.001	Manual	Manual	Manual	Sensor Status	1	00	Fundamental Activity	000.000	748
482	12:04:16	0.001	-0.013	0.006	20.143	10.213	20.314	0.000	-0.001	0.001	Manual	Manual	Manual	Sensor Status	1	00	Fundamental Activity	000.000	745
483	12:04:17	0.001	-0.002	0.006	20.143	10.213	20.314	0.000	-0.001	0.001	Manual	Manual	Manual	Sensor Status	1	00	Fundamental Activity	000.000	747
484	12:04:18	0.001	-0.005	0.006	20.143	10.213	20.314	0.000	-0.001	0.001	Manual	Manual	Manual	Sensor Status	1	00	Fundamental Activity	000.000	746
485	12:04:19	0.001	-0.002	0.006	20.143	10.213	20.314	0.000	-0.001	0.001	Manual	Manual	Manual	Sensor Status	1	00	Fundamental Activity	000.000	746
486	12:04:20	0.001	0.002	0.006	20.143	10.213	20.314	0.000	-0.001	0.001	Manual	Manual	Manual	Sensor Status	1	00	Fundamental Activity	000.000	745
487	12:04:21	0.001	0.003	0.006	20.143	10.213	20.314	0.000	-0.001	0.001	Manual	Manual	Manual	Sensor Status	1	00	Fundamental Activity	000.000	746
488	12:04:22	0.001	-0.000	0.006	20.143	10.213	20.314	0.000	-0.001	0.001	Manual	Manual	Manual	Sensor Status	1	00	Fundamental Activity	000.000	746
489	12:04:23	0.002	0.002	0.006	20.143	10.213	20.314	0.000	-0.001	0.001	Manual	Manual	Manual	Sensor Status	1	00	Fundamental Activity	000.000	746
490	12:04:24	0.000	0.019	0.006	20.143	10.213	20.314	0.000	-0.001	0.001	Manual	Manual	Manual	Sensor Status	1	00	Fundamental Activity	000.000	748
491	12:04:25	0.001	-0.002	0.006	20.143	10.213	20.314	0.000	-0.001	0.001	Manual	Manual	Manual	Sensor Status	1	00	Fundamental Activity	000.000	748
492	12:04:26	0.001	0.007	0.006	20.143	10.213	20.314	0.000	-0.001	0.001	Manual	Manual	Manual	Sensor Status	1	00	Fundamental Activity	000.000	748
493	12:04:27	0.001	-0.001	0.006	20.143	10.213	20.314	0.000	-0.001	0.001	Manual	Manual	Manual	Sensor Status	1	00	Fundamental Activity	000.000	747
494	12:04:28	0.001	-0.003	0.006	20.143	10.213	20.314	0.000	-0.001	0.001	Manual	Manual	Manual	Sensor Status	1	00	Fundamental Activity	000.000	747
495	12:04:29	0.001	-0.000	0.006	20.143	10.213	20.314	0.000	-0.001	0.001	Manual	Manual	Manual	Sensor Status	1	00	Fundamental Activity	000.000	747
496	12:04:30	0.001	0.003	0.006	20.143	10.213	20.314	0.000	-0.001	0.001	Manual	Manual	Manual	Sensor Status	1	00	Fundamental Activity	000.000	745
497	12:04:31	0.001	0.005	0.006	20.143	10.213	20.314	0.000	-0.001	0.001	Manual	Manual	Manual	Sensor Status	1	00	Fundamental Activity	000.000	749
498	12:04:32	0.001	-0.015	0.006	20.143	10.213	20.314	0.000	-0.001	0.001	Manual	Manual	Manual	Sensor Status	1	00	Fundamental Activity	000.000	746
499	12:04:33	0.001	0.003	0.006	20.143	10.213	20.314	0.000	-0.001	0.001	Manual	Manual	Manual	Sensor Status	1	00	Fundamental Activity	000.000	746
500	12:04:34	0.001	-0.005	0.006	20.143	10.213	20.314	0.000	-0.001	0.001	Manual	Manual	Manual	Sensor Status	1	00	Fundamental Activity	000.000	747
501	12:04:35	0.001	-0.007	0.006	20.143	10.213	20.314	0.000	-0.001	0.001	Manual	Manual	Manual	Sensor Status	1	00	Fundamental Activity	000.000	746
502	12:04:36	0.000	0.007	0.006	20.143	10.213	20.314	0.000	-0.001	0.001	Manual	Manual	Manual	Sensor Status	1	00	Fundamental Activity	000.000	747
503	12:04:37	0.001	0.001	0.006	20.143	10.213	20.314	0.000	-0.001	0.001	Manual	Manual	Manual	Sensor Status	1	00	Fundamental Activity	000.000	747
504	12:04:38	0.001	-0.005	0.006	20.143	10.213	20.314	0.000	-0.001	0.001	Manual	Manual	Manual	Sensor Status	1	00	Fundamental Activity	000.000	746
505	12:04:39	0.001	0.026	0.006	20.143	10.213	20.314	0.000	-0.001	0.001	Manual	Manual	Manual	Sensor Status	1	00	Fundamental Activity	000.000	746
506	12:04:40	0.001	-0.007	0.006	20.143	10.213	20.314	0.000	-0.001	0.001	Manual	Manual	Manual	Sensor Status	1	00	Fundamental Activity	000.000	747
507	12:04:41	0.001	0.001	0.006	20.143	10.213	20.314	0.000	-0.001	0.001	Manual	Manual	Manual	Sensor Status	1	00	Fundamental Activity	000.000	748
508	12:04:42	0.001	0.003	0.006	20.143	10.213	20.314	0.000	-0.001	0.001	Manual	Manual	Manual	Sensor Status	1	00	Fundamental Activity	000.000	745
509	12:04:43	0.001	-0.006	0.006	20.143	10.213	20.314	0.000	-0.001	0.001	Manual	Manual	Manual	Sensor Status	1	00	Fundamental Activity	000.000	749
510	12:04:44	0.001	0.023	0.006	20.143	10.213	20.314	0.000	-0.001	0.001	Manual	Manual	Manual	Sensor Status	1	00	Fundamental Activity	000.000	747
511	12:04:45	0.001	-0.004	0.006	20.143	10.213	20.314	0.000	-0.001	0.001	Manual	Manual	Manual	Sensor Status	1	00	Fundamental Activity	000.000	745
512	12:04:46	0.001	-0.000	0.006	20.143	10.213	20.314	0.000	-0.001	0.001	Manual	Manual	Manual	Sensor Status	1	00	Fundamental Activity	000.000	747
513	12:04:47	0.001	-0.006	0.006	20.143	10.213	20.314	0.000	-0.001	0.001	Manual	Manual	Manual	Sensor Status	1	00	Fundamental Activity	000.000	747
514	12:04:48	0.001	-0.019	0.006	20.143	10.213	20.314	0.000	-0.001	0.001	Manual	Manual	Manual	Sensor Status	1	00	Fundamental Activity	000.000	748
515	12:04:49	0.001	0.005	0.006	20.143	10.213	20.314	0.000	-0.001	0.001	Manual	Manual	Manual	Sensor Status	1	00	Fundamental Activity	000.000	748
516	12:04:50	0.001	0.000	0.006	20.143	10.213	20.314	0.000	-0.001	0.001	Manual	Manual	Manual	Sensor Status	1	00	Fundamental Activity	000.000	748
517	12:04:51	0.001	-0.014	0.006	20.143	10.213	20.314	0.000	-0.001	0.001	Manual	Manual	Manual	Sensor Status	1	00	Fundamental Activity	000.000	746
518	12:04:52	0.001	-0.005	0.006	20.143	10.213	20.314	0.000	-0.001	0.001	Manual	Manual	Manual	Sensor Status	1	00	Fundamental Activity	000.000	746
519	12:04:53	0.000	-0.006	0.006	20.143	10.213	20.314	0.000	-0.001	0.001	Manual	Manual	Manual	Sensor Status	1	00	Fundamental Activity	000.000	745
520	12:04:54	0.003	-0.003	0.006	20.143	10.213	20.314	0.000	-0.001	0.001	Manual	Manual	Manual	Sensor Status	1	00	Fundamental Activity	000.000	747
521	12:04:55	0.000	0.004	0.006	20.143	10.213	20.314	0.000	-0.001	0.001	Manual	Manual	Manual	Sensor Status	1	00	Fundamental Activity	000.000	748
522	12:04:56	0.001	0.002	0.006	20.143	10.213	20.314	0.000	-0.001	0.001	Manual	Manual	Manual	Sensor Status	1	00	Fundamental Activity	000.000	747
523	12:04:57	0.001	0.005	0.006	20.143	10.213	20.314	0.000	-0.001	0.001	Manual	Manual	Manual	Sensor Status	1	00	Fundamental Activity	000.000	745
524	12:04:58	0.001	-0.003	0.006	20.143	10.213	20.314	0.000	-0.001	0.001	Manual	Manual	Manual	Sensor Status	1	00	Fundamental Activity	000.000	745
525	12:04:59	0.000	-0.005	0.006	20.143	10.213	20.314	0.000	-0.001	0.001	Manual	Manual	Manual	Sensor Status	1	00	Fundamental Activity	000.000	747
526	12:05:00	0.001	0.001	0.006	20.143	10.213	20.314	0.000	-0.001	0.001	Manual	Manual	Manual	Sensor Status	1	00	Fundamental Activity	000.000	749
527	12:05:01	0.001	-0.004	0.006	20.143	10.213	20.314	0.000	-0.001	0.001	Manual	Manual	Manual	Sensor Status	1	00	Fundamental Activity	000.000	747
528	12:05:02	0.001	0.024	0.006	20.143	10.213	20.314	0.000	-0.001	0.001	Manual	Manual	Manual	Sensor Status	1	00	Fundamental Activity	000.000	747
529	12:05:03	0.001	0.005	0.006	20.143	10.213	20.314	0.000	-0.001	0.001	Manual	Manual	Manual	Sensor Status	1	00	Fundamental Activity	000.000	747
530	12:05:04	0.001	0.003	0.006	20.143	10.213	20.314	0.000	-0.001	0.001	Manual	Manual	Manual	Sensor Status	1	00	Fundamental Activity	000.000	747
531	12:05:05	0.001	0.005	0.006	20.143	10.213	20.314	0.000	-0.001	0.001	Manual	Manual	Manual	Sensor Status	1	00	Fundamental Activity	000.000	746
532	12:05:06	0.001	-0.024	0.006	20.143	10.213	20.314	0.000	-0.001	0.001	Manual	Manual	Manual	Sensor Status	1	00	Fundamental Activity	000.000	747
533	12:05:07	0.001	0.005	0.006	20.143	10.213	20.314	0.000	-0.001	0.001	Manual	Manual	Manual	Sensor Status	1	00	Fundamental Activity	000.000	746
534	12:05:08	0.001	-0.004	0.006	20.143	10.213	20.314	0.000	-0.001	0.001	Manual	Manual	Manual	Sensor Status	1	00	Fundamental Activity	000.000	746
535	12:05:09	0.001	-0.003	0.006	20.143	10.213	20.314	0.000	-0.001	0.001	Manual	Manual	Manual	Sensor Status	1	00	Fundamental Activity	000.000	747
536	12:05:10	0.001	0.002	0.006	20.143	10.213	20.314	0.000	-0.001	0.001	Manual	Manual	Manual	Sensor Status	1	00	Fundamental Activity	000.000	746
537	12:05:11	0.001	-0.003	0.006	20.143	10.213	20.314	0.000	-0.001	0.001	Manual	Manual	Manual	Sensor Status	1	00	Fundamental Activity	000.000	745
538	12:05:12	0.001	-0.001	0.006	20.143	10.213	20.314	0.000	-0.001	0.002	Manual	Manual	Manual	Sensor Status	1	00	Fundamental Activity	000.000	746
539	12:05:13	0.003	-0.001	0.006	20.143	10.213	20.314	0.000	-0.001	0.002	Manual	Manual	Manual	Sensor Status	1	00	Fundamental Activity	000.000	746
540	12:05:14	0.001	0.001	0.006	20.143	10.213	20.314	0.000	-0.001	0.002	Manual	Manual	Manual	Sensor Status	1	00	Fundamental Activity	000.000	745
541	12:05:15	0.001	0.004	0.006	20.143	10.213	20.314	0.000	-0.001	0.002	Manual	Manual	Manual	Sensor Status	1	00	Fundamental Activity	000.000	747
542	12:05:16	0.000	0.002	0.006	20.143	10.213	20.314	0.000	-0.001	0.002	Manual	Manual	Manual	Sensor Status	1	00	Fundamental Activity	000.000	747
543	12:05:17	0.002	0.008	0.006	20.143	10.213	20.314	0.000	-0.001	0.002	Manual	Manual	Manual	Sensor Status	1	00	Fundamental Activity	000.000	747
544	12:05:18	0.001	0.015	0.006	20.143	10.213	20.314	0.000	-0.001	0.002	Manual	Manual	Manual	Sensor Status	1	00	Fundamental Activity	000.000	746
545	12:05:19	0.001	0.005	0.006	20.143	10.213	20.314	0.000	-0.001	0.002	Manual	Manual	Manual	Sensor Status	1	00	Fundamental Activity	000.000	747
546	12:05:20	0.001	0.016	0.006	20.143	10.213	20.314	0.000	-0.001	0.002	Manual	Manual	Manual	Sensor Status	1	00	Fundamental Activity	000.000	747
547	12:05:21	0.001	0.002	0.006	20.143	10.213	20.314	0.000	-0.001	0.002	Manual	Manual	Manual	Sensor Status	1	00	Fundamental Activity	000.000	745
548	12:05:22	0.001	-0.007	0.006	20.143	10.213	20.314	0.000	-0.001	0.002	Manual	Manual	Manual	Sensor Status	1	00	Fundamental Activity	000.000	748
549	12:05:23	0.001	-0.014	0.006	20.143	10.213	20.314	0.000	-0.001	0.002	Manual	Manual	Manual	Sensor Status	1	00	Fundamental Activity	000.000	748
550	12:05:24	0.001	-0.007	0.006	20.143	10.213	20.314	0.000	-0.001	0.002	Manual	Manual	Manual	Sensor Status	1	00	Fundamental Activity	000.000	745
551	12:05:25	-0.000	-0.015	0.006	20.143	10.213	20.314	0.000	-0.001	0.002	Manual	Manual	Manual	Sensor Status	1	00	Fundamental Activity	000.000	747
552	12:05:26	0.001	-0.017	0.005	20.143	10.213	20.314	0.000	-0.001	0.002	Manual	Manual	Manual	Sensor Status	1	00	Fundamental Activity	000.000	747
553	12:05:27	0.001	-0.008	0.006	20.143	10.213	20.314	0.000	-0.001	0.002	Manual	Manual	Manual	Sensor Status	1	00	Fundamental Activity	000.000	747
554	12:05:28	0.001	-0.015	0.005	20.143	10.213	20.314	0.000	-0.001	0.002	Manual	Manual	Manual	Sensor Status	1	00	Fundamental Activity	000.000	747
555	12:05:29	0.001	-0.004	0.006	20.143	10.213	20.314	0.000	-0.001	0.002	Manual	Manual	Manual	Sensor Status	1	00	Fundamental Activity	000.000	747
556	12:05:30	0.001	-0.001	0.005	20.143	10.213	20.314	0.000	-0.001	0.002	Manual	Manual	Manual	Sensor Status	1	00	Fundamental Activity	000.000	746
557	12:05:31	0.001	-0.000	0.006	20.143	10.213	20.314	0.000	-0.001	0.002	Manual	Manual	Manual	Sensor Status	1	00	Fundamental Activity	000.000	744
558	12:05:32	0.000	0.007	0.005	20.143	10.213	20.314	0.000	-0.001	0.002	Manual	Manual	Manual	Sensor Status	1	00	Fundamental Activity	000.000	747
559	12:05:33	0.001	0.000	0.005	20.143	10.213	20.314	0.000	-0.001	0.002	Manual	Manual	Manual	Sensor Status	1	00	Fundamental Activity	000.000	745
560	12:05:34	0.002	0.021	0.005	20.143	10.213	20.314	0.000	-0.001	0.002	Manual	Manual	Manual	Sensor Status	1	00	Fundamental Activity	000.000	748
561	12:05:35	0.001	-0.002	0.005	20.143	10.213	20.314	0.000	-0.001	0.002	Manual	Manual	Manual	Sensor Status	1	00	Fundamental Activity	000.000	747
562	12:05:36	0.001	-0.010	0.005	20.143	10.213	20.314	0.000	-0.001	0.002	Manual	Manual	Manual	Sensor Status	1	00	Fundamental Activity	000.000	745
563	12:05:37	0.001	-0.002	0.005	20.143	10.213	20.314	0.000	-0.001	0.002	Manual	Manual	Manual	Sensor Status	1	00	Fundamental Activity	000.000	747
564	12:05:38	0.001	-0.004	0.005	20.143	10.213	20.314	0.000	-0.001	0.002	Manual	Manual	Manual	Sensor Status	1	00	Fundamental Activity	000.000	747
565	12:05:39	0.001	0.008	0.005	20.143	10.213	20.314	0.000	-0.001	0.002	Manual	Manual	Manual	Sensor Status	1	00	Fundamental Activity	000.000	747
566	12:05:40	0.001	0.007	0.005	20.143	10.213	20.314	0.000	-0.001	0.002	Manual	Manual	Manual	Sensor Status	1	00	Fundamental Activity	000.000	746
567	12:05:41	0.001	0.000	0.005	20.143	10.213	20.314	0.000	-0.001	0.002	Manual	Manual	Manual	Sensor Status	1	00	Fundamental Activity	000.000	746
568	12:05:42	0.001	-0.004	0.005	20.143	10.213	20.314	0.000	-0.001	0.002	Manual	Manual	Manual	Sensor Status	1	00	Fundamental Activity	000.000	747
569	12:05:43	0.001	0.002	0.005	20.143	10.213	20.314	0.000	-0.001	0.002	Manual	Manual	Manual	Sensor Status	1	00	Fundamental Activity	000.000	746
570	12:05:44	0.001	0.007	0.005	20.143	10.213	20.314	0.000	-0.001	0.002	Manual	Manual	Manual	Sensor Status	1	00	Fundamental Activity	000.000	747
571	12:05:45	0.001	0.016	0.005	20.143	10.213	20.314	0.000	-0.001	0.002	Manual	Manual	Manual	Sensor Status	1	00	Fundamental Activity	000.000	747
572	12:05:46	0.001	-0.007	0.005	20.143	10.213	20.314	0.000	-0.001	0.002	Manual	Manual	Manual	Sensor Status	1	00	Fundamental Activity	000.000	746
573	12:05:47	0.001	-0.000	0.005	20.143	10.213	20.314	0.000	-0.001	0.002	Manual	Manual	Manual	Sensor Status	1	00	Fundamental Activity	000.000	747
574	12:05:48	0.001	-0.000	0.005	20.143	10.213	20.314	0.000	-0.001	0.002	Manual	Manual	Manual	Sensor Status	1	00	Fundamental Activity	000.000	749
575	12:05:49	0.001	-0.005	0.005	20.143	10.213	20.314	0.000	-0.001	0.002	Manual	Manual	Manual	Sensor Status	1	00	Fundamental Activity	000.000	747
576	12:05:50	0.000	0.002	0.005	20.143	10.213	20.314	0.000	-0.001	0.002	Manual	Manual	Manual	Sensor Status	1	00	Fundamental Activity	000.000	747
577	12:05:51	0.002	0.003	0.005	20.143	10.213	20.314	0.000	-0.001	0.002	Manual	Manual	Manual	Sensor Status	1	00	Fundamental Activity	000.000	746
578	12:05:52	0.001	-0.010	0.005	20.143	10.213	20.314	0.000	-0.001	0.002	Manual	Manual	Manual	Sensor Status	1	00	Fundamental Activity	000.000	747
579	12:05:53	0.001	-0.002	0.005	20.143	10.213	20.314	0.000	-0.001	0.002	Manual	Manual	Manual	Sensor Status	1	00	Fundamental Activity	000.000	745
580	12:05:54	0.001	-0.003	0.005	20.143	10.213	20.314	0.000	-0.001	0.002	Manual	Manual	Manual	Sensor Status	1	00	Fundamental Activity	000.000	747
581	12:05:55	0.000	-0.008	0.005	20.143	10.213	20.314	0.000	-0.001	0.002	Manual	Manual	Manual	Sensor Status	1	00	Fundamental Activity	000.000	745
582	12:05:56	0.001	-0.001	0.005	20.143	10.213	20.314	0.000	-0.001	0.002	Manual	Manual	Manual	Sensor Status	1	00	Fundamental Activity	000.000	746
583	12:05:57	0.001	-0.003	0.005	20.143	10.213	20.314	0.000	-0.001	0.002	Manual	Manual	Manual	Sensor Status	1	00	Fundamental Activity	000.000	744
584	12:05:58	0.001	-0.000	0.005	20.143	10.213	20.314	0.000	-0.001	0.002	Manual	Manual	Manual	Sensor Status	1	00	Fundamental Activity	000.000	747
585	12:05:59	0.001	0.018	0.005	20.143	10.213	20.314	0.000	-0.001	0.002	Manual	Manual	Manual	Sensor Status	1	00	Fundamental Activity	000.000	747
586	12:06:00	0.000	0.003	0.005	20.143	10.213	20.314	0.000	-0.001	0.002	Manual	Manual	Manual	Sensor Status	1	00	Fundamental Activity	000.000	746
587	12:06:01	0.002	0.001	0.005	20.143	10.213	20.314	0.000	-0.001	0.002	Manual	Manual	Manual	Sensor Status	1	00	Fundamental Activity	000.000	748
588	12:06:02	0.001	0.002	0.005	20.143	10.213	20.314	0.000	-0.001	0.002	Manual	Manual	Manual	Sensor Status	1	00	Fundamental Activity	000.000	746
589	12:06:03	0.000	-0.012	0.005	20.143	10.213	20.314	0.000	-0.001	0.002	Manual	Manual	Manual	Sensor Status	1	00	Fundamental Activity	000.000	746
590	12:06:04	0.001	0.002	0.005	20.143	10.213	20.314	0.000	-0.001	0.002	Manual	Manual	Manual	Sensor Status	1	00	Fundamental Activity	000.000	747
591	12:06:05	0.001	0.001	0.005	20.143	10.213	20.314	0.000	-0.001	0.002	Manual	Manual	Manual	Sensor Status	1	00	Fundamental Activity	000.000	745
592	12:06:06	0.000	-0.001	0.005	20.143	10.213	20.314	0.000	-0.001	0.002	Manual	Manual	Manual	Sensor Status	1	00	Fundamental Activity	000.000	745
593	12:06:07	0.001	-0.005	0.005	20.143	10.213	20.314	0.000	-0.001	0.002	Manual	Manual	Manual	Sensor Status	1	00	Fundamental Activity	000.000	746
594	12:06:08	0.002	0.013	0.005	20.143	10.213	20.314	0.000	-0.001	0.002	Manual	Manual	Manual	Sensor Status	1	00	Fundamental Activity	000.000	748
595	12:06:09	0.001	-0.003	0.005	20.143	10.213	20.314	0.000	-0.001	0.002	Manual	Manual	Manual	Sensor Status	1	00	Fundamental Activity	000.000	747
596	12:06:10	0.001	-0.002	0.005	20.143	10.213	20.314	0.000	-0.001	0.002	Manual	Manual	Manual	Sensor Status	1	00	Fundamental Activity	000.000	745
597	12:06:11	0.001	0.001	0.005	20.143	10.213	20.428	0.000	-0.001	0.002	Manual	Manual	Manual	Sensor Status	1	00	Fundamental Activity	000.000	747
598	12:06:12	0.001	-0.020	0.005	20.143	10.213	20.428	0.000	-0.001	0.002	Manual	Manual	Manual	Sensor Status	1	00	Fundamental Activity	000.000	746
599	12:06:13	0.001	-0.000	0.005	20.143	10.213	20.428	0.000	-0.001	0.002	Manual	Manual	Manual	Sensor Status	1	00	Fundamental Activity	000.000	747
600	12:06:14	0.001	0.002	0.005	20.143	10.213	20.428	0.000	-0.001	0.002	Manual	Manual	Manual	Sensor Status	1	00	Fundamental Activity	000.000	746
601	12:06:15	0.001	0.011	0.005	20.143	10.213	20.428	0.000	-0.001	0.002	Manual	Manual	Manual	Sensor Status	1	00	Fundamental Activity	000.000	747
602	12:06:16	0.001	0.005	0.005	20.143	10.213	20.428	0.000	-0.001	0.002	Manual	Manual	Manual	Sensor Status	1	00	Fundamental Activity	000.000	747
603	12:06:17	0.001	0.005	0.005	20.143	10.213	20.428	0.000	-0.001	0.002	Manual	Manual	Manual	Sensor Status	1	00	Fundamental Activity	000.000	747
604	12:06:18	0.001	-0.001	0.005	20.143	10.213	20.428	0.000	-0.001	0.002	Manual	Manual	Manual	Sensor Status	1	00	Fundamental Activity	000.000	747
605	12:06:19	0.000	-0.007	0.005	20.143	10.213	20.428	0.000	-0.001	0.002	Manual	Manual	Manual	Sensor Status	1	00	Fundamental Activity	000.000	746
606	12:06:20	0.001	-0.001	0.005	20.143	10.213	20.428	0.000	-0.001	0.002	Manual	Manual	Manual	Sensor Status	1	00	Fundamental Activity	000.000	747
607	12:06:21	0.001	0.002	0.005	20.143	10.213	20.428	0.000	-0.001	0.002	Manual	Manual	Manual	Sensor Status	1	00	Fundamental Activity	000.000	745
