Voltage(V)	Current(A)	J(mA/cm2)	PE(lm/W)	EQE(%)	L(cd/m2)
-9.99971E-1	-6.43711E-6	-4.02319E-2	-3.23941E-1	6.65555E-1	-4.14834E-2
-7.99995E-1	-3.30412E-6	-2.06507E-2	-7.66670E+0	6.41052E+0	-4.03164E-1
-5.99972E-1	-1.66483E-6	-1.04052E-2	1.48033E+1	1.28712E+1	2.94165E-1
-3.99957E-1	-6.94882E-7	-4.34301E-3	-3.34854E+1	-1.07969E+1	-1.85144E-1
-2.00011E-1	-1.95196E-7	-1.21997E-3	-7.84910E+2	-2.78991E+1	-6.09642E-1
4.41074E-5	8.75354E-10	5.47096E-6	-8.88589E+8	-1.53122E+4	-6.82537E-1
2.00033E-1	1.90225E-7	1.18891E-3	-3.85041E+2	1.22221E+2	-2.91479E-1
3.99980E-1	6.08076E-7	3.80048E-3	-1.08739E+2	2.96972E+1	-5.26152E-1
5.99970E-1	1.34788E-6	8.42425E-3	5.58951E-1	9.94094E+0	8.99259E-3
7.99985E-1	2.50933E-6	1.56833E-2	4.81271E+0	1.27552E+1	1.92203E-1
9.99984E-1	4.31481E-6	2.69676E-2	-4.10404E+0	1.82626E+0	-3.52287E-1
1.19999E+0	7.05966E-6	4.41229E-2	3.43850E+0	1.26514E+0	5.79510E-1
1.40001E+0	1.12484E-5	7.03025E-2	-5.01469E-1	8.13448E-1	-1.57107E-1
1.60000E+0	1.63732E-5	1.02333E-1	-8.12597E-1	1.35736E+0	-4.23505E-1
1.79998E+0	2.34934E-5	1.46834E-1	4.83966E-1	5.61407E-1	4.07153E-1
1.99997E+0	3.20064E-5	2.00040E-1	-5.21243E-1	6.36528E-1	-6.63790E-1
2.20000E+0	4.45558E-5	2.78474E-1	-1.70529E-1	4.80564E-1	-3.32548E-1
2.39998E+0	6.11923E-5	3.82452E-1	-2.00265E-2	2.54960E-1	-5.85114E-2
2.59995E+0	8.29826E-5	5.18641E-1	7.37625E-3	2.20625E-2	3.16605E-2
2.79991E+0	1.15123E-4	7.19519E-1	-4.41868E-2	2.14192E-1	-2.83354E-1
2.99987E+0	1.52678E-4	9.54238E-1	8.46787E-3	1.62901E-1	7.71584E-2
3.19993E+0	2.05866E-4	1.28666E+0	3.82346E-2	-3.90472E-2	5.01085E-1
3.39988E+0	2.95931E-4	1.84957E+0	4.79855E-2	8.98832E-2	9.60494E-1
3.59987E+0	3.80076E-4	2.37548E+0	7.93158E-2	6.31732E-2	2.15897E+0
3.79993E+0	5.44846E-4	3.40529E+0	8.56967E-2	1.04866E-1	3.52975E+0
3.99981E+0	7.04710E-4	4.40444E+0	9.72735E-2	6.58174E-2	5.45474E+0
4.19980E+0	8.97213E-4	5.60758E+0	1.04480E-1	8.50827E-2	7.83226E+0
4.39975E+0	1.12423E-3	7.02644E+0	1.12742E-1	6.05369E-2	1.10943E+1
4.59980E+0	1.39434E-3	8.71462E+0	1.15823E-1	6.92583E-2	1.47786E+1
4.80011E+0	1.70361E-3	1.06476E+1	1.19925E-1	8.56294E-2	1.95102E+1
5.00019E+0	2.06749E-3	1.29218E+1	1.26177E-1	8.83866E-2	2.59502E+1
5.20011E+0	2.49407E-3	1.55879E+1	1.25575E-1	8.30468E-2	3.24008E+1
5.40004E+0	3.04629E-3	1.90393E+1	1.24335E-1	8.60320E-2	4.06905E+1
5.59997E+0	3.50244E-3	2.18903E+1	1.31292E-1	1.02455E-1	5.12300E+1
5.80004E+0	4.21121E-3	2.63201E+1	1.27249E-1	1.01910E-1	6.18333E+1
6.00004E+0	5.25614E-3	3.28509E+1	1.16322E-1	8.87366E-2	7.29813E+1
6.20010E+0	5.79479E-3	3.62174E+1	1.19638E-1	1.02243E-1	8.55137E+1
6.40006E+0	6.54666E-3	4.09166E+1	1.20463E-1	1.03494E-1	1.00412E+2
6.60002E+0	7.32277E-3	4.57673E+1	1.19366E-1	1.11266E-1	1.14771E+2
6.79996E+0	7.94910E-3	4.96819E+1	1.23720E-1	1.19410E-1	1.33043E+2
7.00001E+0	8.63179E-3	5.39487E+1	1.26050E-1	1.26716E-1	1.51521E+2
7.19999E+0	9.18800E-3	5.74250E+1	1.30367E-1	1.34767E-1	1.71574E+2
7.40002E+0	1.02423E-2	6.40144E+1	1.27084E-1	1.35173E-1	1.91624E+2
7.59994E+0	1.13141E-2	7.07131E+1	1.23441E-1	1.37910E-1	2.11164E+2
7.79996E+0	1.25226E-2	7.82662E+1	1.19658E-1	1.38426E-1	2.32520E+2
7.99991E+0	1.37710E-2	8.60688E+1	1.16144E-1	1.37143E-1	2.54552E+2
8.19982E+0	1.50011E-2	9.37569E+1	1.14441E-1	1.39762E-1	2.80053E+2
8.39994E+0	1.61519E-2	1.00949E+2	1.13368E-1	1.43125E-1	3.05998E+2
8.59985E+0	1.75663E-2	1.09789E+2	1.10590E-1	1.44058E-1	3.32368E+2
8.79987E+0	1.90891E-2	1.19307E+2	1.07619E-1	1.44413E-1	3.59652E+2
8.91195E+0	2.00010E-2	1.25006E+2	1.05905E-1	1.44472E-1	3.75554E+2
