	Pixel	Voltage(V)	Current(A)	J(mA/cm2)	PE(lm/W)	EQE(%)	L(cd/m2)	CE(cd/A)
0	A1-1	-0.999975	-1.2232e-06	-0.007645	6.14257	-3.65171	0.149474	-1.9551863963374754
1	A1-1	-0.799988	-4.95828e-05	-0.309893	-0.0788567	0.0392422	-0.0622276	0.02008035031446338
2	A1-1	-0.599963	-3.62231e-05	-0.226394	0.36604	-0.128115	0.158259	-0.06990423774481655
3	A1-1	-0.399949	-2.35455e-05	-0.147159	2.19012	-0.57004	0.410308	-0.2788195081510475
4	A1-1	-0.199999	-1.14628e-05	-0.0716425	-0.479564	2.64994	-0.0218724	0.030529922880971495
5	A1-1	5.82457e-05	1.71133e-09	1.06958e-05	66700600.0	6832.41	0.132269	1236.6442902821668
6	A1-1	0.200046	1.1554e-05	0.0722125	6.04046	1.65637	0.277755	0.38463562402631124
7	A1-1	0.399991	2.3638e-05	0.147737	1.64344	-0.23153	0.309132	0.20924480664965445
8	A1-1	0.59998	3.66644e-05	0.229153	1.53282	0.190981	0.670815	0.29273673048138144
9	A1-1	0.799992	5.06433e-05	0.316521	0.396348	-0.118523	0.319458	0.10092790051844902
10	A1-1	1.00001	1.29962e-06	0.00812262	9.92856	10.1137	0.256707	3.1603965223043797
11	A1-1	1.2	1.95475e-06	0.0122172	0.333774	7.46124	0.015576	0.12749238778116098
12	A1-1	1.40001	2.89269e-06	0.0180793	-4.08896	1.75692	-0.32944	-1.8221944433689359
13	A1-1	1.60001	4.2781e-06	0.0267381	-2.95679	-1.31597	-0.402647	-1.5058923408918359
14	A1-1	1.79999	5.20683e-06	0.0325427	0.937088	1.83543	0.174725	0.5369099675195973
15	A1-1	1.99997	7.33352e-06	0.0458345	-0.278079	1.7783	-0.0811397	-0.17702756657103275
16	A1-1	2.20003	9.43259e-06	0.0589537	0.643456	-0.357237	0.265649	0.4506061536426043
17	A1-1	2.40002	1.31743e-05	0.0823394	0.0116385	0.541372	0.007321	0.008891247689441507
18	A1-1	2.60006	2.07461e-05	0.129663	-0.0735294	-0.492472	-0.0789062	-0.060854831370552885
19	A1-1	2.80005	3.08236e-05	0.192647	0.46495	0.255852	0.798335	0.41440302729863426
20	A1-1	2.99995	4.28224e-05	0.26764	0.826183	0.573338	2.1115	0.7889328949334928
21	A1-1	3.19995	6.69473e-05	0.418421	0.980176	0.112593	4.17744	0.9983820123750959
22	A1-1	3.39993	0.000109736	0.68585	0.944363	0.517712	7.00952	1.0220193919953344
23	A1-1	3.59992	0.000177034	1.10646	0.893479	0.444559	11.3283	1.0238327639498943
24	A1-1	3.79991	0.000272239	1.70149	0.883133	0.444428	18.1752	1.0681931718670108
25	A1-1	3.99984	0.00040256	2.516	0.843999	0.471403	27.0362	1.074570747217806
26	A1-1	4.19982	0.000583201	3.64501	0.801627	0.419636	39.0617	1.0716486374522978
27	A1-1	4.39976	0.000796331	4.97707	0.745297	0.426297	51.9496	1.0437787694366363
28	A1-1	4.59973	0.00106595	6.66219	0.700662	0.386122	68.3452	1.0258668696029385
29	A1-1	4.80011	0.00137279	8.57994	0.65979	0.382315	86.4951	1.0081084483108271
30	A1-1	5.00011	0.00172405	10.7753	0.619077	0.377636	106.171	0.9853182742011825
31	A1-1	5.20015	0.00211871	13.2419	0.578818	0.367704	126.87	0.9580951374047532
32	A1-1	5.40017	0.00255553	15.9721	0.544635	0.358097	149.528	0.936182468178887
33	A1-1	5.60015	0.00301707	18.8567	0.513645	0.348812	172.655	0.9156162000774261
34	A1-1	5.80019	0.00351867	21.9917	0.487054	0.343644	197.755	0.899225616937299
35	A1-1	6.00013	0.00407483	25.4677	0.460335	0.333398	223.91	0.8791920746671273
36	A1-1	6.20014	0.00467336	29.2085	0.436566	0.329343	251.658	0.8615916599619974
37	A1-1	6.40011	0.0053198	33.2488	0.414732	0.319058	280.919	0.8448996655518393
38	A1-1	6.60005	0.00601865	37.6166	0.394921	0.316088	312.095	0.8296736015482529
39	A1-1	6.80005	0.00676512	42.282	0.37539	0.312301	343.558	0.8125396149661794
40	A1-1	7.00003	0.00756071	47.2544	0.358094	0.304213	377.042	0.7978981851425476
41	A1-1	7.20001	0.00841214	52.5759	0.341988	0.298921	412.079	0.7837792600792379
42	A1-1	7.39995	0.00931741	58.2338	0.325916	0.294313	447.053	0.7676864638749317
43	A1-1	7.6	0.0102781	64.2381	0.312541	0.289779	485.695	0.7560855629291651
44	A1-1	7.8	0.0112903	70.5644	0.297531	0.283038	521.27	0.7387152728571347
45	A1-1	8.00004	0.0123491	77.1819	0.284326	0.279009	558.823	0.7240337436626981
46	A1-1	8.19997	0.0134587	84.1169	0.272769	0.270763	598.881	0.7119627565923137
47	A1-1	8.40001	0.0146172	91.3575	0.261368	0.267213	638.45	0.6988479325725858
48	A1-1	8.59996	0.0158301	98.9381	0.251169	0.262606	680.263	0.6875642447146246
49	A1-1	8.79996	0.017089	106.806	0.240946	0.258159	720.853	0.6749180757635338
50	A1-1	8.99994	0.0184013	115.008	0.231492	0.254659	762.702	0.6631729966611019
51	A1-1	9.19994	0.0197647	123.529	0.222522	0.249515	804.968	0.6516429340478754
52	A2-1	-0.999972	-6.9848e-05	-0.43655	-0.410774	-0.400582	-0.570789	0.1307499713663956
53	A2-1	-0.799985	-5.03699e-05	-0.314812	0.235805	-0.592066	0.189033	-0.060046313355272364
54	A2-1	-0.599971	-3.32306e-05	-0.207691	-1.60885	-1.01247	-0.638136	0.3072526012200818
55	A2-1	-0.39996	-1.89854e-05	-0.118659	-1.54227	-0.8502	-0.232985	0.19634835958502936
56	A2-1	-0.200008	-8.22936e-06	-0.0514335	-18.0662	-4.81213	-0.591577	1.1501783856824832
57	A2-1	4.91381e-05	2.20668e-10	1.37918e-06	1710390000.0	-19933.1	0.368964	26752.418103510783
58	A2-1	0.200038	7.72103e-06	0.0482564	-22.0761	-2.4988	-0.67833	-1.4056788322377964
59	A2-1	0.399979	1.75416e-05	0.109635	-3.97528	-2.13968	-0.554887	-0.50612213253067
60	A2-1	0.599971	3.20723e-05	0.200452	-1.51591	-0.796827	-0.580315	-0.2895032227166604
61	A2-1	0.799988	4.47373e-05	0.279608	-0.592755	-0.380385	-0.422045	-0.1509416754885411
62	A2-1	0.999992	5.77861e-05	0.361163	0.353565	-0.535762	0.406462	0.1125425361955682
63	A2-1	1.2	7.96244e-05	0.497652	0.0378194	-0.326374	0.0718907	0.014445978314163313
64	A2-1	1.40001	0.000106945	0.668406	0.0351718	-0.07298	0.104765	0.01567385690732878
65	A2-1	1.60001	0.000137094	0.856838	-0.0442401	-0.149342	-0.193058	-0.0225314470179894
66	A2-1	1.79999	0.00017367	1.08544	0.0410496	-0.0330918	0.25529	0.02351949439858491
67	A2-1	1.99998	0.000204184	1.27615	-0.0123818	0.00786269	-0.100592	-0.007882458958586374
68	A2-1	2.2001	0.000252509	1.57818	-0.0112014	0.0123611	-0.1238	-0.007844479083501247
69	A2-1	2.40006	0.000307078	1.91924	-0.00423636	-0.0302226	-0.0621146	-0.0032364164981972033
70	A2-1	2.6	0.000362295	2.26434	0.0100404	0.0106222	0.188155	0.008309485324642058
71	A2-1	2.79995	0.00105512	6.5945	0.0162682	-0.0167175	0.956138	0.014499021912199562
72	A2-1	2.99996	0.00155841	9.74006	0.00948334	-0.0205311	0.882041	0.009055806637741451
73	A2-1	3.20001	0.00140986	8.81162	0.0267845	0.000280738	2.40403	0.027282497429530556
74	A2-1	3.39993	0.00170065	10.6291	0.0409258	0.00849074	4.70774	0.0442910500418662
75	A2-1	3.59991	0.00176986	11.0616	0.0535086	0.0171264	6.78241	0.06131490923555362
76	A2-1	3.7999	0.00206167	12.8854	0.0723485	0.026057	11.2759	0.08750911884768807
77	A2-1	3.99985	0.00232827	14.5517	0.0875992	0.0354307	16.2296	0.11153061154366843
78	A2-1	4.19984	0.00215943	13.4964	0.148333	0.0758112	26.7633	0.19829954654574555
79	A2-1	4.3998	0.00239746	14.9841	0.177508	0.0851809	37.2504	0.24859951548641562
80	A2-1	4.5998	0.00264512	16.532	0.212229	0.114163	51.3712	0.31073796273893056
81	A2-1	4.80013	0.00299113	18.6946	0.23142	0.136854	66.1029	0.3535935510789212
82	A2-1	5.00012	0.00342553	21.4096	0.243878	0.151116	83.102	0.38815297810328075
83	A2-1	5.20013	0.00393671	24.6044	0.247178	0.152915	100.667	0.40914226723675445
84	A2-1	5.40011	0.00448473	28.0296	0.248537	0.16112	119.746	0.42721266090133286
85	A2-1	5.60008	0.00508733	31.7958	0.245717	0.163663	139.267	0.4380043905169865
86	A2-1	5.80012	0.00558793	34.9246	0.253757	0.175232	163.62	0.4684949863420054
87	A2-1	6.00009	0.00609941	38.1213	0.256434	0.183432	186.703	0.48976031772263806
88	A2-1	6.20012	0.00671829	41.9893	0.257319	0.190266	213.236	0.5078341386972396
89	A2-1	6.40015	0.00735013	45.9383	0.25396	0.196368	237.673	0.5173743913031175
90	A2-1	6.60009	0.00804711	50.2944	0.252339	0.201784	266.627	0.5301325793726538
91	A2-1	6.80007	0.00884367	55.2729	0.244248	0.199563	292.218	0.5286822294469804
92	A2-1	7.00004	0.00966815	60.4259	0.240506	0.202928	323.818	0.5358927214985627
93	A2-1	7.19997	0.0105503	65.9394	0.2349	0.202167	354.984	0.5383488475782309
94	A2-1	7.40002	0.0114563	71.6019	0.228506	0.203176	385.394	0.5382454934855081
95	A2-1	7.60004	0.0123943	77.4644	0.225062	0.207163	421.764	0.5444617140260559
96	A2-1	7.80004	0.0133801	83.6256	0.218568	0.206822	453.808	0.542666360540313
97	A2-1	8.00004	0.0144607	90.3794	0.212891	0.20572	489.971	0.5421268563411574
98	A2-1	8.19998	0.0155715	97.3219	0.206809	0.205734	525.342	0.5397983393254756
99	A2-1	8.40002	0.0167546	104.716	0.201451	0.20553	564.044	0.5386416593452767
100	A2-1	8.60001	0.0179848	112.405	0.194945	0.204357	599.856	0.5336559761576443
101	A2-1	8.8	0.0192704	120.44	0.189912	0.203493	640.703	0.5319686150780472
102	A2-1	8.90272	0.0200007	125.004	0.185851	0.199849	658.36	0.5266711465233113
103	A4-1	-0.999967	-3.85243e-06	-0.0240777	2.45529	-0.69676	0.188171	-0.781515676331211
104	A4-1	-0.799986	-2.50574e-06	-0.0156609	8.8563	-3.83664	0.353184	-2.2551960615290314
105	A4-1	-0.59996	-1.2643e-06	-0.00790187	25.8929	-9.52584	0.390737	-4.944867480735573
106	A4-1	-0.399947	-4.61595e-07	-0.00288497	24.819	7.24881	0.0911546	-3.159637708537697
107	A4-1	-0.199993	-1.00834e-07	-0.000630213	281.207	142.283	0.112818	-17.90156661319268
108	A4-1	6.79493e-05	5.73576e-10	3.58485e-06	74846200.0	48067.8	0.0580331	1618.8431873021186
109	A4-1	0.200057	1.41543e-07	0.000884644	308.803	79.6609	0.173962	19.66463345707426
110	A4-1	0.400005	5.00663e-07	0.00312914	185.952	35.645	0.740871	23.676505365691533
111	A4-1	0.600002	9.39268e-07	0.00587043	26.1876	19.2783	0.293608	5.001473486610009
112	A4-1	0.800011	1.65319e-06	0.0103324	25.0777	-6.50261	0.659837	6.3860961635244475
113	A4-1	1.00002	2.77889e-06	0.0173681	5.0116	2.45142	0.277068	1.5952694883147838
114	A4-1	1.20002	4.5215e-06	0.0282594	3.73058	-0.793292	0.402697	1.4250019462550516
115	A4-1	1.40002	6.03357e-06	0.0377098	0.851756	0.405406	0.143138	0.37957772250184296
116	A4-1	1.60002	9.26645e-06	0.0579153	1.11027	1.427	0.327491	0.5654654296878372
117	A4-1	1.8	1.03183e-05	0.0644894	1.35861	3.32381	0.502002	0.7784256017267953
118	A4-1	2.0	1.3771e-05	0.0860687	2.00541	1.6483	1.09883	1.2766894352999407
119	A4-1	2.20022	1.93889e-05	0.121181	0.85368	0.978124	0.72451	0.5978742542147696
120	A4-1	2.40016	2.4798e-05	0.154987	0.713707	0.78852	0.845098	0.5452702484724525
121	A4-1	2.60014	3.11347e-05	0.194592	0.705064	0.660205	1.13553	0.5835440305870745
122	A4-1	2.80011	4.02298e-05	0.251436	0.703163	0.746769	1.57583	0.6267320510984903
123	A4-1	3.00009	5.06837e-05	0.316773	0.667219	0.516948	2.01837	0.637166046348647
124	A4-1	3.20016	6.79473e-05	0.424671	0.762615	0.667904	3.29898	0.7768319475546952
125	A4-1	3.40014	9.82954e-05	0.614346	0.908795	0.552448	6.04263	0.9835874246759969
126	A4-1	3.60014	0.000155103	0.969394	0.942117	0.331358	10.4658	1.0796229396922201
127	A4-1	3.80014	0.00023388	1.46175	0.887667	0.375177	15.6954	1.073740379681888
128	A4-1	4.00007	0.000340081	2.12551	0.845406	0.414078	22.8794	1.0764193064252816
129	A4-1	4.20012	0.000485968	3.0373	0.800048	0.431601	32.4875	1.0696177526092252
130	A4-1	4.40004	0.000654888	4.09305	0.785253	0.457651	45.0156	1.099805768314582
131	A4-1	4.59999	0.00085979	5.37369	0.758438	0.40885	59.676	1.1105218202017608
132	A4-1	4.8003	0.00110953	6.93456	0.73588	0.428223	77.9731	1.1244130846081077
133	A4-1	5.00037	0.00140691	8.79319	0.682405	0.406873	95.5082	1.0861609950427549
134	A4-1	5.20036	0.00175726	10.9829	0.640639	0.409992	116.47	1.060466725546076
135	A4-1	5.40034	0.00211866	13.2416	0.613922	0.399173	139.742	1.0553256404059932
136	A4-1	5.6003	0.00251207	15.7004	0.583776	0.397848	163.388	1.0406613844233268
137	A4-1	5.80038	0.00294302	18.3939	0.553417	0.38919	187.946	1.0217843959138628
138	A4-1	6.00033	0.00342154	21.3846	0.520596	0.381256	212.632	0.9943230174985738
139	A4-1	6.20033	0.00393332	24.5832	0.4945	0.372787	239.922	0.9759591916430732
140	A4-1	6.40034	0.00449136	28.071	0.468877	0.367184	268.145	0.9552385023689928
