	Pixel	Max Current (A)	Max Luminance (cd/m2)	Status	Turnon Voltage (V)	EQE(%)_max	EQE(%)_avg	CE(cd/A)_max	CE(cd/A)_avg	PE(lm/W)_max	PE(lm/W)_avg	V (V) @ 100 cd/m2	EQE(%) @ 100 cd/m2	CE(cd/A) @ 100 cd/m2	PE(lm/W) @ 100 cd/m2	λmax (nm) @ 100 cd/m2	FWHM (nm) @ 100 cd/m2	CIE-x @ 100 cd/m2	CIE-y @ 100 cd/m2	Hex Color @ 100 cd/m2	V (V) @ 250 cd/m2	EQE(%) @ 250 cd/m2	CE(cd/A) @ 250 cd/m2	PE(lm/W) @ 250 cd/m2	λmax (nm) @ 250 cd/m2	FWHM (nm) @ 250 cd/m2	CIE-x @ 250 cd/m2	CIE-y @ 250 cd/m2	Hex Color @ 250 cd/m2
0	A1-1	0.0197647	804.97	Working	3.0	0.573338	0.34052099999999996	1.074570747217806	0.8657492327979384	0.980176	0.515767	5.00011	0.377636	0.9853182742011825	0.619077	584.0	33.0	0.5479621529588536	0.4387651456338331	#ffbc00	6.20014	0.329343	0.8615916599619974	0.436566	584.0	34.0	0.5432926140469105	0.4425959829713515	#ffc300
1	A2-1	0.0200007	658.36	Working	3.2	0.207163	0.15072642260000002	0.5444617140260559	0.4020142477496964	0.257319	0.19644748666666664	5.20013	0.152915	0.40914226723675445	0.247178	584.0	33.5	0.5438073135023243	0.44175645020660714	#ffc200	6.60009	0.201784	0.5301325793726538	0.252339	584.0	33.5	0.541513853016665	0.44453315802992144	#ffc700
2	A3-1	0.0200014	0.56	Short Circuit	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
3	A4-1	0.0198616	883.27	Working	3.0	0.667904	0.3740235294117647	1.1244130846081077	0.9222791049406109	0.942117	0.5254307352941175	5.20036	0.409992	1.060466725546076	0.640639	584.0	32.5	0.5441065950036853	0.4450641563253555	#ffc600	6.40034	0.367184	0.9552385023689928	0.468877	584.0	33.5	0.5405830700260225	0.4447788060410145	#ffc800
4	B1-1	0.0197112	768.99	Working	3.2	0.425472	0.3131511034482759	0.9623729814057427	0.8035900485898785	0.825627	0.47082224137931034	5.20064	0.347644	0.8984490032576273	0.542733	584.0	33.0	0.5481849976461727	0.4401476526373825	#ffbd00	6.40061	0.303051	0.7900101489586351	0.387759	584.0	33.5	0.544868291041175	0.4408395862622262	#ffc000
5	B2-1	0.0200026	802.96	Working	3.2	0.403701	0.3197205666666667	1.0310822857350774	0.850975671798396	0.871435	0.49587283333333326	5.20058	0.360347	0.947413539727638	0.572322	584.5	32.5	0.5494474098986792	0.4431251399034363	#ffc000	6.40053	0.326018	0.8405209813513072	0.412555	584.0	33.5	0.5433872784559488	0.4419070648902645	#ffc200
6	B3-1	0.0200018	865.75	Working	3.2	0.497655	0.3239090935483871	1.2133363940758801	0.9236757776082877	1.00303	0.534423064516129	5.20051	0.394049	1.057663084274703	0.638929	584.0	33.0	0.5496098395190422	0.44095203006976663	#ffbd00	6.40052	0.350767	0.9143868486436814	0.448812	584.0	33.5	0.54450640875989	0.44097157345833854	#ffc100
7	B4-1	0.0200017	853.86	Working	3.2	0.75202	0.396922375	1.3893475359446723	0.9850857432226127	1.31112	0.5798794375	5.20056	0.426097	1.0841214897327123	0.654902	584.5	33.5	0.5452814129264576	0.44034750680393814	#ffbf00	6.60045	0.347142	0.9104767084153729	0.433356	584.0	33.5	0.5429362496787086	0.44146484379524575	#ffc200
8	B5-1	0.0200011	885.48	Working	3.2	0.469075	0.3397013636363636	1.1990119834964412	0.9232785731736876	0.902871	0.5039281212121213	5.40042	0.418539	1.100872499047688	0.640413	584.0	33.5	0.5496881871783174	0.44446974000276973	#ffc200	6.60034	0.367588	0.978494623655914	0.465738	584.0	34.0	0.5448961876862137	0.4428449844891766	#ffc300
9	C1-1	0.0200023	630.79	Working	3.2	0.711888	0.2862831142857143	1.0276802943274395	0.7055720431173328	0.920866	0.39903437142857145	5.80058	0.28397	0.7389504403977445	0.400216	584.0	34.5	0.5533138623291163	0.4361411150524841	#ffb500	7.40048	0.244148	0.6344449937255201	0.269329	584.5	34.5	0.5499967728504371	0.4364935125024558	#ffb800
10	C2-1	0.0200026	618.75	Working	3.4	0.321598	0.2357825342857143	0.9022393842507277	0.6757845930335592	0.832918	0.36618854285714286	5.80064	0.283486	0.7363732752968093	0.398814	585.0	33.0	0.555765041538639	0.4389426254384932	#ffb700	7.4005	0.245406	0.6263539838430611	0.265894	584.5	34.5	0.5498516286288073	0.4368622166961323	#ffb800
11	C3-1	0.0200027	615.26	Working	3.4	0.349207	0.2397181611111111	0.9645015404842425	0.6877479303700847	0.821522	0.3704644166666667	6.00051	0.280839	0.722755936059548	0.3784	584.0	33.5	0.5545761692003175	0.43744004827314403	#ffb600	7.6005	0.242384	0.6262441540492849	0.258852	584.5	34.5	0.5493275684147131	0.43704037133336754	#ffb900
12	C4-1	0.0200022	516.78	Working	3.4	0.259178	0.1815626683611111	0.6751171576622144	0.5043434062924217	0.512052	0.2666313888888889	6.40048	0.196848	0.523095060983312	0.256754	584.0	34.0	0.5538759756198608	0.43720108928745366	#ffb600	8.20031	0.166769	0.43652063655657336	0.167234	584.5	35.0	0.55027179742981	0.4365664233932776	#ffb800
13	C5-1	0.0196474	523.83	Working	3.6	0.560371	0.24464425	0.7971207530469122	0.5855855159138335	0.695601	0.3030002777777779	6.40032	0.234492	0.6019811554116351	0.295483	584.5	33.5	0.5537281220833064	0.43620728155371075	#ffb500	8.40029	0.195748	0.5038943924128337	0.18845	584.5	35.0	0.5510451284845128	0.43682353276426433	#ffb800
14	D1-1	0.0200012	622.54	Working	3.2	0.382086	0.2364477352941177	1.195541503819506	0.7219810219102211	1.14041	0.4203761764705882	5.79972	0.280384	0.7229878849705627	0.391627	585.0	34.5	0.5576401435716937	0.43451030104356236	#ffb100	7.39963	0.243016	0.622544196931852	0.264308	584.5	34.5	0.5534693848686321	0.43420568712723784	#ffb300
15	D2-1	0.0196488	600.8	Working	3.4	0.686983	0.28216502941176475	1.1413824763903464	0.7054688083121479	1.05478	0.39234411764705884	5.99982	0.284397	0.7221196941734774	0.378111	584.5	34.5	0.555443905752209	0.4345556238671596	#ffb200	7.59977	0.238977	0.6160408892089271	0.254659	584.5	35.0	0.5552348528814117	0.4349965609371951	#ffb300
16	D3-1	0.0199185	594.42	Working	3.4	0.621125	0.28870989189189183	1.006647295307089	0.6864920513669933	0.89348	0.3682955945945946	6.19993	0.280456	0.7046763900319765	0.357069	584.5	34.5	0.5558080394727131	0.43311602603786437	#ffb100	8.19979	0.231293	0.5941761796383578	0.227648	585.0	35.0	0.5544452344017438	0.433049295822288	#ffb100
17	D4-1	0.0200015	601.42	Working	3.4	0.405143	0.26556824324324324	1.0308912622199282	0.7071523669533528	0.85231	0.37814621621621625	6.20007	0.287087	0.7448880983725946	0.377437	585.0	35.0	0.5573125957620602	0.4341102644882122	#ffb100	7.99989	0.242245	0.622266467720322	0.244366	585.0	35.5	0.5556851708790673	0.43318256135087846	#ffb100
18	D5-1	0.0200021	608.7	Working	3.6	0.406675	0.24844456999999998	0.8098668217678553	0.661940468826276	0.573004	0.319230125	6.8002	0.285896	0.7321995751736262	0.338264	585.0	34.5	0.5600651039083193	0.4337151727734519	#ffaf00	8.60009	0.24498	0.6239061708135243	0.227911	585.0	35.0	0.5567610724608247	0.43262866282252616	#ffaf00
