	Timestamp	Filtered Rate: CBP	Filtered Rate: tri-PXZ-trz	Source Power: CBP	Source Power: tri-PXZ-trz	Thickness: CBP	Thickness: tri-PXZ-trz	State: CBP	State: tri-PXZ-trz	Fundamental  Frequency: CBP	Fundamental  Frequency: tri-PXZ-trz	Current Z-Ratio: CBP	Current Z-Ratio: tri-PXZ-trz
616	14:17:38	0.766	0.351	27.503	18.236	0.011	0.038	Manual	Deposit	Sensor Status	1	Fundamental Activity	000.000
617	14:17:39	0.835	0.354	27.503	18.072	0.012	0.038	Manual	Deposit	Sensor Status	1	Fundamental Activity	000.000
618	14:17:40	0.905	0.355	27.503	18.086	0.012	0.039	Manual	Deposit	Sensor Status	1	Fundamental Activity	000.000
619	14:17:41	0.981	0.354	27.503	18.200	0.013	0.039	Manual	Deposit	Sensor Status	1	Fundamental Activity	000.000
620	14:17:42	1.059	0.353	27.259	18.228	0.014	0.039	Manual	Deposit	Sensor Status	1	Fundamental Activity	000.000
621	14:17:43	1.138	0.351	27.259	18.311	0.016	0.040	Manual	Deposit	Sensor Status	1	Fundamental Activity	000.000
622	14:17:44	1.217	0.352	27.259	18.192	0.017	0.040	Manual	Deposit	Sensor Status	1	Fundamental Activity	000.000
623	14:17:45	1.296	0.354	27.148	18.108	0.018	0.041	Manual	Deposit	Sensor Status	1	Fundamental Activity	000.000
624	14:17:46	1.383	0.357	27.148	18.047	0.019	0.041	Manual	Deposit	Sensor Status	1	Fundamental Activity	000.000
625	14:17:47	1.466	0.359	27.148	17.921	0.021	0.041	Manual	Deposit	Sensor Status	1	Fundamental Activity	000.000
626	14:17:48	1.540	0.360	27.148	17.951	0.022	0.042	Manual	Deposit	Sensor Status	1	Fundamental Activity	000.000
627	14:17:49	1.626	0.359	26.977	17.948	0.024	0.042	Manual	Deposit	Sensor Status	1	Fundamental Activity	000.000
628	14:17:50	1.745	0.359	26.904	17.979	0.026	0.042	Manual	Deposit	Sensor Status	1	Fundamental Activity	000.000
629	14:17:51	1.891	0.359	26.904	17.917	0.027	0.043	Manual	Deposit	Sensor Status	1	Fundamental Activity	000.000
630	14:17:52	1.971	0.359	26.904	17.936	0.030	0.043	Manual	Deposit	Sensor Status	1	Fundamental Activity	000.000
631	14:17:53	2.043	0.361	26.854	17.808	0.031	0.043	Manual	Deposit	Sensor Status	1	Fundamental Activity	000.000
632	14:17:54	2.124	0.358	26.543	17.940	0.033	0.044	Manual	Deposit	Sensor Status	1	Fundamental Activity	000.000
633	14:17:55	2.194	0.354	26.422	18.011	0.036	0.044	Manual	Deposit	Sensor Status	1	Fundamental Activity	000.000
634	14:17:56	2.268	0.350	26.422	18.125	0.038	0.044	Manual	Deposit	Sensor Status	1	Fundamental Activity	000.000
635	14:17:57	2.347	0.346	26.422	18.244	0.040	0.045	Manual	Deposit	Sensor Status	1	Fundamental Activity	000.000
636	14:17:58	2.432	0.345	26.422	18.222	0.043	0.045	Manual	Deposit	Sensor Status	1	Fundamental Activity	000.000
637	14:17:59	2.512	0.347	26.422	18.098	0.045	0.045	Manual	Deposit	Sensor Status	1	Fundamental Activity	000.000
638	14:18:00	2.587	0.349	26.312	18.047	0.048	0.046	Manual	Deposit	Sensor Status	1	Fundamental Activity	000.000
639	14:18:01	2.646	0.349	26.229	18.113	0.050	0.046	Manual	Deposit	Sensor Status	1	Fundamental Activity	000.000
640	14:18:02	2.697	0.347	26.229	18.166	0.053	0.047	Manual	Deposit	Sensor Status	1	Fundamental Activity	000.000
641	14:18:03	2.733	0.346	26.046	18.240	0.056	0.047	Manual	Deposit	Sensor Status	1	Fundamental Activity	000.000
642	14:18:04	2.775	0.343	26.046	18.328	0.058	0.047	Manual	Deposit	Sensor Status	1	Fundamental Activity	000.000
643	14:18:05	2.804	0.342	26.046	18.335	0.061	0.048	Manual	Deposit	Sensor Status	1	Fundamental Activity	000.000
644	14:18:06	2.808	0.341	26.046	18.433	0.064	0.048	Manual	Deposit	Sensor Status	1	Fundamental Activity	000.000
645	14:18:07	2.807	0.340	26.046	18.474	0.067	0.048	Manual	Deposit	Sensor Status	1	Fundamental Activity	000.000
646	14:18:08	2.812	0.341	26.046	18.396	0.070	0.049	Manual	Deposit	Sensor Status	1	Fundamental Activity	000.000
647	14:18:09	2.826	0.344	26.046	18.374	0.072	0.049	Manual	Deposit	Sensor Status	1	Fundamental Activity	000.000
648	14:18:10	2.825	0.349	26.046	18.228	0.075	0.049	Manual	Deposit	Sensor Status	1	Fundamental Activity	000.000
649	14:18:11	2.822	0.355	26.046	17.999	0.078	0.050	Manual	Deposit	Sensor Status	1	Fundamental Activity	000.000
650	14:18:12	2.820	0.358	26.046	17.999	0.081	0.050	Manual	Deposit	Sensor Status	1	Fundamental Activity	000.000
651	14:18:13	2.814	0.358	26.046	18.039	0.084	0.050	Manual	Deposit	Sensor Status	1	Fundamental Activity	000.000
652	14:18:14	2.804	0.356	26.046	18.123	0.086	0.051	Manual	Deposit	Sensor Status	1	Fundamental Activity	000.000
653	14:18:15	2.795	0.354	26.046	18.194	0.089	0.051	Manual	Deposit	Sensor Status	1	Fundamental Activity	000.000
654	14:18:16	2.783	0.354	26.046	18.196	0.092	0.051	Manual	Deposit	Sensor Status	1	Fundamental Activity	000.000
655	14:18:17	2.775	0.357	26.046	18.000	0.095	0.052	Manual	Deposit	Sensor Status	1	Fundamental Activity	000.000
656	14:18:18	2.765	0.361	26.046	17.832	0.098	0.052	Manual	Deposit	Sensor Status	1	Fundamental Activity	000.000
657	14:18:19	2.752	0.364	26.046	17.755	0.100	0.052	Manual	Deposit	Sensor Status	1	Fundamental Activity	000.000
658	14:18:20	2.742	0.366	26.046	17.697	0.103	0.053	Manual	Deposit	Sensor Status	1	Fundamental Activity	000.000
659	14:18:21	2.733	0.364	26.046	17.785	0.106	0.053	Manual	Deposit	Sensor Status	1	Fundamental Activity	000.000
660	14:18:22	2.722	0.362	26.046	17.825	0.109	0.054	Manual	Deposit	Sensor Status	1	Fundamental Activity	000.000
661	14:18:23	2.716	0.359	26.046	17.873	0.111	0.054	Manual	Deposit	Sensor Status	1	Fundamental Activity	000.000
662	14:18:24	2.710	0.355	26.046	17.968	0.114	0.054	Manual	Deposit	Sensor Status	1	Fundamental Activity	000.000
663	14:18:25	2.707	0.354	26.046	17.865	0.117	0.055	Manual	Deposit	Sensor Status	1	Fundamental Activity	000.000
664	14:18:26	2.684	0.350	26.046	18.047	0.119	0.055	Manual	Deposit	Sensor Status	1	Fundamental Activity	000.000
665	14:18:27	2.665	0.346	26.046	18.165	0.122	0.055	Manual	Deposit	Sensor Status	1	Fundamental Activity	000.000
666	14:18:28	2.643	0.342	26.046	18.245	0.125	0.056	Manual	Deposit	Sensor Status	1	Fundamental Activity	000.000
667	14:18:29	2.621	0.339	26.046	18.487	0.127	0.056	Manual	Deposit	Sensor Status	1	Fundamental Activity	000.000
668	14:18:30	2.604	0.335	26.046	18.448	0.130	0.056	Manual	Deposit	Sensor Status	1	Fundamental Activity	000.000
669	14:18:31	2.585	0.337	26.046	18.472	0.133	0.057	Manual	Deposit	Sensor Status	1	Fundamental Activity	000.000
670	14:18:32	2.564	0.338	26.046	18.355	0.135	0.057	Manual	Deposit	Sensor Status	1	Fundamental Activity	000.000
671	14:18:33	2.539	0.336	26.046	18.442	0.138	0.057	Manual	Deposit	Sensor Status	1	Fundamental Activity	000.000
672	14:18:34	2.512	0.345	26.046	18.329	0.140	0.058	Manual	Deposit	Sensor Status	1	Fundamental Activity	000.000
673	14:18:35	2.486	0.347	26.046	18.183	0.143	0.058	Manual	Deposit	Sensor Status	1	Fundamental Activity	000.000
674	14:18:36	2.459	0.352	26.046	18.053	0.145	0.058	Manual	Deposit	Sensor Status	1	Fundamental Activity	000.000
675	14:18:37	2.435	0.358	26.046	17.982	0.148	0.059	Manual	Deposit	Sensor Status	1	Fundamental Activity	000.000
676	14:18:38	2.412	0.353	26.046	18.120	0.150	0.059	Manual	Deposit	Sensor Status	1	Fundamental Activity	000.000
677	14:18:39	2.387	0.351	26.046	18.223	0.152	0.059	Manual	Deposit	Sensor Status	1	Fundamental Activity	000.000
678	14:18:40	2.359	0.350	26.046	18.350	0.155	0.060	Manual	Deposit	Sensor Status	1	Fundamental Activity	000.000
679	14:18:41	2.328	0.340	26.046	18.594	0.157	0.060	Manual	Deposit	Sensor Status	1	Fundamental Activity	000.000
680	14:18:42	2.297	0.339	26.046	18.557	0.159	0.061	Manual	Deposit	Sensor Status	1	Fundamental Activity	000.000
681	14:18:43	2.265	0.339	26.046	18.589	0.162	0.061	Manual	Deposit	Sensor Status	1	Fundamental Activity	000.000
682	14:18:44	2.235	0.337	26.046	18.520	0.164	0.061	Manual	Deposit	Sensor Status	1	Fundamental Activity	000.000
683	14:18:45	2.206	0.346	26.046	18.274	0.166	0.062	Manual	Deposit	Sensor Status	1	Fundamental Activity	000.000
684	14:18:46	2.178	0.349	26.046	18.321	0.168	0.062	Manual	Deposit	Sensor Status	1	Fundamental Activity	000.000
685	14:18:47	2.148	0.349	26.046	18.239	0.171	0.062	Manual	Deposit	Sensor Status	1	Fundamental Activity	000.000
686	14:18:48	2.116	0.350	26.046	18.411	0.173	0.063	Manual	Deposit	Sensor Status	1	Fundamental Activity	000.000
687	14:18:49	2.084	0.349	26.046	18.418	0.175	0.063	Manual	Deposit	Sensor Status	1	Fundamental Activity	000.000
688	14:18:50	2.052	0.344	26.046	18.553	0.177	0.063	Manual	Deposit	Sensor Status	1	Fundamental Activity	000.000
689	14:18:51	2.021	0.346	26.046	18.585	0.179	0.064	Manual	Deposit	Sensor Status	1	Fundamental Activity	000.000
690	14:18:52	1.990	0.341	26.046	18.730	0.181	0.064	Manual	Deposit	Sensor Status	1	Fundamental Activity	000.000
691	14:18:53	1.959	0.346	26.046	18.415	0.183	0.064	Manual	Deposit	Sensor Status	1	Fundamental Activity	000.000
692	14:18:54	1.926	0.355	26.046	18.130	0.185	0.065	Manual	Deposit	Sensor Status	1	Fundamental Activity	000.000
693	14:18:55	1.891	0.360	26.046	18.159	0.187	0.065	Manual	Deposit	Sensor Status	1	Fundamental Activity	000.000
694	14:18:56	1.864	0.368	26.046	17.663	0.189	0.065	Manual	Deposit	Sensor Status	1	Fundamental Activity	000.000
695	14:18:57	1.836	0.364	26.046	18.090	0.190	0.066	Manual	Deposit	Sensor Status	1	Fundamental Activity	000.000
696	14:18:58	1.810	0.357	26.046	18.190	0.192	0.066	Manual	Deposit	Sensor Status	1	Fundamental Activity	000.000
697	14:18:59	1.783	0.347	26.046	18.575	0.194	0.066	Manual	Deposit	Sensor Status	1	Fundamental Activity	000.000
698	14:19:00	1.757	0.341	26.046	18.788	0.196	0.067	Manual	Deposit	Sensor Status	1	Fundamental Activity	000.000
699	14:19:01	1.731	0.336	26.046	18.940	0.198	0.067	Manual	Deposit	Sensor Status	1	Fundamental Activity	000.000
700	14:19:02	1.708	0.338	26.046	18.698	0.199	0.067	Manual	Deposit	Sensor Status	1	Fundamental Activity	000.000
701	14:19:03	1.687	0.345	26.096	18.418	0.201	0.068	Manual	Deposit	Sensor Status	1	Fundamental Activity	000.000
702	14:19:04	1.665	0.349	26.146	18.349	0.203	0.068	Manual	Deposit	Sensor Status	1	Fundamental Activity	000.000
703	14:19:05	1.646	0.354	26.146	18.181	0.204	0.069	Manual	Deposit	Sensor Status	1	Fundamental Activity	000.000
704	14:19:06	1.625	0.356	26.146	18.335	0.206	0.069	Manual	Deposit	Sensor Status	1	Fundamental Activity	000.000
705	14:19:07	1.608	0.353	26.146	18.298	0.208	0.069	Manual	Deposit	Sensor Status	1	Fundamental Activity	000.000
706	14:19:08	1.593	0.352	26.146	18.447	0.209	0.070	Manual	Deposit	Sensor Status	1	Fundamental Activity	000.000
707	14:19:09	1.581	0.349	26.146	18.535	0.211	0.070	Manual	Deposit	Sensor Status	1	Fundamental Activity	000.000
708	14:19:10	1.566	0.348	26.146	18.491	0.212	0.070	Manual	Deposit	Sensor Status	1	Fundamental Activity	000.000
709	14:19:11	1.555	0.348	26.146	18.533	0.214	0.071	Manual	Deposit	Sensor Status	1	Fundamental Activity	000.000
710	14:19:12	1.542	0.349	26.146	18.516	0.215	0.071	Manual	Deposit	Sensor Status	1	Fundamental Activity	000.000
711	14:19:13	1.533	0.352	26.146	18.326	0.217	0.071	Manual	Deposit	Sensor Status	1	Fundamental Activity	000.000
712	14:19:14	1.522	0.355	26.146	18.255	0.218	0.072	Manual	Deposit	Sensor Status	1	Fundamental Activity	000.000
713	14:19:15	1.514	0.357	26.146	18.133	0.220	0.072	Manual	Deposit	Sensor Status	1	Fundamental Activity	000.000
714	14:19:16	1.502	0.359	26.146	18.214	0.222	0.072	Manual	Deposit	Sensor Status	1	Fundamental Activity	000.000
715	14:19:17	1.494	0.356	26.146	18.355	0.223	0.073	Manual	Deposit	Sensor Status	1	Fundamental Activity	000.000
716	14:19:18	1.487	0.353	26.146	18.460	0.224	0.073	Manual	Deposit	Sensor Status	1	Fundamental Activity	000.000
717	14:19:19	1.476	0.347	26.146	18.550	0.226	0.073	Manual	Deposit	Sensor Status	1	Fundamental Activity	000.000
718	14:19:20	1.468	0.345	26.146	18.523	0.227	0.074	Manual	Deposit	Sensor Status	1	Fundamental Activity	000.000
719	14:19:21	1.461	0.342	26.146	18.685	0.229	0.074	Manual	Deposit	Sensor Status	1	Fundamental Activity	000.000
720	14:19:22	1.455	0.342	26.146	18.671	0.230	0.074	Manual	Deposit	Sensor Status	1	Fundamental Activity	000.000
721	14:19:23	1.450	0.348	26.146	18.355	0.232	0.075	Manual	Deposit	Sensor Status	1	Fundamental Activity	000.000
722	14:19:24	1.447	0.351	26.146	18.382	0.233	0.075	Manual	Deposit	Sensor Status	1	Fundamental Activity	000.000
723	14:19:25	1.441	0.363	26.146	18.179	0.235	0.076	Manual	Deposit	Sensor Status	1	Fundamental Activity	000.000
724	14:19:26	1.437	0.370	26.146	17.740	0.236	0.076	Manual	Deposit	Sensor Status	1	Fundamental Activity	000.000
725	14:19:27	1.435	0.375	26.146	17.640	0.238	0.076	Manual	Deposit	Sensor Status	1	Fundamental Activity	000.000
726	14:19:28	1.435	0.376	26.146	17.661	0.239	0.077	Manual	Deposit	Sensor Status	1	Fundamental Activity	000.000
727	14:19:29	1.435	0.371	26.146	17.793	0.240	0.077	Manual	Deposit	Sensor Status	1	Fundamental Activity	000.000
728	14:19:30	1.433	0.377	26.146	17.385	0.242	0.077	Manual	Deposit	Sensor Status	1	Fundamental Activity	000.000
729	14:19:31	1.433	0.379	26.146	17.312	0.243	0.078	Manual	Deposit	Sensor Status	1	Fundamental Activity	000.000
730	14:19:32	1.432	0.380	26.035	17.278	0.245	0.078	Manual	Deposit	Sensor Status	1	Fundamental Activity	000.000
731	14:19:33	1.433	0.376	25.962	17.356	0.246	0.079	Manual	Deposit	Sensor Status	1	Fundamental Activity	000.000
732	14:19:34	1.429	0.359	25.962	17.791	0.248	0.079	Manual	Deposit	Sensor Status	1	Fundamental Activity	000.000
733	14:19:35	1.423	0.339	25.962	18.646	0.249	0.079	Manual	Deposit	Sensor Status	1	Fundamental Activity	000.000
734	14:19:36	1.420	0.325	25.962	18.890	0.250	0.080	Manual	Deposit	Sensor Status	1	Fundamental Activity	000.000
735	14:19:37	1.417	0.318	25.962	18.994	0.252	0.080	Manual	Deposit	Sensor Status	1	Fundamental Activity	000.000
736	14:19:38	1.416	0.320	25.962	18.791	0.253	0.080	Manual	Deposit	Sensor Status	1	Fundamental Activity	000.000
737	14:19:39	1.417	0.330	25.962	18.336	0.255	0.081	Manual	Deposit	Sensor Status	1	Fundamental Activity	000.000
738	14:19:40	1.420	0.347	25.962	18.070	0.256	0.081	Manual	Deposit	Sensor Status	1	Fundamental Activity	000.000
739	14:19:41	1.424	0.365	25.962	17.380	0.258	0.081	Manual	Deposit	Sensor Status	1	Fundamental Activity	000.000
740	14:19:42	1.432	0.378	25.962	17.101	0.259	0.082	Manual	Deposit	Sensor Status	1	Fundamental Activity	000.000
741	14:19:43	1.438	0.384	25.962	16.971	0.261	0.082	Manual	Deposit	Sensor Status	1	Fundamental Activity	000.000
742	14:19:44	1.447	0.376	25.962	17.580	0.262	0.082	Deposit	Deposit	Sensor Status	1	Fundamental Activity	000.000
743	14:19:45	1.453	0.361	25.451	17.939	0.263	0.083	Deposit	Deposit	Sensor Status	1	Fundamental Activity	000.000
744	14:19:46	1.457	0.351	24.919	18.098	0.265	0.083	Deposit	Deposit	Sensor Status	1	Fundamental Activity	000.000
745	14:19:47	1.457	0.343	24.403	18.302	0.266	0.083	Deposit	Deposit	Sensor Status	1	Fundamental Activity	000.000
746	14:19:48	1.456	0.342	24.403	18.011	0.268	0.084	Deposit	Deposit	Sensor Status	1	Fundamental Activity	000.000
747	14:19:49	1.430	0.350	23.912	17.891	0.269	0.084	Deposit	Deposit	Sensor Status	1	Fundamental Activity	000.000
748	14:19:50	1.401	0.354	23.573	17.660	0.271	0.084	Deposit	Deposit	Sensor Status	1	Fundamental Activity	000.000
749	14:19:51	1.363	0.361	23.310	17.499	0.272	0.085	Deposit	Deposit	Sensor Status	1	Fundamental Activity	000.000
750	14:19:52	1.319	0.358	23.100	17.666	0.273	0.085	Deposit	Deposit	Sensor Status	1	Fundamental Activity	000.000
751	14:19:53	1.266	0.350	23.021	17.999	0.275	0.086	Deposit	Deposit	Sensor Status	1	Fundamental Activity	000.000
752	14:19:54	1.206	0.343	23.021	18.259	0.276	0.086	Deposit	Deposit	Sensor Status	1	Fundamental Activity	000.000
753	14:19:55	1.141	0.332	23.086	18.499	0.277	0.086	Deposit	Deposit	Sensor Status	1	Fundamental Activity	000.000
754	14:19:56	1.075	0.325	23.279	18.710	0.278	0.087	Deposit	Deposit	Sensor Status	1	Fundamental Activity	000.000
755	14:19:57	1.012	0.321	23.448	18.866	0.279	0.087	Deposit	Deposit	Sensor Status	1	Fundamental Activity	000.000
756	14:19:58	0.947	0.323	23.724	18.880	0.280	0.087	Deposit	Deposit	Sensor Status	1	Fundamental Activity	000.000
757	14:19:59	0.886	0.326	24.035	18.607	0.281	0.088	Deposit	Deposit	Sensor Status	1	Fundamental Activity	000.000
758	14:20:00	0.824	0.334	24.035	18.398	0.282	0.088	Deposit	Deposit	Sensor Status	1	Fundamental Activity	000.000
759	14:20:01	0.776	0.341	24.402	18.395	0.283	0.088	Deposit	Deposit	Sensor Status	1	Fundamental Activity	000.000
760	14:20:02	0.727	0.347	24.632	18.269	0.283	0.089	Deposit	Deposit	Sensor Status	1	Fundamental Activity	000.000
761	14:20:03	0.685	0.352	24.971	18.145	0.284	0.089	Deposit	Deposit	Sensor Status	1	Fundamental Activity	000.000
762	14:20:04	0.644	0.370	25.328	17.827	0.285	0.089	Deposit	Deposit	Sensor Status	1	Fundamental Activity	000.000
763	14:20:05	0.607	0.385	25.742	16.919	0.285	0.090	Deposit	Deposit	Sensor Status	1	Fundamental Activity	000.000
764	14:20:06	0.573	0.395	25.742	16.843	0.286	0.090	Deposit	Deposit	Sensor Status	1	Fundamental Activity	000.000
765	14:20:07	0.547	0.394	26.160	16.863	0.287	0.090	Deposit	Deposit	Sensor Status	1	Fundamental Activity	000.000
766	14:20:08	0.514	0.367	26.444	17.858	0.287	0.091	Deposit	Deposit	Sensor Status	1	Fundamental Activity	000.000
767	14:20:09	0.496	0.345	26.999	18.663	0.288	0.091	Deposit	Deposit	Sensor Status	1	Fundamental Activity	000.000
768	14:20:10	0.478	0.325	27.159	19.154	0.288	0.091	Deposit	Deposit	Sensor Status	1	Fundamental Activity	000.000
769	14:20:11	0.466	0.315	27.458	19.139	0.289	0.092	Deposit	Deposit	Sensor Status	1	Fundamental Activity	000.000
770	14:20:12	0.461	0.320	27.458	18.688	0.289	0.092	Deposit	Deposit	Sensor Status	1	Fundamental Activity	000.000
771	14:20:13	0.459	0.327	27.489	18.586	0.289	0.092	Deposit	Deposit	Sensor Status	1	Fundamental Activity	000.000
772	14:20:14	0.462	0.333	27.566	18.411	0.290	0.093	Deposit	Deposit	Sensor Status	1	Fundamental Activity	000.000
773	14:20:15	0.471	0.339	27.505	18.309	0.290	0.093	Deposit	Deposit	Sensor Status	1	Fundamental Activity	000.000
774	14:20:16	0.482	0.342	27.375	18.389	0.291	0.093	Deposit	Deposit	Sensor Status	1	Fundamental Activity	000.000
775	14:20:17	0.497	0.337	27.260	18.745	0.291	0.094	Deposit	Deposit	Sensor Status	1	Fundamental Activity	000.000
776	14:20:18	0.515	0.336	27.260	18.784	0.292	0.094	Deposit	Deposit	Sensor Status	1	Fundamental Activity	000.000
777	14:20:19	0.532	0.340	27.145	18.633	0.292	0.094	Deposit	Deposit	Sensor Status	1	Fundamental Activity	000.000
778	14:20:20	0.550	0.342	27.024	18.602	0.293	0.095	Deposit	Deposit	Sensor Status	1	Fundamental Activity	000.000
779	14:20:21	0.568	0.348	26.975	18.460	0.293	0.095	Deposit	Deposit	Sensor Status	1	Fundamental Activity	000.000
780	14:20:22	0.588	0.352	26.835	18.237	0.294	0.096	Deposit	Deposit	Sensor Status	1	Fundamental Activity	000.000
781	14:20:23	0.608	0.353	26.653	18.454	0.295	0.096	Deposit	Deposit	Sensor Status	1	Fundamental Activity	000.000
782	14:20:24	0.628	0.350	26.653	18.471	0.295	0.096	Deposit	Deposit	Sensor Status	1	Fundamental Activity	000.000
783	14:20:25	0.642	0.351	26.564	18.521	0.296	0.097	Deposit	Deposit	Sensor Status	1	Fundamental Activity	000.000
784	14:20:26	0.659	0.350	26.542	18.519	0.297	0.097	Deposit	Deposit	Sensor Status	1	Fundamental Activity	000.000
785	14:20:27	0.677	0.348	26.455	18.585	0.297	0.097	Deposit	Deposit	Sensor Status	1	Fundamental Activity	000.000
786	14:20:28	0.696	0.351	26.257	18.499	0.298	0.098	Deposit	Deposit	Sensor Status	1	Fundamental Activity	000.000
787	14:20:29	0.713	0.351	26.021	18.487	0.299	0.098	Deposit	Deposit	Sensor Status	1	Fundamental Activity	000.000
788	14:20:30	0.728	0.354	26.021	18.370	0.299	0.098	Deposit	Deposit	Sensor Status	1	Fundamental Activity	000.000
789	14:20:31	0.741	0.354	26.008	18.306	0.300	0.099	Deposit	Deposit	Sensor Status	1	Fundamental Activity	000.000
790	14:20:32	0.753	0.355	25.911	18.424	0.301	0.099	Deposit	Deposit	Sensor Status	1	Fundamental Activity	000.000
791	14:20:33	0.763	0.363	25.872	17.918	0.302	0.099	Deposit	Deposit	Sensor Status	1	Fundamental Activity	000.000
792	14:20:34	0.777	0.381	25.799	17.487	0.302	0.100	Deposit	Deposit	Sensor Status	1	Fundamental Activity	000.000
793	14:20:35	0.779	0.388	25.749	17.144	0.303	0.100	Deposit	Deposit	Sensor Status	1	Fundamental Activity	000.000
794	14:20:36	0.785	0.395	25.749	17.063	0.304	0.101	Deposit	Deposit	Sensor Status	1	Fundamental Activity	000.000
795	14:20:37	0.786	0.387	25.945	17.177	0.305	0.101	Deposit	Deposit	Sensor Status	1	Fundamental Activity	000.000
796	14:20:38	0.790	0.360	25.970	18.289	0.305	0.101	Deposit	Deposit	Sensor Status	1	Fundamental Activity	000.000
797	14:20:39	0.792	0.343	25.974	18.714	0.306	0.102	Deposit	Deposit	Sensor Status	1	Fundamental Activity	000.000
798	14:20:40	0.802	0.325	25.755	19.097	0.307	0.102	Deposit	Deposit	Sensor Status	1	Fundamental Activity	000.000
799	14:20:41	0.798	0.317	25.844	19.143	0.308	0.102	Deposit	Deposit	Sensor Status	1	Fundamental Activity	000.000
800	14:20:42	0.798	0.318	25.844	19.014	0.309	0.103	Deposit	Deposit	Sensor Status	1	Fundamental Activity	000.000
801	14:20:43	0.803	0.328	25.983	18.644	0.309	0.103	Deposit	Deposit	Sensor Status	1	Fundamental Activity	000.000
802	14:20:44	0.806	0.338	25.806	18.283	0.310	0.103	Deposit	Deposit	Sensor Status	1	Fundamental Activity	000.000
803	14:20:45	0.810	0.353	25.710	17.969	0.311	0.104	Deposit	Deposit	Sensor Status	1	Fundamental Activity	000.000
804	14:20:46	0.812	0.362	25.648	17.870	0.312	0.104	Deposit	Deposit	Sensor Status	1	Fundamental Activity	000.000
805	14:20:47	0.814	0.365	25.679	18.050	0.313	0.104	Deposit	Deposit	Sensor Status	1	Fundamental Activity	000.000
806	14:20:48	0.813	0.364	25.679	18.052	0.314	0.105	Deposit	Deposit	Sensor Status	1	Fundamental Activity	000.000
807	14:20:49	0.810	0.356	25.766	18.325	0.314	0.105	Deposit	Deposit	Sensor Status	1	Fundamental Activity	000.000
808	14:20:50	0.808	0.352	25.885	18.378	0.315	0.105	Deposit	Deposit	Sensor Status	1	Fundamental Activity	000.000
809	14:20:51	0.806	0.345	25.921	18.533	0.316	0.106	Deposit	Deposit	Sensor Status	1	Fundamental Activity	000.000
810	14:20:52	0.805	0.343	25.903	18.512	0.317	0.106	Deposit	Deposit	Sensor Status	1	Fundamental Activity	000.000
811	14:20:53	0.803	0.345	25.950	18.437	0.318	0.106	Deposit	Deposit	Sensor Status	1	Fundamental Activity	000.000
812	14:20:54	0.801	0.348	25.950	18.248	0.318	0.107	Deposit	Deposit	Sensor Status	1	Fundamental Activity	000.000
813	14:20:55	0.798	0.357	25.897	18.062	0.319	0.107	Deposit	Deposit	Sensor Status	1	Fundamental Activity	000.000
814	14:20:56	0.796	0.361	26.087	17.872	0.320	0.108	Deposit	Deposit	Sensor Status	1	Fundamental Activity	000.000
815	14:20:57	0.797	0.368	26.013	17.747	0.321	0.108	Deposit	Deposit	Sensor Status	1	Fundamental Activity	000.000
816	14:20:58	0.798	0.367	25.883	17.744	0.322	0.108	Deposit	Deposit	Sensor Status	1	Fundamental Activity	000.000
817	14:20:59	0.796	0.360	25.994	18.062	0.322	0.109	Deposit	Deposit	Sensor Status	1	Fundamental Activity	000.000
818	14:21:00	0.798	0.357	25.994	18.160	0.323	0.109	Deposit	Deposit	Sensor Status	1	Fundamental Activity	000.000
819	14:21:01	0.799	0.346	25.915	18.279	0.324	0.109	Deposit	Deposit	Sensor Status	1	Fundamental Activity	000.000
820	14:21:02	0.801	0.345	25.852	18.501	0.325	0.110	Deposit	Deposit	Sensor Status	1	Fundamental Activity	000.000
821	14:21:03	0.804	0.345	25.811	18.236	0.326	0.110	Deposit	Deposit	Sensor Status	1	Fundamental Activity	000.000
822	14:21:04	0.808	0.356	25.709	18.086	0.326	0.110	Deposit	Deposit	Sensor Status	1	Fundamental Activity	000.000
823	14:21:05	0.812	0.376	25.603	17.153	0.327	0.111	Deposit	Deposit	Sensor Status	1	Fundamental Activity	000.000
824	14:21:06	0.817	0.393	25.603	16.558	0.001	0.111	Deposit	Deposit	Sensor Status	1	Fundamental Activity	000.000
825	14:21:07	0.819	0.402	25.516	16.477	0.001	0.112	Deposit	Deposit	Sensor Status	1	Fundamental Activity	000.000
826	14:21:08	0.823	0.392	25.495	16.749	0.002	0.112	Deposit	Deposit	Sensor Status	1	Fundamental Activity	000.000
827	14:21:09	0.848	0.376	25.217	17.561	0.003	0.000	Deposit	Deposit	Sensor Status	1	Fundamental Activity	000.000
828	14:21:10	0.830	0.354	24.722	18.022	0.004	0.001	Deposit	Deposit	Sensor Status	1	Fundamental Activity	000.000
829	14:21:11	0.813	0.343	26.309	18.193	0.005	0.001	Deposit	Deposit	Sensor Status	1	Fundamental Activity	000.000
830	14:21:12	0.804	0.336	26.309	18.279	0.006	0.001	Deposit	Deposit	Sensor Status	1	Fundamental Activity	000.000
831	14:21:13	0.800	0.333	26.315	18.138	0.006	0.002	Deposit	Deposit	Sensor Status	1	Fundamental Activity	000.000
832	14:21:14	0.799	0.337	26.011	18.079	0.007	0.002	Deposit	Deposit	Sensor Status	1	Fundamental Activity	000.000
