	Timestamp	Filtered Rate: CBP	Filtered Rate: tri-PXZ-trz	Source Power: CBP	Source Power: tri-PXZ-trz	Thickness: CBP	Thickness: tri-PXZ-trz	State: CBP	State: tri-PXZ-trz	Fundamental  Frequency: CBP	Fundamental  Frequency: tri-PXZ-trz	Current Z-Ratio: CBP	Current Z-Ratio: tri-PXZ-trz
833	14:21:15	0.803	0.336	25.818	18.065	0.008	0.002	Deposit	Deposit	Sensor Status	1	Fundamental Activity	000.000
834	14:21:16	0.802	0.342	25.680	18.070	0.009	0.003	Deposit	Deposit	Sensor Status	1	Fundamental Activity	000.000
835	14:21:17	0.803	0.348	25.728	17.710	0.010	0.003	Deposit	Deposit	Sensor Status	1	Fundamental Activity	000.000
836	14:21:18	0.802	0.351	25.728	17.693	0.010	0.003	Deposit	Deposit	Sensor Status	1	Fundamental Activity	000.000
837	14:21:19	0.802	0.356	25.787	17.664	0.011	0.004	Deposit	Deposit	Sensor Status	1	Fundamental Activity	000.000
838	14:21:20	0.800	0.353	25.780	17.775	0.012	0.004	Deposit	Deposit	Sensor Status	1	Fundamental Activity	000.000
839	14:21:21	0.798	0.348	25.836	18.158	0.013	0.004	Deposit	Deposit	Sensor Status	1	Fundamental Activity	000.000
840	14:21:22	0.796	0.338	25.921	18.213	0.014	0.005	Deposit	Deposit	Sensor Status	1	Fundamental Activity	000.000
841	14:21:23	0.797	0.333	25.835	18.424	0.014	0.005	Deposit	Deposit	Sensor Status	1	Fundamental Activity	000.000
842	14:21:24	0.799	0.331	25.835	18.406	0.015	0.005	Deposit	Deposit	Sensor Status	1	Fundamental Activity	000.000
843	14:21:25	0.802	0.335	25.808	18.306	0.016	0.006	Deposit	Deposit	Sensor Status	1	Fundamental Activity	000.000
844	14:21:26	0.805	0.342	25.622	18.162	0.017	0.006	Deposit	Deposit	Sensor Status	1	Fundamental Activity	000.000
845	14:21:27	0.811	0.346	25.534	18.007	0.018	0.007	Deposit	Deposit	Sensor Status	1	Fundamental Activity	000.000
846	14:21:28	0.812	0.352	25.464	17.923	0.018	0.007	Deposit	Deposit	Sensor Status	1	Fundamental Activity	000.000
847	14:21:29	0.816	0.353	25.503	17.891	0.019	0.007	Deposit	Deposit	Sensor Status	1	Fundamental Activity	000.000
848	14:21:30	0.818	0.361	25.503	17.655	0.020	0.008	Deposit	Deposit	Sensor Status	1	Fundamental Activity	000.000
849	14:21:31	0.817	0.358	25.436	17.933	0.021	0.008	Deposit	Deposit	Sensor Status	1	Fundamental Activity	000.000
850	14:21:32	0.820	0.356	25.487	18.014	0.022	0.008	Deposit	Deposit	Sensor Status	1	Fundamental Activity	000.000
851	14:21:33	0.820	0.355	25.449	18.014	0.022	0.009	Deposit	Deposit	Sensor Status	1	Fundamental Activity	000.000
852	14:21:34	0.818	0.350	25.485	18.081	0.023	0.009	Deposit	Deposit	Sensor Status	1	Fundamental Activity	000.000
853	14:21:35	0.816	0.352	25.549	17.920	0.024	0.009	Deposit	Deposit	Sensor Status	1	Fundamental Activity	000.000
854	14:21:36	0.816	0.351	25.549	17.962	0.025	0.010	Deposit	Deposit	Sensor Status	1	Fundamental Activity	000.000
855	14:21:37	0.813	0.350	25.586	18.093	0.026	0.010	Deposit	Deposit	Sensor Status	1	Fundamental Activity	000.000
856	14:21:38	0.808	0.350	25.565	18.178	0.027	0.010	Deposit	Deposit	Sensor Status	1	Fundamental Activity	000.000
857	14:21:39	0.806	0.349	25.766	17.907	0.027	0.011	Deposit	Deposit	Sensor Status	1	Fundamental Activity	000.000
858	14:21:40	0.798	0.348	25.821	18.156	0.028	0.011	Deposit	Deposit	Sensor Status	1	Fundamental Activity	000.000
859	14:21:41	0.795	0.350	25.963	17.973	0.029	0.011	Deposit	Deposit	Sensor Status	1	Fundamental Activity	000.000
860	14:21:42	0.792	0.349	25.963	18.099	0.030	0.012	Deposit	Deposit	Sensor Status	1	Fundamental Activity	000.000
861	14:21:43	0.786	0.344	25.891	18.292	0.030	0.012	Deposit	Deposit	Sensor Status	1	Fundamental Activity	000.000
862	14:21:44	0.782	0.339	26.091	18.584	0.031	0.012	Deposit	Deposit	Sensor Status	1	Fundamental Activity	000.000
863	14:21:45	0.783	0.331	26.106	18.820	0.032	0.013	Deposit	Deposit	Sensor Status	1	Fundamental Activity	000.000
864	14:21:46	0.771	0.323	25.938	18.969	0.033	0.013	Deposit	Deposit	Sensor Status	1	Fundamental Activity	000.000
865	14:21:47	0.765	0.321	26.569	19.081	0.034	0.013	Deposit	Deposit	Sensor Status	1	Fundamental Activity	000.000
866	14:21:48	0.762	0.323	26.569	18.855	0.034	0.014	Deposit	Deposit	Sensor Status	1	Fundamental Activity	000.000
867	14:21:49	0.762	0.333	26.389	18.707	0.035	0.014	Deposit	Deposit	Sensor Status	1	Fundamental Activity	000.000
868	14:21:50	0.763	0.344	26.290	18.326	0.036	0.014	Deposit	Deposit	Sensor Status	1	Fundamental Activity	000.000
869	14:21:51	0.771	0.353	26.188	18.152	0.037	0.015	Deposit	Deposit	Sensor Status	1	Fundamental Activity	000.000
870	14:21:52	0.766	0.356	25.990	18.222	0.037	0.015	Deposit	Deposit	Sensor Status	1	Fundamental Activity	000.000
871	14:21:53	0.768	0.356	26.353	18.342	0.038	0.016	Deposit	Deposit	Sensor Status	1	Fundamental Activity	000.000
872	14:21:54	0.771	0.349	26.353	18.634	0.039	0.016	Deposit	Deposit	Sensor Status	1	Fundamental Activity	000.000
873	14:21:55	0.773	0.347	26.150	18.739	0.040	0.016	Deposit	Deposit	Sensor Status	1	Fundamental Activity	000.000
874	14:21:56	0.777	0.346	26.117	18.504	0.041	0.017	Deposit	Deposit	Sensor Status	1	Fundamental Activity	000.000
875	14:21:57	0.780	0.347	26.051	18.492	0.041	0.017	Deposit	Deposit	Sensor Status	1	Fundamental Activity	000.000
876	14:21:58	0.782	0.352	26.054	18.396	0.042	0.017	Deposit	Deposit	Sensor Status	1	Fundamental Activity	000.000
877	14:21:59	0.784	0.357	26.080	18.340	0.043	0.018	Deposit	Deposit	Sensor Status	1	Fundamental Activity	000.000
878	14:22:00	0.787	0.360	26.080	18.208	0.044	0.018	Deposit	Deposit	Sensor Status	1	Fundamental Activity	000.000
879	14:22:01	0.787	0.359	26.036	18.241	0.044	0.018	Deposit	Deposit	Sensor Status	1	Fundamental Activity	000.000
880	14:22:02	0.790	0.359	26.062	18.319	0.045	0.019	Deposit	Deposit	Sensor Status	1	Fundamental Activity	000.000
881	14:22:03	0.800	0.353	25.824	18.374	0.046	0.019	Deposit	Deposit	Sensor Status	1	Fundamental Activity	000.000
882	14:22:04	0.792	0.356	26.031	18.278	0.047	0.019	Deposit	Deposit	Sensor Status	1	Fundamental Activity	000.000
883	14:22:05	0.792	0.374	26.191	17.572	0.048	0.020	Deposit	Deposit	Sensor Status	1	Fundamental Activity	000.000
884	14:22:06	0.794	0.398	26.191	16.512	0.048	0.020	Deposit	Deposit	Sensor Status	1	Fundamental Activity	000.000
885	14:22:07	0.794	0.416	26.062	16.216	0.049	0.021	Deposit	Deposit	Sensor Status	1	Fundamental Activity	000.000
886	14:22:08	0.794	0.417	26.064	16.079	0.050	0.021	Deposit	Deposit	Sensor Status	1	Fundamental Activity	000.000
887	14:22:09	0.793	0.392	26.085	17.486	0.051	0.021	Deposit	Deposit	Sensor Status	1	Fundamental Activity	000.000
888	14:22:10	0.794	0.357	26.102	18.098	0.052	0.022	Deposit	Deposit	Sensor Status	1	Fundamental Activity	000.000
889	14:22:11	0.793	0.322	26.109	19.205	0.052	0.022	Deposit	Deposit	Sensor Status	1	Fundamental Activity	000.000
890	14:22:12	0.792	0.301	26.109	19.617	0.053	0.022	Deposit	Deposit	Sensor Status	1	Fundamental Activity	000.000
891	14:22:13	0.791	0.290	26.177	19.550	0.054	0.023	Deposit	Deposit	Sensor Status	1	Fundamental Activity	000.000
892	14:22:14	0.794	0.294	26.191	19.382	0.055	0.023	Deposit	Deposit	Sensor Status	1	Fundamental Activity	000.000
893	14:22:15	0.792	0.303	25.998	19.064	0.056	0.023	Deposit	Deposit	Sensor Status	1	Fundamental Activity	000.000
894	14:22:16	0.796	0.317	26.159	18.877	0.056	0.024	Deposit	Deposit	Sensor Status	1	Fundamental Activity	000.000
895	14:22:17	0.796	0.327	26.001	18.750	0.057	0.024	Deposit	Deposit	Sensor Status	1	Fundamental Activity	000.000
896	14:22:18	0.798	0.332	26.001	18.824	0.058	0.024	Deposit	Deposit	Sensor Status	1	Fundamental Activity	000.000
897	14:22:19	0.802	0.336	26.021	18.791	0.059	0.025	Deposit	Deposit	Sensor Status	1	Fundamental Activity	000.000
898	14:22:20	0.803	0.340	25.929	18.977	0.060	0.025	Deposit	Deposit	Sensor Status	1	Fundamental Activity	000.000
899	14:22:21	0.808	0.345	25.900	18.627	0.060	0.025	Deposit	Deposit	Sensor Status	1	Fundamental Activity	000.000
900	14:22:22	0.810	0.350	25.788	18.575	0.061	0.026	Deposit	Deposit	Sensor Status	1	Fundamental Activity	000.000
901	14:22:23	0.812	0.361	25.820	18.172	0.062	0.026	Deposit	Deposit	Sensor Status	1	Fundamental Activity	000.000
902	14:22:24	0.814	0.371	25.820	17.890	0.063	0.026	Deposit	Deposit	Sensor Status	1	Fundamental Activity	000.000
903	14:22:25	0.817	0.377	25.746	17.853	0.064	0.027	Deposit	Deposit	Sensor Status	1	Fundamental Activity	000.000
904	14:22:26	0.817	0.382	25.718	17.762	0.064	0.027	Deposit	Deposit	Sensor Status	1	Fundamental Activity	000.000
905	14:22:27	0.816	0.378	25.777	17.787	0.065	0.027	Deposit	Deposit	Sensor Status	1	Fundamental Activity	000.000
906	14:22:28	0.818	0.370	25.803	17.985	0.066	0.028	Deposit	Deposit	Sensor Status	1	Fundamental Activity	000.000
907	14:22:29	0.818	0.361	25.766	18.127	0.067	0.028	Deposit	Deposit	Sensor Status	1	Fundamental Activity	000.000
908	14:22:30	0.822	0.354	25.766	18.387	0.068	0.029	Deposit	Deposit	Sensor Status	1	Fundamental Activity	000.000
909	14:22:31	0.821	0.353	25.546	18.357	0.068	0.029	Deposit	Deposit	Sensor Status	1	Fundamental Activity	000.000
910	14:22:32	0.826	0.349	25.643	18.402	0.069	0.029	Deposit	Deposit	Sensor Status	1	Fundamental Activity	000.000
911	14:22:33	0.820	0.354	25.566	18.142	0.070	0.030	Deposit	Deposit	Sensor Status	1	Fundamental Activity	000.000
912	14:22:34	0.819	0.356	25.814	18.025	0.071	0.030	Deposit	Deposit	Sensor Status	1	Fundamental Activity	000.000
913	14:22:35	0.818	0.359	25.735	17.916	0.072	0.030	Deposit	Deposit	Sensor Status	1	Fundamental Activity	000.000
914	14:22:36	0.821	0.361	25.735	17.984	0.073	0.031	Deposit	Deposit	Sensor Status	1	Fundamental Activity	000.000
915	14:22:37	0.816	0.363	25.627	17.909	0.073	0.031	Deposit	Deposit	Sensor Status	1	Fundamental Activity	000.000
916	14:22:38	0.826	0.360	25.609	17.780	0.074	0.031	Deposit	Deposit	Sensor Status	1	Fundamental Activity	000.000
917	14:22:39	0.816	0.357	25.476	18.073	0.075	0.032	Deposit	Deposit	Sensor Status	1	Fundamental Activity	000.000
918	14:22:40	0.819	0.353	25.910	18.110	0.076	0.032	Deposit	Deposit	Sensor Status	1	Fundamental Activity	000.000
919	14:22:41	0.810	0.346	25.583	18.468	0.077	0.032	Deposit	Deposit	Sensor Status	1	Fundamental Activity	000.000
920	14:22:42	0.810	0.341	25.583	18.436	0.077	0.033	Deposit	Deposit	Sensor Status	1	Fundamental Activity	000.000
921	14:22:43	0.805	0.337	25.951	18.590	0.078	0.033	Deposit	Deposit	Sensor Status	1	Fundamental Activity	000.000
922	14:22:44	0.810	0.341	25.866	18.489	0.079	0.034	Deposit	Deposit	Sensor Status	1	Fundamental Activity	000.000
923	14:22:45	0.798	0.336	25.741	18.471	0.080	0.034	Deposit	Deposit	Sensor Status	1	Fundamental Activity	000.000
924	14:22:46	0.796	0.343	26.020	18.383	0.081	0.034	Deposit	Deposit	Sensor Status	1	Fundamental Activity	000.000
925	14:22:47	0.798	0.347	25.956	18.239	0.081	0.035	Deposit	Deposit	Sensor Status	1	Fundamental Activity	000.000
926	14:22:48	0.800	0.351	25.956	18.056	0.082	0.035	Deposit	Deposit	Sensor Status	1	Fundamental Activity	000.000
927	14:22:49	0.796	0.356	25.808	18.204	0.083	0.035	Deposit	Deposit	Sensor Status	1	Fundamental Activity	000.000
928	14:22:50	0.789	0.360	25.902	18.039	0.084	0.036	Deposit	Deposit	Sensor Status	1	Fundamental Activity	000.000
929	14:22:51	0.790	0.370	26.120	17.447	0.085	0.036	Deposit	Deposit	Sensor Status	1	Fundamental Activity	000.000
930	14:22:52	0.790	0.377	25.945	17.674	0.086	0.036	Deposit	Deposit	Sensor Status	1	Fundamental Activity	000.000
931	14:22:53	0.795	0.379	25.848	17.197	0.086	0.037	Deposit	Deposit	Sensor Status	1	Fundamental Activity	000.000
932	14:22:54	0.793	0.376	25.848	17.566	0.087	0.037	Deposit	Deposit	Sensor Status	1	Fundamental Activity	000.000
933	14:22:55	0.791	0.362	25.892	17.920	0.088	0.037	Deposit	Deposit	Sensor Status	1	Fundamental Activity	000.000
934	14:22:56	0.794	0.348	26.013	18.386	0.089	0.038	Deposit	Deposit	Sensor Status	1	Fundamental Activity	000.000
935	14:22:57	0.788	0.333	25.850	18.724	0.090	0.038	Deposit	Deposit	Sensor Status	1	Fundamental Activity	000.000
936	14:22:58	0.787	0.327	26.242	18.817	0.090	0.038	Deposit	Deposit	Sensor Status	1	Fundamental Activity	000.000
937	14:22:59	0.791	0.328	25.921	18.515	0.091	0.039	Deposit	Deposit	Sensor Status	1	Fundamental Activity	000.000
938	14:23:00	0.795	0.333	25.921	18.422	0.092	0.039	Deposit	Deposit	Sensor Status	1	Fundamental Activity	000.000
939	14:23:01	0.799	0.342	25.777	18.207	0.093	0.039	Deposit	Deposit	Sensor Status	1	Fundamental Activity	000.000
940	14:23:02	0.804	0.350	25.712	18.071	0.093	0.040	Deposit	Deposit	Sensor Status	1	Fundamental Activity	000.000
941	14:23:03	0.809	0.356	25.647	17.900	0.094	0.040	Deposit	Deposit	Sensor Status	1	Fundamental Activity	000.000
942	14:23:04	0.803	0.359	25.581	17.761	0.095	0.041	Deposit	Deposit	Sensor Status	1	Fundamental Activity	000.000
943	14:23:05	0.802	0.358	26.043	17.959	0.096	0.041	Deposit	Deposit	Sensor Status	1	Fundamental Activity	000.000
944	14:23:06	0.798	0.355	26.043	18.169	0.097	0.041	Deposit	Deposit	Sensor Status	1	Fundamental Activity	000.000
945	14:23:07	0.794	0.351	25.978	18.177	0.097	0.042	Deposit	Deposit	Sensor Status	1	Fundamental Activity	000.000
946	14:23:08	0.792	0.345	26.099	18.377	0.098	0.042	Deposit	Deposit	Sensor Status	1	Fundamental Activity	000.000
947	14:23:09	0.794	0.344	26.049	18.481	0.099	0.042	Deposit	Deposit	Sensor Status	1	Fundamental Activity	000.000
948	14:23:10	0.790	0.341	25.960	18.477	0.100	0.043	Deposit	Deposit	Sensor Status	1	Fundamental Activity	000.000
949	14:23:11	0.787	0.342	26.221	18.356	0.101	0.043	Deposit	Deposit	Sensor Status	1	Fundamental Activity	000.000
950	14:23:12	0.788	0.343	26.221	18.337	0.101	0.043	Deposit	Deposit	Sensor Status	1	Fundamental Activity	000.000
951	14:23:13	0.786	0.342	26.017	18.640	0.102	0.044	Deposit	Deposit	Sensor Status	1	Fundamental Activity	000.000
952	14:23:14	0.783	0.342	26.163	18.671	0.103	0.044	Deposit	Deposit	Sensor Status	1	Fundamental Activity	000.000
953	14:23:15	0.783	0.341	26.181	18.675	0.104	0.044	Deposit	Deposit	Sensor Status	1	Fundamental Activity	000.000
954	14:23:16	0.788	0.341	26.050	18.585	0.104	0.045	Deposit	Deposit	Sensor Status	1	Fundamental Activity	000.000
955	14:23:17	0.786	0.340	26.013	18.492	0.105	0.045	Deposit	Deposit	Sensor Status	1	Fundamental Activity	000.000
956	14:23:18	0.790	0.347	26.013	18.297	0.106	0.045	Deposit	Deposit	Sensor Status	1	Fundamental Activity	000.000
957	14:23:19	0.788	0.350	26.061	18.307	0.107	0.046	Deposit	Deposit	Sensor Status	1	Fundamental Activity	000.000
958	14:23:20	0.793	0.354	26.036	18.363	0.108	0.046	Deposit	Deposit	Sensor Status	1	Fundamental Activity	000.000
959	14:23:21	0.790	0.356	26.006	18.224	0.108	0.046	Deposit	Deposit	Sensor Status	1	Fundamental Activity	000.000
960	14:23:22	0.793	0.353	26.094	18.377	0.109	0.047	Deposit	Deposit	Sensor Status	1	Fundamental Activity	000.000
961	14:23:23	0.792	0.358	25.983	18.248	0.110	0.047	Deposit	Deposit	Sensor Status	1	Fundamental Activity	000.000
962	14:23:24	0.796	0.367	25.983	17.691	0.111	0.047	Deposit	Deposit	Sensor Status	1	Fundamental Activity	000.000
963	14:23:25	0.792	0.390	25.996	17.111	0.112	0.048	Deposit	Deposit	Sensor Status	1	Fundamental Activity	000.000
964	14:23:26	0.794	0.407	26.099	16.505	0.112	0.048	Deposit	Deposit	Sensor Status	1	Fundamental Activity	000.000
965	14:23:27	0.792	0.404	26.071	16.679	0.113	0.049	Deposit	Deposit	Sensor Status	1	Fundamental Activity	000.000
966	14:23:28	0.792	0.395	26.165	16.961	0.114	0.049	Deposit	Deposit	Sensor Status	1	Fundamental Activity	000.000
967	14:23:29	0.790	0.361	26.150	18.268	0.115	0.049	Deposit	Deposit	Sensor Status	1	Fundamental Activity	000.000
968	14:23:30	0.793	0.327	26.150	19.150	0.116	0.050	Deposit	Deposit	Sensor Status	1	Fundamental Activity	000.000
969	14:23:31	0.790	0.310	26.068	19.240	0.116	0.050	Deposit	Deposit	Sensor Status	1	Fundamental Activity	000.000
970	14:23:32	0.791	0.298	26.183	19.520	0.117	0.050	Deposit	Deposit	Sensor Status	1	Fundamental Activity	000.000
971	14:23:33	0.791	0.297	26.154	19.453	0.118	0.051	Deposit	Deposit	Sensor Status	1	Fundamental Activity	000.000
972	14:23:34	0.795	0.308	26.065	19.280	0.119	0.051	Deposit	Deposit	Sensor Status	1	Fundamental Activity	000.000
973	14:23:35	0.795	0.312	25.996	19.071	0.120	0.051	Deposit	Deposit	Sensor Status	1	Fundamental Activity	000.000
974	14:23:36	0.800	0.324	25.996	18.851	0.120	0.052	Deposit	Deposit	Sensor Status	1	Fundamental Activity	000.000
975	14:23:37	0.803	0.330	25.946	18.720	0.121	0.052	Deposit	Deposit	Sensor Status	1	Fundamental Activity	000.000
976	14:23:38	0.808	0.337	25.846	18.684	0.122	0.052	Deposit	Deposit	Sensor Status	1	Fundamental Activity	000.000
977	14:23:39	0.814	0.343	25.775	18.751	0.123	0.053	Deposit	Deposit	Sensor Status	1	Fundamental Activity	000.000
978	14:23:40	0.810	0.345	25.680	18.689	0.124	0.053	Deposit	Deposit	Sensor Status	1	Fundamental Activity	000.000
979	14:23:41	0.814	0.353	25.838	18.580	0.124	0.053	Deposit	Deposit	Sensor Status	1	Fundamental Activity	000.000
980	14:23:42	0.810	0.356	25.838	18.490	0.125	0.054	Deposit	Deposit	Sensor Status	1	Fundamental Activity	000.000
981	14:23:43	0.810	0.358	25.896	18.431	0.126	0.054	Deposit	Deposit	Sensor Status	1	Fundamental Activity	000.000
982	14:23:44	0.810	0.362	25.934	18.268	0.127	0.054	Deposit	Deposit	Sensor Status	1	Fundamental Activity	000.000
983	14:23:45	0.808	0.364	25.963	18.313	0.128	0.055	Deposit	Deposit	Sensor Status	1	Fundamental Activity	000.000
984	14:23:46	0.810	0.363	25.972	18.274	0.128	0.055	Deposit	Deposit	Sensor Status	1	Fundamental Activity	000.000
985	14:23:47	0.804	0.364	25.866	18.225	0.129	0.056	Deposit	Deposit	Sensor Status	1	Fundamental Activity	000.000
986	14:23:48	0.806	0.363	25.866	18.288	0.130	0.056	Deposit	Deposit	Sensor Status	1	Fundamental Activity	000.000
987	14:23:49	0.804	0.356	25.897	18.225	0.131	0.056	Deposit	Deposit	Sensor Status	1	Fundamental Activity	000.000
988	14:23:50	0.803	0.354	26.011	18.682	0.132	0.057	Deposit	Deposit	Sensor Status	1	Fundamental Activity	000.000
989	14:23:51	0.804	0.350	25.987	18.667	0.132	0.057	Deposit	Deposit	Sensor Status	1	Fundamental Activity	000.000
990	14:23:52	0.798	0.343	26.006	18.731	0.133	0.057	Deposit	Deposit	Sensor Status	1	Fundamental Activity	000.000
991	14:23:53	0.800	0.348	26.100	18.645	0.134	0.058	Deposit	Deposit	Sensor Status	1	Fundamental Activity	000.000
992	14:23:54	0.792	0.346	26.100	18.610	0.135	0.058	Deposit	Deposit	Sensor Status	1	Fundamental Activity	000.000
993	14:23:55	0.791	0.347	26.170	18.508	0.136	0.058	Deposit	Deposit	Sensor Status	1	Fundamental Activity	000.000
994	14:23:56	0.789	0.348	26.187	18.675	0.136	0.059	Deposit	Deposit	Sensor Status	1	Fundamental Activity	000.000
995	14:23:57	0.785	0.344	26.309	18.666	0.137	0.059	Deposit	Deposit	Sensor Status	1	Fundamental Activity	000.000
996	14:23:58	0.788	0.345	26.178	18.557	0.138	0.059	Deposit	Deposit	Sensor Status	1	Fundamental Activity	000.000
997	14:23:59	0.786	0.350	26.102	18.684	0.139	0.060	Deposit	Deposit	Sensor Status	1	Fundamental Activity	000.000
998	14:24:00	0.787	0.348	26.102	18.542	0.140	0.060	Deposit	Deposit	Sensor Status	1	Fundamental Activity	000.000
999	14:24:01	0.786	0.354	26.243	18.547	0.140	0.060	Deposit	Deposit	Sensor Status	1	Fundamental Activity	000.000
1000	14:24:02	0.787	0.354	26.169	18.545	0.141	0.061	Deposit	Deposit	Sensor Status	1	Fundamental Activity	000.000
1001	14:24:03	0.789	0.350	26.154	18.549	0.142	0.061	Deposit	Deposit	Sensor Status	1	Fundamental Activity	000.000
1002	14:24:04	0.789	0.351	26.134	18.492	0.143	0.061	Deposit	Deposit	Sensor Status	1	Fundamental Activity	000.000
1003	14:24:05	0.789	0.347	26.251	18.599	0.144	0.062	Deposit	Deposit	Sensor Status	1	Fundamental Activity	000.000
1004	14:24:06	0.791	0.353	26.251	18.376	0.144	0.062	Deposit	Deposit	Sensor Status	1	Fundamental Activity	000.000
1005	14:24:07	0.790	0.354	26.058	18.327	0.145	0.063	Deposit	Deposit	Sensor Status	1	Fundamental Activity	000.000
1006	14:24:08	0.798	0.356	26.121	18.394	0.146	0.063	Deposit	Deposit	Sensor Status	1	Fundamental Activity	000.000
1007	14:24:09	0.794	0.354	25.942	18.554	0.147	0.063	Deposit	Deposit	Sensor Status	1	Fundamental Activity	000.000
1008	14:24:10	0.798	0.347	26.088	18.650	0.147	0.064	Deposit	Deposit	Sensor Status	1	Fundamental Activity	000.000
1009	14:24:11	0.795	0.345	26.236	18.784	0.148	0.064	Deposit	Deposit	Sensor Status	1	Fundamental Activity	000.000
1010	14:24:12	0.796	0.345	26.236	18.702	0.149	0.064	Deposit	Deposit	Sensor Status	1	Fundamental Activity	000.000
1011	14:24:13	0.798	0.347	26.087	18.718	0.150	0.065	Deposit	Deposit	Sensor Status	1	Fundamental Activity	000.000
1012	14:24:14	0.795	0.350	26.047	18.517	0.151	0.065	Deposit	Deposit	Sensor Status	1	Fundamental Activity	000.000
1013	14:24:15	0.803	0.355	26.133	18.402	0.151	0.065	Deposit	Deposit	Sensor Status	1	Fundamental Activity	000.000
1014	14:24:16	0.804	0.359	25.971	18.386	0.152	0.066	Deposit	Deposit	Sensor Status	1	Fundamental Activity	000.000
1015	14:24:17	0.804	0.363	25.827	18.165	0.153	0.066	Deposit	Deposit	Sensor Status	1	Fundamental Activity	000.000
1016	14:24:18	0.813	0.366	25.827	18.069	0.154	0.066	Deposit	Deposit	Sensor Status	1	Fundamental Activity	000.000
1017	14:24:19	0.814	0.368	25.839	18.032	0.155	0.067	Deposit	Deposit	Sensor Status	1	Fundamental Activity	000.000
1018	14:24:20	0.815	0.368	25.741	18.042	0.156	0.067	Deposit	Deposit	Sensor Status	1	Fundamental Activity	000.000
1019	14:24:21	0.820	0.366	25.708	18.079	0.156	0.067	Deposit	Deposit	Sensor Status	1	Fundamental Activity	000.000
1020	14:24:22	0.820	0.362	25.770	18.133	0.157	0.068	Deposit	Deposit	Sensor Status	1	Fundamental Activity	000.000
1021	14:24:23	0.818	0.358	25.774	18.302	0.158	0.068	Deposit	Deposit	Sensor Status	1	Fundamental Activity	000.000
1022	14:24:24	0.816	0.352	25.774	18.374	0.159	0.069	Deposit	Deposit	Sensor Status	1	Fundamental Activity	000.000
1023	14:24:25	0.817	0.347	25.833	18.436	0.160	0.069	Deposit	Deposit	Sensor Status	1	Fundamental Activity	000.000
1024	14:24:26	0.811	0.343	25.864	18.626	0.001	0.069	Deposit	Deposit	Sensor Status	1	Fundamental Activity	000.000
1025	14:24:27	0.809	0.339	26.063	18.730	0.001	0.070	Deposit	Deposit	Sensor Status	1	Fundamental Activity	000.000
1026	14:24:28	0.806	0.339	26.033	18.789	0.002	0.000	Deposit	Deposit	Sensor Status	1	Fundamental Activity	000.000
1027	14:24:29	0.806	0.341	25.964	18.641	0.003	0.000	Deposit	Deposit	Sensor Status	1	Fundamental Activity	000.000
1028	14:24:30	0.803	0.345	25.964	18.503	0.004	0.001	Deposit	Manual	Sensor Status	1	Fundamental Activity	000.000
1029	14:24:31	0.802	0.351	26.051	18.453	0.005	0.001	Deposit	Manual	Sensor Status	1	Fundamental Activity	000.000
1030	14:24:32	0.803	0.357	25.963	18.346	0.005	0.002	Deposit	Manual	Sensor Status	1	Fundamental Activity	000.000
1031	14:24:33	0.808	0.361	25.864	18.095	0.006	0.002	Deposit	Manual	Sensor Status	1	Fundamental Activity	000.000
1032	14:24:34	0.811	0.364	25.755	17.452	0.007	0.002	Deposit	Manual	Sensor Status	1	Fundamental Activity	000.000
1033	14:24:35	0.806	0.361	25.842	16.567	0.008	0.003	Deposit	Manual	Sensor Status	1	Fundamental Activity	000.000
1034	14:24:36	0.805	0.352	25.842	14.303	0.009	0.003	Deposit	Manual	Sensor Status	1	Fundamental Activity	000.000
1035	14:24:37	0.810	0.334	25.873	12.452	0.009	0.003	Deposit	Manual	Sensor Status	1	Fundamental Activity	000.000
1036	14:24:38	0.804	0.303	25.817	12.452	0.010	0.004	Deposit	Manual	Sensor Status	1	Fundamental Activity	000.000
1037	14:24:39	0.805	0.263	25.817	12.452	0.011	0.004	Manual	Manual	Sensor Status	1	Fundamental Activity	000.000
1038	14:24:40	0.804	0.219	25.767	12.452	0.012	0.004	Manual	Manual	Sensor Status	1	Fundamental Activity	000.000
1039	14:24:41	0.804	0.176	25.584	12.452	0.013	0.004	Manual	Manual	Sensor Status	1	Fundamental Activity	000.000
1040	14:24:42	0.797	0.141	25.115	12.452	0.013	0.004	Manual	Manual	Sensor Status	1	Fundamental Activity	000.000
1041	14:24:43	0.791	0.109	24.469	12.452	0.014	0.005	Manual	Manual	Sensor Status	1	Fundamental Activity	000.000
1042	14:24:44	0.781	0.086	22.816	12.452	0.015	0.005	Manual	Manual	Sensor Status	1	Fundamental Activity	000.000
1043	14:24:45	0.763	0.067	20.539	12.452	0.016	0.005	Manual	Manual	Sensor Status	1	Fundamental Activity	000.000
1044	14:24:46	0.735	0.055	16.539	12.452	0.017	0.005	Manual	Manual	Sensor Status	1	Fundamental Activity	000.000
1045	14:24:47	0.691	0.046	13.539	12.452	0.017	0.005	Manual	Manual	Sensor Status	1	Fundamental Activity	000.000
1046	14:24:48	0.631	0.042	9.539	12.452	0.018	0.005	Manual	Manual	Sensor Status	1	Fundamental Activity	000.000
1047	14:24:49	0.557	0.034	6.539	12.452	0.019	0.005	Manual	Manual	Sensor Status	1	Fundamental Activity	000.000
