	Material	FD_ct	FD_%
0	HATCN	0.4015303851259536	-0.9000446548718831
1	TAPC	-0.4314640027195626	0.7781005010732339
2	CBP	-0.4068633489701645	0.4668746731392897
3	OcO-BsubPc	-0.16623513949764043	0.842734495456
4	B3PYMPM	-0.42319602430123004	0.5728045679774187
5	LiQ	0.3080225089438828	-0.9443629941506839
6	Al	0.27155522433086465	-0.9300320553215843
