	Material	FD_ct	FD_%
0	HATCN	0.0006878232113241769	-0.9386649584387184
1	TAPC	-0.06991362480359184	0.8140018475568038
2	CBP	-0.16337254022660014	0.49362348940736406
3	F3EtO-BsubPc	0.17177549192402114	0.8721373620309402
4	B3PYMPM	-0.13820639325126358	0.6024135848894223
5	LiQ	-0.09266137519024807	-0.9812823775058176
6	Al	-0.11718826117877999	-0.9654168779432059
