	Material	FD_ct	FD_%
0	HATCN	0.5892558600952489	-0.8371730198417487
1	TAPC	-0.5028759770061062	0.7290567055294837
2	CBP	-0.2698761841948934	0.4212124528006152
3	TxOPhCz	0.5210597826551746	-0.7523072800281231
4	F3EtO-BsubPc	-0.6284332173190371	0.858264235541969
5	CBP.1	-0.2698761841948934	0.4212124528006152
6	B3PYMPM	-0.35274896470748607	0.5322362992734344
7	LiQ	0.6421828242851438	-0.8941468364943478
8	Al	0.6451317071756464	-0.8935011078953816
