	Pixel	Voltage(V)	Current(A)	J(mA/cm2)	PE(lm/W)	EQE(%)	L(cd/m2)	CE(cd/A)
0	A1-1	-0.999976	-1.0453e-06	-0.00653312	-16.148	-13.3199	-0.335799	5.139948447296239
1	A1-1	-0.799993	-5.71416e-07	-0.00357135	-46.4987	-22.0098	-0.422873	11.840704495498901
2	A1-1	-0.599969	-2.75023e-07	-0.00171889	93.7277	56.5856	0.307678	-17.899807433867203
3	A1-1	-0.399959	-1.07959e-07	-0.000674744	-436.352	-18.0199	-0.374836	55.5523279940244
4	A1-1	-0.200006	-3.48809e-08	-0.000218006	-3196.84	-359.239	-0.443692	203.52283882094986
5	A1-1	6.43492e-05	2.92631e-08	0.000182894	2790310.0	329.835	0.104531	57.15387054796768
6	A1-1	0.200055	6.16204e-08	0.000385127	-1037.1	183.406	-0.254345	-66.04185112962736
7	A1-1	0.399984	9.6277e-08	0.000601731	-683.511	-95.6684	-0.523649	-87.02376975758271
8	A1-1	0.599982	2.04518e-07	0.00127824	-152.302	-46.1818	-0.371796	-29.08655651520841
9	A1-1	0.799993	3.73715e-07	0.00233572	-36.2871	27.3318	-0.215829	-9.240362714708954
10	A1-1	1.0	6.16913e-07	0.00385571	-20.8647	11.3955	-0.256075	-6.641448656667643
11	A1-1	1.20001	9.76824e-07	0.00610515	-11.6298	6.03111	-0.27121	-4.442315094633219
12	A1-1	1.40002	1.46363e-06	0.00914769	-5.42426	-1.88278	-0.221124	-2.41726599830121
13	A1-1	1.60001	2.12778e-06	0.0132986	-6.1086	-4.67869	-0.413734	-3.111109440091438
14	A1-1	1.79999	3.10562e-06	0.0194101	-0.219609	-3.21738	-0.024423	-0.12582624509920093
15	A1-1	1.99998	4.50192e-06	0.028137	-2.9291	-4.25552	-0.524672	-1.8647048370473045
16	A1-1	2.20008	6.08162e-06	0.0380101	0.395464	-0.0845876	0.105268	0.276947442916488
17	A1-1	2.40005	7.97743e-06	0.0498589	-0.631763	-1.23678	-0.24064	-0.48264201576849874
18	A1-1	2.59994	1.08394e-05	0.0677463	-0.95304	1.00726	-0.53433	-0.7887220409085072
19	A1-1	2.80004	1.56433e-05	0.0977706	-0.478435	-0.577473	-0.416913	-0.4264195985296193
20	A1-1	2.99998	2.39076e-05	0.149423	0.0450188	-0.863824	0.064236	0.042989365760291255
21	A1-1	3.19995	3.85868e-05	0.241168	0.0771064	0.0363865	0.18941	0.07853861208783919
22	A1-1	3.39993	6.35727e-05	0.397329	0.271703	0.0843086	1.16833	0.2940459921123301
23	A1-1	3.59999	0.000102959	0.643494	0.318358	-0.134934	2.34753	0.3648099282976997
24	A1-1	3.79991	0.000163064	1.01915	0.382028	0.0296645	4.7093	0.4620811460530835
25	A1-1	3.99988	0.000247932	1.54958	0.306029	0.0783104	6.03771	0.38963525600485294
26	A1-1	4.19982	0.000364339	2.27712	0.304283	0.0718038	9.26284	0.4067787380550872
27	A1-1	4.39973	0.00051494	3.21837	0.288254	0.0746981	12.9923	0.40369193100855394
28	A1-1	4.59977	0.00070783	4.42394	0.285853	0.146273	18.5156	0.41853189690637754
29	A1-1	4.8001	0.000939079	5.86924	0.272878	0.153525	24.4709	0.41693473090212707
30	A1-1	5.00014	0.00120146	7.50913	0.26699	0.127735	31.9092	0.42493870794619354
31	A1-1	5.20018	0.00149869	9.36681	0.250771	0.139005	38.881	0.41509329216670354
32	A1-1	5.40017	0.00182903	11.4314	0.238119	0.143302	46.79	0.40931119547911887
33	A1-1	5.6001	0.00219689	13.7306	0.228086	0.139109	55.8256	0.40657800824435925
34	A1-1	5.80016	0.00260721	16.2951	0.220331	0.147022	66.2861	0.40678547538830695
35	A1-1	6.00012	0.00306184	19.1365	0.210594	0.147718	76.9694	0.4022125258014788
36	A1-1	6.20014	0.00356051	22.2532	0.202578	0.151357	88.9687	0.39980182625420163
37	A1-1	6.40013	0.00410464	25.654	0.193678	0.153361	101.222	0.3945661495283387
38	A1-1	6.60007	0.00470489	29.4056	0.185961	0.14975	114.882	0.39068068667192646
39	A1-1	6.8001	0.00535944	33.4965	0.178379	0.153714	129.333	0.386108996462317
40	A1-1	7.00008	0.00606618	37.9136	0.172729	0.147622	145.92	0.38487508440243073
41	A1-1	7.20001	0.00682613	42.6633	0.165501	0.149771	161.822	0.37930024165969345
42	A1-1	7.40004	0.00763486	47.7179	0.159062	0.146363	178.786	0.3746728166998129
43	A1-1	7.59999	0.00850969	53.1856	0.153331	0.146106	197.282	0.3709312295057309
44	A1-1	7.80005	0.00943523	58.9702	0.147784	0.149652	216.375	0.3669226151513815
45	A1-1	8.00002	0.0104221	65.1381	0.142323	0.145768	236.075	0.36242229969864026
46	A1-1	8.19999	0.0114659	71.6619	0.136881	0.147103	256.032	0.3572777166109187
47	A1-1	8.40002	0.0125544	78.465	0.131825	0.146132	276.569	0.3524743516217422
48	A1-1	8.59996	0.013702	85.6375	0.127045	0.144609	297.831	0.34778105386075026
