	Timestamp	Filtered Rate: CBP	Filtered Rate: TxOPhCz	Filtered Rate: Cl-BsubPc	Source Power: CBP	Source Power: TxOPhCz	Source Power: Cl-BsubPc	Thickness: CBP	Thickness: TxOPhCz	Thickness: Cl-BsubPc	State: CBP	State: TxOPhCz	State: Cl-BsubPc	Fundamental  Frequency: CBP	Fundamental  Frequency: TxOPhCz	Fundamental  Frequency: Cl-BsubPc	Current Z-Ratio: CBP	Current Z-Ratio: TxOPhCz	Current Z-Ratio: Cl-BsubPc
0	14:10:10	0.000	0.000	0.000	0.000	0.000	0.000	-0.000	0.000	0.000	Ready	Ready	Ready	1	1	1	000.000	000.000	000.000
1	14:10:11	0.000	0.000	0.000	0.000	0.000	0.000	-0.000	0.000	0.000	Ready	Ready	Ready	1	1	1	000.000	000.000	000.000
2	14:10:12	-0.000	0.000	0.000	0.320	0.037	0.060	-0.000	0.000	0.000	PreCon Rise	PreCon Rise	PreCon Rise	Sensor Status	1	00	Fundamental Activity	000.000	731
3	14:10:13	-0.000	-0.001	-0.001	0.720	0.128	0.660	-0.000	-0.000	0.000	PreCon Rise	PreCon Rise	PreCon Rise	Sensor Status	1	00	Fundamental Activity	000.000	730
4	14:10:14	0.001	0.000	0.000	1.120	0.220	1.260	-0.000	-0.000	0.000	PreCon Rise	PreCon Rise	PreCon Rise	Sensor Status	1	00	Fundamental Activity	000.000	730
5	14:10:15	0.001	-0.000	0.000	1.520	0.312	1.860	-0.000	-0.000	0.000	PreCon Rise	PreCon Rise	PreCon Rise	Sensor Status	1	00	Fundamental Activity	000.000	731
6	14:10:16	0.000	-0.000	0.000	1.920	0.403	2.460	-0.000	-0.000	0.000	PreCon Rise	PreCon Rise	PreCon Rise	Sensor Status	1	00	Fundamental Activity	000.000	730
7	14:10:17	0.000	0.000	0.000	2.320	0.495	3.060	-0.000	-0.000	0.000	PreCon Rise	PreCon Rise	PreCon Rise	Sensor Status	1	00	Fundamental Activity	000.000	730
8	14:10:18	0.000	-0.000	0.000	2.720	0.587	3.660	-0.000	-0.000	0.000	PreCon Rise	PreCon Rise	PreCon Rise	Sensor Status	1	00	Fundamental Activity	000.000	731
9	14:10:19	0.000	0.000	0.000	3.120	0.678	4.260	-0.000	-0.000	0.000	PreCon Rise	PreCon Rise	PreCon Rise	Sensor Status	1	00	Fundamental Activity	000.000	730
10	14:10:20	0.000	-0.000	0.000	3.520	0.770	4.860	-0.000	-0.000	0.000	PreCon Rise	PreCon Rise	PreCon Rise	Sensor Status	1	00	Fundamental Activity	000.000	733
11	14:10:21	0.000	-0.000	0.000	3.920	0.862	5.460	-0.000	-0.000	0.000	PreCon Rise	PreCon Rise	PreCon Rise	Sensor Status	1	00	Fundamental Activity	000.000	732
12	14:10:22	0.001	-0.000	0.000	4.320	0.953	6.060	-0.000	-0.000	0.000	PreCon Rise	PreCon Rise	PreCon Rise	Sensor Status	1	00	Fundamental Activity	000.000	732
