	Material	Max Luminance (cd/m2)	EQE(%)_max	EQE(%)_avg	PE(lm/W)_max	PE(lm/W)_avg	CE(cd/A)_max	CE(cd/A)_avg
0	HATCN	0.6447234551117937	0.4786126840500602	0.5757333192793924	0.4809131836386381	0.5791850786061993	0.5451257082362991	0.5522942767563714
1	TAPC	-0.49741170754605996	-0.3211085495601197	-0.4212840594753387	-0.31531455335923636	-0.42829017765176736	-0.38369559045174934	-0.38623132665822274
2	CBP	-0.16736470390721567	0.004439875551089302	-0.08824721976533453	0.02407226057486009	-0.10075108885628281	-0.04295200257920218	-0.03680832314837537
3	tri-PXZ-trz	0.6184590832994097	0.4496935134942794	0.5477979953044189	0.4504191646467587	0.5519590191130819	0.5157026543253188	0.521993129250516
4	Cl-BsubPc	-0.8642924629727449	-0.7639359775162444	-0.8299908160010093	-0.7862499896842633	-0.8235838288240209	-0.8244637032407395	-0.8416827001035084
5	B3PYMPM	-0.28121582775368226	-0.10461271869592481	-0.20158539878587067	-0.08924354694856006	-0.21248566393513416	-0.1580063124259606	-0.15465467664996432
6	LiQ	0.785796237267454	0.6450291103345903	0.7310533268546233	0.6575309840066017	0.7296956145196731	0.7116537811649916	0.7242282849655071
7	Al	0.8152081118687245	0.6842485476872232	0.7655872764149549	0.6995884268300949	0.7628187900032746	0.7498374597421196	0.7638204244920263
