	Material	FD_ct	FD_%
0	HATCN	0.5177767772766678	-0.8794200215898443
1	TAPC	-0.5364994094733924	0.7560044543373952
2	CBP	-0.4666474765721438	0.4172269417112446
3	tri-PXZ-trz	0.5251085873538762	-0.8610064492999794
4	Cl-BsubPc	-0.2884905938813807	0.8473896254589534
5	B3PYMPM	-0.5006672908372697	0.5347276119780827
6	LiQ	0.42957667929953836	-0.9251126802436982
7	Al	0.39383573338413247	-0.9147267596174385
