	Material	FD_ct	FD_%
0	HATCN	0.3023459792422906	-0.8797989704373167
1	TAPC	-0.3267837238403302	0.7494695886843759
2	CBP	-0.31634454567911274	0.3985810142117668
3	F-BsubPc	-0.1598550400801133	0.9419092724857694
4	B3PYMPM	-0.32732279697916894	0.5237998240906537
5	LiQ	0.24397564379499875	-0.9605482990498528
6	Al	0.22258538829965038	-0.9655492758442182
