	Pixel	Max Current (A)	Max Luminance (cd/m2)	Status	Turnon Voltage (V)	EQE(%)_max	EQE(%)_avg	CE(cd/A)_max	CE(cd/A)_avg	PE(lm/W)_max	PE(lm/W)_avg	V (V) @ 100 cd/m2	EQE(%) @ 100 cd/m2	CE(cd/A) @ 100 cd/m2	PE(lm/W) @ 100 cd/m2	λmax (nm) @ 100 cd/m2	FWHM (nm) @ 100 cd/m2	CIE-x @ 100 cd/m2	CIE-y @ 100 cd/m2	Hex Color @ 100 cd/m2	V (V) @ 250 cd/m2	EQE(%) @ 250 cd/m2	CE(cd/A) @ 250 cd/m2	PE(lm/W) @ 250 cd/m2	λmax (nm) @ 250 cd/m2	FWHM (nm) @ 250 cd/m2	CIE-x @ 250 cd/m2	CIE-y @ 250 cd/m2	Hex Color @ 250 cd/m2
0	A1-1	0.0200004	1158.56	Working	3.2	0.498918	0.4017900666666667	1.4754059927322565	1.2046934997597631	1.36333	0.7064525666666666	4.8001	0.476667	1.3756827301929673	0.900366	577.5	31.0	0.530039501772885	0.4619946194782799	#ffe600	5.6	0.426426	1.2637416143691842	0.708956	578.0	31.5	0.5281136610407233	0.4649123628023784	#ffec00
1	A3-1	0.0199387	1243.23	Working	3.0	0.802683	0.48416234375	2.231689347131953	1.4737584188406343	2.12255	0.9098054999999999	4.79998	0.560049	1.698081646199801	1.1114	577.5	30.0	0.5286797296701413	0.4648061299239173	#ffeb00	5.60004	0.508049	1.4977816601917195	0.840245	578.0	31.5	0.5250601954828933	0.4662828065351717	#fff100
2	A4-1	0.0200011	1308.2	Working	3.0	0.588178	0.4132095742857143	1.7159210717222035	1.370567405844772	1.4734	0.7764850857142858	4.80004	0.557081	1.6547503702961255	1.08303	578.0	30.5	0.5289034965974478	0.4657598138922058	#ffec00	5.80009	0.501244	1.4949402023919043	0.809726	578.0	31.0	0.5234840554251223	0.46635413032556977	#fff200
3	A5-1	0.0199807	1345.63	Working	3.0	1.152	0.5772797058823529	2.0617029315396005	1.5567604233699412	1.78377	0.9173241176470589	4.80002	0.63835	1.8829260838439523	1.23236	578.0	30.5	0.5241193110934276	0.46592007031845284	#fff100	5.80005	0.562415	1.651995826501714	0.894803	578.0	31.0	0.5221813174003866	0.4673297191007901	#fff500
4	B1-1	0.019954	1176.14	Working	3.0	0.488838	0.3739807586206897	1.4446096992034192	1.187448108414051	1.16963	0.713664724137931	4.80007	0.475549	1.3754354794334378	0.900207	578.0	31.0	0.5332128721864124	0.4643454695125907	#ffe700	5.59994	0.452519	1.302266008868294	0.730576	578.0	31.0	0.5290436520270047	0.46345531657332106	#ffe900
5	B2-1	0.0198148	1272.2	Working	3.0	0.63573	0.435669035	2.0016856088634936	1.4686448997844443	1.90628	0.9185240333333333	4.79997	0.561552	1.6838154497914875	1.10206	578.0	30.5	0.5344209922165083	0.4658490152435217	#ffe800	5.59999	0.502219	1.478027891252289	0.829172	578.0	30.5	0.5288507836056585	0.46433303935627296	#ffea00
6	B3-1	0.0200005	1281.22	Working	3.0	0.647316	0.45467627419354834	2.20256032462984	1.5262581297998408	2.26783	0.9526359677419356	4.79994	0.567413	1.735405715774021	1.13584	577.5	29.5	0.5310254328632101	0.4647270102121006	#ffe900	5.79994	0.508648	1.4994156726082057	0.812172	577.5	31.0	0.5272295708738903	0.4647074466135584	#ffec00
7	B4-1	0.0200007	1339.43	Working	3.2	0.875211	0.5442376774193548	2.251008003358098	1.5954137660472494	2.18961	0.9532320967741936	4.80007	0.614422	1.8684462039122884	1.22288	578.5	30.5	0.533472632750722	0.4692851244558482	#ffed00	5.80003	0.548235	1.6096833544274127	0.871884	578.0	31.0	0.5280041726640716	0.46642479855998287	#ffee00
8	B5-1	0.0200006	1318.06	Working	3.2	0.584345	0.42553196875	1.9501843215820664	1.4813430664503882	1.61798	0.856973	4.99992	0.584345	1.768926434354101	1.11147	577.5	30.0	0.530222881386982	0.4670549264275597	#ffed00	5.80002	0.520827	1.5861162141077585	0.859122	578.0	31.0	0.5256605739774299	0.46643387669289643	#fff000
9	C1-1	0.0200007	1002.03	Working	3.2	0.490856	0.37157069696969697	1.4463557720990354	1.1091244821520807	1.20508	0.6324821212121211	5.20003	0.433367	1.2636230240431732	0.763419	578.0	30.0	0.5332485493053544	0.4623415765739095	#ffe400	6.20003	0.392794	1.1364211816861305	0.57583	578.0	31.5	0.5324922502840045	0.4605052440611468	#ffe200
