Voltage(V)	Current(A)	J(mA/cm2)	PE(lm/W)	EQE(%)	L(cd/m2)
-9.99972E-1	-2.00165E-5	-1.25103E-1	4.77042E-1	-1.43458E+0	1.89960E-1
-7.99995E-1	-1.54769E-5	-9.67306E-2	-3.14930E-1	-1.08849E+0	-7.75738E-2
-5.99975E-1	-1.05220E-5	-6.57625E-2	-3.36707E-1	-2.10704E+0	-4.22876E-2
-3.99961E-1	-1.53658E-6	-9.60362E-3	-3.79621E+0	-1.05912E+0	-4.64145E-2
-2.00008E-1	-5.35806E-7	-3.34879E-3	-7.17844E+1	-3.16722E+1	-1.53044E-1
3.54290E-5	-1.85478E-10	-1.15924E-6	6.53363E+8	1.03001E+4	8.54153E-2
2.00024E-1	4.49181E-7	2.80738E-3	2.25684E+2	1.22417E+1	4.03398E-1
3.99974E-1	1.10026E-6	6.87662E-3	-4.36075E+1	1.06139E+1	-3.81784E-1
5.99966E-1	2.14007E-6	1.33754E-2	-1.36904E+0	-5.02912E+0	-3.49704E-2
7.99976E-1	3.90882E-6	2.44301E-2	8.51960E+0	-1.40533E+0	5.29996E-1
9.99978E-1	6.23204E-6	3.89502E-2	-5.51301E-1	-7.62907E-1	-6.83501E-2
1.19998E+0	9.69260E-6	6.05787E-2	-7.11570E-1	-6.91502E-1	-1.64650E-1
1.39999E+0	1.39593E-5	8.72456E-2	-1.08421E+0	-1.39046E+0	-4.21533E-1
1.60000E+0	2.02263E-5	1.26414E-1	-1.39954E-1	-7.61925E-1	-9.01056E-2
1.79998E+0	2.78805E-5	1.74253E-1	3.22835E-2	-4.44293E-1	3.22314E-2
1.99997E+0	3.83113E-5	2.39446E-1	-2.34707E-1	9.55085E-2	-3.57772E-1
2.20000E+0	5.15431E-5	3.22144E-1	1.47542E-1	-2.34772E-1	3.32843E-1
2.39994E+0	6.84226E-5	4.27641E-1	-1.88376E-1	-2.26163E-1	-6.15397E-1
2.59993E+0	9.08040E-5	5.67525E-1	1.35557E-1	-8.25045E-2	6.36677E-1
2.79992E+0	1.18637E-4	7.41481E-1	2.60577E-1	3.33424E-2	1.72199E+0
2.99987E+0	1.56038E-4	9.75238E-1	2.89047E-1	7.30754E-2	2.69173E+0
3.19989E+0	3.80387E-4	2.37742E+0	2.88516E-1	5.67969E-2	6.98651E+0
3.39986E+0	4.56641E-4	2.85401E+0	4.91137E-1	1.38885E-1	1.51694E+1
3.59991E+0	4.41879E-4	2.76174E+0	1.17187E+0	3.84787E-1	3.70856E+1
3.79980E+0	4.47058E-4	2.79411E+0	1.67576E+0	5.65996E-1	5.66325E+1
3.99974E+0	6.13035E-4	3.83147E+0	1.72279E+0	7.00606E-1	8.40388E+1
4.19972E+0	7.14663E-4	4.46664E+0	1.94714E+0	8.03148E-1	1.16265E+2
4.39968E+0	8.85797E-4	5.53623E+0	1.98889E+0	8.43345E-1	1.54204E+2
4.59970E+0	1.06753E-3	6.67206E+0	2.02874E+0	9.06006E-1	1.98183E+2
4.80006E+0	1.29630E-3	8.10187E+0	1.98312E+0	9.38284E-1	2.45489E+2
5.00009E+0	1.59156E-3	9.94725E+0	1.82145E+0	9.00022E-1	2.88368E+2
5.20010E+0	1.71576E-3	1.07235E+1	1.84628E+0	9.41881E-1	3.27715E+2
5.40005E+0	1.95084E-3	1.21928E+1	1.82263E+0	9.70203E-1	3.81988E+2
5.60001E+0	2.18397E-3	1.36498E+1	1.78182E+0	9.85160E-1	4.33540E+2
5.80019E+0	2.46276E-3	1.53922E+1	1.79100E+0	1.03874E+0	5.08967E+2
5.99998E+0	2.80686E-3	1.75429E+1	1.76839E+0	1.05434E+0	5.92488E+2
6.20003E+0	3.05589E-3	1.90993E+1	1.70144E+0	1.04935E+0	6.41326E+2
6.40000E+0	3.46317E-3	2.16448E+1	1.57137E+0	9.98944E-1	6.92888E+2
6.59989E+0	4.25778E-3	2.66111E+1	1.64298E+0	1.08606E+0	9.18509E+2
6.79991E+0	5.24225E-3	3.27641E+1	1.40589E+0	9.55861E-1	9.97015E+2
6.99993E+0	5.79784E-3	3.62365E+1	1.33924E+0	9.34966E-1	1.08130E+3
7.19986E+0	6.45118E-3	4.03199E+1	1.28427E+0	9.25029E-1	1.18672E+3
7.39991E+0	7.08940E-3	4.43088E+1	1.20460E+0	8.95295E-1	1.25722E+3
7.59984E+0	7.58499E-3	4.74062E+1	1.16605E+0	8.89653E-1	1.33723E+3
7.79983E+0	8.44996E-3	5.28122E+1	1.12030E+0	8.77457E-1	1.46894E+3
7.99981E+0	9.38240E-3	5.86400E+1	1.03820E+0	8.35817E-1	1.55026E+3
8.19974E+0	9.98260E-3	6.23912E+1	1.00288E+0	8.27330E-1	1.63314E+3
8.39984E+0	1.09201E-2	6.82506E+1	9.56223E-1	8.08968E-1	1.74497E+3
8.59984E+0	1.17980E-2	7.37375E+1	9.07356E-1	7.91544E-1	1.83150E+3
8.79981E+0	1.26583E-2	7.91144E+1	8.77801E-1	7.79716E-1	1.94525E+3
8.99983E+0	1.39023E-2	8.68894E+1	8.21332E-1	7.46637E-1	2.04442E+3
9.19975E+0	1.50030E-2	9.37687E+1	7.83741E-1	7.27827E-1	2.15207E+3
9.39979E+0	1.61277E-2	1.00798E+2	7.46518E-1	7.10304E-1	2.25144E+3
9.60009E+0	1.73927E-2	1.08704E+2	7.09555E-1	6.88580E-1	2.35699E+3
9.80002E+0	1.86869E-2	1.16793E+2	6.83180E-1	6.77163E-1	2.48903E+3
9.84072E+0	2.00008E-2	1.25005E+2	6.53481E-1	6.50549E-1	2.55881E+3
