Voltage(V)	Current(A)	J(mA/cm2)	PE(lm/W)	EQE(%)	L(cd/m2)
-9.99977E-1	-2.37179E-6	-1.48237E-2	-6.76624E+0	9.28907E+0	-3.19260E-1
-7.99993E-1	-1.52091E-6	-9.50569E-3	-4.95271E+1	6.73532E+0	-1.19884E+0
-5.99965E-1	-9.34056E-7	-5.83785E-3	-1.65372E+1	2.32792E+1	-1.84370E-1
-3.99957E-1	-4.81587E-7	-3.00992E-3	-1.97122E+2	2.93274E+1	-7.55360E-1
-2.00008E-1	-1.79296E-7	-1.12060E-3	-4.74579E+2	2.20031E+2	-3.38577E-1
4.70638E-5	3.88348E-10	2.42718E-6	-1.01924E+9	1.78890E+4	-3.70607E-1
2.00044E-1	1.96432E-7	1.22770E-3	-6.22296E+2	8.04262E+1	-4.86480E-1
3.99990E-1	5.14392E-7	3.21495E-3	-1.70452E+2	3.87653E+1	-6.97711E-1
5.99983E-1	9.76248E-7	6.10155E-3	-2.34015E+1	1.67660E+1	-2.72692E-1
7.99998E-1	1.55772E-6	9.73575E-3	-2.58217E+1	5.84377E+0	-6.40166E-1
9.99997E-1	2.41724E-6	1.51078E-2	-1.19625E+1	1.00731E+1	-5.75270E-1
1.20001E+0	3.37268E-6	2.10793E-2	-1.07815E+1	1.13284E+1	-8.68101E-1
1.40001E+0	4.62817E-6	2.89261E-2	-1.00520E+1	4.70683E+0	-1.29576E+0
1.60001E+0	6.44400E-6	4.02750E-2	-5.10261E+0	5.74924E+0	-1.04665E+0
1.79999E+0	8.03057E-6	5.01911E-2	-3.02348E+0	5.63519E-2	-8.69468E-1
1.99999E+0	1.08961E-5	6.81006E-2	-2.05019E+0	1.23524E+0	-8.88841E-1
2.20009E+0	1.42956E-5	8.93475E-2	-2.10088E+0	1.29846E-1	-1.31454E+0
2.40005E+0	4.46209E-4	2.78881E+0	-3.50022E-2	5.58547E-2	-7.45734E-1
2.59998E+0	5.38407E-4	3.36504E+0	-2.98312E-2	7.78291E-2	-8.30770E-1
2.79998E+0	3.80394E-4	2.37746E+0	-4.12638E-2	7.73216E-2	-8.74356E-1
2.99989E+0	3.81798E-4	2.38624E+0	-3.17891E-2	4.47893E-2	-7.24349E-1
3.19992E+0	5.67624E-4	3.54765E+0	6.17651E-3	6.67933E-2	2.23189E-1
3.39993E+0	6.68373E-4	4.17733E+0	-9.70591E-3	2.26893E-2	-4.38789E-1
3.60002E+0	1.43533E-3	8.97081E+0	5.11736E-3	2.57634E-2	5.26057E-1
3.79997E+0	1.75936E-3	1.09960E+1	5.60367E-3	1.78882E-2	7.45311E-1
3.99986E+0	1.91756E-3	1.19848E+1	8.86477E-3	2.20145E-2	1.35267E+0
4.19985E+0	1.50562E-3	9.41012E+0	3.69276E-2	4.15706E-2	4.64547E+0
4.39979E+0	1.49705E-3	9.35656E+0	6.69928E-2	4.68632E-2	8.77863E+0
4.59980E+0	1.25437E-3	7.83981E+0	1.32175E-1	7.49790E-2	1.51721E+1
4.80011E+0	1.44965E-3	9.06031E+0	1.64403E-1	9.90696E-2	2.27590E+1
5.00009E+0	1.52724E-3	9.54525E+0	2.20874E-1	1.31806E-1	3.35553E+1
5.20010E+0	1.65005E-3	1.03128E+1	2.73815E-1	1.64049E-1	4.67407E+1
5.40009E+0	1.71018E-3	1.06886E+1	3.40242E-1	2.09366E-1	6.25116E+1
5.60002E+0	1.84438E-3	1.15274E+1	3.77498E-1	2.19667E-1	7.75683E+1
5.80010E+0	1.99691E-3	1.24807E+1	4.13669E-1	2.56045E-1	9.53184E+1
