0.000E+0	0.000E+0	1.945E-1	-2.404E-1	-4.772E-2	1.835E-3	7.341E-3	5.139E-2	-3.671E-3	-7.525E-2	-2.019E-2	-1.193E-1	-2.019E-2	7.892E-2	2.936E-2	-1.688E-1	-5.873E-2	1.009E-1	-7.525E-2	-1.303E-1	-5.322E-2	-3.120E-2	6.240E-2	-1.248E-1	-1.413E-1	4.038E-2	-4.772E-2	-1.744E-1	-1.468E-2	-3.120E-2	-1.303E-1	4.588E-2	1.340E-1	2.936E-2	-8.075E-2	-1.413E-1	-3.065E-1	-1.028E-1	1.285E-1	2.936E-1	2.936E-2	-3.120E-2	6.791E-2	2.386E-2	-4.772E-2	-1.083E-1	5.689E-2	1.835E-3	-5.322E-2	4.038E-2	1.835E-2	7.341E-2	3.487E-2	-1.193E-1	-1.248E-1	-6.424E-2	-1.799E-1	7.341E-3	-2.019E-1	7.341E-2	-1.799E-1
0.000E+0	0.000E+0	-3.284E-3	-6.634E-2	1.031E-1	-7.028E-2	-5.058E-2	4.401E-2	-1.117E-2	-7.422E-2	5.977E-2	-7.816E-2	-6.634E-2	-3.087E-2	2.430E-2	-2.693E-2	-1.333E-1	7.554E-2	6.568E-4	8.342E-2	6.568E-4	2.430E-2	-5.058E-2	-4.269E-2	-2.693E-2	3.613E-2	-1.058E-1	2.430E-2	8.736E-2	4.598E-3	-7.028E-2	5.189E-2	-4.664E-2	-3.481E-2	-3.284E-3	4.007E-2	2.036E-2	2.430E-2	1.031E-1	1.248E-2	-3.875E-2	6.765E-2	-1.609E-1	-1.136E-1	9.524E-2	-7.816E-2	-8.999E-2	7.160E-2	-1.452E-1	-6.240E-2	5.583E-2	5.189E-2	-3.875E-2	-1.117E-2	-1.412E-1	8.539E-3	-3.875E-2	1.189E-1	6.765E-2	-1.511E-2	1.642E-2
0.000E+0	0.000E+0	-4.565E-3	-1.065E-2	-1.065E-2	-1.567E-1	7.608E-3	3.195E-2	-5.325E-2	-9.281E-2	-4.565E-3	4.717E-2	-2.587E-2	4.413E-2	-3.804E-2	-4.565E-3	-9.890E-2	1.522E-3	1.978E-2	-4.565E-3	8.977E-2	2.891E-2	-1.385E-1	3.500E-2	-1.293E-1	5.934E-2	1.978E-2	-1.369E-2	-9.281E-2	-3.804E-2	-9.586E-2	5.325E-2	1.050E-1	-1.978E-2	-6.543E-2	-9.890E-2	-4.413E-2	-7.151E-2	5.630E-2	-3.500E-2	-1.674E-2	3.804E-2	-7.760E-2	-5.934E-2	-6.543E-2	-1.065E-2	-1.445E-1	2.587E-2	4.717E-2	-7.151E-2	3.195E-2	-7.151E-2	-7.608E-3	1.202E-1	2.282E-2	-3.500E-2	-3.500E-2	-4.565E-3	-5.630E-2	5.325E-2	2.587E-2
0.000E+0	0.000E+0	2.565E-2	7.696E-2	2.309E-2	-5.131E-3	7.183E-2	8.466E-2	3.848E-2	6.670E-2	1.385E-1	7.953E-2	6.414E-2	5.901E-2	4.361E-2	5.131E-3	1.257E-1	1.231E-1	1.206E-1	-7.696E-3	1.206E-1	3.079E-2	9.236E-2	1.257E-1	1.591E-1	8.723E-2	7.953E-2	9.236E-2	4.105E-2	1.745E-1	1.283E-1	1.539E-2	7.696E-3	8.210E-2	3.592E-2	6.670E-2	1.180E-1	1.488E-1	8.979E-2	1.539E-1	3.592E-2	3.335E-2	4.874E-2	-2.565E-3	4.361E-2	6.670E-2	1.001E-1	1.052E-1	4.105E-2	1.283E-1	3.592E-2	9.236E-2	1.539E-2	7.440E-2	1.180E-1	1.180E-1	1.180E-1	8.210E-2	2.822E-2	5.131E-3	1.539E-2
0.000E+0	0.000E+0	-9.319E-2	3.776E-2	-1.005E-2	-1.576E-1	-3.083E-2	-8.903E-2	-4.746E-2	-4.746E-2	-6.201E-2	-7.032E-2	6.894E-2	-3.083E-2	-3.915E-2	1.074E-2	-1.732E-3	-2.252E-2	3.360E-2	-1.005E-2	4.192E-2	6.582E-3	-4.122E-2	4.504E-3	-6.409E-2	-5.577E-2	1.490E-2	-4.330E-2	-6.409E-2	-2.044E-2	-3.291E-2	-1.836E-2	-5.577E-2	-3.291E-2	-2.875E-2	2.425E-3	-1.212E-2	2.737E-2	-1.628E-2	3.984E-2	-8.903E-2	-2.044E-2	-6.409E-2	-3.915E-2	3.360E-2	-1.836E-2	3.360E-2	-9.735E-2	6.478E-2	-7.240E-2	-4.746E-2	-2.252E-2	-2.252E-2	-4.954E-2	-4.122E-2	-2.044E-2	-2.875E-2	-2.460E-2	-8.280E-2	-4.330E-2	-8.072E-2
0.000E+0	0.000E+0	-8.166E-2	-3.633E-2	-1.061E-1	-7.643E-2	-7.643E-2	-5.725E-2	-2.935E-2	2.906E-4	-2.586E-2	-5.725E-2	-3.807E-2	9.009E-3	-8.515E-2	4.214E-2	-1.715E-2	-5.551E-2	-8.428E-3	-3.458E-2	-6.684E-3	-4.330E-2	-2.238E-2	-3.633E-2	-4.853E-2	-6.597E-2	-1.026E-1	-3.633E-2	-1.096E-1	-3.633E-2	-2.761E-2	-6.597E-2	-7.818E-2	-3.110E-2	-5.725E-2	-3.981E-2	-2.063E-2	-2.238E-2	-4.940E-3	7.265E-3	3.342E-2	-6.597E-2	-6.423E-2	-5.551E-2	-6.248E-2	-6.771E-2	-3.981E-2	-7.469E-2	5.783E-2	-7.294E-2	-7.469E-2	-4.679E-2	-6.423E-2	-7.643E-2	-5.028E-2	-2.063E-2	-9.387E-2	-1.192E-2	5.522E-3	-5.725E-2	-3.284E-2
0.000E+0	0.000E+0	4.016E-2	2.635E-2	5.704E-2	5.397E-2	-3.811E-2	-1.509E-2	-1.202E-2	-1.049E-2	1.560E-2	4.860E-3	6.395E-3	2.942E-2	-5.884E-3	-2.123E-2	-2.123E-2	1.714E-2	6.932E-2	2.558E-4	-1.202E-2	2.481E-2	7.930E-3	2.788E-2	-1.202E-2	3.863E-2	3.325E-3	4.630E-2	-1.970E-2	8.007E-2	2.481E-2	-1.279E-3	1.714E-2	1.867E-2	4.323E-2	3.402E-2	-1.663E-2	-8.953E-3	-1.663E-2	1.407E-2	4.323E-2	-1.970E-2	-1.202E-2	2.174E-2	-3.811E-2	-4.118E-2	-4.425E-2	1.867E-2	-4.349E-3	3.556E-2	4.016E-2	-1.816E-2	2.328E-2	6.932E-2	4.170E-2	1.791E-3	4.016E-2	7.930E-3	-2.123E-2	-1.816E-2	-1.663E-2
0.000E+0	0.000E+0	-1.092E-1	-8.477E-2	-5.349E-2	-5.349E-2	-4.397E-2	-6.165E-2	-7.253E-2	-7.933E-2	-3.445E-2	-3.989E-2	-6.573E-2	-1.092E-1	-6.301E-2	-1.092E-1	-1.215E-1	-3.853E-2	-9.157E-2	-8.341E-2	-4.261E-2	-5.621E-2	-4.941E-2	-2.357E-2	-4.941E-2	-6.437E-2	-9.021E-2	-7.253E-2	-6.165E-2	-1.052E-1	-6.573E-2	-8.069E-2	-8.885E-2	-4.261E-2	-3.173E-3	-8.749E-2	-1.011E-1	-6.981E-2	-6.981E-2	-7.253E-2	-5.757E-2	-6.845E-2	-2.901E-2	-4.397E-2	-8.341E-2	-5.077E-2	-6.437E-2	-5.485E-2	-1.160E-1	-1.813E-2	-7.253E-2	-4.261E-2	-6.301E-2	-8.205E-2	-7.389E-2	-5.213E-2	-3.309E-2	-9.293E-2	-9.837E-2	-1.120E-1	-6.301E-2
0.000E+0	0.000E+0	-3.254E-3	1.749E-2	8.216E-2	2.969E-2	-9.355E-3	2.359E-2	5.043E-2	2.359E-2	-8.134E-4	-3.376E-2	2.237E-2	-3.498E-2	2.115E-2	1.261E-2	2.847E-2	4.555E-2	-2.278E-2	1.749E-2	1.627E-3	2.237E-2	4.921E-2	1.017E-2	3.457E-2	-5.694E-3	-1.057E-2	7.362E-2	3.823E-2	-3.010E-2	-5.694E-3	8.826E-2	5.165E-2	3.457E-2	4.555E-2	4.677E-2	4.067E-2	2.359E-2	2.847E-2	8.948E-3	-2.034E-3	2.115E-2	4.799E-2	5.287E-3	2.481E-2	2.115E-2	4.067E-3	-3.010E-2	2.847E-3	5.287E-3	2.237E-2	-5.694E-3	1.139E-2	3.091E-2	2.725E-2	5.775E-2	-8.134E-4	-2.156E-2	-2.400E-2	3.823E-2	2.603E-2
0.000E+0	0.000E+0	2.559E-2	-1.982E-2	3.099E-2	1.694E-2	3.748E-2	1.694E-2	4.289E-2	3.424E-2	-1.442E-2	2.883E-3	6.127E-2	3.532E-2	-5.766E-3	1.802E-3	-3.604E-3	-2.523E-2	-4.685E-3	2.559E-2	2.667E-2	-1.009E-2	2.126E-2	1.586E-2	3.208E-2	3.748E-2	1.261E-2	3.099E-2	-2.523E-3	3.532E-2	2.126E-2	2.883E-2	1.910E-2	2.667E-2	4.505E-2	4.072E-2	6.127E-3	7.208E-4	4.505E-2	-2.415E-2	4.505E-2	2.883E-3	4.289E-2	2.343E-2	2.667E-2	2.343E-2	-1.442E-3	3.964E-2	3.748E-2	2.991E-2	4.613E-2	1.802E-2	4.829E-2	1.802E-3	1.478E-2	1.153E-2	4.181E-2	1.586E-2	-2.523E-3	1.802E-2	2.991E-2
