Voltage(V)	Current(A)	J(mA/cm2)	PE(lm/W)	EQE(%)	L(cd/m2)
-9.99965E-1	-3.33002E-6	-2.08126E-2	-8.58552E+0	3.96649E+0	-5.68759E-1
-7.99978E-1	-5.85869E-7	-3.66168E-3	-4.97055E+1	-1.26572E+1	-4.63461E-1
-5.99956E-1	-4.04705E-7	-2.52941E-3	-7.47880E+1	-4.08408E+1	-3.61260E-1
-3.99949E-1	-2.34268E-7	-1.46417E-3	-7.28541E+1	9.31246E+1	-1.35801E-1
-1.99999E-1	-9.83272E-8	-6.14545E-4	-2.13978E+3	-8.21269E+1	-8.37146E-1
6.52313E-5	1.39316E-8	8.70725E-5	2.05160E+6	-9.20220E+2	3.70920E-2
2.00039E-1	9.99111E-8	6.24444E-4	3.73915E+2	7.26962E+1	1.48673E-1
3.99989E-1	2.32488E-7	1.45305E-3	-1.32619E+1	1.93293E+1	-2.45349E-2
5.99988E-1	4.03650E-7	2.52281E-3	-7.85266E+1	2.56877E+1	-3.78351E-1
7.99992E-1	6.66166E-7	4.16354E-3	1.39369E+1	1.32275E+1	1.47762E-1
9.99988E-1	9.47529E-7	5.92206E-3	-4.07041E+1	1.84163E+0	-7.67282E-1
1.20000E+0	1.38124E-6	8.63275E-3	-8.01032E+0	1.81921E+1	-2.64138E-1
1.40001E+0	2.19186E-6	1.36991E-2	-9.80693E-1	7.02835E+0	-5.98697E-2
1.59999E+0	5.51194E-6	3.44496E-2	1.18682E+0	2.01065E+0	2.08227E-1
1.79999E+0	8.87968E-6	5.54980E-2	8.72880E-2	-9.34370E-1	2.77557E-2
1.99998E+0	1.24444E-5	7.77775E-2	-1.89967E-1	7.42630E-1	-9.40606E-2
2.20007E+0	1.60371E-5	1.00232E-1	-3.77925E-1	6.07228E-1	-2.65276E-1
2.40005E+0	1.68702E-5	1.05439E-1	-3.42819E-1	3.62287E-1	-2.76144E-1
2.60003E+0	1.73545E-5	1.08466E-1	2.70320E-1	6.73289E-1	2.42660E-1
2.79994E+0	2.27916E-5	1.42448E-1	2.45625E-1	-3.99938E-1	3.11836E-1
2.99990E+0	2.93226E-5	1.83266E-1	8.73409E-2	2.12782E-1	1.52847E-1
3.19995E+0	8.23603E-5	5.14752E-1	3.02089E-1	1.16951E-1	1.58389E+0
3.39986E+0	8.47438E-5	5.29649E-1	6.75020E-1	3.35928E-1	3.86915E+0
3.59987E+0	1.58211E-4	9.88819E-1	5.18060E-1	1.77878E-1	5.86994E+0
3.79988E+0	2.29375E-4	1.43359E+0	5.43239E-1	2.54847E-1	9.41970E+0
3.99986E+0	3.46069E-4	2.16293E+0	5.22994E-1	2.85231E-1	1.44024E+1
4.19978E+0	4.76015E-4	2.97509E+0	5.20852E-1	2.42479E-1	2.07153E+1
4.39974E+0	6.67733E-4	4.17333E+0	5.11465E-1	2.84268E-1	2.98935E+1
4.59969E+0	8.88753E-4	5.55471E+0	4.77754E-1	2.81472E-1	3.88547E+1
4.80000E+0	1.15033E-3	7.18956E+0	4.55273E-1	2.64703E-1	5.00110E+1
5.00002E+0	1.45117E-3	9.06981E+0	4.25010E-1	2.53571E-1	6.13507E+1
5.20007E+0	1.77651E-3	1.11032E+1	4.03846E-1	2.45355E-1	7.42202E+1
5.40001E+0	2.13053E-3	1.33158E+1	3.83582E-1	2.42201E-1	8.77952E+1
5.60000E+0	2.52729E-3	1.57956E+1	3.64117E-1	2.34405E-1	1.02521E+2
5.80007E+0	2.97469E-3	1.85918E+1	3.44781E-1	2.32567E-1	1.18345E+2
6.00004E+0	3.45161E-3	2.15726E+1	3.30323E-1	2.26683E-1	1.36096E+2
6.20009E+0	3.97706E-3	2.48566E+1	3.13253E-1	2.27260E-1	1.53669E+2
6.40004E+0	4.55793E-3	2.84871E+1	3.00893E-1	2.24898E-1	1.74619E+2
6.60001E+0	5.18636E-3	3.24148E+1	2.85187E-1	2.21445E-1	1.94208E+2
6.80001E+0	5.86393E-3	3.66496E+1	2.74956E-1	2.19465E-1	2.18118E+2
6.99996E+0	6.59412E-3	4.12133E+1	2.61664E-1	2.12850E-1	2.40285E+2
7.19997E+0	7.37437E-3	4.60898E+1	2.51150E-1	2.10280E-1	2.65289E+2
7.39996E+0	8.21730E-3	5.13581E+1	2.39727E-1	2.08693E-1	2.90006E+2
7.59998E+0	9.10860E-3	5.69287E+1	2.30944E-1	2.05120E-1	3.18054E+2
7.80002E+0	1.00653E-2	6.29081E+1	2.21058E-1	2.01245E-1	3.45269E+2
7.99996E+0	1.10665E-2	6.91656E+1	2.11251E-1	1.96105E-1	3.72072E+2
8.19985E+0	1.21174E-2	7.57338E+1	2.03423E-1	1.94264E-1	4.02111E+2
8.39992E+0	1.32240E-2	8.26500E+1	1.94743E-1	1.91938E-1	4.30357E+2
8.59988E+0	1.43847E-2	8.99044E+1	1.87926E-1	1.89526E-1	4.62497E+2
8.79988E+0	1.56085E-2	9.75531E+1	1.80073E-1	1.86025E-1	4.92059E+2
8.99987E+0	1.68743E-2	1.05464E+2	1.73404E-1	1.82930E-1	5.23903E+2
9.19977E+0	1.82063E-2	1.13789E+2	1.66040E-1	1.78978E-1	5.53275E+2
9.39982E+0	1.95796E-2	1.22373E+2	1.60244E-1	1.76200E-1	5.86728E+2
9.42996E+0	2.00009E-2	1.25006E+2	1.57352E-1	1.74558E-1	5.90422E+2
