Voltage(V)	Current(A)	J(mA/cm2)	PE(lm/W)	EQE(%)	L(cd/m2)
-9.99958E-1	-2.53118E-7	-1.58199E-3	3.14556E+1	-6.96946E+1	1.58392E-1
-7.99983E-1	-1.39411E-7	-8.71319E-4	-9.24008E+0	-8.39966E+1	-2.05014E-2
-5.99965E-1	-7.04005E-8	-4.40003E-4	1.57652E+2	-1.12449E+2	1.32474E-1
-3.99930E-1	-1.22691E-9	-7.66819E-6	1.38878E+4	-8.33128E+2	1.35569E-1
-1.99983E-1	2.12989E-8	1.33118E-4	-2.33406E+3	-5.04399E+2	-1.97785E-1
6.94513E-5	3.68740E-8	2.30463E-4	9.31982E+6	-2.21394E+2	4.74830E-1
2.00059E-1	4.38277E-8	2.73923E-4	3.91622E+3	1.71088E+1	6.83131E-1
4.00009E-1	6.20004E-8	3.87502E-4	1.98164E+3	-1.90594E+2	9.77729E-1
5.99989E-1	8.82373E-8	5.51483E-4	4.21890E+2	-7.98344E-1	4.44350E-1
7.99984E-1	1.36381E-7	8.52381E-4	3.46408E+2	4.70120E+1	7.51889E-1
9.99989E-1	2.42658E-7	1.51661E-3	1.89204E+2	3.85694E+1	9.13379E-1
1.19999E+0	4.71927E-7	2.94954E-3	-1.84241E+1	7.33177E+0	-2.07572E-1
1.39999E+0	7.23164E-7	4.51978E-3	7.11657E+0	1.31514E+0	1.43338E-1
1.60000E+0	1.07666E-6	6.72912E-3	-1.58963E+0	-1.47582E+0	-5.44784E-2
1.79998E+0	1.72917E-6	1.08073E-2	6.16996E+0	5.38621E+0	3.82048E-1
1.99998E+0	2.61932E-6	1.63707E-2	3.90603E-2	-3.03825E+0	4.07080E-3
2.20007E+0	3.83205E-6	2.39503E-2	1.30378E+0	-2.67881E+0	2.18677E-1
2.39998E+0	5.93517E-6	3.70948E-2	2.67510E+0	-1.61480E+0	7.58072E-1
2.60000E+0	9.46085E-6	5.91303E-2	9.93426E-1	1.18945E+0	4.86149E-1
2.79982E+0	1.55843E-5	9.74019E-2	1.27244E+0	-7.06063E-1	1.10455E+0
2.99996E+0	2.70903E-5	1.69314E-1	4.13330E-1	5.06737E-1	6.68277E-1
3.19997E+0	4.73657E-5	2.96036E-1	9.47799E-1	5.54535E-1	2.85796E+0
3.39991E+0	7.32569E-5	4.57856E-1	9.77119E-1	5.05532E-1	4.84165E+0
3.59991E+0	1.30474E-4	8.15463E-1	8.22352E-1	3.13975E-1	7.68428E+0
3.79987E+0	1.99593E-4	1.24746E+0	7.93594E-1	3.08366E-1	1.19741E+1
3.99981E+0	3.01458E-4	1.88411E+0	7.47994E-1	3.15091E-1	1.79430E+1
4.19985E+0	4.38660E-4	2.74162E+0	6.93914E-1	3.90031E-1	2.54330E+1
4.39980E+0	6.15004E-4	3.84377E+0	6.48524E-1	3.44146E-1	3.49114E+1
4.59975E+0	8.30840E-4	5.19275E+0	5.93010E-1	3.02341E-1	4.50862E+1
4.80011E+0	1.08255E-3	6.76594E+0	5.67617E-1	2.96757E-1	5.86792E+1
5.00010E+0	1.37402E-3	8.58763E+0	5.18610E-1	2.87996E-1	7.08831E+1
5.20009E+0	1.69779E-3	1.06112E+1	4.89998E-1	2.83590E-1	8.60635E+1
5.40005E+0	2.06665E-3	1.29166E+1	4.50444E-1	2.82722E-1	1.00008E+2
5.60004E+0	2.41545E-3	1.50966E+1	4.34514E-1	2.71985E-1	1.16929E+2
5.80011E+0	2.80190E-3	1.75119E+1	4.14045E-1	2.80742E-1	1.33865E+2
6.00002E+0	3.23496E-3	2.02185E+1	3.97058E-1	2.77184E-1	1.53323E+2
6.20002E+0	3.71369E-3	2.32106E+1	3.76693E-1	2.66019E-1	1.72551E+2
6.40002E+0	4.22845E-3	2.64278E+1	3.59924E-1	2.61814E-1	1.93777E+2
6.60004E+0	4.78682E-3	2.99176E+1	3.46317E-1	2.63655E-1	2.17669E+2
6.79998E+0	5.40737E-3	3.37961E+1	3.28592E-1	2.57362E-1	2.40370E+2
7.00000E+0	6.07034E-3	3.79396E+1	3.16288E-1	2.53910E-1	2.67377E+2
7.20001E+0	6.78278E-3	4.23924E+1	2.99651E-1	2.49713E-1	2.91130E+2
7.39997E+0	7.54003E-3	4.71252E+1	2.88782E-1	2.45122E-1	3.20556E+2
7.59996E+0	8.34979E-3	5.21862E+1	2.74607E-1	2.41565E-1	3.46679E+2
7.79994E+0	9.20976E-3	5.75610E+1	2.64126E-1	2.38932E-1	3.77469E+2
7.99996E+0	1.01391E-2	6.33694E+1	2.52305E-1	2.32153E-1	4.07139E+2
8.19996E+0	1.11019E-2	6.93869E+1	2.40551E-1	2.27908E-1	4.35658E+2
8.39999E+0	1.21077E-2	7.56731E+1	2.31885E-1	2.25290E-1	4.69185E+2
8.59991E+0	1.31796E-2	8.23725E+1	2.21650E-1	2.20735E-1	4.99797E+2
8.79992E+0	1.42872E-2	8.92950E+1	2.13655E-1	2.16765E-1	5.34403E+2
8.99992E+0	1.54621E-2	9.66381E+1	2.03834E-1	2.12560E-1	5.64306E+2
9.19988E+0	1.66723E-2	1.04202E+2	1.96860E-1	2.11196E-1	6.00710E+2
9.39988E+0	1.79443E-2	1.12152E+2	1.88413E-1	2.04715E-1	6.32251E+2
9.60020E+0	1.92579E-2	1.20362E+2	1.81961E-1	2.03316E-1	6.69265E+2
9.68933E+0	2.00012E-2	1.25008E+2	1.76374E-1	1.98766E-1	6.80008E+2
