	Timestamp	Filtered Rate: TAPC	Source Power: TAPC	Thickness: TAPC	State: TAPC	Fundamental  Frequency: TAPC	Current Z-Ratio: TAPC
0	14:50:56	0.010	0.000	-0.000	Ready	5962021.396	1.027
1	14:50:57	0.000	0.000	-0.000	Ready	5962021.400	1.027
2	14:50:58	0.000	0.000	-0.000	Ready	5962021.400	1.027
3	14:50:59	-0.010	0.000	-0.000	Ready	5962021.403	1.027
4	14:51:00	0.010	0.000	-0.000	Ready	5962021.403	1.027
5	14:51:01	0.000	0.050	-0.000	PreCon Rise	5962021.407	1.027
6	14:51:02	-0.010	0.550	-0.000	PreCon Rise	5962021.410	1.027
7	14:51:03	-0.010	1.050	-0.000	PreCon Rise	5962021.414	1.027
8	14:51:04	0.000	1.550	-0.000	PreCon Rise	5962021.414	1.027
9	14:51:05	0.000	2.050	-0.000	PreCon Rise	5962021.414	1.027
10	14:51:06	0.000	2.550	-0.000	PreCon Rise	5962021.417	1.027
11	14:51:07	0.000	3.050	-0.000	PreCon Rise	5962021.417	1.027
12	14:51:08	-0.010	3.550	-0.000	PreCon Rise	5962021.421	1.027
13	14:51:09	0.000	4.050	-0.000	PreCon Rise	5962021.421	1.027
14	14:51:10	0.010	4.550	-0.000	PreCon Rise	5962021.421	1.027
15	14:51:11	0.000	5.050	-0.000	PreCon Rise	5962021.424	1.027
16	14:51:12	0.000	5.550	-0.000	PreCon Rise	5962021.424	1.027
17	14:51:13	-0.010	6.050	-0.000	PreCon Rise	5962021.428	1.027
18	14:51:14	0.010	6.550	-0.000	PreCon Rise	5962021.428	1.027
19	14:51:15	0.000	7.050	-0.000	PreCon Rise	5962021.431	1.027
20	14:51:16	0.000	7.550	-0.000	PreCon Rise	5962021.435	1.027
21	14:51:17	0.000	8.050	-0.000	PreCon Rise	5962021.435	1.027
22	14:51:18	0.000	8.550	-0.000	PreCon Rise	5962021.438	1.027
23	14:51:19	0.010	9.050	-0.000	PreCon Rise	5962021.438	1.027
24	14:51:20	0.000	9.550	-0.000	PreCon Rise	5962021.438	1.027
25	14:51:21	0.000	10.050	-0.000	PreCon Rise	5962021.442	1.027
26	14:51:22	-0.010	10.550	-0.000	PreCon Rise	5962021.445	1.027
27	14:51:23	0.000	11.050	-0.000	PreCon Rise	5962021.445	1.027
28	14:51:24	0.000	11.550	-0.000	PreCon Rise	5962021.445	1.027
29	14:51:25	0.000	12.050	-0.000	PreCon Rise	5962021.445	1.027
30	14:51:26	-0.010	12.550	-0.000	PreCon Rise	5962021.449	1.027
31	14:51:27	-0.010	13.050	-0.000	PreCon Rise	5962021.452	1.027
32	14:51:28	0.000	13.550	-0.000	PreCon Rise	5962021.452	1.027
33	14:51:29	0.000	14.050	-0.000	PreCon Rise	5962021.452	1.027
34	14:51:30	0.000	14.550	-0.000	PreCon Rise	5962021.452	1.027
35	14:51:31	0.000	15.050	-0.000	PreCon Rise	5962021.456	1.027
36	14:51:32	-0.010	15.550	-0.000	PreCon Rise	5962021.456	1.027
37	14:51:33	0.000	16.050	-0.000	PreCon Rise	5962021.456	1.027
38	14:51:34	0.000	16.550	-0.000	PreCon Rise	5962021.459	1.027
39	14:51:35	0.000	17.050	-0.000	PreCon Rise	5962021.459	1.027
40	14:51:36	0.000	17.550	-0.000	PreCon Rise	5962021.463	1.027
41	14:51:37	0.000	18.050	-0.000	PreCon Rise	5962021.463	1.027
42	14:51:38	0.000	18.550	-0.000	PreCon Rise	5962021.466	1.027
43	14:51:39	0.000	19.050	-0.000	PreCon Rise	5962021.466	1.027
44	14:51:40	0.000	19.550	-0.000	PreCon Rise	5962021.470	1.027
45	14:51:41	0.000	20.050	-0.000	PreCon Rise	5962021.470	1.027
46	14:51:42	0.000	20.550	-0.000	PreCon Rise	5962021.470	1.027
47	14:51:43	0.000	21.050	-0.000	PreCon Rise	5962021.473	1.027
48	14:51:44	0.010	21.550	-0.000	PreCon Rise	5962021.473	1.027
49	14:51:45	-0.010	22.050	-0.000	PreCon Rise	5962021.477	1.027
50	14:51:46	0.010	22.550	-0.000	PreCon Rise	5962021.477	1.027
51	14:51:47	0.000	23.050	-0.000	PreCon Rise	5962021.480	1.027
52	14:51:48	-0.010	23.550	-0.000	PreCon Rise	5962021.484	1.027
53	14:51:49	0.000	24.050	-0.000	PreCon Rise	5962021.484	1.027
54	14:51:50	0.000	24.550	-0.000	PreCon Rise	5962021.487	1.027
