	Timestamp	Filtered Rate: CBP	Filtered Rate: tri-PXZ-trz	Filtered Rate: BuO-BsubPc	Source Power: CBP	Source Power: tri-PXZ-trz	Source Power: BuO-BsubPc	Thickness: CBP	Thickness: tri-PXZ-trz	Thickness: BuO-BsubPc	State: CBP	State: tri-PXZ-trz	State: BuO-BsubPc	Fundamental  Frequency: CBP	Fundamental  Frequency: tri-PXZ-trz	Fundamental  Frequency: BuO-BsubPc	Current Z-Ratio: CBP	Current Z-Ratio: tri-PXZ-trz	Current Z-Ratio: BuO-BsubPc
1050	11:57:57	-0.001	0.000	0.002	20.583	12.000	19.400	0.000	-0.000	0.002	Manual	Manual	Manual	Sensor Status	1	00	Fundamental Activity	000.000	786
1051	11:57:58	0.000	0.000	0.002	20.583	12.000	19.400	0.000	-0.000	0.002	Manual	Manual	Manual	Sensor Status	1	00	Fundamental Activity	000.000	786
1052	11:57:59	-0.000	0.000	0.002	20.583	12.000	19.400	0.000	-0.000	0.002	Manual	Manual	Manual	Sensor Status	1	00	Fundamental Activity	000.000	787
1053	11:58:00	0.001	-0.000	0.002	20.583	12.000	19.400	0.000	-0.000	0.002	Manual	Manual	Manual	Sensor Status	1	00	Fundamental Activity	000.000	787
1054	11:58:01	-0.000	-0.001	0.003	20.583	12.000	19.400	0.000	-0.000	0.002	Manual	Manual	Manual	Sensor Status	1	00	Fundamental Activity	000.000	784
1055	11:58:02	0.000	-0.000	0.002	20.583	12.000	19.400	0.000	-0.000	0.002	Manual	Manual	Manual	Sensor Status	1	00	Fundamental Activity	000.000	786
1056	11:58:03	0.001	-0.001	0.003	20.583	12.000	19.400	0.000	-0.000	0.002	Manual	Manual	Manual	Sensor Status	1	00	Fundamental Activity	000.000	786
1057	11:58:04	-0.000	-0.000	0.003	20.583	12.000	19.400	0.000	-0.000	0.002	Manual	Manual	Manual	Sensor Status	1	00	Fundamental Activity	000.000	786
1058	11:58:05	0.001	-0.001	0.003	20.583	12.000	19.400	0.000	-0.000	0.002	Manual	Manual	Manual	Sensor Status	1	00	Fundamental Activity	000.000	786
1059	11:58:06	0.000	-0.000	0.002	20.583	12.000	19.400	0.000	-0.000	0.002	Manual	Manual	Manual	Sensor Status	1	00	Fundamental Activity	000.000	786
1060	11:58:07	0.001	-0.000	0.002	20.583	12.000	19.400	0.000	-0.000	0.002	Manual	Manual	Manual	Sensor Status	1	00	Fundamental Activity	000.000	786
1061	11:58:08	0.001	-0.001	0.002	20.583	12.000	19.400	0.000	-0.000	0.002	Manual	Manual	Manual	Sensor Status	1	00	Fundamental Activity	000.000	787
1062	11:58:09	0.000	0.000	0.002	20.583	12.000	19.400	0.000	-0.000	0.002	Manual	Manual	Manual	Sensor Status	1	00	Fundamental Activity	000.000	785
1063	11:58:10	0.001	-0.000	0.003	20.583	12.000	19.400	0.000	-0.000	0.002	Manual	Manual	Manual	Sensor Status	1	00	Fundamental Activity	000.000	787
1064	11:58:11	-0.001	-0.000	0.003	20.583	12.000	19.400	0.000	-0.000	0.002	Manual	Manual	Manual	Sensor Status	1	00	Fundamental Activity	000.000	786
1065	11:58:12	0.001	-0.000	0.003	20.583	12.000	19.400	0.000	-0.000	0.002	Manual	Manual	Manual	Sensor Status	1	00	Fundamental Activity	000.000	785
1066	11:58:13	0.000	-0.001	0.003	20.583	12.000	19.400	0.000	-0.000	0.002	Manual	Manual	Manual	Sensor Status	1	00	Fundamental Activity	000.000	786
1067	11:58:14	0.001	0.000	0.003	20.583	12.000	19.400	0.000	-0.000	0.002	Manual	Manual	Manual	Sensor Status	1	00	Fundamental Activity	000.000	787
1068	11:58:15	0.001	0.000	0.003	20.583	12.000	19.400	0.000	-0.000	0.002	Manual	Manual	Manual	Sensor Status	1	00	Fundamental Activity	000.000	788
1069	11:58:16	0.000	-0.000	0.003	20.583	12.000	19.400	0.000	-0.000	0.002	Manual	Manual	Manual	Sensor Status	1	00	Fundamental Activity	000.000	785
1070	11:58:17	0.001	0.000	0.003	20.583	12.000	19.400	0.000	-0.000	0.002	Manual	Manual	Manual	Sensor Status	1	00	Fundamental Activity	000.000	787
1071	11:58:18	0.001	0.000	0.003	20.583	12.000	19.400	0.000	-0.000	0.002	Manual	Manual	Manual	Sensor Status	1	00	Fundamental Activity	000.000	786
1072	11:58:19	0.001	-0.000	0.003	20.583	12.000	19.400	0.000	-0.000	0.002	Manual	Manual	Manual	Sensor Status	1	00	Fundamental Activity	000.000	786
1073	11:58:20	-0.001	0.000	0.003	20.583	12.000	19.400	0.000	-0.000	0.002	Manual	Manual	Manual	Sensor Status	1	00	Fundamental Activity	000.000	785
1074	11:58:21	0.001	-0.000	0.003	20.583	12.000	19.400	0.000	-0.000	0.002	Manual	Manual	Manual	Sensor Status	1	00	Fundamental Activity	000.000	786
1075	11:58:22	0.001	-0.000	0.003	20.583	12.000	19.400	0.000	-0.000	0.002	Manual	Manual	Manual	Sensor Status	1	00	Fundamental Activity	000.000	783
1076	11:58:23	0.000	0.000	0.003	20.583	12.000	19.400	0.000	-0.000	0.002	Manual	Manual	Manual	Sensor Status	1	00	Fundamental Activity	000.000	781
1077	11:58:24	0.001	-0.000	0.003	20.583	12.000	19.400	0.000	-0.000	0.002	Manual	Manual	Manual	Sensor Status	1	00	Fundamental Activity	000.000	781
1078	11:58:25	0.001	-0.000	0.003	20.583	12.000	19.400	0.000	-0.000	0.002	Manual	Manual	Manual	Sensor Status	1	00	Fundamental Activity	000.000	783
1079	11:58:26	0.001	-0.000	0.003	20.583	12.000	19.400	0.000	-0.000	0.002	Manual	Manual	Manual	Sensor Status	1	00	Fundamental Activity	000.000	784
1080	11:58:27	0.002	0.000	0.003	20.583	12.000	19.400	0.000	-0.000	0.002	Manual	Manual	Manual	Sensor Status	1	00	Fundamental Activity	000.000	787
1081	11:58:28	0.001	-0.000	0.003	20.583	12.000	19.400	0.000	-0.000	0.002	Manual	Manual	Manual	Sensor Status	1	00	Fundamental Activity	000.000	791
1082	11:58:29	0.001	0.000	0.003	20.583	12.000	19.400	0.000	-0.000	0.002	Manual	Manual	Manual	Sensor Status	1	00	Fundamental Activity	000.000	791
1083	11:58:30	0.001	0.001	0.003	20.583	12.000	19.400	0.000	-0.000	0.002	Manual	Manual	Manual	Sensor Status	1	00	Fundamental Activity	000.000	791
1084	11:58:31	0.000	-0.000	0.003	20.583	12.000	19.400	0.000	-0.000	0.002	Manual	Manual	Manual	Sensor Status	1	00	Fundamental Activity	000.000	789
1085	11:58:32	0.001	-0.000	0.003	20.583	12.000	19.400	0.000	-0.000	0.002	Manual	Manual	Manual	Sensor Status	1	00	Fundamental Activity	000.000	788
1086	11:58:33	0.001	0.000	0.003	20.583	12.000	19.400	0.000	-0.000	0.002	Manual	Manual	Manual	Sensor Status	1	00	Fundamental Activity	000.000	786
1087	11:58:34	0.000	-0.001	0.003	20.583	12.000	19.400	0.000	-0.000	0.002	Manual	Manual	Manual	Sensor Status	1	00	Fundamental Activity	000.000	787
1088	11:58:35	0.001	-0.000	0.003	20.583	12.000	19.400	0.000	-0.000	0.002	Manual	Manual	Manual	Sensor Status	1	00	Fundamental Activity	000.000	786
1089	11:58:36	0.001	0.000	0.003	20.583	12.000	19.400	0.000	-0.000	0.002	Manual	Manual	Manual	Sensor Status	1	00	Fundamental Activity	000.000	786
1090	11:58:37	0.001	-0.000	0.003	20.583	12.000	19.400	0.000	-0.000	0.002	Manual	Manual	Manual	Sensor Status	1	00	Fundamental Activity	000.000	789
1091	11:58:38	0.001	-0.000	0.003	20.583	12.000	19.400	0.000	-0.000	0.002	Manual	Manual	Manual	Sensor Status	1	00	Fundamental Activity	000.000	790
1092	11:58:39	-0.000	-0.000	0.003	20.583	12.000	19.400	0.000	-0.000	0.002	Manual	Manual	Manual	Sensor Status	1	00	Fundamental Activity	000.000	789
1093	11:58:40	0.000	0.000	0.003	20.583	12.000	19.400	0.000	-0.000	0.002	Manual	Manual	Manual	Sensor Status	1	00	Fundamental Activity	000.000	788
1094	11:58:41	0.001	0.000	0.003	20.583	12.000	19.400	0.000	-0.000	0.002	Manual	Manual	Manual	Sensor Status	1	00	Fundamental Activity	000.000	786
1095	11:58:42	0.001	-0.000	0.003	20.583	12.000	19.400	0.000	-0.000	0.002	Manual	Manual	Manual	Sensor Status	1	00	Fundamental Activity	000.000	785
1096	11:58:43	-0.001	0.000	0.003	20.583	12.000	19.400	0.000	-0.000	0.002	Manual	Manual	Manual	Sensor Status	1	00	Fundamental Activity	000.000	785
1097	11:58:44	0.001	-0.000	0.003	20.583	12.000	19.400	0.000	-0.000	0.002	Manual	Manual	Manual	Sensor Status	1	00	Fundamental Activity	000.000	785
1098	11:58:45	0.001	-0.000	0.003	20.583	12.000	19.400	0.000	-0.000	0.002	Manual	Manual	Manual	Sensor Status	1	00	Fundamental Activity	000.000	785
1099	11:58:46	-0.000	-0.000	0.003	20.583	12.000	19.400	0.000	-0.000	0.002	Manual	Manual	Manual	Sensor Status	1	00	Fundamental Activity	000.000	785
1100	11:58:47	0.001	-0.000	0.003	20.583	12.000	19.400	0.000	-0.000	0.002	Manual	Manual	Manual	Sensor Status	1	00	Fundamental Activity	000.000	785
1101	11:58:48	0.001	-0.000	0.003	20.583	12.000	19.400	0.000	-0.000	0.002	Manual	Manual	Manual	Sensor Status	1	00	Fundamental Activity	000.000	785
1102	11:58:49	0.000	-0.000	0.003	20.583	12.000	19.400	0.000	-0.000	0.002	Manual	Manual	Manual	Sensor Status	1	00	Fundamental Activity	000.000	785
1103	11:58:50	0.001	0.000	0.003	20.583	12.000	19.400	0.000	-0.000	0.002	Manual	Manual	Manual	Sensor Status	1	00	Fundamental Activity	000.000	786
1104	11:58:51	0.000	-0.000	0.003	20.583	12.000	19.400	0.000	-0.000	0.002	Manual	Manual	Manual	Sensor Status	1	00	Fundamental Activity	000.000	784
1105	11:58:52	0.000	0.000	0.003	20.583	12.000	19.400	0.000	-0.000	0.002	Manual	Manual	Manual	Sensor Status	1	00	Fundamental Activity	000.000	786
1106	11:58:53	0.001	0.000	0.003	20.583	12.000	19.400	0.000	-0.000	0.002	Manual	Manual	Manual	Sensor Status	1	00	Fundamental Activity	000.000	786
1107	11:58:54	0.000	-0.000	0.003	20.583	12.000	19.400	0.000	-0.000	0.002	Manual	Manual	Manual	Sensor Status	1	00	Fundamental Activity	000.000	787
1108	11:58:55	0.001	0.000	0.003	20.583	12.000	19.400	0.000	-0.000	0.002	Manual	Manual	Manual	Sensor Status	1	00	Fundamental Activity	000.000	786
1109	11:58:56	0.001	0.000	0.003	20.583	12.000	19.400	0.000	-0.000	0.002	Manual	Manual	Manual	Sensor Status	1	00	Fundamental Activity	000.000	786
1110	11:58:57	0.001	-0.000	0.003	20.583	12.000	19.400	0.000	-0.000	0.002	Manual	Manual	Manual	Sensor Status	1	00	Fundamental Activity	000.000	789
1111	11:58:58	0.000	-0.000	0.003	20.583	12.000	19.400	0.000	-0.000	0.002	Manual	Manual	Manual	Sensor Status	1	00	Fundamental Activity	000.000	785
1112	11:58:59	0.000	-0.000	0.003	20.583	12.000	19.400	0.000	-0.000	0.002	Manual	Manual	Manual	Sensor Status	1	00	Fundamental Activity	000.000	783
1113	11:59:00	0.000	0.000	0.003	20.583	12.000	19.400	0.000	-0.000	0.002	Manual	Manual	Manual	Sensor Status	1	00	Fundamental Activity	000.000	785
1114	11:59:01	0.001	0.000	0.003	20.583	12.000	19.400	0.000	-0.000	0.002	Manual	Manual	Manual	Sensor Status	1	00	Fundamental Activity	000.000	785
1115	11:59:02	-0.000	0.000	0.003	20.583	12.000	19.400	0.000	-0.000	0.002	Manual	Manual	Manual	Sensor Status	1	00	Fundamental Activity	000.000	785
1116	11:59:03	-0.000	0.000	0.003	20.583	12.000	19.400	0.000	-0.000	0.002	Manual	Manual	Manual	Sensor Status	1	00	Fundamental Activity	000.000	786
1117	11:59:04	0.001	0.000	0.003	20.583	12.000	19.400	0.000	-0.000	0.002	Manual	Manual	Manual	Sensor Status	1	00	Fundamental Activity	000.000	787
1118	11:59:05	0.001	0.000	0.003	20.583	12.000	19.400	0.000	-0.000	0.002	Manual	Manual	Manual	Sensor Status	1	00	Fundamental Activity	000.000	786
1119	11:59:06	0.000	0.000	0.003	20.583	12.000	19.400	0.000	-0.000	0.002	Manual	Manual	Manual	Sensor Status	1	00	Fundamental Activity	000.000	788
1120	11:59:07	0.001	-0.000	0.003	20.583	12.000	19.400	0.000	-0.000	0.002	Manual	Manual	Manual	Sensor Status	1	00	Fundamental Activity	000.000	788
1121	11:59:08	0.000	-0.000	0.003	20.583	12.000	19.400	0.000	-0.000	0.002	Manual	Manual	Manual	Sensor Status	1	00	Fundamental Activity	000.000	785
1122	11:59:09	0.000	-0.000	0.003	20.583	12.000	19.400	0.000	-0.000	0.002	Manual	Manual	Manual	Sensor Status	1	00	Fundamental Activity	000.000	786
1123	11:59:10	-0.000	0.000	0.003	20.583	12.000	19.400	0.000	-0.000	0.002	Manual	Manual	Manual	Sensor Status	1	00	Fundamental Activity	000.000	787
1124	11:59:11	0.001	0.000	0.003	20.583	12.000	19.400	0.000	-0.000	0.002	Manual	Manual	Manual	Sensor Status	1	00	Fundamental Activity	000.000	787
1125	11:59:12	0.000	-0.000	0.003	20.583	12.000	19.400	0.000	-0.000	0.002	Manual	Manual	Manual	Sensor Status	1	00	Fundamental Activity	000.000	788
1126	11:59:13	0.001	0.000	0.003	20.583	12.000	19.400	0.000	-0.000	0.002	Manual	Manual	Manual	Sensor Status	1	00	Fundamental Activity	000.000	786
1127	11:59:14	-0.001	-0.000	0.003	20.583	12.000	19.400	0.000	-0.000	0.002	Manual	Manual	Manual	Sensor Status	1	00	Fundamental Activity	000.000	786
1128	11:59:15	0.001	-0.000	0.003	20.583	12.000	19.400	0.000	-0.000	0.002	Manual	Manual	Manual	Sensor Status	1	00	Fundamental Activity	000.000	788
1129	11:59:16	-0.001	0.000	0.003	20.583	12.000	19.400	0.000	-0.000	0.002	Manual	Manual	Manual	Sensor Status	1	00	Fundamental Activity	000.000	786
1130	11:59:17	0.001	0.000	0.003	20.583	12.000	19.400	0.000	-0.000	0.002	Manual	Manual	Manual	Sensor Status	1	00	Fundamental Activity	000.000	785
1131	11:59:18	0.000	-0.000	0.003	20.583	12.000	19.400	0.000	-0.000	0.002	Manual	Manual	Manual	Sensor Status	1	00	Fundamental Activity	000.000	784
1132	11:59:19	0.000	-0.000	0.003	20.583	12.000	19.400	0.000	-0.000	0.002	Manual	Manual	Manual	Sensor Status	1	00	Fundamental Activity	000.000	786
1133	11:59:20	0.000	-0.001	0.003	20.583	12.000	19.400	0.000	-0.000	0.002	Manual	Manual	Manual	Sensor Status	1	00	Fundamental Activity	000.000	785
1134	11:59:21	0.001	-0.000	0.003	20.583	12.000	19.400	0.000	-0.000	0.002	Manual	Manual	Manual	Sensor Status	1	00	Fundamental Activity	000.000	792
1135	11:59:22	0.000	-0.000	0.003	20.583	12.000	19.400	0.000	-0.000	0.002	Manual	Manual	Manual	Sensor Status	1	00	Fundamental Activity	000.000	788
1136	11:59:23	0.001	-0.000	0.003	20.583	12.000	19.400	0.000	-0.000	0.002	Manual	Manual	Manual	Sensor Status	1	00	Fundamental Activity	000.000	786
1137	11:59:24	-0.001	-0.000	0.003	20.583	12.000	19.400	0.000	-0.000	0.002	Manual	Manual	Manual	Sensor Status	1	00	Fundamental Activity	000.000	786
1138	11:59:25	-0.000	-0.000	0.003	20.583	12.000	19.400	0.000	-0.000	0.002	Manual	Manual	Manual	Sensor Status	1	00	Fundamental Activity	000.000	788
1139	11:59:26	0.001	-0.000	0.003	20.583	12.000	19.400	0.000	-0.000	0.002	Manual	Manual	Manual	Sensor Status	1	00	Fundamental Activity	000.000	786
1140	11:59:27	0.000	-0.000	0.003	20.583	12.000	19.400	0.000	-0.000	0.002	Manual	Manual	Manual	Sensor Status	1	00	Fundamental Activity	000.000	790
1141	11:59:28	0.001	-0.000	0.003	20.583	12.000	19.400	0.000	-0.000	0.002	Manual	Manual	Manual	Sensor Status	1	00	Fundamental Activity	000.000	788
1142	11:59:29	0.000	-0.001	0.003	20.583	12.000	19.400	0.000	-0.000	0.002	Manual	Manual	Manual	Sensor Status	1	00	Fundamental Activity	000.000	789
1143	11:59:30	0.000	-0.000	0.003	20.583	12.000	19.400	0.000	-0.000	0.002	Manual	Manual	Manual	Sensor Status	1	00	Fundamental Activity	000.000	785
1144	11:59:31	0.000	0.001	0.003	20.583	12.000	19.400	0.000	-0.000	0.002	Manual	Manual	Manual	Sensor Status	1	00	Fundamental Activity	000.000	781
1145	11:59:32	0.001	-0.000	0.003	20.583	12.000	19.400	0.000	-0.000	0.002	Manual	Manual	Manual	Sensor Status	1	00	Fundamental Activity	000.000	781
1146	11:59:33	0.000	-0.000	0.003	20.583	12.000	19.400	0.000	-0.000	0.002	Manual	Manual	Manual	Sensor Status	1	00	Fundamental Activity	000.000	786
1147	11:59:34	0.001	0.001	0.003	20.583	12.000	19.400	0.000	-0.000	0.002	Manual	Manual	Manual	Sensor Status	1	00	Fundamental Activity	000.000	786
1148	11:59:35	0.001	-0.001	0.003	20.583	12.000	19.400	0.000	-0.000	0.002	Manual	Manual	Manual	Sensor Status	1	00	Fundamental Activity	000.000	788
1149	11:59:36	0.000	-0.000	0.003	20.583	12.000	19.400	0.000	-0.000	0.002	Manual	Manual	Manual	Sensor Status	1	00	Fundamental Activity	000.000	785
1150	11:59:37	0.000	-0.000	0.003	20.583	12.000	19.400	0.000	-0.000	0.002	Manual	Manual	Manual	Sensor Status	1	00	Fundamental Activity	000.000	787
1151	11:59:38	0.000	0.000	0.003	20.583	12.000	19.400	0.000	-0.000	0.002	Manual	Manual	Manual	Sensor Status	1	00	Fundamental Activity	000.000	788
1152	11:59:39	0.000	0.001	0.003	20.583	12.000	19.400	0.000	-0.000	0.002	Manual	Manual	Manual	Sensor Status	1	00	Fundamental Activity	000.000	785
1153	11:59:40	0.001	-0.000	0.003	20.583	12.000	19.400	0.000	-0.000	0.002	Manual	Manual	Manual	Sensor Status	1	00	Fundamental Activity	000.000	786
1154	11:59:41	0.000	0.000	0.003	20.583	12.000	19.400	0.000	-0.000	0.002	Manual	Manual	Manual	Sensor Status	1	00	Fundamental Activity	000.000	786
1155	11:59:42	-0.000	-0.001	0.003	20.583	12.000	19.400	0.000	-0.000	0.002	Manual	Manual	Manual	Sensor Status	1	00	Fundamental Activity	000.000	787
1156	11:59:43	0.001	-0.001	0.003	20.583	12.000	19.400	0.000	-0.000	0.002	Manual	Manual	Manual	Sensor Status	1	00	Fundamental Activity	000.000	785
1157	11:59:44	-0.001	0.000	0.003	20.583	12.000	19.400	0.000	-0.000	0.002	Manual	Manual	Manual	Sensor Status	1	00	Fundamental Activity	000.000	787
1158	11:59:45	0.001	-0.000	0.003	20.583	12.000	19.400	0.000	-0.000	0.002	Manual	Manual	Manual	Sensor Status	1	00	Fundamental Activity	000.000	788
1159	11:59:46	0.001	-0.000	0.003	20.583	12.000	19.400	0.000	-0.000	0.002	Manual	Manual	Manual	Sensor Status	1	00	Fundamental Activity	000.000	785
1160	11:59:47	-0.000	0.001	0.003	20.583	12.000	19.400	0.000	-0.000	0.002	Manual	Manual	Manual	Sensor Status	1	00	Fundamental Activity	000.000	787
1161	11:59:48	0.000	0.000	0.003	20.583	12.000	19.400	0.000	-0.000	0.002	Manual	Manual	Manual	Sensor Status	1	00	Fundamental Activity	000.000	788
1162	11:59:49	-0.001	0.000	0.003	20.583	12.000	19.400	0.000	-0.000	0.002	Manual	Manual	Manual	Sensor Status	1	00	Fundamental Activity	000.000	787
1163	11:59:50	0.001	0.000	0.003	20.583	12.000	19.400	0.000	-0.000	0.002	Manual	Manual	Manual	Sensor Status	1	00	Fundamental Activity	000.000	787
1164	11:59:51	0.000	-0.001	0.003	20.583	12.000	19.400	0.000	-0.000	0.002	Manual	Manual	Manual	Sensor Status	1	00	Fundamental Activity	000.000	784
1165	11:59:52	0.000	-0.000	0.003	20.583	12.000	19.400	0.000	-0.000	0.002	Manual	Manual	Manual	Sensor Status	1	00	Fundamental Activity	000.000	785
1166	11:59:53	0.001	-0.000	0.003	20.583	12.000	19.400	0.000	-0.000	0.002	Manual	Manual	Manual	Sensor Status	1	00	Fundamental Activity	000.000	785
1167	11:59:54	0.000	0.000	0.003	20.583	12.000	19.400	0.000	-0.000	0.002	Manual	Manual	Manual	Sensor Status	1	00	Fundamental Activity	000.000	785
1168	11:59:55	0.001	-0.000	0.003	20.583	12.000	19.400	0.000	-0.000	0.002	Manual	Manual	Manual	Sensor Status	1	00	Fundamental Activity	000.000	785
1169	11:59:56	0.001	0.000	0.003	20.583	12.000	19.400	0.000	-0.000	0.002	Manual	Manual	Manual	Sensor Status	1	00	Fundamental Activity	000.000	786
1170	11:59:57	-0.000	0.000	0.003	20.583	12.000	19.400	0.000	-0.000	0.002	Manual	Manual	Manual	Sensor Status	1	00	Fundamental Activity	000.000	785
1171	11:59:58	0.000	0.001	0.003	20.583	12.000	19.400	0.000	-0.000	0.002	Manual	Manual	Manual	Sensor Status	1	00	Fundamental Activity	000.000	784
1172	11:59:59	0.001	0.000	0.003	20.583	12.000	19.400	0.000	-0.000	0.002	Manual	Manual	Manual	Sensor Status	1	00	Fundamental Activity	000.000	783
1173	12:00:00	0.001	0.000	0.003	20.583	12.000	19.400	0.000	-0.000	0.002	Manual	Manual	Manual	Sensor Status	1	00	Fundamental Activity	000.000	781
1174	12:00:01	-0.000	0.000	0.003	20.583	12.000	19.400	0.000	-0.000	0.002	Manual	Manual	Manual	Sensor Status	1	00	Fundamental Activity	000.000	784
1175	12:00:02	0.001	-0.001	0.003	20.583	12.000	19.400	0.000	-0.000	0.002	Manual	Manual	Manual	Sensor Status	1	00	Fundamental Activity	000.000	782
1176	12:00:03	0.000	-0.000	0.003	20.583	12.000	19.400	0.000	-0.000	0.002	Manual	Manual	Manual	Sensor Status	1	00	Fundamental Activity	000.000	783
1177	12:00:04	0.001	0.000	0.003	20.583	12.000	19.400	0.000	-0.000	0.002	Manual	Manual	Manual	Sensor Status	1	00	Fundamental Activity	000.000	786
1178	12:00:05	-0.000	0.000	0.003	20.583	12.000	19.400	0.000	-0.000	0.002	Manual	Manual	Manual	Sensor Status	1	00	Fundamental Activity	000.000	786
1179	12:00:06	0.000	0.000	0.003	20.583	12.000	19.400	0.000	-0.000	0.002	Manual	Manual	Manual	Sensor Status	1	00	Fundamental Activity	000.000	785
1180	12:00:07	0.001	0.000	0.003	20.583	12.000	19.400	0.000	-0.000	0.002	Manual	Manual	Manual	Sensor Status	1	00	Fundamental Activity	000.000	785
1181	12:00:08	0.000	0.000	0.003	20.583	12.000	19.400	0.000	-0.000	0.002	Manual	Manual	Manual	Sensor Status	1	00	Fundamental Activity	000.000	783
1182	12:00:09	0.001	0.000	0.003	20.583	12.000	19.400	0.000	-0.000	0.002	Manual	Manual	Manual	Sensor Status	1	00	Fundamental Activity	000.000	784
1183	12:00:10	0.001	0.001	0.003	20.583	12.000	19.400	0.000	-0.000	0.002	Manual	Manual	Manual	Sensor Status	1	00	Fundamental Activity	000.000	784
1184	12:00:11	0.001	0.000	0.003	20.583	12.000	19.400	0.000	-0.000	0.002	Manual	Manual	Manual	Sensor Status	1	00	Fundamental Activity	000.000	783
1185	12:00:12	-0.000	0.000	0.003	20.583	12.000	19.400	0.000	-0.000	0.002	Manual	Manual	Manual	Sensor Status	1	00	Fundamental Activity	000.000	784
1186	12:00:13	0.000	0.000	0.003	20.583	12.000	19.400	0.000	-0.000	0.002	Manual	Manual	Manual	Sensor Status	1	00	Fundamental Activity	000.000	784
1187	12:00:14	0.001	-0.000	0.003	20.583	12.000	19.400	0.000	-0.000	0.002	Manual	Manual	Manual	Sensor Status	1	00	Fundamental Activity	000.000	783
1188	12:00:15	0.000	0.000	0.003	20.583	12.000	19.400	0.000	-0.000	0.002	Manual	Manual	Manual	Sensor Status	1	00	Fundamental Activity	000.000	787
1189	12:00:16	0.001	0.000	0.003	20.583	12.000	19.400	0.000	-0.000	0.002	Manual	Manual	Manual	Sensor Status	1	00	Fundamental Activity	000.000	784
1190	12:00:17	0.001	0.000	0.003	20.583	12.000	19.400	0.000	-0.000	0.002	Manual	Manual	Manual	Sensor Status	1	00	Fundamental Activity	000.000	785
1191	12:00:18	0.000	-0.000	0.003	20.583	12.000	19.400	0.000	-0.000	0.002	Manual	Manual	Manual	Sensor Status	1	00	Fundamental Activity	000.000	785
1192	12:00:19	0.001	0.000	0.003	20.583	12.000	19.400	0.000	-0.000	0.002	Manual	Manual	Manual	Sensor Status	1	00	Fundamental Activity	000.000	787
1193	12:00:20	0.001	0.000	0.003	20.583	12.000	19.400	0.000	-0.000	0.002	Manual	Manual	Manual	Sensor Status	1	00	Fundamental Activity	000.000	783
1194	12:00:21	0.001	0.001	0.003	20.583	12.000	19.400	0.000	-0.000	0.002	Manual	Manual	Manual	Sensor Status	1	00	Fundamental Activity	000.000	784
1195	12:00:22	0.001	0.000	0.003	20.583	12.000	19.400	0.000	-0.000	0.002	Manual	Manual	Manual	Sensor Status	1	00	Fundamental Activity	000.000	786
1196	12:00:23	0.001	0.000	0.003	20.583	12.000	19.400	0.000	-0.000	0.002	Manual	Manual	Manual	Sensor Status	1	00	Fundamental Activity	000.000	787
1197	12:00:24	-0.000	0.000	0.003	20.583	12.000	19.400	0.000	-0.000	0.002	Manual	Manual	Manual	Sensor Status	1	00	Fundamental Activity	000.000	786
1198	12:00:25	0.001	0.001	0.003	20.583	12.000	19.400	0.000	-0.000	0.002	Manual	Manual	Manual	Sensor Status	1	00	Fundamental Activity	000.000	786
1199	12:00:26	0.000	0.000	0.003	20.583	12.000	19.400	0.000	-0.000	0.002	Manual	Manual	Manual	Sensor Status	1	00	Fundamental Activity	000.000	787
1200	12:00:27	0.000	0.000	0.003	20.583	12.000	19.400	0.000	-0.000	0.002	Manual	Manual	Manual	Sensor Status	1	00	Fundamental Activity	000.000	787
1201	12:00:28	0.001	0.000	0.003	20.583	12.000	19.400	0.000	-0.000	0.002	Manual	Manual	Manual	Sensor Status	1	00	Fundamental Activity	000.000	787
1202	12:00:29	0.000	-0.001	0.003	20.583	12.000	19.400	0.000	-0.000	0.002	Manual	Manual	Manual	Sensor Status	1	00	Fundamental Activity	000.000	788
1203	12:00:30	-0.000	0.000	0.003	20.583	12.000	19.400	0.000	-0.000	0.002	Manual	Manual	Manual	Sensor Status	1	00	Fundamental Activity	000.000	785
1204	12:00:31	0.001	0.000	0.003	20.583	12.000	19.400	0.000	-0.000	0.002	Manual	Manual	Manual	Sensor Status	1	00	Fundamental Activity	000.000	787
1205	12:00:32	0.001	0.000	0.003	20.583	12.000	19.400	0.000	-0.000	0.002	Manual	Manual	Manual	Sensor Status	1	00	Fundamental Activity	000.000	785
1206	12:00:33	-0.000	0.000	0.003	20.583	12.000	19.400	0.000	-0.000	0.002	Manual	Manual	Manual	Sensor Status	1	00	Fundamental Activity	000.000	786
1207	12:00:34	0.000	0.000	0.003	20.583	12.000	19.400	0.000	-0.000	0.002	Manual	Manual	Manual	Sensor Status	1	00	Fundamental Activity	000.000	786
1208	12:00:35	0.001	0.000	0.003	20.583	12.000	19.400	0.000	-0.000	0.002	Manual	Manual	Manual	Sensor Status	1	00	Fundamental Activity	000.000	786
1209	12:00:36	0.001	0.000	0.003	20.583	12.000	19.400	0.000	-0.000	0.002	Manual	Manual	Manual	Sensor Status	1	00	Fundamental Activity	000.000	786
1210	12:00:37	0.000	0.001	0.003	20.583	12.000	19.400	0.000	-0.000	0.002	Manual	Manual	Manual	Sensor Status	1	00	Fundamental Activity	000.000	783
1211	12:00:38	0.000	-0.000	0.003	20.583	12.000	19.400	0.000	-0.000	0.002	Manual	Manual	Manual	Sensor Status	1	00	Fundamental Activity	000.000	781
