	Timestamp	Filtered Rate: TAPC	Source Power: TAPC	Thickness: TAPC	State: TAPC	Fundamental  Frequency: TAPC	Current Z-Ratio: TAPC
0	11:02:26	0.000	0.000	-0.000	Ready	5954346.926	1.229
1	11:02:27	0.000	0.000	-0.000	Ready	5954346.929	1.229
2	11:02:28	0.010	0.000	-0.000	Ready	5954346.929	1.229
3	11:02:29	0.010	0.000	-0.000	Ready	5954346.929	1.229
4	11:02:30	0.000	0.100	-0.000	PreCon Rise	5954346.933	1.229
5	11:02:31	0.000	0.600	-0.000	PreCon Rise	5954346.933	1.229
6	11:02:32	0.000	1.100	-0.000	PreCon Rise	5954346.933	1.229
7	11:02:33	0.000	1.600	-0.000	PreCon Rise	5954346.936	1.229
8	11:02:34	0.010	2.100	-0.000	PreCon Rise	5954346.936	1.229
9	11:02:35	0.000	2.600	-0.000	PreCon Rise	5954346.936	1.229
10	11:02:36	0.000	3.100	-0.000	PreCon Rise	5954346.940	1.229
11	11:02:37	0.000	3.600	-0.000	PreCon Rise	5954346.940	1.229
12	11:02:38	0.000	4.100	-0.000	PreCon Rise	5954346.940	1.229
13	11:02:39	0.010	4.600	-0.000	PreCon Rise	5954346.940	1.229
14	11:02:40	0.000	5.100	-0.000	PreCon Rise	5954346.943	1.229
15	11:02:41	0.000	5.600	-0.000	PreCon Rise	5954346.943	1.229
16	11:02:42	0.000	6.100	-0.000	PreCon Rise	5954346.943	1.229
17	11:02:43	-0.010	6.600	-0.000	PreCon Rise	5954346.947	1.229
18	11:02:44	0.010	7.100	-0.000	PreCon Rise	5954346.943	1.229
19	11:02:45	0.000	7.600	-0.000	PreCon Rise	5954346.947	1.229
20	11:02:46	0.000	8.100	-0.000	PreCon Rise	5954346.947	1.229
21	11:02:47	0.000	8.600	-0.000	PreCon Rise	5954346.950	1.229
22	11:02:48	0.000	9.100	-0.000	PreCon Rise	5954346.954	1.229
23	11:02:49	0.010	9.600	-0.000	PreCon Rise	5954346.950	1.229
24	11:02:50	0.000	10.100	-0.000	PreCon Rise	5954346.954	1.229
25	11:02:51	0.000	10.600	-0.000	PreCon Rise	5954346.954	1.229
26	11:02:52	-0.010	11.100	-0.000	PreCon Rise	5954346.954	1.229
27	11:02:53	-0.010	11.600	-0.000	PreCon Rise	5954346.954	1.229
28	11:02:54	0.000	12.100	-0.000	PreCon Rise	5954346.954	1.229
29	11:02:55	0.000	12.600	-0.000	PreCon Rise	5954346.954	1.229
30	11:02:56	-0.010	13.100	-0.000	PreCon Rise	5954346.954	1.229
31	11:02:57	0.000	13.600	-0.000	PreCon Rise	5954346.954	1.229
32	11:02:58	0.000	14.100	-0.000	PreCon Rise	5954346.954	1.229
33	11:02:59	0.000	14.600	-0.000	PreCon Rise	5954346.957	1.229
34	11:03:00	0.000	15.100	-0.000	PreCon Rise	5954346.957	1.229
35	11:03:01	0.000	15.600	-0.000	PreCon Rise	5954346.957	1.229
36	11:03:02	0.000	16.100	-0.000	PreCon Rise	5954346.957	1.229
37	11:03:03	-0.010	16.600	-0.000	PreCon Rise	5954346.961	1.229
38	11:03:04	0.000	17.100	-0.000	PreCon Rise	5954346.957	1.229
39	11:03:05	0.000	17.600	-0.000	PreCon Rise	5954346.957	1.229
40	11:03:06	0.000	18.100	-0.000	PreCon Rise	5954346.957	1.229
41	11:03:07	0.010	18.600	-0.000	PreCon Rise	5954346.961	1.229
42	11:03:08	0.000	19.100	-0.000	PreCon Rise	5954346.964	1.229
43	11:03:09	0.000	19.600	-0.000	PreCon Rise	5954346.964	1.229
44	11:03:10	0.010	20.100	-0.000	PreCon Rise	5954346.961	1.229
45	11:03:11	0.000	20.600	-0.000	PreCon Rise	5954346.964	1.229
46	11:03:12	0.000	21.100	-0.000	PreCon Rise	5954346.964	1.229
47	11:03:13	0.000	21.600	-0.000	PreCon Rise	5954346.964	1.229
48	11:03:14	0.010	22.100	-0.000	PreCon Rise	5954346.964	1.229
49	11:03:15	-0.010	22.600	-0.000	PreCon Rise	5954346.968	1.229
50	11:03:16	0.000	23.100	-0.000	PreCon Rise	5954346.968	1.229
51	11:03:17	0.000	23.600	-0.000	PreCon Rise	5954346.968	1.229
52	11:03:18	0.000	24.100	-0.000	PreCon Rise	5954346.968	1.229
53	11:03:19	-0.010	24.600	-0.000	PreCon Rise	5954346.971	1.229
54	11:03:20	-0.010	25.100	-0.000	PreCon Rise	5954346.971	1.229
55	11:03:21	0.000	25.650	-0.000	PreCon Rise	5954346.971	1.229
56	11:03:22	0.000	26.100	-0.000	PreCon Rise	5954346.975	1.229
57	11:03:23	0.000	26.600	-0.000	PreCon Rise	5954346.975	1.229
58	11:03:24	0.000	27.100	-0.000	PreCon Rise	5954346.978	1.229
59	11:03:25	0.000	27.600	-0.000	PreCon Rise	5954346.978	1.229
60	11:03:26	0.000	28.100	-0.000	PreCon Rise	5954346.978	1.229
61	11:03:27	0.000	28.600	-0.000	PreCon Rise	5954346.982	1.229
62	11:03:28	0.000	29.100	-0.000	PreCon Rise	5954346.989	1.229
63	11:03:29	0.010	29.600	-0.000	PreCon Rise	5954346.989	1.229
64	11:03:30	-0.010	29.950	-0.000	Manual	5954346.996	1.229
65	11:03:31	0.000	29.900	-0.000	Manual	5954346.996	1.229
66	11:03:32	0.000	29.763	-0.000	Manual	5954346.999	1.229
67	11:03:33	-0.010	29.763	-0.000	Manual	5954347.006	1.229
68	11:03:34	0.000	29.763	-0.000	Manual	5954347.010	1.229
69	11:03:35	0.000	29.763	-0.000	Manual	5954347.017	1.229
70	11:03:36	-0.010	29.763	-0.000	Manual	5954347.020	1.229
71	11:03:37	-0.010	29.763	-0.000	Manual	5954347.024	1.229
72	11:03:38	0.000	29.763	-0.000	Manual	5954347.024	1.229
73	11:03:39	0.000	29.763	-0.000	Manual	5954347.030	1.229
74	11:03:40	0.000	29.763	-0.000	Manual	5954347.037	1.229
75	11:03:41	0.000	29.763	-0.000	Manual	5954347.041	1.229
76	11:03:42	0.000	29.763	-0.000	Manual	5954347.044	1.229
77	11:03:43	0.000	29.763	-0.000	Manual	5954347.051	1.229
78	11:03:44	0.000	29.763	-0.000	Manual	5954347.055	1.229
79	11:03:45	-0.010	29.763	-0.000	Manual	5954347.062	1.229
80	11:03:46	-0.010	29.763	-0.000	Manual	5954347.065	1.229
81	11:03:47	0.000	29.763	-0.000	Manual	5954347.069	1.229
82	11:03:48	0.000	29.763	-0.000	Manual	5954347.076	1.229
83	11:03:49	-0.010	29.763	-0.000	Manual	5954347.083	1.229
84	11:03:50	0.000	29.763	-0.000	Manual	5954347.086	1.229
85	11:03:51	0.000	29.763	-0.000	Manual	5954347.090	1.229
86	11:03:52	0.000	29.763	-0.000	Manual	5954347.093	1.229
87	11:03:53	-0.010	29.763	-0.000	Manual	5954347.100	1.229
88	11:03:54	-0.010	29.763	-0.000	Manual	5954347.107	1.229
89	11:03:55	0.000	29.763	-0.000	Manual	5954347.114	1.229
