	Material	FD_ct	FD_%
0	HATCN	0.7794252479702471	-0.8136077377337062
1	TAPC	-0.6600982289593342	0.7247209330120141
2	CBP	-0.3356642675049939	0.44003476622166515
3	TxOPhCz	0.6849653981458014	-0.744581109255142
4	F5PhO-BsubPc	-0.8061993047445188	0.7603640631292868
5	B3PYMPM	-0.4496202598019893	0.543882638125119
6	LiQ	0.8417229868570203	-0.8347985387555693
7	Al	0.8411723411596804	-0.8228353463637038
