	Pixel	Voltage(V)	Current(A)	J(mA/cm2)	PE(lm/W)	EQE(%)	L(cd/m2)	CE(cd/A)
26	A1-1	4.19985	0.000488861	3.05538	1.48617	0.633391	60.7042	1.9867970596128797
27	A1-1	4.39982	0.00067061	4.19131	1.46824	0.622891	86.1849	2.0562759614535793
28	A1-1	4.5998	0.00089745	5.60906	1.42539	0.680035	117.061	2.0869985345138042
29	A1-1	4.80009	0.00119204	7.45025	1.35961	0.684556	154.769	2.0773665313244525
30	A1-1	5.00016	0.00152537	9.53356	1.27942	0.674072	194.135	2.0363327025790996
31	A1-1	5.20015	0.00192034	12.0021	1.20929	0.666642	240.245	2.0016913706767983
32	A1-1	5.40012	0.00236384	14.774	1.14248	0.644629	290.136	1.9638283470962505
33	A1-1	5.60011	0.00286785	17.9241	1.07669	0.634507	344.012	1.91927070257363
34	A1-1	5.80012	0.00340682	21.2926	1.0181	0.627323	400.227	1.8796530249945989
35	A1-1	6.00008	0.00398643	24.9152	0.967391	0.615818	460.334	1.8476030696121246
36	A1-1	6.2001	0.00461367	28.8354	0.917027	0.609138	521.864	1.809803227976723
37	A1-1	6.40013	0.00528705	33.0441	0.869768	0.596896	585.512	1.7719108706244078
38	A1-1	6.60008	0.00602096	37.631	0.822341	0.579859	650.125	1.7276314740506495
39	A1-1	6.80005	0.00680063	42.5039	0.781822	0.567871	719.282	1.6922729443651054
40	A1-1	6.99997	0.00762913	47.6821	0.742922	0.56016	789.305	1.6553486528487629
41	A1-1	7.19998	0.00851649	53.2281	0.705976	0.543967	861.216	1.617972461913914
42	A1-1	7.39995	0.00946321	59.1451	0.671887	0.535238	936.038	1.5826129298961367
43	A1-1	7.59993	0.0104505	65.3156	0.642904	0.531015	1015.83	1.5552639798149293
44	A1-1	7.79995	0.0115079	71.9244	0.610112	0.515372	1089.5	1.5147849686615389
45	A1-1	7.99994	0.0126189	78.8681	0.581032	0.504665	1166.91	1.479571588512973
46	A1-1	8.1999	0.0137711	86.0694	0.555636	0.492559	1248.24	1.4502715250716283
47	A1-1	8.39997	0.0149949	93.7181	0.530045	0.48407	1328.2	1.4172289024211973
48	A1-1	8.5999	0.0162732	101.708	0.506307	0.474625	1409.65	1.3859775042277893
49	A1-1	8.79995	0.01761	110.062	0.484714	0.463942	1494.36	1.3577438171212588
50	A1-1	8.99995	0.0189982	118.739	0.462527	0.453843	1573.33	1.325032213510304
51	A1-1	9.12892	0.0200005	125.003	0.446497	0.444199	1621.84	1.2974408614193258
52	A2-1	-0.999975	-3.98083e-05	-0.248802	0.147954	0.931587	0.117171	-0.04709407480647262
53	A2-1	-0.799995	-2.14711e-05	-0.134194	-0.271405	0.408402	-0.0927447	0.06911240442940816
54	A2-1	-0.599973	-1.32765e-05	-0.0829781	-0.170211	1.57015	-0.0269733	0.032506528831101215
55	A2-1	-0.39996	-6.87368e-06	-0.0429605	-1.92858	3.92111	-0.105481	0.24553019634315243
56	A2-1	-0.200012	-2.67049e-06	-0.0166906	-12.489	10.7445	-0.13271	0.7951182102500809
57	A2-1	3.82662e-05	7.63738e-10	4.77336e-06	444842000.0	26548.1	0.25864	5418.405483768247
58	A2-1	0.20003	2.1533e-06	0.0134581	52.7169	10.21	0.451731	3.3565733647394502
59	A2-1	0.399971	5.44152e-06	0.0340095	7.62939	5.94997	0.330346	0.9713344800717447
60	A2-1	0.599973	7.84471e-06	0.0490294	-0.165632	3.00683	-0.015509	-0.03163204118345319
61	A2-1	0.799966	1.34748e-05	0.0842175	1.54821	1.5272	0.332011	0.3942304152937335
62	A2-1	0.999985	1.48061e-05	0.0925381	2.62764	1.37409	0.773981	0.8363917132510826
63	A2-1	1.20001	1.34826e-05	0.0842663	2.2753	3.11467	0.732366	0.8691090032432893
64	A2-1	1.4	1.20027e-05	0.0750169	1.36444	2.83791	0.456134	0.608041654613827
65	A2-1	1.6	1.55165e-05	0.0969781	-0.0564521	1.28816	-0.027882	-0.028750821061662372
66	A2-1	1.79998	2.05253e-05	0.128283	0.196968	1.74449	0.144771	0.11285283318912094
67	A2-1	1.99997	2.56766e-05	0.160479	-0.0935087	1.16572	-0.0955308	-0.05952853644402071
68	A2-1	2.19995	3.28768e-05	0.20548	-0.174704	1.05015	-0.251383	-0.12233940042826555
69	A2-1	2.3999	4.40935e-05	0.275584	0.279926	0.602201	0.589306	0.213838974686484
70	A2-1	2.59988	5.30004e-05	0.331253	0.273819	0.291294	0.750629	0.22660292887913464
71	A2-1	2.79982	6.39994e-05	0.399996	0.332134	0.30326	1.18399	0.29600046000460006
72	A2-1	2.99976	8.66225e-05	0.541391	0.411341	0.40714	2.12642	0.3927697357362793
73	A2-1	3.19975	0.000115792	0.7237	0.796422	0.553542	5.87041	0.811166229100456
74	A2-1	3.39977	0.000177782	1.11114	0.896158	0.495303	10.7759	0.9698057850495887
75	A2-1	3.59979	0.000241849	1.51156	1.03338	0.379602	17.8984	1.1841011934689987
76	A2-1	3.79976	0.000344813	2.15508	1.10674	0.457376	28.8481	1.3386092395641926
77	A2-1	3.99971	0.000480388	3.00242	1.15479	0.528951	44.142	1.4702140273512703
78	A2-1	4.19974	0.00063727	3.98294	1.20314	0.558117	64.0608	1.6083797395893484
79	A2-1	4.39963	0.000843011	5.26882	1.21281	0.58227	89.4898	1.698478976317278
80	A2-1	4.59962	0.00106258	6.64113	1.26509	0.637842	123.008	1.8522149092097275
81	A2-1	4.80001	0.00137027	8.56419	1.20935	0.62944	158.246	1.847763769836961
82	A2-1	4.99996	0.00175388	10.9617	1.14696	0.619315	200.1	1.8254467828895151
83	A2-1	5.20002	0.00221099	13.8187	1.07047	0.596916	244.847	1.7718526344735757
84	A2-1	5.40003	0.00270918	16.9324	1.01898	0.5918	296.571	1.7515000826817224
85	A2-1	5.59994	0.00318883	19.9302	0.992816	0.596492	352.707	1.7697112924105127
86	A2-1	5.79998	0.00374368	23.398	0.95163	0.593838	411.077	1.7568894777331399
87	A2-1	5.99995	0.00435078	27.1924	0.906175	0.580418	470.606	1.730652682367132
88	A2-1	6.19993	0.0050146	31.3412	0.859618	0.573296	531.69	1.6964570597169224
89	A2-1	6.39993	0.00571446	35.7154	0.818408	0.56275	595.457	1.6672275824994258
90	A2-1	6.59989	0.00649863	40.6164	0.771488	0.543818	658.291	1.6207517160555838
91	A2-1	6.7999	0.00742212	46.3882	0.711464	0.519415	714.354	1.5399476591029617
92	A2-1	6.99985	0.0087	54.375	0.634575	0.477376	768.814	1.4139108045977011
93	A2-1	7.19989	0.00971123	60.6952	0.602085	0.468346	837.507	1.3798570562416796
94	A2-1	7.39989	0.0106612	66.6325	0.58354	0.465275	915.866	1.3745034330094175
95	A2-1	7.59988	0.0116438	72.7737	0.560261	0.459797	986.329	1.3553371616394383
96	A2-1	7.79987	0.0125946	78.7163	0.546484	0.460874	1068.02	1.3567964957702534
97	A2-1	7.99987	0.0136003	85.0019	0.531742	0.460535	1150.97	1.3540520858945506
98	A2-1	8.19982	0.0146436	91.5225	0.517365	0.459842	1235.89	1.3503673959955205
99	A2-1	8.39986	0.0157662	98.5388	0.501585	0.457766	1321.52	1.3411163927305794
100	A2-1	8.59985	0.0169447	105.904	0.485641	0.451807	1407.9	1.3294115425290831
101	A2-1	8.79985	0.0181956	113.722	0.4696	0.449499	1495.89	1.3153919206485993
102	A2-1	8.99983	0.0194646	121.654	0.454091	0.444682	1582.53	1.3008450194814802
103	A2-1	9.06917	0.0200003	125.002	0.446715	0.440838	1612.0	1.2895793667301323
104	A3-1	-0.999972	-3.01005e-06	-0.0188128	-7.56046	-6.57397	-0.452731	2.4065051454328965
105	A3-1	-0.799995	-2.06737e-06	-0.0129211	1.33906	15.2992	0.0440593	-0.34098722245010105
106	A3-1	-0.599963	-1.26636e-06	-0.00791475	16.4741	3.76619	0.249007	-3.146113269528412
107	A3-1	-0.399956	-6.58692e-07	-0.00411683	-15.3236	36.5911	-0.0803127	1.9508383877886626
108	A3-1	-0.200008	-2.42392e-07	-0.00151495	-449.747	15.6142	-0.433775	28.632958183438397
109	A3-1	4.02927e-05	5.88548e-10	3.67843e-06	-762194000.0	-552.312	-0.359587	-9775.55641945069
110	A3-1	0.200028	2.46311e-07	0.00153944	-278.699	-86.8949	-0.273175	-17.74508912331757
111	A3-1	0.399977	6.85872e-07	0.0042867	-65.6402	20.3147	-0.358243	-8.357081204656263
112	A3-1	0.599972	1.3079e-06	0.00817438	8.62599	8.60361	0.134662	1.6473665281036607
113	A3-1	0.799985	2.0505e-06	0.0128156	11.1423	0.589126	0.36362	2.8373232622741034
114	A3-1	0.999992	3.15223e-06	0.0197014	-2.62448	-0.479245	-0.164584	-0.8353924086613134
115	A3-1	1.19999	3.70769e-06	0.0231731	1.49714	5.22889	0.132518	0.5718613392252224
116	A3-1	1.4	5.40549e-06	0.0337843	0.369041	3.46113	0.0555608	0.1644574550900862
117	A3-1	1.6	7.24595e-06	0.0452872	1.08929	0.0634389	0.251241	0.5547726509918918
118	A3-1	1.79998	9.48985e-06	0.0593116	0.0983063	0.810385	0.0334071	0.05632473243008114
119	A3-1	1.99997	1.24221e-05	0.0776381	-1.18688	1.32643	-0.586616	-0.7555774806441683
120	A3-1	2.20002	1.68945e-05	0.105591	0.217243	0.155616	0.160638	0.1521322840014774
121	A3-1	2.39995	2.12583e-05	0.132864	0.108632	0.313608	0.11026	0.08298711464354527
122	A3-1	2.59995	2.66185e-05	0.166366	0.372235	0.540749	0.512502	0.3080569347102172
123	A3-1	2.79989	3.67211e-05	0.229507	0.276405	0.218588	0.565371	0.2463415059235666
124	A3-1	2.99985	5.04743e-05	0.315464	0.839728	0.768759	2.52952	0.8018410975578829
125	A3-1	3.19988	7.20616e-05	0.450385	1.16419	0.400302	5.34064	1.1857943759228216
126	A3-1	3.39982	0.000106398	0.664987	1.4392	0.61508	10.3571	1.5574890937717583
127	A3-1	3.59985	0.00016731	1.04569	1.40622	0.677899	16.8496	1.6113379682315023
128	A3-1	3.79986	0.000240888	1.50555	1.4697	0.62586	26.7634	1.7776493640197935
129	A3-1	3.9998	0.000371887	2.32429	1.40464	0.666359	41.5667	1.7883611769615666
130	A3-1	4.19978	0.000494241	3.08901	1.4652	0.657797	60.505	1.9587181653668975
131	A3-1	4.39976	0.000664052	4.15033	1.46748	0.700396	85.2969	2.05518356371662
132	A3-1	4.59976	0.000846053	5.28783	1.50944	0.733356	116.864	2.210055920859786
133	A3-1	4.80006	0.0011033	6.89562	1.4659	0.749108	154.446	2.2397695928719967
134	A3-1	5.00005	0.00144823	9.05144	1.35143	0.713178	194.686	2.150884279186516
135	A3-1	5.2	0.00180832	11.302	1.29819	0.723267	242.854	2.1487701291806762
136	A3-1	5.40001	0.00221369	13.8356	1.2428	0.71678	295.559	2.1362210529359045
137	A3-1	5.59997	0.00265162	16.5726	1.19719	0.709833	353.663	2.1340224225528885
138	A3-1	5.80001	0.00313793	19.6121	1.14483	0.70566	414.519	2.113588040036508
139	A3-1	5.99995	0.00365109	22.8193	1.09737	0.699446	478.248	2.0958048669328155
140	A3-1	6.19995	0.0042244	26.4025	1.04406	0.691391	544.012	2.0604563961746045
141	A3-1	6.39998	0.00482469	30.1543	0.99271	0.675662	609.818	2.0223251741874293
142	A3-1	6.59992	0.00548223	34.2639	0.94387	0.665531	679.42	1.9829032888842193
143	A3-1	6.79994	0.00619543	38.7214	0.894306	0.646808	749.536	1.935715134266839
144	A3-1	6.99995	0.00695527	43.4704	0.848779	0.635434	822.117	1.8912110309543966
145	A3-1	7.19992	0.00775993	48.4996	0.80611	0.622921	896.004	1.8474461645044495
146	A3-1	7.39991	0.00860347	53.7717	0.768165	0.609562	972.938	1.8093867220117645
147	A3-1	7.59986	0.00950443	59.4027	0.730982	0.597624	1050.43	1.7683202952054369
148	A3-1	7.79988	0.0104761	65.4756	0.697359	0.586427	1133.64	1.7313930685629457
149	A3-1	7.99988	0.0114936	71.835	0.661851	0.571294	1210.68	1.6853622885779913
150	A3-1	8.19985	0.0125605	78.5031	0.630268	0.5575	1291.42	1.6450560551111995
151	A3-1	8.39986	0.0136805	85.5031	0.601001	0.545363	1373.98	1.6069358888742045
152	A3-1	8.59986	0.0148467	92.7919	0.574218	0.535749	1458.57	1.5718721138375225
153	A3-1	8.79987	0.0160676	100.423	0.548534	0.523311	1542.98	1.536480686695279
154	A3-1	8.99986	0.0173524	108.453	0.524181	0.513896	1628.57	1.5016366536656431
155	A3-1	9.19978	0.0186789	116.743	0.500866	0.503071	1712.3	1.4667260563802542
156	A3-1	9.3898	0.0200008	125.005	0.478132	0.488952	1786.41	1.4290708371665135
157	A4-1	-0.99997	-1.16054e-06	-0.00725338	11.7985	9.86078	0.272399	-3.7554767570429233
158	A4-1	-0.799988	-6.9305e-07	-0.00433156	-5.99016	23.0129	-0.0660719	1.5253603782470981
159	A4-1	-0.599972	-3.87852e-07	-0.00242407	146.861	43.5157	0.679884	-28.047209857801143
160	A4-1	-0.399956	-1.79587e-07	-0.00112242	-400.275	129.354	-0.571973	50.958910211863646
161	A4-1	-0.200005	-5.56947e-08	-0.000348092	2092.58	58.8571	0.463732	-133.22110246716386
162	A4-1	6.13928e-05	2.22538e-08	0.000139086	19641600.0	863.253	0.533862	383.83590009059145
163	A4-1	0.200049	9.07967e-08	0.000567479	-233.439	81.4509	-0.0843548	-14.864832002593928
164	A4-1	0.399978	1.84178e-07	0.00115111	180.246	-15.9795	0.264161	22.94837157178723
165	A4-1	0.599973	4.17211e-07	0.00260757	-9.37975	-12.1519	-0.0467099	-1.7913191208673207
166	A4-1	0.799982	7.35124e-07	0.00459452	-9.41789	-24.0238	-0.110186	-2.3982048179135145
167	A4-1	0.999989	1.18659e-06	0.00741619	-11.4227	-5.51692	-0.269648	-3.635937051235203
168	A4-1	1.2	1.72142e-06	0.0107589	4.43394	11.7526	0.182217	1.6936396843543484
169	A4-1	1.4	2.3959e-06	0.0149744	-0.553911	2.76476	-0.036963	-0.24684127577732667
170	A4-1	1.6	3.32103e-06	0.0207564	-4.27815	3.25677	-0.45225	-2.178846042666358
171	A4-1	1.79998	4.57338e-06	0.0285836	1.01111	3.92494	0.165589	0.5793147119327167
172	A4-1	1.99997	6.18367e-06	0.0386479	-0.657406	1.23074	-0.161746	-0.41851174319950113
173	A4-1	2.20001	7.75884e-06	0.0484928	0.500198	0.937347	0.169861	0.3502808664379042
174	A4-1	2.39999	1.01772e-05	0.0636075	-0.580326	-1.682	-0.281994	-0.4433345124395709
175	A4-1	2.60002	1.42662e-05	0.0891638	0.543001	0.185206	0.400697	0.44939426089960277
176	A4-1	2.79999	2.02185e-05	0.126366	1.05103	1.03723	1.18372	0.9367393127898328
177	A4-1	2.99989	2.99697e-05	0.187311	1.55168	0.605041	2.77537	1.4816908777380933
178	A4-1	3.19991	4.61197e-05	0.288248	1.73444	0.808668	5.09229	1.7666349809885933
179	A4-1	3.39985	7.15455e-05	0.447159	2.02543	0.860262	9.80142	2.1919317289823086
180	A4-1	3.59987	0.000109591	0.684944	2.09817	0.966735	16.4677	2.404240346656077
181	A4-1	3.79985	0.000167623	1.04764	2.07739	0.899586	26.3237	2.5126665648505213
182	A4-1	3.99981	0.000245431	1.53394	2.01948	0.858625	39.4402	2.5711696676532325
183	A4-1	4.19983	0.000356657	2.22911	1.93736	0.863104	57.7328	2.589948454764458
184	A4-1	4.39977	0.000498253	3.11408	1.88751	0.907562	82.3188	2.643438832656836
185	A4-1	4.59981	0.000673103	4.20689	1.7851	0.866531	109.955	2.613688496727987
186	A4-1	4.80013	0.000890176	5.5636	1.73215	0.878218	147.246	2.6465957293838525
187	A4-1	5.0001	0.00115005	7.18781	1.63856	0.867837	187.452	2.607915345564226
188	A4-1	5.20012	0.00146857	9.17856	1.52605	0.835537	231.849	2.5259844681518673
189	A4-1	5.40015	0.00185607	11.6004	1.43078	0.812998	285.301	2.4594065721871656
190	A4-1	5.60009	0.00226112	14.132	1.34295	0.792697	338.304	2.393886215680724
191	A4-1	5.80014	0.00269477	16.8423	1.28475	0.794179	399.491	2.371950386823652
192	A4-1	6.00006	0.0031713	19.8206	1.20708	0.768769	456.94	2.3053792518894487
193	A4-1	6.20016	0.00369107	23.0692	1.15039	0.750375	523.759	2.2703821545610596
194	A4-1	6.40013	0.00425256	26.5785	1.08293	0.735301	586.366	2.2061666384483702
195	A4-1	6.60005	0.00484344	30.2715	1.03223	0.732219	656.456	2.1685611879160267
196	A4-1	6.80002	0.00547967	34.2479	0.973537	0.706484	721.684	2.107235772120334
197	A4-1	7.0	0.00616899	38.5562	0.925039	0.689974	794.698	2.061141917512618
198	A4-1	7.19997	0.00690149	43.1343	0.872389	0.673466	862.41	1.9993601379876338
199	A4-1	7.39997	0.00769175	48.0734	0.83023	0.658344	940.121	1.955594986000574
200	A4-1	7.59998	0.00852168	53.2605	0.786214	0.638103	1013.0	1.901972381032848
201	A4-1	7.79992	0.00939681	58.7301	0.749882	0.628853	1093.44	1.8618051050483484
202	A4-1	7.99993	0.0103399	64.6244	0.710793	0.611877	1169.7	1.8099974622588373
203	A4-1	8.19993	0.0113243	70.7769	0.674452	0.595833	1245.96	1.7604048778626926
204	A4-1	8.39995	0.0123621	77.2631	0.643309	0.58104	1328.98	1.7200707711701966
205	A4-1	8.5999	0.0134515	84.0719	0.612717	0.569108	1410.11	1.6772667205094685
206	A4-1	8.79993	0.0146009	91.2556	0.581744	0.552336	1487.04	1.629532872503167
207	A4-1	8.99992	0.0157985	98.7406	0.555519	0.54214	1571.39	1.591432500916543
208	A4-1	9.19988	0.0170425	106.516	0.528942	0.526715	1649.89	1.5489597806902249
209	A4-1	9.39986	0.0183419	114.637	0.50536	0.515453	1733.39	1.5120685293578862
210	A4-1	9.60015	0.019688	123.05	0.48128	0.502907	1809.7	1.4707029662738724
211	B2-1	-0.999954	-3.47525e-07	-0.00217203	49.4873	-80.5008	0.342129	-15.751578016878218
212	B2-1	-0.799989	-1.88893e-07	-0.00118058	-40.4844	-203.089	-0.121708	10.30917006894916
213	B2-1	-0.599975	-9.49149e-08	-0.000593218	260.174	-213.21	0.294755	-49.68746733915694
214	B2-1	-0.399946	-1.45857e-08	-9.11606e-05	2383.15	-1101.75	0.276573	-303.3909386291885
215	B2-1	-0.199992	1.45012e-08	9.06325e-05	4011.84	-1304.28	0.231468	255.3918296416848
216	B2-1	6.56366e-05	2.65033e-08	0.000165646	10845300.0	-628.395	0.375333	226.58742136846044
217	B2-1	0.200066	4.64572e-08	0.000290357	4511.48	-297.094	0.834211	287.30528280702725
218	B2-1	0.400003	7.24561e-08	0.000452851	1471.51	72.8281	0.848462	187.36008090961488
219	B2-1	0.599978	9.27051e-08	0.000579407	1081.06	20.2168	1.19624	206.45936276227243
220	B2-1	0.799997	1.80133e-07	0.00112583	96.8393	-51.153	0.277628	24.65985095440697
221	B2-1	0.999995	3.17597e-07	0.00198498	88.3031	15.9904	0.557931	28.1076383641145
222	B2-1	1.2	5.20142e-07	0.00325089	79.8924	8.42783	0.992062	30.516627754245757
223	B2-1	1.4	8.13615e-07	0.00508509	22.143	0.707435	0.501781	9.867691623943728
224	B2-1	1.6	1.1813e-06	0.00738312	27.5806	-13.9744	1.03708	14.046636110479039
225	B2-1	1.79999	1.72446e-06	0.0107779	12.6937	-13.2811	0.783866	7.272901028957404
226	B2-1	1.99997	2.50112e-06	0.015632	2.82982	-7.88962	0.28161	1.8014969293756398
227	B2-1	2.20003	3.70966e-06	0.0231854	0.0457769	-0.624022	0.00743257	0.03205711352834111
228	B2-1	2.40004	5.32967e-06	0.0333104	1.01847	-3.89853	0.259178	0.7780693116864403
229	B2-1	2.60001	7.94847e-06	0.0496779	2.74351	0.207204	1.12797	2.2705669925661107
230	B2-1	2.79995	1.33598e-05	0.0834987	1.95675	-0.0936443	1.45618	1.7439552951123791
231	B2-1	2.99994	2.35089e-05	0.146931	1.81687	0.754006	2.54917	1.7349436129884097
232	B2-1	3.19995	4.01192e-05	0.250745	2.1115	0.679755	5.39282	2.150718857803745
233	B2-1	3.39988	9.14031e-05	0.571269	1.71703	0.588239	10.6153	1.8581964013450754
234	B2-1	3.59993	0.000143353	0.895956	1.66802	0.632872	17.1251	1.9113773444231636
235	B2-1	3.79989	0.000244132	1.52583	1.49313	0.533458	27.5565	1.8060006684886258
236	B2-1	3.9998	0.00027179	1.69869	1.90082	0.805895	41.1095	2.4200707604094918
237	B2-1	4.19981	0.000387769	2.42356	1.84586	0.781555	59.804	2.467609632111439
238	B2-1	4.39975	0.000547914	3.42446	1.74195	0.784355	83.5423	2.439575874736455
239	B2-1	4.59971	0.000750663	4.69164	1.66067	0.755201	114.074	2.4314312266073275
240	B2-1	4.80004	0.000999835	6.24897	1.57099	0.772279	149.995	2.4003155720062668
241	B2-1	4.99999	0.0013083	8.17688	1.50363	0.773236	195.681	2.393101036092006
242	B2-1	5.20005	0.00166878	10.4299	1.39308	0.763019	240.499	2.3058610341422257
243	B2-1	5.40001	0.00207218	12.9511	1.31418	0.752467	292.555	2.25892009172966
244	B2-1	5.59998	0.00252732	15.7957	1.23945	0.724151	348.985	2.2093671062377735
245	B2-1	5.80005	0.00303452	18.9657	1.16451	0.704836	407.752	2.1499443732633123
246	B2-1	5.99998	0.00358885	22.4303	1.09655	0.689227	469.747	2.0942519716633305
247	B2-1	6.20005	0.00416738	26.0461	1.04184	0.679903	535.535	2.0561043687922567
248	B2-1	6.4001	0.00482167	30.1354	0.981878	0.663846	602.798	2.000298652083596
249	B2-1	6.60004	0.00553626	34.6016	0.9267	0.647329	673.647	1.9468666188846762
250	B2-1	6.80003	0.00631012	39.4382	0.876463	0.633385	748.19	1.8971200511179518
251	B2-1	7.0	0.00715136	44.696	0.829443	0.615962	826.044	1.8481385358868803
252	B2-1	7.19996	0.00806817	50.4261	0.78514	0.602637	907.365	1.7993955511134114
253	B2-1	7.39997	0.0090485	56.5531	0.744682	0.588464	991.991	1.7540877511577615
254	B2-1	7.59994	0.0101144	63.215	0.709915	0.577679	1085.64	1.7173772047773472
255	B2-1	7.79995	0.011256	70.35	0.670459	0.560843	1171.06	1.6646197583511018
256	B2-1	7.99993	0.012474	77.9625	0.636808	0.545899	1264.24	1.621600128266795
257	B2-1	8.19984	0.01378	86.125	0.605265	0.536021	1360.6	1.5797968069666182
258	B2-1	8.3999	0.0151602	94.7512	0.576536	0.52262	1460.61	1.5415213738717821
259	B2-1	8.59986	0.0166398	103.999	0.548127	0.509991	1560.45	1.5004471196838431
260	B2-1	8.79986	0.0182123	113.827	0.52246	0.498574	1665.8	1.4634489180950037
261	B2-1	8.99984	0.0198682	124.176	0.497064	0.485763	1768.22	1.4239627625306017
262	B3-1	-0.999971	-1.18502e-06	-0.00740637	-29.9236	-14.7522	-0.705435	9.524706435136242
263	B3-1	-0.799991	-7.2831e-07	-0.00455194	-12.6491	-7.93934	-0.14662	3.2210442141153
264	B3-1	-0.599972	-3.93227e-07	-0.00245767	-55.813	-33.6816	-0.261963	10.658998156790782
265	B3-1	-0.399958	-1.56911e-07	-0.000980694	-513.334	10.3012	-0.640911	65.35280117957282
266	B3-1	-0.200008	-5.20157e-08	-0.000325098	-1343.84	-157.266	-0.278138	85.55512491617911
267	B3-1	5.21183e-05	2.12705e-08	0.000132941	-26999100.0	443.283	-0.595452	-447.9069662481853
268	B3-1	0.200047	6.64394e-08	0.000415246	-1240.2	-90.8663	-0.327929	-78.97222369390676
269	B3-1	0.399976	1.30562e-07	0.000816013	-246.835	-62.6718	-0.256441	-31.426092476467897
270	B3-1	0.599967	2.51887e-07	0.00157429	219.984	20.8425	0.661384	42.01157347121559
271	B3-1	0.799975	4.94747e-07	0.00309217	66.27	30.7139	0.521803	16.874977766422933
272	B3-1	0.999979	8.20755e-07	0.00512972	-15.306	16.9757	-0.249917	-4.871942328236239
273	B3-1	1.19999	1.20334e-06	0.00752087	-2.50538	-7.15622	-0.0719731	-0.9569783814904392
274	B3-1	1.39999	1.8698e-06	0.0116863	0.23246	1.1217	0.0121059	0.10359052908106073
275	B3-1	1.59999	2.75569e-06	0.0172231	0.481956	1.45169	0.0422751	0.24545581225214974
276	B3-1	1.79997	3.66357e-06	0.0228973	-2.86595	1.38985	-0.375983	-1.6420407646316382
277	B3-1	1.99997	5.08756e-06	0.0317972	2.03066	3.75584	0.411056	1.2927427572239065
278	B3-1	2.19991	7.4666e-06	0.0466662	-0.543344	-1.92546	-0.177555	-0.3804788047880479
279	B3-1	2.39991	1.02358e-05	0.0639737	-0.798652	-1.78879	-0.390305	-0.6101022764042099
280	B3-1	2.5999	1.35655e-05	0.0847844	0.082726	0.00980062	0.058045	0.06846188685654436
281	B3-1	2.7999	2.07071e-05	0.129419	1.1584	0.392499	1.33613	1.032406370007495
282	B3-1	2.99991	3.03047e-05	0.189404	0.959321	0.520514	1.73505	0.9160577390129037
283	B3-1	3.19992	4.89971e-05	0.306232	1.36757	0.463051	4.26568	1.3929569737976435
284	B3-1	3.39983	7.83649e-05	0.489781	1.54784	0.273566	8.20415	1.6750649780207891
