	Timestamp	Filtered Rate: LiQ	Source Power: LiQ	Thickness: LiQ	State: LiQ	Fundamental  Frequency: LiQ	Current Z-Ratio: LiQ
0	17:28:13	0.000	0.000	-0.000	Ready	1	000.000
1	17:28:13	0.000	0.213	-0.000	PreCon Rise	1	000.000
2	17:28:14	0.008	0.480	-0.000	PreCon Rise	1	000.000
3	17:28:15	-0.008	0.747	-0.000	PreCon Rise	1	000.000
4	17:28:16	0.000	1.013	-0.000	PreCon Rise	1	000.000
5	17:28:18	0.008	1.280	-0.000	PreCon Rise	1	000.000
6	17:28:18	-0.008	1.547	-0.000	PreCon Rise	1	000.000
7	17:28:19	0.000	1.813	-0.000	PreCon Rise	1	000.000
8	17:28:20	0.000	2.080	-0.000	PreCon Rise	1	000.000
9	17:28:21	0.008	2.347	-0.000	PreCon Rise	1	000.000
10	17:28:23	-0.008	2.613	-0.000	PreCon Rise	1	000.000
11	17:28:23	0.008	2.880	-0.000	PreCon Rise	1	000.000
12	17:28:24	-0.008	3.147	-0.000	PreCon Rise	1	000.000
13	17:28:25	0.000	3.413	-0.000	PreCon Rise	1	000.000
14	17:28:27	0.008	3.680	-0.000	PreCon Rise	1	000.000
15	17:28:27	-0.008	3.947	-0.000	PreCon Rise	1	000.000
16	17:28:28	0.000	4.213	-0.000	PreCon Rise	1	000.000
17	17:28:29	0.008	4.480	-0.000	PreCon Rise	1	000.000
18	17:28:30	-0.008	4.747	-0.000	PreCon Rise	1	000.000
19	17:28:32	0.000	5.013	-0.000	PreCon Rise	1	000.000
20	17:28:32	0.000	5.280	-0.000	PreCon Rise	1	000.000
21	17:28:34	-0.001	5.547	-0.000	PreCon Rise	1	000.000
22	17:28:35	0.001	5.813	-0.000	PreCon Rise	1	000.000
23	17:28:35	-0.002	6.080	-0.000	PreCon Rise	1	000.000
24	17:28:36	0.001	6.347	-0.000	PreCon Rise	1	000.000
25	17:28:37	-0.001	6.613	-0.000	PreCon Rise	1	000.000
26	17:28:39	0.000	6.880	-0.000	PreCon Rise	1	000.000
27	17:28:39	0.000	7.147	-0.000	PreCon Rise	1	000.000
28	17:28:40	-0.001	7.413	-0.000	PreCon Rise	1	000.000
29	17:28:41	-0.001	7.680	-0.000	PreCon Rise	1	000.000
30	17:28:42	0.000	7.947	-0.000	PreCon Rise	1	000.000
31	17:28:44	-0.001	8.000	-0.000	PreCon Soak	1	000.000
32	17:28:45	-0.001	8.000	-0.000	PreCon Soak	1	000.000
33	17:28:45	0.007	8.000	-0.000	PreCon Soak	1	000.000
34	17:28:46	-0.001	8.000	-0.000	PreCon Soak	1	000.000
35	17:28:47	-0.001	8.000	-0.000	PreCon Soak	1	000.000
36	17:28:48	-0.001	8.000	-0.000	PreCon Soak	1	000.000
37	17:28:49	-0.009	8.000	-0.000	PreCon Soak	1	000.000
38	17:28:50	0.008	8.000	-0.000	PreCon Soak	1	000.000
39	17:28:51	-0.001	8.000	-0.000	PreCon Soak	1	000.000
40	17:28:52	-0.011	8.000	-0.000	PreCon Soak	1	000.000
41	17:28:53	-0.001	8.000	-0.000	PreCon Soak	1	000.000
42	17:28:54	0.006	8.000	-0.000	PreCon Soak	1	000.000
43	17:28:56	-0.001	8.000	-0.000	PreCon Soak	1	000.000
44	17:28:57	-0.010	8.000	-0.000	PreCon Soak	1	000.000
45	17:28:57	-0.001	8.000	-0.000	PreCon Soak	1	000.000
46	17:28:58	-0.001	8.000	-0.000	PreCon Soak	1	000.000
47	17:28:59	0.007	8.000	-0.000	PreCon Soak	1	000.000
48	17:29:00	-0.009	8.000	-0.000	PreCon Soak	1	000.000
49	17:29:02	0.006	8.000	-0.000	PreCon Soak	1	000.000
50	17:29:03	-0.001	8.000	-0.000	PreCon Soak	1	000.000
51	17:29:04	-0.009	8.000	-0.000	PreCon Soak	1	000.000
52	17:29:04	-0.002	8.000	-0.000	PreCon Soak	1	000.000
53	17:29:06	-0.001	8.000	-0.000	PreCon Soak	1	000.000
54	17:29:06	0.008	8.000	-0.000	PreCon Soak	1	000.000
55	17:29:08	-0.010	8.000	-0.000	PreCon Soak	1	000.000
56	17:29:09	0.007	8.000	-0.000	PreCon Soak	1	000.000
57	17:29:09	-0.008	8.000	-0.000	PreCon Soak	1	000.000
58	17:29:10	0.006	8.000	-0.000	PreCon Soak	1	000.000
59	17:29:12	-0.009	8.000	-0.000	PreCon Soak	1	000.000
60	17:29:12	-0.001	8.000	-0.000	PreCon Soak	1	000.000
61	17:29:13	-0.001	8.000	-0.000	PreCon Soak	1	000.000
62	17:29:14	0.008	8.000	-0.000	PreCon Soak	1	000.000
63	17:29:15	-0.009	8.000	-0.000	PreCon Soak	1	000.000
64	17:29:16	-0.001	8.000	-0.000	PreCon Soak	1	000.000
65	17:29:17	-0.001	8.000	-0.000	PreCon Soak	1	000.000
66	17:29:18	-0.001	8.000	-0.000	PreCon Soak	1	000.000
67	17:29:20	-0.001	8.000	-0.000	PreCon Soak	1	000.000
68	17:29:21	-0.001	8.000	-0.000	PreCon Soak	1	000.000
69	17:29:21	-0.001	8.000	-0.000	PreCon Soak	1	000.000
70	17:29:23	0.000	8.000	-0.000	PreCon Soak	1	000.000
71	17:29:23	-0.001	8.000	-0.000	PreCon Soak	1	000.000
72	17:29:24	-0.001	8.000	-0.000	PreCon Soak	1	000.000
73	17:29:25	-0.001	8.000	-0.000	PreCon Soak	1	000.000
74	17:29:27	0.000	8.000	-0.000	PreCon Soak	1	000.000
75	17:29:27	-0.002	8.000	-0.000	PreCon Soak	1	000.000
76	17:29:28	-0.001	8.000	-0.000	PreCon Soak	1	000.000
77	17:29:30	0.001	8.000	-0.000	PreCon Soak	1	000.000
78	17:29:30	-0.001	8.000	-0.000	PreCon Soak	1	000.000
79	17:29:31	0.000	8.000	-0.000	PreCon Soak	1	000.000
80	17:29:33	-0.001	8.000	-0.000	PreCon Soak	1	000.000
81	17:29:33	0.000	8.000	-0.000	PreCon Soak	1	000.000
82	17:29:34	0.000	8.000	-0.000	PreCon Soak	1	000.000
83	17:29:36	0.000	8.000	-0.000	PreCon Soak	1	000.000
84	17:29:36	-0.001	8.000	-0.000	PreCon Soak	1	000.000
85	17:29:37	0.000	8.000	-0.000	PreCon Soak	1	000.000
