	Timestamp	Filtered Rate: AlQ3	Source Power: AlQ3	Thickness: AlQ3	State: AlQ3	Fundamental  Frequency: AlQ3	Current Z-Ratio: AlQ3
0	18:03:14	0.000	0.000	0.000	Ready	5938679.731	1.562
1	18:03:15	-0.006	0.000	0.000	Ready	5938679.731	1.562
2	18:03:16	0.000	0.025	0.000	PreCon Rise	5938679.727	1.562
3	18:03:17	0.000	0.300	0.000	PreCon Rise	5938679.727	1.562
4	18:03:18	0.006	0.550	0.000	PreCon Rise	5938679.724	1.562
5	18:03:19	0.000	0.800	0.000	PreCon Rise	5938679.724	1.562
6	18:03:20	0.000	1.025	0.000	PreCon Rise	5938679.724	1.562
7	18:03:21	0.000	1.300	0.000	PreCon Rise	5938679.720	1.562
8	18:03:22	0.000	1.550	0.000	PreCon Rise	5938679.720	1.562
9	18:03:23	0.000	1.775	0.000	PreCon Rise	5938679.720	1.562
10	18:03:24	-0.006	2.025	0.000	PreCon Rise	5938679.720	1.562
11	18:03:25	-0.006	2.300	0.000	PreCon Rise	5938679.720	1.562
12	18:03:26	0.000	2.550	0.000	PreCon Rise	5938679.717	1.562
13	18:03:27	0.000	2.775	0.000	PreCon Rise	5938679.717	1.562
14	18:03:28	0.006	3.050	0.000	PreCon Rise	5938679.717	1.562
15	18:03:29	0.000	3.300	0.000	PreCon Rise	5938679.717	1.562
16	18:03:30	0.000	3.550	0.000	PreCon Rise	5938679.717	1.562
17	18:03:31	0.000	3.800	0.000	PreCon Rise	5938679.717	1.562
18	18:03:32	0.000	4.050	0.000	PreCon Rise	5938679.717	1.562
19	18:03:33	-0.006	4.300	0.000	PreCon Rise	5938679.720	1.562
20	18:03:34	0.000	4.550	0.000	PreCon Rise	5938679.717	1.562
21	18:03:35	0.000	4.775	0.000	PreCon Rise	5938679.717	1.562
22	18:03:36	0.000	5.025	0.000	PreCon Rise	5938679.717	1.562
23	18:03:37	0.000	5.300	0.000	PreCon Rise	5938679.713	1.562
24	18:03:38	0.000	5.525	0.000	PreCon Rise	5938679.717	1.562
25	18:03:39	-0.006	5.800	0.000	PreCon Rise	5938679.717	1.562
26	18:03:40	0.000	6.025	0.000	PreCon Rise	5938679.713	1.562
27	18:03:41	-0.006	6.300	0.000	PreCon Rise	5938679.717	1.562
28	18:03:42	0.000	6.525	0.000	PreCon Rise	5938679.717	1.562
29	18:03:43	0.000	6.775	0.000	PreCon Rise	5938679.717	1.562
30	18:03:44	0.006	7.050	0.000	PreCon Rise	5938679.713	1.562
31	18:03:45	-0.006	7.300	0.000	PreCon Rise	5938679.717	1.562
32	18:03:46	0.000	7.525	0.000	PreCon Rise	5938679.717	1.562
33	18:03:47	0.000	7.800	0.000	PreCon Rise	5938679.717	1.562
34	18:03:48	0.000	8.050	0.000	PreCon Rise	5938679.717	1.562
35	18:03:49	0.000	8.300	0.000	PreCon Rise	5938679.717	1.562
36	18:03:50	0.000	8.525	0.000	PreCon Rise	5938679.717	1.562
37	18:03:51	0.000	8.775	0.000	PreCon Rise	5938679.720	1.562
38	18:03:52	0.006	9.025	0.000	PreCon Rise	5938679.717	1.562
39	18:03:53	0.000	9.300	0.000	PreCon Rise	5938679.720	1.562
40	18:03:54	0.006	9.550	0.000	PreCon Rise	5938679.720	1.561
41	18:03:55	0.000	9.800	0.000	PreCon Rise	5938679.724	1.561
42	18:03:56	0.000	10.050	0.000	PreCon Rise	5938679.724	1.561
43	18:03:57	0.000	10.300	0.000	PreCon Rise	5938679.724	1.561
44	18:03:58	0.000	10.525	0.000	PreCon Rise	5938679.727	1.561
45	18:03:59	0.000	10.800	0.000	PreCon Rise	5938679.727	1.561
46	18:04:00	0.000	11.050	0.000	PreCon Rise	5938679.727	1.561
47	18:04:01	0.000	11.300	0.000	PreCon Rise	5938679.727	1.561
48	18:04:02	0.000	11.550	0.000	PreCon Rise	5938679.731	1.561
49	18:04:03	0.000	11.800	0.000	PreCon Rise	5938679.731	1.561
50	18:04:04	0.006	12.050	0.000	PreCon Rise	5938679.731	1.561
51	18:04:05	0.000	12.275	0.000	PreCon Rise	5938679.734	1.561
52	18:04:06	0.000	12.550	0.000	PreCon Rise	5938679.738	1.561
53	18:04:07	0.000	12.800	0.000	PreCon Rise	5938679.738	1.561
54	18:04:08	-0.006	13.025	0.000	PreCon Rise	5938679.741	1.561
55	18:04:09	0.000	13.275	0.000	PreCon Rise	5938679.741	1.561
56	18:04:10	0.000	13.525	0.000	PreCon Rise	5938679.745	1.561
57	18:04:11	0.000	13.775	0.000	PreCon Rise	5938679.745	1.561
58	18:04:12	0.000	14.050	0.000	PreCon Rise	5938679.745	1.561
59	18:04:13	0.000	14.300	0.000	PreCon Rise	5938679.748	1.561
60	18:04:14	0.000	14.550	0.000	PreCon Rise	5938679.748	1.561
61	18:04:15	0.006	14.775	0.000	PreCon Rise	5938679.748	1.561
62	18:04:16	0.000	15.050	0.000	PreCon Rise	5938679.752	1.561
63	18:04:17	0.000	15.275	0.000	PreCon Rise	5938679.752	1.561
64	18:04:18	0.000	15.525	0.000	PreCon Rise	5938679.755	1.561
65	18:04:19	0.000	15.800	0.000	PreCon Rise	5938679.755	1.561
66	18:04:20	0.000	16.025	0.000	PreCon Rise	5938679.759	1.561
67	18:04:21	0.000	16.300	0.000	PreCon Rise	5938679.759	1.561
68	18:04:22	0.000	16.525	0.000	PreCon Rise	5938679.762	1.561
69	18:04:23	0.000	16.800	0.000	PreCon Rise	5938679.762	1.561
70	18:04:24	0.000	17.050	0.000	PreCon Rise	5938679.766	1.561
71	18:04:25	-0.006	17.300	0.000	PreCon Rise	5938679.769	1.561
72	18:04:26	0.000	17.550	0.000	PreCon Rise	5938679.769	1.561
73	18:04:27	0.006	17.800	0.000	PreCon Rise	5938679.766	1.561
74	18:04:28	0.006	18.050	0.000	PreCon Rise	5938679.769	1.561
75	18:04:29	0.000	18.275	0.000	PreCon Rise	5938679.769	1.561
76	18:04:30	0.000	18.525	0.000	PreCon Rise	5938679.773	1.561
77	18:04:31	0.000	18.800	0.000	PreCon Rise	5938679.773	1.561
78	18:04:32	0.000	19.025	0.000	PreCon Rise	5938679.776	1.561
79	18:04:33	0.000	19.275	0.000	PreCon Rise	5938679.780	1.561
80	18:04:34	0.006	19.525	0.000	PreCon Rise	5938679.776	1.561
81	18:04:35	-0.006	19.800	0.000	PreCon Rise	5938679.783	1.561
82	18:04:36	0.000	20.025	0.000	PreCon Rise	5938679.783	1.561
83	18:04:37	0.000	20.300	0.000	PreCon Rise	5938679.787	1.561
84	18:04:38	0.000	20.525	0.000	PreCon Rise	5938679.787	1.561
85	18:04:39	0.000	20.775	0.000	PreCon Rise	5938679.787	1.561
86	18:04:40	0.000	21.050	0.000	PreCon Rise	5938679.790	1.561
87	18:04:41	0.000	21.275	0.000	PreCon Rise	5938679.790	1.561
88	18:04:42	-0.006	21.550	0.000	PreCon Rise	5938679.797	1.561
89	18:04:43	0.000	21.800	0.000	PreCon Rise	5938679.797	1.561
90	18:04:44	-0.006	22.050	0.000	PreCon Rise	5938679.801	1.561
91	18:04:45	-0.006	22.300	0.000	PreCon Rise	5938679.804	1.561
92	18:04:46	0.000	22.550	0.000	PreCon Rise	5938679.804	1.561
93	18:04:47	0.000	22.800	0.000	PreCon Rise	5938679.804	1.561
94	18:04:48	0.000	23.025	0.000	PreCon Rise	5938679.808	1.561
