	Timestamp	Filtered Rate: NPB	Source Power: NPB	Thickness: NPB	State: NPB	Fundamental  Frequency: NPB	Current Z-Ratio: NPB
0	17:22:02	0.000	0.000	0.000	Ready	5941979.204	1.490
1	17:22:03	0.000	0.155	0.000	PreCon Rise	5941979.204	1.490
2	17:22:04	0.000	0.413	0.000	PreCon Rise	5941979.204	1.490
3	17:22:05	0.002	0.672	0.000	PreCon Rise	5941979.201	1.490
4	17:22:06	0.000	0.930	0.000	PreCon Rise	5941979.201	1.490
5	17:22:07	0.000	1.188	0.000	PreCon Rise	5941979.201	1.490
6	17:22:08	0.002	1.447	0.000	PreCon Rise	5941979.197	1.490
7	17:22:09	0.000	1.705	0.000	PreCon Rise	5941979.197	1.490
8	17:22:10	0.000	1.963	0.000	PreCon Rise	5941979.197	1.490
9	17:22:11	0.002	2.222	0.000	PreCon Rise	5941979.194	1.490
10	17:22:12	0.000	2.480	0.000	PreCon Rise	5941979.194	1.490
11	17:22:13	0.000	2.738	0.000	PreCon Rise	5941979.194	1.490
12	17:22:14	0.000	2.997	0.000	PreCon Rise	5941979.194	1.490
13	17:22:15	0.000	3.255	0.000	PreCon Rise	5941979.194	1.490
14	17:22:16	0.000	3.513	0.000	PreCon Rise	5941979.194	1.490
15	17:22:17	0.000	3.772	0.000	PreCon Rise	5941979.190	1.490
16	17:22:18	0.000	4.030	0.000	PreCon Rise	5941979.190	1.490
17	17:22:19	0.000	4.288	0.000	PreCon Rise	5941979.190	1.490
18	17:22:20	0.000	4.547	0.000	PreCon Rise	5941979.190	1.490
19	17:22:21	0.000	4.805	0.000	PreCon Rise	5941979.190	1.490
20	17:22:22	0.002	5.063	0.000	PreCon Rise	5941979.187	1.490
21	17:22:23	0.002	5.322	0.000	PreCon Rise	5941979.187	1.490
22	17:22:24	0.000	5.580	0.000	PreCon Rise	5941979.187	1.490
23	17:22:25	0.000	5.838	0.000	PreCon Rise	5941979.187	1.490
24	17:22:26	0.000	6.097	0.000	PreCon Rise	5941979.187	1.490
25	17:22:27	0.000	6.355	0.000	PreCon Rise	5941979.187	1.490
26	17:22:28	0.000	6.613	0.000	PreCon Rise	5941979.187	1.490
27	17:22:29	-0.002	6.872	0.000	PreCon Rise	5941979.187	1.490
28	17:22:30	0.000	7.130	0.000	PreCon Rise	5941979.183	1.490
29	17:22:31	0.000	7.388	0.000	PreCon Rise	5941979.183	1.490
30	17:22:32	0.000	7.647	0.000	PreCon Rise	5941979.183	1.490
31	17:22:33	0.000	7.905	0.000	PreCon Rise	5941979.183	1.490
32	17:22:34	0.000	8.163	0.000	PreCon Rise	5941979.183	1.490
33	17:22:35	-0.002	8.422	0.000	PreCon Rise	5941979.183	1.490
34	17:22:36	0.000	8.680	0.000	PreCon Rise	5941979.183	1.490
35	17:22:37	0.000	8.938	0.000	PreCon Rise	5941979.183	1.490
36	17:22:38	0.000	9.197	0.000	PreCon Rise	5941979.183	1.490
37	17:22:39	-0.002	9.455	0.000	PreCon Rise	5941979.183	1.490
38	17:22:40	0.000	9.713	0.000	PreCon Rise	5941979.180	1.490
39	17:22:41	0.002	9.972	0.000	PreCon Rise	5941979.180	1.490
40	17:22:42	0.000	10.230	0.000	PreCon Rise	5941979.180	1.490
41	17:22:43	0.000	10.488	0.000	PreCon Rise	5941979.180	1.490
42	17:22:44	0.000	10.747	0.000	PreCon Rise	5941979.180	1.490
43	17:22:45	0.000	11.005	0.000	PreCon Rise	5941979.180	1.490
44	17:22:46	0.000	11.263	0.000	PreCon Rise	5941979.180	1.490
45	17:22:47	0.002	11.522	0.000	PreCon Rise	5941979.176	1.490
46	17:22:48	0.000	11.780	0.000	PreCon Rise	5941979.176	1.490
47	17:22:49	0.000	12.038	0.000	PreCon Rise	5941979.176	1.490
48	17:22:50	0.000	12.297	0.000	PreCon Rise	5941979.176	1.490
49	17:22:51	0.000	12.555	0.000	PreCon Rise	5941979.176	1.490
50	17:22:52	0.000	12.813	0.000	PreCon Rise	5941979.176	1.490
51	17:22:53	0.000	13.072	0.000	PreCon Rise	5941979.176	1.490
52	17:22:54	0.000	13.330	0.000	PreCon Rise	5941979.176	1.490
53	17:22:55	0.000	13.588	0.000	PreCon Rise	5941979.176	1.490
54	17:22:56	0.000	13.847	0.000	PreCon Rise	5941979.176	1.490
55	17:22:57	0.000	14.105	0.000	PreCon Rise	5941979.176	1.490
56	17:22:58	0.000	14.363	0.000	PreCon Rise	5941979.176	1.490
57	17:22:59	0.002	14.622	0.000	PreCon Rise	5941979.176	1.490
58	17:23:00	0.000	14.880	0.000	PreCon Rise	5941979.180	1.490
59	17:23:01	0.000	15.138	0.000	PreCon Rise	5941979.180	1.490
60	17:23:02	0.000	15.397	0.000	PreCon Rise	5941979.180	1.490
61	17:23:03	0.000	15.655	0.000	PreCon Rise	5941979.180	1.490
62	17:23:04	0.000	15.913	0.000	PreCon Rise	5941979.180	1.490
