	Timestamp	Filtered Rate: B3PYMPM	Source Power: B3PYMPM	Thickness: B3PYMPM	State: B3PYMPM	Fundamental  Frequency: B3PYMPM	Current Z-Ratio: B3PYMPM
0	14:26:28	0.002	0.000	0.000	Ready	5967747.424	0.837
1	14:26:29	0.002	0.373	0.000	PreCon Rise	5967747.420	0.837
2	14:26:30	-0.000	0.907	0.000	PreCon Rise	5967747.420	0.837
3	14:26:31	0.000	1.440	0.000	PreCon Rise	5967747.420	0.837
4	14:26:32	0.001	1.973	0.000	PreCon Rise	5967747.417	0.837
5	14:26:33	0.002	2.507	0.000	PreCon Rise	5967747.410	0.837
6	14:26:34	-0.001	3.040	0.000	PreCon Rise	5967747.413	0.837
7	14:26:35	0.000	3.573	0.000	PreCon Rise	5967747.413	0.837
8	14:26:36	-0.001	4.107	0.000	PreCon Rise	5967747.417	0.837
9	14:26:37	0.000	4.640	0.000	PreCon Rise	5967747.417	0.837
10	14:26:38	-0.000	5.173	0.000	PreCon Rise	5967747.417	0.837
11	14:26:39	-0.000	5.707	0.000	PreCon Rise	5967747.417	0.837
12	14:26:40	0.000	6.240	0.000	PreCon Rise	5967747.417	0.837
13	14:26:41	0.000	6.773	0.000	PreCon Rise	5967747.417	0.837
14	14:26:42	0.000	7.307	0.000	PreCon Rise	5967747.417	0.837
15	14:26:43	-0.001	7.840	0.000	PreCon Rise	5967747.420	0.837
16	14:26:44	0.002	8.373	0.000	PreCon Rise	5967747.413	0.837
17	14:26:45	-0.001	8.907	0.000	PreCon Rise	5967747.417	0.837
18	14:26:46	-0.000	9.440	0.000	PreCon Rise	5967747.417	0.837
19	14:26:47	-0.001	9.973	0.000	PreCon Rise	5967747.420	0.837
20	14:26:48	0.001	10.507	0.000	PreCon Rise	5967747.417	0.837
21	14:26:49	0.000	11.040	0.000	PreCon Rise	5967747.417	0.837
22	14:26:50	-0.000	11.573	0.000	PreCon Rise	5967747.417	0.837
23	14:26:51	0.000	12.107	0.000	PreCon Rise	5967747.417	0.837
24	14:26:52	-0.000	12.640	0.000	PreCon Rise	5967747.417	0.837
25	14:26:53	0.002	13.173	0.000	PreCon Rise	5967747.410	0.837
26	14:26:54	-0.002	13.707	0.000	PreCon Rise	5967747.417	0.837
27	14:26:55	0.002	14.240	0.000	PreCon Rise	5967747.410	0.837
28	14:26:56	0.000	14.773	0.000	PreCon Rise	5967747.410	0.837
29	14:26:57	-0.001	15.307	0.000	PreCon Rise	5967747.413	0.837
30	14:26:58	0.000	15.840	0.000	PreCon Rise	5967747.413	0.837
31	14:26:59	0.000	16.373	0.000	PreCon Rise	5967747.413	0.837
32	14:27:00	-0.001	16.907	0.000	PreCon Rise	5967747.417	0.837
33	14:27:01	-0.000	17.440	0.000	PreCon Rise	5967747.417	0.837
34	14:27:02	0.000	17.973	0.000	PreCon Rise	5967747.417	0.837
35	14:27:03	-0.001	18.507	0.000	PreCon Rise	5967747.420	0.837
36	14:27:04	0.002	19.040	0.000	PreCon Rise	5967747.413	0.837
37	14:27:05	-0.001	19.573	0.000	PreCon Rise	5967747.417	0.837
38	14:27:06	0.000	20.107	0.000	PreCon Rise	5967747.417	0.837
39	14:27:07	0.001	20.640	0.000	PreCon Rise	5967747.413	0.837
40	14:27:08	0.000	21.173	0.000	PreCon Rise	5967747.413	0.837
41	14:27:09	0.001	21.707	0.000	PreCon Rise	5967747.410	0.837
42	14:27:10	-0.001	22.240	0.000	PreCon Rise	5967747.413	0.837
43	14:27:11	0.000	22.773	0.000	PreCon Rise	5967747.413	0.837
44	14:27:12	0.000	23.307	0.000	PreCon Rise	5967747.413	0.837
45	14:27:13	-0.000	23.840	0.000	PreCon Rise	5967747.413	0.837
46	14:27:14	-0.000	24.373	0.000	PreCon Rise	5967747.413	0.837
47	14:27:15	-0.001	24.907	0.000	PreCon Rise	5967747.417	0.837
48	14:27:16	0.000	25.440	0.000	PreCon Rise	5967747.417	0.837
49	14:27:17	-0.001	25.973	0.000	PreCon Rise	5967747.420	0.837
50	14:27:18	-0.000	26.507	0.000	PreCon Rise	5967747.420	0.837
51	14:27:19	-0.001	27.040	0.000	PreCon Rise	5967747.424	0.837
52	14:27:20	0.000	27.573	0.000	PreCon Rise	5967747.424	0.837
53	14:27:21	-0.001	28.107	0.000	PreCon Rise	5967747.427	0.837
54	14:27:22	0.000	28.640	0.000	PreCon Rise	5967747.427	0.837
55	14:27:23	-0.001	29.173	0.000	PreCon Rise	5967747.431	0.837
56	14:27:24	0.000	29.707	0.000	PreCon Rise	5967747.431	0.837
57	14:27:25	0.002	30.240	0.000	PreCon Rise	5967747.424	0.837
58	14:27:26	-0.001	30.773	0.000	PreCon Rise	5967747.427	0.837
59	14:27:27	-0.001	31.307	0.000	PreCon Rise	5967747.431	0.837
60	14:27:28	-0.001	31.840	0.000	PreCon Rise	5967747.434	0.837
61	14:27:29	0.001	32.000	0.000	PreCon Soak	5967747.431	0.837
62	14:27:30	0.001	32.000	0.000	PreCon Soak	5967747.427	0.837
63	14:27:31	0.000	32.000	0.000	PreCon Soak	5967747.427	0.837
64	14:27:32	-0.001	32.000	0.000	PreCon Soak	5967747.431	0.837
65	14:27:33	0.001	32.000	0.000	PreCon Soak	5967747.427	0.837
66	14:27:34	-0.000	32.000	0.000	PreCon Soak	5967747.427	0.837
67	14:27:35	-0.001	32.000	0.000	PreCon Soak	5967747.431	0.837
68	14:27:36	-0.001	32.000	0.000	PreCon Soak	5967747.434	0.837
69	14:27:37	-0.000	32.000	0.000	PreCon Soak	5967747.434	0.837
70	14:27:38	-0.001	32.000	0.000	PreCon Soak	5967747.438	0.837
71	14:27:39	-0.001	32.000	0.000	PreCon Soak	5967747.441	0.837
72	14:27:40	-0.001	32.000	0.000	PreCon Soak	5967747.445	0.837
73	14:27:41	-0.001	32.000	-0.000	PreCon Soak	5967747.448	0.837
74	14:27:42	0.000	32.000	-0.000	PreCon Soak	5967747.448	0.837
75	14:27:43	-0.001	32.000	-0.000	PreCon Soak	5967747.452	0.837
76	14:27:44	-0.001	32.000	-0.000	PreCon Soak	5967747.455	0.837
77	14:27:45	-0.001	32.000	-0.000	PreCon Soak	5967747.458	0.837
78	14:27:46	0.000	32.000	-0.000	PreCon Soak	5967747.458	0.837
79	14:27:47	-0.001	32.000	-0.000	PreCon Soak	5967747.462	0.837
80	14:27:48	-0.001	32.000	-0.000	PreCon Soak	5967747.465	0.837
81	14:27:49	-0.001	32.000	-0.000	PreCon Soak	5967747.469	0.837
82	14:27:50	-0.002	32.000	-0.000	PreCon Soak	5967747.476	0.837
83	14:27:51	0.000	32.000	-0.000	PreCon Soak	5967747.476	0.837
84	14:27:52	0.000	32.000	-0.000	PreCon Soak	5967747.476	0.837
85	14:27:53	0.000	32.000	-0.000	PreCon Soak	5967747.476	0.837
86	14:27:54	-0.002	32.000	-0.000	PreCon Soak	5967747.483	0.837
87	14:27:55	0.001	32.000	-0.000	PreCon Soak	5967747.479	0.837
88	14:27:56	-0.002	32.000	-0.000	PreCon Soak	5967747.486	0.837
89	14:27:57	-0.002	32.000	-0.000	PreCon Soak	5967747.493	0.837
90	14:27:58	-0.001	32.000	-0.000	PreCon Soak	5967747.497	0.837
