Voltage(V)	Current(A)	J(mA/cm2)	PE(lm/W)	EQE(%)	L(cd/m2)
-9.99985E-1	-7.98562E-8	-4.99101E-4	-3.13948E+2	9.50578E+1	-4.98758E-1
-7.99976E-1	-1.29247E-8	-8.07794E-5	-2.73771E+3	2.97926E+2	-5.63138E-1
-5.99949E-1	1.32911E-8	8.30694E-5	-3.63245E+3	1.42904E+2	-5.76242E-1
-3.99938E-1	2.61964E-8	1.63727E-4	-1.45685E+3	1.85517E+2	-3.03653E-1
-1.99992E-1	3.12625E-8	1.95391E-4	2.94698E+2	2.76239E+2	3.66559E-2
6.51360E-5	3.74981E-8	2.34363E-4	-7.65577E+6	-4.85872E+2	-3.72006E-1
2.00053E-1	3.24235E-8	2.02647E-4	-6.92840E+3	-7.24688E+2	-8.94063E-1
4.00002E-1	4.49239E-8	2.80774E-4	-1.07704E+3	-7.16596E+2	-3.85036E-1
5.99997E-1	4.56719E-8	2.85449E-4	-3.28437E+2	-4.04910E+2	-1.79053E-1
8.00009E-1	5.55522E-8	3.47201E-4	-5.80686E+2	-6.45488E+1	-5.13414E-1
1.00001E+0	7.25391E-8	4.53369E-4	-7.78817E+1	-1.15732E+2	-1.12394E-1
1.19999E+0	6.94873E-8	4.34296E-4	-2.44521E+2	-3.06054E+2	-4.05630E-1
1.40000E+0	1.10930E-7	6.93313E-4	-1.25377E+2	-2.57935E+2	-3.87368E-1
1.60000E+0	1.79202E-7	1.12001E-3	-1.50381E+2	-8.78154E+1	-8.57801E-1
1.79997E+0	3.14992E-7	1.96870E-3	-2.60760E+1	-1.56997E+2	-2.94128E-1
1.99997E+0	5.32653E-7	3.32908E-3	-1.57669E+1	1.72187E+1	-3.34153E-1
2.19995E+0	9.93883E-7	6.21177E-3	-1.16224E+0	-6.84648E+0	-5.05561E-2
2.39994E+0	1.61462E-6	1.00914E-2	-4.57956E+0	-1.12568E+1	-3.53041E-1
2.59993E+0	3.10616E-6	1.94135E-2	-2.88170E-1	-8.52184E+0	-4.62982E-2
2.79988E+0	6.55403E-6	4.09627E-2	7.76378E-1	-1.21410E+0	2.83434E-1
2.99979E+0	1.08338E-5	6.77113E-2	1.71686E+0	-1.40507E+0	1.11003E+0
3.19985E+0	2.98146E-5	1.86341E-1	1.07137E+0	6.02694E-1	2.03343E+0
3.39979E+0	3.78456E-5	2.36535E-1	1.35680E+0	9.48497E-1	3.47306E+0
3.59977E+0	6.32934E-5	3.95584E-1	1.38481E+0	6.20072E-1	6.27702E+0
3.79979E+0	1.00236E-4	6.26475E-1	1.33124E+0	6.88314E-1	1.00872E+1
3.99989E+0	1.53279E-4	9.57994E-1	1.16486E+0	5.71436E-1	1.42080E+1
4.19980E+0	2.21187E-4	1.38242E+0	1.09719E+0	5.41207E-1	2.02768E+1
4.39975E+0	3.14738E-4	1.96711E+0	9.82126E-1	4.94471E-1	2.70567E+1
4.59964E+0	4.30144E-4	2.68840E+0	9.26984E-1	4.84450E-1	3.64871E+1
4.79998E+0	5.78335E-4	3.61459E+0	8.38664E-1	4.39668E-1	4.63166E+1
4.99992E+0	7.59596E-4	4.74747E+0	7.85399E-1	4.49040E-1	5.93426E+1
5.19989E+0	9.78694E-4	6.11684E+0	7.22225E-1	4.12798E-1	7.31212E+1
5.39994E+0	1.23718E-3	7.73237E+0	6.81396E-1	4.28944E-1	9.05631E+1
5.59995E+0	1.53492E-3	9.59325E+0	6.26004E-1	3.95374E-1	1.07048E+2
5.80002E+0	1.86678E-3	1.16674E+1	5.92252E-1	3.90513E-1	1.27573E+2
6.00000E+0	2.22495E-3	1.39059E+1	5.53584E-1	3.74270E-1	1.47023E+2
6.20006E+0	2.62406E-3	1.64004E+1	5.23590E-1	3.57664E-1	1.69469E+2
6.40003E+0	3.05476E-3	1.90922E+1	4.90684E-1	3.55921E-1	1.90850E+2
6.59995E+0	3.52505E-3	2.20316E+1	4.67240E-1	3.37825E-1	2.16260E+2
6.79994E+0	4.04231E-3	2.52644E+1	4.40986E-1	3.36136E-1	2.41151E+2
6.99990E+0	4.59875E-3	2.87422E+1	4.20070E-1	3.28459E-1	2.69019E+2
7.19989E+0	5.21380E-3	3.25862E+1	3.96486E-1	3.18319E-1	2.96100E+2
7.39987E+0	5.87935E-3	3.67459E+1	3.79128E-1	3.12639E-1	3.28148E+2
7.59989E+0	6.60309E-3	4.12693E+1	3.59944E-1	3.06447E-1	3.59352E+2
7.79991E+0	7.38714E-3	4.61696E+1	3.43905E-1	3.00626E-1	3.94216E+2
7.99989E+0	8.23352E-3	5.14595E+1	3.27150E-1	2.93162E-1	4.28693E+2
8.19975E+0	9.15020E-3	5.71887E+1	3.13007E-1	2.90311E-1	4.67214E+2
8.39983E+0	1.01394E-2	6.33713E+1	2.99306E-1	2.82368E-1	5.07140E+2
8.59975E+0	1.11892E-2	6.99325E+1	2.85150E-1	2.76670E-1	5.45869E+2
8.79974E+0	1.23183E-2	7.69894E+1	2.74063E-1	2.69677E-1	5.91020E+2
8.99977E+0	1.35354E-2	8.45962E+1	2.60715E-1	2.62280E-1	6.31829E+2
9.19967E+0	1.48259E-2	9.26619E+1	2.51712E-1	2.60561E-1	6.83009E+2
9.39973E+0	1.62128E-2	1.01330E+2	2.40422E-1	2.54138E-1	7.28915E+2
9.60009E+0	1.76870E-2	1.10544E+2	2.31217E-1	2.51165E-1	7.81050E+2
9.80007E+0	1.92551E-2	1.20344E+2	2.21257E-1	2.43928E-1	8.30621E+2
9.86325E+0	2.00005E-2	1.25003E+2	2.15622E-1	2.39485E-1	8.46222E+2
