	Voltage(V)	Current(A)	Current(A) stdev	J(mA/cm2)	J(mA/cm2) stdev	PE(lm/W)	PE(lm/W) stdev	EQE(%)	EQE(%) stdev	L(cd/m2)	L(cd/m2) stdev	CE(cd/A)	CE(cd/A) stdev
0	-0.9999647777777777	-4.598963555555556e-07	5.641979920335682e-07	-0.0028743531166666664	0.0035262418932418753	-182.22973644444446	682.9202156147325	-63.39959333333333	240.76239508422736	-0.05849967777777779	0.47275088057924164	58.00325749408377	217.372728989118
1	-0.7999805	-2.9523486512222224e-07	4.044903200333705e-07	-0.0018452182681111113	0.0025280636272841856	-11617.755577222222	44662.69861495163	24253.714532555554	99843.21305895818	-0.1399919122222222	0.3614114759015198	-2784.37655185523	11416.604541802859
2	-0.5999518888888888	-1.7132316388888888e-07	2.678708350895352e-07	-0.0010707695722222221	0.0016741929662660929	-909.2457944444445	2706.86380444331	130.13387	573.602462870153	-0.059367833333333335	0.4665923895007398	-211.37202906041273	502.66235965183785
3	-0.3999392777777777	-8.24835761111111e-08	1.5754715082542788e-07	-0.0005155216111111111	0.0009846682096258193	888.3241316666665	5372.623210258871	-164.07083	450.32700446428504	-0.08252551666666669	0.3819068131304565	-171.46758718525973	671.6985289899496
4	-0.1999813888888889	-1.640762438888889e-08	7.532242795734215e-08	-0.00010254777522222222	0.00047076547899331517	-59763.338222222235	268884.56747939525	5451.461356666668	26714.602025238204	-0.1313393722222222	0.3643225080454493	-3797.0439614412194	17116.13944873247
5	8.486902777777776e-05	2.8804199333333337e-08	1.1381565828336079e-08	0.0001800261972222222	7.113475317155914e-05	-32129535.611111112	209168943.2640585	-85.30849444444452	6237.959048153419	-0.22636701666666667	0.4028962242812578	-342.0216287589428	2779.8134753948816
6	0.20007483333333334	6.923815555555555e-08	5.5780707976436345e-08	0.0004327386111111111	0.00034862993629494217	-1036.9477444444447	2398.641005334335	-124.78411722222225	343.1840074396181	-0.2119478666666667	0.39307176921316517	-66.04668999593429	152.77899845026997
7	0.40001788888888895	1.250656722222222e-07	1.4042588485261065e-07	0.0007816601666666666	0.0008776612976611479	-534.4475255	891.895962565065	-5.417678222222223	294.62544963405423	-0.23164254888888886	0.30735714383586177	-68.05739182192035	113.57655225957565
8	0.6000120555555556	2.1421081666666663e-07	2.4961586196037803e-07	0.0013388178888888889	0.0015600993462157712	-133.3757338888889	328.9367796943018	-0.9993005555555468	341.63520342305657	-0.06262978888888887	0.38758387494718965	-25.475548606778904	62.82527575983579
9	0.8000192222222222	3.451612388888888e-07	3.980087807959604e-07	0.002157255055555556	0.002487548211179176	-100.57143277777777	425.26071264840823	-21.873457777777777	259.25864701254716	-0.1556324388888889	0.45775069345618224	-25.612655612445376	108.29869549886409
